# Time-averaged data for fix avborn
# TimeStep c_born[1] c_born[2] c_born[3] c_born[4] c_born[5] c_born[6] c_born[7] c_born[8] c_born[9] c_born[10] c_born[11] c_born[12] c_born[13] c_born[14] c_born[15] c_born[16] c_born[17] c_born[18] c_born[19] c_born[20] c_born[21]
34200 298522 308405 141538 493963 455022 199038 -74821.9 81877.6 99392.4 -6477.81 3152.54 86742.2 -108639 4230.61 -6232.67 -6166.2 -1822.96 -1703.03 -15137.5 59.5175 82812.2
34300 298493 308460 141541 494119 454906 199016 -74824.2 81872.2 99447.3 -6322.56 3116.25 86756.4 -108748 4012.28 -6155.28 -6189.47 -1855.6 -1690.99 -14970.3 -271.936 82729.1
34400 298449 308445 141545 493984 454646 198905 -74774.6 81890.8 99447.4 -6169 3112.15 86746.7 -108772 3874.07 -6130.47 -6187.21 -1818.95 -1683.7 -14855.6 -399.44 82617.3
34500 298444 308439 141555 493897 454590 198851 -74751.6 81897.3 99454.7 -6141.31 3120.75 86756.4 -108794 3854.54 -6146.81 -6195.96 -1794.94 -1680.53 -14828 -396.82 82589.5
34600 298438 308425 141566 493817 454547 198787 -74729.6 81918.9 99443.5 -6261.66 3125.94 86750.9 -108800 3954.9 -6195.35 -6199.94 -1785.46 -1695.34 -14942.3 -299.14 82550.3
34700 298288 308303 141580 493488 454313 198681 -74586.8 81936.9 99310.5 -6404.45 3112.27 86746.5 -108626 4088.26 -6186.04 -6174.23 -1791.2 -1696.5 -14901.4 -171.905 82538.3
34800 298240 308312 141595 493548 454235 198672 -74558.2 81928.6 99303.8 -6464.09 3152.93 86766.2 -108637 4160.18 -6263.55 -6199.87 -1800.55 -1718.66 -15024.3 -68.2723 82515.5
34900 298188 308250 141602 493524 454034 198648 -74491.1 81940.4 99274.3 -6396.92 3238.47 86757.2 -108648 4196.87 -6366.06 -6184.33 -1765.23 -1717.52 -15153.3 166.568 82458.1
35000 298189 308258 141610 493591 453947 198672 -74462.7 81944.7 99290.3 -6449.42 3305.37 86767.7 -108630 4301.88 -6451 -6198.5 -1741.35 -1726.83 -15315.5 332.698 82451.5
35100 298170 308256 141613 493724 453884 198714 -74437.4 81939.7 99315.7 -6492.42 3343.21 86777.3 -108626 4353.55 -6533.26 -6198.36 -1735.56 -1751 -15605.4 320.846 82511.7
35200 298175 308304 141623 494079 453876 198821 -74432.8 81939.5 99369 -6502.65 3344.38 86797.8 -108681 4332.48 -6570.64 -6221.02 -1755.6 -1761.66 -15812.3 150.162 82579.6
35300 298251 308352 141630 494236 453949 198839 -74475.8 81946 99412 -6599.7 3345.1 86802.2 -108711 4355.09 -6620.11 -6233.54 -1789.33 -1781.18 -15990.7 12.812 82585.3
35400 298257 308383 141635 494375 453977 198835 -74484 81949.2 99437.5 -6682.83 3363.96 86810.5 -108748 4381.1 -6671.29 -6234.81 -1809.03 -1795.37 -16182.8 -172.089 82546.4
35500 298294 308420 141636 494386 454100 198823 -74518 81954.6 99436.2 -6852.68 3384.63 86797.2 -108747 4536.64 -6696.08 -6216.11 -1843.8 -1797.73 -16322.1 -199.844 82509.7
35600 298311 308427 141639 494500 454214 198838 -74528 81953.7 99429.8 -7103.26 3323.97 86798.1 -108781 4701.22 -6657.1 -6209 -1890.67 -1793.55 -16334.1 -248.277 82460.4
35700 298382 308458 141662 494612 454396 198816 -74567.1 81960.2 99466.1 -7258.7 3327.41 86808.8 -108910 4854.78 -6683.5 -6248.93 -1912.01 -1800.72 -16488.7 -182.054 82350.6
35800 298445 308468 141666 494599 454556 198802 -74600 81960 99466.8 -7593.55 3331.87 86808 -108909 5145.12 -6743.18 -6261.24 -1910.72 -1810.69 -16722.2 -38.7363 82392
35900 298525 308561 141666 494634 454805 198835 -74672.1 81957.2 99460.2 -7623.19 3407.26 86807 -108918 5270.53 -6868.9 -6272.27 -1849.42 -1813.68 -16936.3 282.01 82448.8
36000 298614 308608 141673 494676 455028 198893 -74705 81974.5 99482.1 -7704.08 3441.19 86812 -108910 5379.89 -6907.24 -6283.23 -1854.49 -1821.34 -16990.6 490.626 82526.4
36100 298624 308563 141683 494728 455178 198991 -74670.9 81994.4 99407.3 -7780.45 3418.99 86801.5 -108763 5487.51 -6896.85 -6236.96 -1872.14 -1849.88 -17061.6 574.974 82639
36200 298565 308561 141679 494894 455302 199127 -74646.9 81981.1 99313.7 -7792.68 3388.21 86796.3 -108589 5535.22 -6858.3 -6195.56 -1872.78 -1858.84 -17030.5 624.155 82799.8
36300 298432 308508 141617 494840 455239 199132 -74583.6 81922.4 99251.8 -7749.98 3269.92 86777.8 -108439 5487.74 -6811.56 -6106.57 -1849.42 -1927.7 -16979.8 457.226 82919.8
36400 298497 308507 141624 494631 455369 199079 -74597.5 81943.8 99213.5 -7845.74 3189.65 86764.8 -108402 5521.24 -6700.6 -6103.85 -1875.01 -1909.54 -16882 295.311 82962.2
36500 298476 308509 141626 494843 455292 199086 -74592.1 81930.3 99270.7 -7899.85 3106.45 86767.1 -108492 5503.4 -6602.96 -6129 -1903.04 -1905.33 -16801.1 24.3622 82910.7
36600 298467 308487 141621 494848 455345 199111 -74565 81930.5 99226.3 -8057.89 3067.47 86762.8 -108414 5585.62 -6576.91 -6136.92 -1926.77 -1926.76 -16919.9 -167.247 82951.4
36700 298590 308550 141628 494940 455653 199136 -74640.3 81961 99194.6 -8217.94 3040.05 86744.5 -108341 5681.52 -6553.09 -6118.13 -1961.2 -1939.92 -17010.8 -298.006 83035.6
36800 298601 308614 141639 495161 455736 199181 -74659.5 81961.3 99188.2 -8428.43 2997.34 86754.6 -108354 5768.49 -6521.8 -6120.12 -2015.76 -1929.52 -17068.6 -472.688 83070.6
36900 298585 308623 141581 495198 455693 199169 -74675.7 81900.4 99178.7 -8516.66 2958.49 86760.6 -108302 5811.47 -6498.01 -6116.66 -1989.18 -1923.89 -17126.8 -639.24 83114
37000 298459 308593 141587 495222 455334 199169 -74566.4 81898.5 99181.7 -8566.39 2936.28 86783.9 -108289 5842.81 -6463.45 -6113.7 -2003.89 -1914.63 -17120 -677.423 83063.2
37100 298333 308507 141597 495191 455047 199125 -74445.4 81903.2 99150.1 -8637.6 2938.84 86795.6 -108241 5886.65 -6510.47 -6108.45 -2033.39 -1932.29 -17229.3 -689.113 82963.6
37200 298307 308509 141604 495221 454903 199100 -74424.7 81894.1 99214.4 -8776.34 2919.18 86808.7 -108331 5962.61 -6527.68 -6140.68 -2052.79 -1944.99 -17311.6 -682.819 82861.4
37300 298286 308532 141611 495196 454688 199010 -74420.2 81884.8 99246.3 -8866.8 2914.11 86824 -108471 6059.17 -6522.91 -6189.22 -2061.82 -1950.81 -17362.3 -651.054 82696.6
37400 298367 308577 141611 495155 454616 198964 -74460.9 81884.9 99259 -8704.26 2916.92 86828 -108500 5898.6 -6520.12 -6171.86 -2091.64 -1954.29 -17343.9 -833.298 82664.9
37500 298326 308582 141622 495180 454409 198935 -74410.5 81887.4 99260.1 -8652.5 2919.98 86851.8 -108491 5825.17 -6553.95 -6141.49 -2125.74 -1973.85 -17463.6 -975.695 82666.1
37600 298268 308533 141644 495077 454231 198889 -74344.6 81898.2 99249.2 -8552.9 2975.63 86858.9 -108472 5747.7 -6630.13 -6135.42 -2109.95 -1986.74 -17624.9 -986.685 82614
37700 298289 308548 141652 495009 454267 198824 -74356.4 81909 99269.3 -8464.15 3050.25 86852.8 -108476 5734.31 -6695.91 -6118.64 -2079.88 -1978.88 -17674.1 -856.34 82597.1
37800 298338 308598 141650 494869 454240 198721 -74400.1 81913.6 99318.9 -8478.1 3076.11 86847.2 -108579 5781.86 -6731.87 -6129.03 -2064 -1968.92 -17684.9 -725.741 82515.6
37900 298477 308590 141593 494619 454258 198612 -74460.6 81927.8 99389.4 -8525.54 3084.59 86790.2 -108767 5801.77 -6725.89 -6225 -2088.95 -1970.59 -17684.1 -735.558 82413.8
38000 298568 308572 141598 494390 454343 198565 -74471 81949.6 99368 -8629.68 3045.7 86784.9 -108739 5856.66 -6701.1 -6211.74 -2107.41 -1979.9 -17690.9 -789.943 82445.1
38100 298465 308473 141604 494041 454318 198421 -74524.9 81989.3 99291.9 -8624.71 3144.71 86754.8 -108621 5817.33 -6654.32 -6189.98 -2116.82 -1967.69 -17657.9 -884.329 82469.2
38200 298372 308387 141570 493926 454284 198452 -74451.7 81960.6 99196.9 -8513.29 3171.94 86733.6 -108450 5669.27 -6651.82 -6143.19 -2124.63 -1953.27 -17600.4 -955.486 82587.6
38300 298318 308281 141586 493848 454351 198411 -74450.5 81978.2 99143.9 -8211.3 3318.4 86743.2 -108357 5476.49 -6725.78 -6122.56 -2082.4 -1955.31 -17616.8 -939.667 82572.9
38400 298365 308288 141594 493787 454354 198380 -74462.4 81994.7 99157.7 -7912.9 3352.88 86735.7 -108386 5259.56 -6715.39 -6137.71 -2041.78 -1938.66 -17454.9 -900.463 82536.6
38500 298502 308329 141597 493695 454539 198359 -74542.5 82008.3 99173.7 -7582.12 3438.84 86725.4 -108426 5046.47 -6793 -6149.68 -1987.96 -1934.52 -17431.1 -845.077 82559
38600 298466 308327 141603 493723 454525 198434 -74491 82018.6 99137.3 -7456.04 3500.77 86728.2 -108381 5016.27 -6844.67 -6143.98 -1966.55 -1937.33 -17404.2 -689.926 82630.6
38700 298381 308274 141614 493631 454423 198463 -74388.7 82046.4 99058.3 -7413.14 3507.89 86733.5 -108182 5055.27 -6777.3 -6088.73 -1950.57 -1919.89 -17209.3 -482.283 82743.7
38800 298319 308193 141618 493442 454310 198439 -74298.5 82055.9 98971.1 -7358.63 3530.61 86738.8 -108041 5037.69 -6784.38 -6062.22 -1937.17 -1915.19 -17122.4 -376.357 82811.7
38900 298348 308164 141621 493325 454290 198414 -74291.6 82067.6 98972.9 -7295.93 3537.81 86728.9 -108064 5011.52 -6807.44 -6078.32 -1925.57 -1927.79 -17152.5 -364.656 82801.5
39000 298326 308164 141625 493353 454098 198368 -74265.7 82060.2 99027.4 -7278.82 3607.55 86749.4 -108186 5060.92 -6907.23 -6123.82 -1884.35 -1946.06 -17348.2 -194.128 82667.7
39100 298259 308128 141629 493572 454002 198474 -74208.7 82045.7 99080.5 -7261.02 3656.34 86767.6 -108205 5077.36 -6951.88 -6125.62 -1848.36 -1940.14 -17318.6 -64.1258 82682.8
39200 298208 308045 141628 493519 453985 198493 -74128.6 82078.4 99034.6 -7232.67 3629.41 86737.4 -108076 5037.17 -6903.9 -6077.92 -1844.25 -1951.27 -17223.1 -131.498 82743.8
39300 298249 308044 141628 493615 453918 198513 -74139.4 82080.4 99070.4 -7180.67 3550 86734.3 -108051 4925.24 -6806.81 -6054.24 -1881.45 -1950.17 -17062.9 -415.779 82744.2
39400 298238 308082 141637 493711 453851 198542 -74125.8 82079.6 99105.8 -7165.29 3515.67 86755.6 -108082 4892.23 -6762.04 -6061.94 -1881.92 -1955.68 -17002.9 -460.72 82735.3
39500 298235 308134 141641 493712 453809 198609 -74119.9 82073.4 99085.5 -7259.15 3506.1 86770.9 -108025 4931.13 -6754.64 -6047.87 -1899.82 -1968.08 -17066.1 -547.179 82775.8
39600 298183 308137 141648 493868 453775 198729 -74081 82074.6 99021.3 -7347.35 3487.31 86779.2 -107898 5021.16 -6704.51 -6000.05 -1917.02 -1970.35 -17040.3 -473.631 82895.3
39700 298158 308155 141647 493926 453780 198790 -74060.6 82075.3 99015.7 -7443.46 3417.86 86774.3 -107891 5083.92 -6629.29 -5981.31 -1931.81 -1976.29 -16984 -497.222 82936.5
39800 298216 308171 141653 493963 453883 198797 -74073.4 82084.3 99008.2 -7462.75 3384.6 86772.4 -107858 5059.82 -6549.02 -5986.84 -1957.5 -1971.39 -16853.5 -645.75 82962.7
39900 298316 308287 141656 494064 454044 198829 -74153.1 82077.5 99013.2 -7630.69 3314.78 86791.5 -107880 5093.62 -6466.76 -6004.82 -2013.16 -1975.81 -16795.1 -862.797 83008.1
40000 298335 308267 141648 494010 454046 198755 -74230.2 82074.4 98994.6 -7703.58 3310.36 86786.3 -107840 5080.17 -6381.99 -5991.57 -2034.02 -1974.25 -16807.9 -1003.96 83008
40100 298395 308276 141650 493893 454085 198724 -74232.4 82084.9 98988.8 -7683.53 3276.4 86787.6 -107863 5019.45 -6324.02 -5989.32 -2048.65 -1958.88 -16701.1 -1132.35 83010.2
40200 298441 308250 141652 493745 454080 198671 -74237.9 82092.6 98962.9 -7756.44 3245.3 86781.3 -107824 5029.8 -6301.98 -5983.95 -2062.19 -1964.02 -16746.6 -1328.97 82976.7
40300 298497 308283 141653 493670 454276 198675 -74283.9 82107.3 98972.1 -8075.23 3177.84 86760.4 -107771 5239.5 -6265.3 -5953.76 -2121.07 -1989.72 -16932.5 -1432.92 83074.1
40400 298662 308337 141651 493494 454577 198636 -74386.5 82126 98941.9 -8267.97 3145.49 86739.3 -107699 5391.36 -6248.25 -5935 -2148.76 -2005.14 -17032.6 -1472.82 83150.9
40500 298681 308340 141661 493450 454631 198646 -74382.7 82135.6 98891.6 -8415.32 3156.53 86745.4 -107621 5514.78 -6323.21 -5928.61 -2162.12 -2032.02 -17232.4 -1470.68 83208.6
40600 298749 308361 141665 493457 454942 198701 -74422.4 82150.8 98863.8 -8461.9 3162.5 86732 -107535 5561.69 -6336.37 -5897.88 -2173.65 -2032.64 -17253.8 -1452.13 83375.1
40700 298766 308353 141667 493414 455041 198706 -74413.7 82156.8 98826.5 -8551.22 3188.27 86736.7 -107494 5615.18 -6381.31 -5872.4 -2213.06 -2035.65 -17361.7 -1475.15 83452.6
40800 298801 308371 141678 493310 455140 198669 -74431.5 82177.7 98801.8 -8733.04 3180.4 86728.1 -107498 5730.74 -6386.5 -5862.66 -2260.84 -2048.49 -17487.5 -1577.52 83475.9
40900 298849 308167 141677 493292 455084 198603 -74481.3 82166.6 98865.9 -8789.57 3168.44 86738.4 -107606 5752.98 -6395.94 -5887.74 -2254.61 -2057.26 -17502 -1602.93 83416.9
41000 298892 308281 141687 493374 455202 198559 -74553 82157 98927.9 -8792.5 3171.46 86756.1 -107731 5746.58 -6398.69 -5920.16 -2238.5 -2058.22 -17465.5 -1537.45 83323.5
41100 298936 308346 141694 493390 455254 198543 -74582.8 82163.5 98955.2 -8810.64 3176.11 86770.2 -107745 5782.1 -6404.9 -5925.38 -2226.01 -2054.87 -17454.6 -1466.79 83325.8
41200 298947 308342 141700 493409 455263 198540 -74588.1 82157.8 98979.7 -8729.02 3213.24 86780.6 -107778 5736.07 -6436.18 -5933.77 -2211.89 -2058.42 -17505 -1428.21 83310.2
41300 299017 308341 141694 493246 455308 198480 -74621.7 82171.4 98995.2 -8572.5 3283.68 86760.7 -107765 5644.79 -6505.76 -5907.63 -2186.64 -2050.92 -17491.3 -1287.46 83323.8
41400 299027 308370 141698 493318 455326 198502 -74634.4 82177.6 99026.5 -8379.29 3387.1 86750.3 -107810 5578.23 -6618.01 -5909.5 -2137.44 -2048.01 -17559.2 -1100.49 83316.3
41500 299017 308380 141702 493230 455263 198477 -74600.3 82198.1 99000.1 -8200.49 3423.98 86747.7 -107822 5491.5 -6654.46 -5903.37 -2094.08 -2036.29 -17518.5 -956.2 83276.7
41600 299007 308348 141712 493289 455219 198494 -74565.6 82217.9 99023.1 -8070.36 3496.11 86743.1 -107825 5447.14 -6716.94 -5879.25 -2050.46 -2024.49 -17503.7 -805.927 83265.5
41700 298971 308340 141619 493302 455076 198501 -74528.3 82198.2 99064.9 -7932.53 3504.01 86740.1 -107879 5333.65 -6671.87 -5784.86 -2128.49 -2005.42 -17275.9 -764.288 83208
41800 298981 308374 141619 493358 455078 198517 -74549 82185.6 99115.9 -7810.23 3524.85 86743 -107964 5240.96 -6658.74 -5800.17 -2124.7 -2002.39 -17247.3 -754.872 83188.4
41900 298947 308347 141468 493380 454948 198533 -74518.9 82128.8 99120.8 -7841.38 3511.73 86707.6 -107959 5218.94 -6635.94 -5812.51 -2187.27 -1996.78 -17130.9 -737.649 83202.3
42000 298985 308375 141477 493483 455057 198579 -74531.2 82139.2 99133.7 -7836.64 3517.79 86711.8 -107941 5247.79 -6614.49 -5802.58 -2175.3 -1987.16 -17018.2 -682.993 83254.9
42100 298951 308372 141488 493561 455031 198620 -74502.7 82136.3 99126.9 -7902.41 3525.05 86726.6 -107942 5353.46 -6613.7 -5808.86 -2166.44 -1994.42 -16952.8 -484.481 83290
42200 298973 308391 141489 493659 455060 198618 -74527.5 82136.2 99166.9 -8105.58 3509.28 86718.8 -107989 5512.14 -6575.32 -5818.66 -2188.75 -1988.47 -16896.6 -305.936 83271.8
42300 299027 308451 141504 493737 455075 198558 -74576.5 82127.7 99214.4 -8148.87 3479.85 86735.9 -108084 5570.56 -6535.22 -5851.75 -2184.57 -1982.55 -16853.3 -244.236 83244.2
42400 299047 308503 141520 493791 455003 198507 -74601.6 82130.1 99263.6 -8133.13 3500.32 86748.5 -108190 5560.96 -6569.31 -5882.04 -2182.14 -1978.92 -16893.1 -207.507 83137.2
42500 299025 308465 141527 493717 454834 198469 -74560.5 82137.1 99260.9 -8062.93 3511.08 86754.7 -108205 5527.12 -6572.09 -5893.95 -2165.55 -1967.01 -16800.3 -144.323 83069.9
42600 299026 308406 141527 493535 454829 198461 -74527.9 82154.1 99182.4 -8180.87 3507.67 86737.2 -108089 5602.25 -6569.99 -5874.19 -2169.76 -1946.85 -16722.3 -78.4837 83086.1
42700 299018 308303 141529 493649 454950 198519 -74524 82157.9 99162 -8276.08 3436.83 86739.5 -107921 5617.47 -6595.33 -5837.05 -2199.94 -1944.46 -16625.7 -219.757 83214.3
42800 299047 308332 141532 493640 454874 198465 -74549.4 82141.3 99185.3 -8358.54 3378.2 86760 -107980 5608.25 -6522.25 -5855.26 -2228.28 -1939.17 -16540.2 -402.547 83176.8
42900 299119 308404 141550 493813 454822 198418 -74601.5 82123.3 99293.4 -8442.96 3375.81 86804.9 -108180 5667.15 -6496.94 -5933.08 -2256.02 -1927.95 -16524.8 -470.836 83041.2
43000 299169 308529 141558 494018 454751 198396 -74671 82114.3 99429.9 -8498.01 3376.51 86821.7 -108452 5708.87 -6485.97 -5983.04 -2270.04 -1923.58 -16490.3 -460.109 82868.4
43100 299144 308562 141558 494121 454648 198387 -74665.1 82119.5 99506.2 -8604.38 3395.52 86816.6 -108605 5828.36 -6543.91 -6004.4 -2289.81 -1947 -16639.1 -390.691 82721.3
43200 299103 308596 141566 494301 454571 198438 -74658 82115.8 99601.3 -8641.07 3398.14 86823 -108731 5846.55 -6568.83 -6016.03 -2317.19 -1953.05 -16699 -461.427 82630.4
43300 299104 308609 141568 494534 454485 198453 -74659 82092.1 99669.2 -8617.43 3384.42 86848.3 -108857 5819.6 -6593.37 -6062.76 -2336.56 -1961.76 -16847.1 -607.335 82501.4
43400 299125 308666 141572 494526 454457 198447 -74679.3 82088.1 99701.5 -8663.65 3421.24 86858.7 -108947 5847.35 -6692.62 -6080.46 -2356.9 -1972.36 -16995.3 -641.978 82439.8
43500 299033 308620 141584 494416 454326 198426 -74604.1 82086.1 99643.5 -8663.98 3437.77 86868.3 -108862 5848.59 -6726.44 -6084.6 -2347.13 -1973.48 -17038.3 -620.547 82418.7
43600 298997 308573 141581 494280 454281 198432 -74556.2 82099.9 99570.1 -8755.44 3440.18 86848.5 -108759 5931.87 -6724.96 -6071.86 -2348.55 -1974.54 -17069.2 -539.379 82486.1
43700 298975 308509 141580 494160 454276 198455 -74496.8 82108.9 99473.1 -8736.79 3423.18 86843.8 -108589 5937.81 -6726.6 -6029.69 -2340.73 -1978.88 -17054.9 -501.385 82586.4
43800 299009 308561 141584 494222 454262 198460 -74515.2 82101.2 99479.9 -8833.34 3411.89 86861 -108677 5982.38 -6737.6 -6062.02 -2349.76 -1978.22 -17088.6 -532.941 82496.9
43900 299102 308602 141581 494263 454272 198430 -74578.6 82101 99548.2 -8889.63 3455.88 86856.9 -108793 6044.33 -6787.93 -6082.57 -2333.6 -1985.86 -17224.7 -429.502 82414.2
44000 299172 308597 141591 494125 454338 198367 -74599.2 82117.8 99554.7 -8739.54 3481.02 86854.2 -108834 5955.8 -6798.23 -6084.42 -2287.9 -1973.11 -17173.5 -399.977 82378.6
44100 299192 308567 141596 493897 454359 198303 -74586.3 82138.8 99526.1 -8638.44 3498.34 86840.8 -108825 5936.36 -6833.34 -6091.41 -2260.76 -1969.26 -17176 -324.145 82313.2
44200 299240 308567 141591 493762 454378 198253 -74598.7 82145.7 99519 -8622.99 3481.34 86826.3 -108858 5947.86 -6823.3 -6078.96 -2248.13 -1964.2 -17164.6 -293.218 82262
44300 299263 308580 141594 493673 454307 198223 -74601.4 82146.1 99540.3 -8692.64 3444.02 86827.6 -108895 5979.93 -6791.43 -6082.84 -2249.39 -1961.38 -17148.9 -308.136 82239
44400 299297 308624 141600 493651 454339 198241 -74627.1 82151.4 99569.8 -8837.14 3367.82 86830.9 -108931 6065.43 -6687.08 -6093.57 -2273.92 -1955.64 -17069.8 -361.839 82219.3
44500 299231 308578 141607 493613 454229 198247 -74568 82157.5 99518.8 -8813.58 3375.35 86827.4 -108890 6086.22 -6696.54 -6092.95 -2245.57 -1950.11 -17141.2 -304.494 82215.3
44600 299221 308573 141611 493514 454243 198193 -74562.9 82163.7 99491.7 -8710.78 3418.91 86823.7 -108880 6014.28 -6754.78 -6091.36 -2207.54 -1948.37 -17222.9 -266.112 82194.1
44700 299252 308548 141620 493408 454326 198172 -74562.3 82183.5 99470.5 -8570.94 3471.69 86809.8 -108859 5950.91 -6815.18 -6095.82 -2140.02 -1939.05 -17222.9 -55.008 82211.1
44800 299250 308565 141620 493342 454309 198120 -74569.3 82184 99510.1 -8493.91 3543.75 86805.4 -108926 5946.05 -6877.97 -6107.94 -2086.58 -1943.87 -17301.6 169.405 82150.2
44900 299227 308601 141626 493412 454256 198100 -74572.7 82177.1 99543.1 -8512.17 3564.49 86817.2 -108977 5974.07 -6904.42 -6131.1 -2070.18 -1947.77 -17343.2 254.078 82082
45000 299213 308617 141638 493449 454254 198118 -74566.5 82163.7 99532.6 -8599.16 3547.43 86838.4 -108951 6032.59 -6882.99 -6135.73 -2076.64 -1943.52 -17307.3 308.111 82105
45100 299227 308662 141581 493636 454313 198144 -74592.3 82127.7 99567.1 -8678.7 3499.2 86847.4 -109005 6105.23 -6819.33 -6148.02 -2097.26 -1942.35 -17171.6 313.06 82042
45200 299194 308622 141530 493725 454178 198145 -74607.3 82101.5 99630.6 -8695.64 3508.65 86824 -108978 6068.69 -6773.4 -6075.07 -2153.07 -1891.11 -17097.1 285.03 82062.1
45300 299175 308624 141534 493972 454151 198253 -74595.5 82104.1 99643.3 -8699.01 3483.67 86818.7 -108951 6086.32 -6717.23 -6058.47 -2148.88 -1881.11 -16987.7 336.313 82088.5
45400 299189 308686 141540 494233 454132 198302 -74629.7 82082.1 99737.2 -8631.84 3503.05 86835.7 -109048 6052.79 -6700.1 -6061.86 -2131.24 -1869.52 -16913.1 442.605 82046.3
45500 299238 308783 141543 494454 454141 198316 -74689.8 82059.8 99872.1 -8518.19 3508.52 86857.3 -109270 5970.26 -6700.95 -6118.21 -2115.01 -1860.34 -16851.3 457.956 81905.1
45600 299319 308865 141552 494533 454213 198307 -74760.5 82060.9 99985.2 -8264.17 3539.23 86864.1 -109437 5821.7 -6712.44 -6168.98 -2084.16 -1850.97 -16772.9 498.489 81851.5
45700 299390 308891 141555 494441 454212 198259 -74804.5 82059.9 100022 -8031.6 3545.18 86867.3 -109509 5639.29 -6702.04 -6198.84 -2070.25 -1842.83 -16653.3 435.918 81786.5
45800 299398 308929 141562 494390 454121 198204 -74819.8 82061.6 100063 -7886.86 3509.81 86868.5 -109593 5532.68 -6625.44 -6216.95 -2065.19 -1832.27 -16524 329.527 81698.7
45900 299349 308799 141561 494274 453925 198161 -74761.6 82060.7 100046 -7844.71 3509.58 86870.3 -109588 5476.5 -6617.12 -6218.21 -2078.15 -1826.85 -16476.5 242.729 81646.5
46000 299294 308746 141567 494184 453743 198121 -74687.8 82062.3 100028 -7843.6 3438.83 86880.6 -109570 5409.43 -6529.27 -6213.1 -2116.09 -1828.05 -16383.1 17.5295 81601.1
46100 299379 308723 141566 494035 453851 198116 -74713.1 82072.8 99973.8 -8060.48 3376.49 86866.1 -109487 5487.04 -6466.94 -6200.93 -2164.93 -1817.12 -16361.6 -193.598 81656.3
46200 299346 308689 141568 493968 453651 198084 -74673.4 82072.9 99994 -8096.93 3335.87 86870.4 -109509 5476.59 -6427.67 -6214.96 -2182.13 -1808.06 -16276.3 -249.289 81614.1
46300 299193 308668 141577 493926 453436 198026 -74622.1 82070.9 99977.7 -8159.02 3214.65 86882 -109501 5414.83 -6387.49 -6214.18 -2201.49 -1815.07 -16171.1 -291.254 81552.7
46400 299148 308635 141588 493937 453300 198027 -74574 82069.4 99955.8 -8155.73 3222.44 86897.2 -109458 5442.16 -6360.7 -6205.02 -2182.21 -1795.53 -16057.3 -155.945 81561.2
46500 299025 308591 141601 493958 453346 198067 -74534.3 82067.2 99879.9 -8148.01 3211.81 86904.4 -109303 5421.93 -6347.47 -6164.02 -2175.36 -1776.53 -15910.8 -72.072 81670.1
46600 298954 308546 141600 494043 453313 198110 -74481.7 82056.9 99871 -8087.62 3221.81 86905.7 -109264 5417.78 -6326.76 -6187.96 -2157.05 -1763.74 -15748.4 123.072 81685.1
46700 298973 308539 141601 494047 453396 198170 -74494.5 82062.3 99845.6 -8056.35 3234.99 86886 -109170 5418.27 -6308.79 -6162.48 -2144.87 -1752.37 -15662.8 174.287 81795.5
46800 298982 308512 141610 493908 453365 198139 -74470.9 82076.1 99792.5 -8026.32 3229.5 86890.5 -109111 5410.24 -6299.05 -6157.42 -2155.8 -1753.81 -15585.7 196.619 81811.2
46900 299113 308585 141631 493773 453568 198093 -74549.9 82090.9 99763.9 -8010.68 3254.17 86896 -109077 5405.83 -6345.9 -6159.2 -2144.48 -1754.14 -15655 199.989 81855.5
47000 299125 308588 141583 493691 453531 198109 -74551.7 82051.2 99759.4 -8026.08 3266.1 86891.1 -109047 5353.18 -6413.54 -6163.65 -2193.48 -1765.16 -15744.8 104.503 81901.1
47100 299168 308615 141587 493642 453610 198099 -74584.4 82069.2 99778 -7944.38 3256.29 86874.8 -109052 5278.54 -6435.99 -6154.09 -2180.33 -1769.72 -15794.9 21.4004 81924.3
47200 299213 308623 141593 493608 453609 198056 -74596.8 82073.1 99796.4 -7897.75 3259.27 86883.3 -109116 5236.71 -6426.83 -6185.06 -2176.81 -1769.98 -15776.2 -3.71262 81863.4
47300 299235 308616 141599 493600 453534 198020 -74602.6 82058.2 99848.3 -7951.05 3274.48 86894.7 -109205 5280.3 -6449.81 -6213.98 -2171.39 -1771.12 -15840.9 11.7183 81764.9
47400 299329 308723 141609 493677 453565 197950 -74695.3 82041.3 99950.2 -7983.01 3299.1 86914.6 -109370 5343.24 -6475.78 -6237.93 -2159.64 -1768.26 -15890.2 132.859 81645.4
47500 299372 308785 141621 493700 453510 197897 -74723.9 82040 100007 -8032.53 3303.16 86935 -109486 5383.88 -6492.39 -6269.48 -2164.43 -1769.79 -15897.2 183.5 81519.7
47600 299305 308760 141627 493514 453319 197815 -74660.7 82042.5 99979.6 -8033.94 3294.62 86949.1 -109532 5412.69 -6498.48 -6305.54 -2150.89 -1778.49 -15905.3 238.304 81393.4
47700 299271 308734 141634 493338 453304 197727 -74640.7 82038.2 99963.5 -8099.82 3252.78 86951.2 -109510 5497.49 -6442.83 -6316.17 -2166.02 -1772.68 -15789.2 319.569 81369.4
47800 299225 308709 141649 493292 453234 197698 -74594.7 82046.6 99932.2 -8174.74 3230.46 86961.2 -109459 5587.13 -6399.27 -6317.13 -2170.54 -1769.07 -15685.4 455.681 81376.1
