# Time-averaged data for fix vir
# TimeStep c_virial[1] c_virial[2] c_virial[3] c_virial[4] c_virial[5] c_virial[6]
4094 2677.43 -5572.96 6703.03 10630.8 -13871.5 -12187.4
4095 -3618.06 -2075.37 4797.25 10334.7 -8088.26 -4416.44
4096 -10651.1 2149.66 2529.26 9029.42 -2602.84 730.848
4097 -14157.2 3039.1 1233.24 6277.78 -2502.34 2371.29
4098 -14598.3 592.497 686.643 2732.24 -4646.31 689.835
4099 -13281.1 -3168.55 871.974 -315.108 -4865.72 -2665.16
4100 -11501.6 -6523.52 1521.97 -2110.06 -2821.9 -5528.62
4101 -10745.7 -8460.36 2048.3 -2850.75 -1145.97 -6856.13
4102 -11348.2 -9170.73 1959.8 -3151.39 -1403.32 -6725.54
4103 -12060.8 -9580.11 1499.55 -2890.8 -2068.66 -5762.61
4104 -10967.9 -10644 1180.89 -1379.65 8.65856 -5017.5
4105 -7984.38 -12274.4 1314.77 1655.19 5670.87 -5730.77
4106 -4775.56 -13362.8 1937.93 5010.8 12445.8 -7495.38
4107 -3568.24 -13704.2 2279.11 6583.77 16955 -8097.98
4108 -5960.57 -12694.6 2229.47 5342.9 16623.5 -6954.35
4109 -11508.6 -9538.45 2076.75 2283.73 11359.8 -5674.14
4110 -17475.4 -5332.74 2102.22 -805.873 4353.04 -4972.01
4111 -21179.5 -2663.49 1842.89 -2808.26 -935.22 -4048.14
4112 -22183.9 -2794.47 966.098 -3616.77 -3717.95 -2596.2
4113 -21543.4 -4223.37 -19.7704 -3627.07 -5409.99 -1488.06
4114 -20738.7 -5317.09 -679.931 -3644.26 -7012.44 -1054.35
4115 -20425.7 -5479.28 -1003.59 -4674.7 -7865.17 -26.5115
4116 -20489.4 -4854.33 -1018.78 -7076.53 -6851.08 2367.21
4117 -20458.8 -4348.63 -1024.45 -9890.26 -4344.77 5032.72
4118 -19939.6 -4464.11 -1165.68 -11940.1 -2674.07 6340.7
4119 -18889.9 -5275.84 -1583.97 -12375.6 -4056.59 5922.62
4120 -17584.4 -6531.68 -2238.46 -11242.3 -7602.64 4754.3
4121 -16790.7 -7295.79 -2829.56 -9032.96 -9435.17 3088.33
4122 -17856.8 -5532.73 -2748.61 -7297.81 -5798.92 -875.947
4123 -20340.4 -1159.36 -1800.12 -7005.07 3078.93 -7181.89
4124 -20421.8 16.526 -1602.06 -6224.14 10758.1 -8856.89
4125 -16329.4 -5481.56 -3355.3 -3489.24 12774.4 -2656.99
4126 -10369.5 -13499.1 -5589.7 -185.629 11677.2 5618.76
4127 -6088.53 -18103.7 -6562.64 1921.85 12214.3 9003.51
4128 -4330.5 -19183.8 -6601.01 3550.39 13882.5 9122.6
4129 -5027.09 -17610.5 -6479.23 5244.54 14365.3 8877.28
4130 -8127.62 -14081.6 -6634.02 7102.51 12888.5 9022.1
4131 -12342.9 -9508.26 -6814.25 9017.75 9992.97 9206.43
4132 -16060.7 -5349.55 -6935.07 10263.6 6158.59 8386.52
4133 -18495.3 -2637.35 -7063.47 9746.69 1162.6 6000.01
4134 -19737.9 -1277.83 -7213.22 7059.53 -4897.64 3141.06
4135 -19932.1 -850.562 -7303.29 2756.08 -10956.3 1848.35
4136 -19017.5 -1011.81 -7336.12 -2313.74 -15628 3193.93
4137 -17239 -1581.88 -7431.13 -7378.67 -17792.1 6001.1
4138 -15256.4 -2510.97 -7638.79 -11224.2 -16515.3 7657.69
4139 -13518 -3741.2 -7991.81 -12366.5 -11317.5 6598.65
4140 -11058.6 -5542.82 -8199.27 -10042.2 -2212.17 4264.11
4141 -4624.07 -9510.15 -7787.35 -3769.25 11858.3 3782.66
4142 8849.59 -17250.3 -6326.73 5830.54 30895.4 5820.81
4143 20780.2 -24699.5 -4727.93 13030.6 41550 7314.92
4144 21909.5 -27487.1 -4401.24 13447.1 33891.9 6661.54
4145 15022.6 -25012.1 -4440.02 9288.08 14577.3 6448.09
4146 9197.01 -20738.8 -3654.65 4842.16 -1792.92 10464.3
4147 4211.82 -15636 -2706.22 603.185 -12484.2 16272.3
4148 -848.846 -11725.6 -2573.92 -1905.52 -15563.6 14631.6
4149 -4370.85 -10463.5 -2992.36 -2149.54 -10301.8 3072.68
4150 -5847.73 -9943.95 -3191.43 -2700.26 -3328.19 -11115.4
4151 -5060.5 -9636.74 -3134.37 -4132.75 -1679.44 -20220.3
4152 -2785.63 -11215.3 -3576.27 -4167.08 -6310.39 -19910.4
4153 -1631.53 -13808.5 -4438.11 -2446.9 -13074.7 -12057.4
4154 -3620.56 -14989.2 -4928.46 -341.637 -16847.9 -3103.91
4155 -7928.96 -13782.2 -4477.34 1419.83 -15749.1 1878.72
4156 -11906.6 -11930.8 -3241.45 3098.28 -12349.3 3022.16
4157 -14560.6 -10365.1 -1629.5 4013.11 -9707.86 2962.08
4158 -16012.1 -8579.1 244.931 3320.62 -9208.12 4738.31
4159 -16809.3 -5574.8 2460.49 3003.79 -9126.92 10610.1
4160 -17411.7 -1560.51 4525.86 6087.57 -6180.09 17211.5
4161 -18464.6 1449.36 5450.3 9216.13 -1292.83 14536
4162 -20711.6 4400.35 5638.07 6068.13 4819.08 -3116.48
4163 -21545.5 5875.12 5915.69 -2056.49 8666.2 -23787.2
4164 -17739.9 298.468 4980.42 -5206.78 6292.55 -24157.4
4165 -10800 -9199.55 3338.38 -2836.98 369.136 -6073.77
4166 -5663.26 -14110.4 3056.68 -1765.6 -1615.53 8248.11
4167 -3768.41 -14704.8 3323.82 -1908.76 -520.388 14074.6
4168 -3505.06 -13969.5 3429.37 -1258.71 281.52 15287.2
4169 -3322.61 -12670.4 3844.81 -224.625 124.424 13834
4170 -2297.84 -11370.4 4468.66 -109.083 -546.04 11010.9
4171 -421.374 -11087.6 4983.84 -62.0014 598.524 5702.41
4172 1566.45 -11823.7 5314.81 1068.48 4207.77 -2082.22
4173 1825.49 -11929 5304.91 2421.15 7714.03 -9661.39
4174 -1267.86 -9567.08 4797.51 2221.52 8174.64 -14982
4175 -7598.16 -3516.59 4162.8 -1007.82 5746.74 -19437.3
4176 -14977.1 5140.18 3914.61 -6647.63 3328.2 -25109.8
4177 -20404.7 12288.9 3602.62 -10772.8 1951.88 -28887.9
4178 -22186.8 14404.5 2588.92 -10407.9 514.419 -26272.4
4179 -21109.3 12715.4 1371.39 -7148.78 -789.285 -18422.9
4180 -18793.7 10046.5 740.755 -3988.37 -1121.53 -8952.16
4181 -15392.3 7021.62 677.106 -1383.27 -1220.74 721.128
4182 -10476 3254.2 650.232 1163.01 -1934.85 8413.15
4183 -4869.9 -751.732 366.931 3562.69 -2659.09 11307.3
4184 -889.071 -3116.61 -89.2802 4823.53 -1339.3 8880.18
4185 -467.813 -2899.16 -820.491 3689.31 2769.1 2937.68
4186 -2910.11 -445.59 -1525.11 -56.7268 8259.34 -3620.17
4187 -5358.84 2092.9 -1921.11 -5062.31 12044.9 -7642.19
4188 -5325.06 2380.95 -1972.39 -9185.02 12030.4 -7253.3
4189 -2683.26 -58.5349 -1796.21 -11074 9001.91 -3276.75
4190 1180.41 -3837.57 -1457.8 -10536.8 4793.46 1294.15
4191 4538.74 -7166.57 -1316.99 -7375.02 503.904 2650.75
4192 5711.47 -8294.18 -1556.89 -1268.46 -3034.24 -1291.48
4193 4557.16 -6875.25 -1722.78 6356.19 -4473.55 -8398.92
4194 2358.04 -5003.37 -1835.34 11979.9 -2397.62 -13131.4
4195 543.704 -4957.5 -2050.87 13554 2462.17 -12187.7
4196 12.5974 -6992.43 -2128.36 11690.1 8008.8 -6265.37
4197 159.999 -9060.78 -1847.12 8951.37 11438.7 62.4453
4198 -88.8474 -9743.33 -1328.71 6874.14 11192 3687.67
4199 -1099.51 -8708.13 -727.98 5965.99 7294.42 4087.94
4200 -2546.92 -6147 99.7009 6117.86 1134.49 2486.02
4201 -3889.07 -3601.98 1062.92 6281.12 -4286.06 2544.95
4202 -5036.38 -1780.78 2122.63 5761.75 -6219.38 6502
4203 -6592.71 211.441 3495.35 5221.01 -4407.96 11258.8
4204 -8449.13 2520.85 5206.61 4703.18 613.56 11774.6
4205 -8501.18 2923.06 7055.11 3045.4 8836.95 6393.48
4206 -6312.05 1010.93 8830.11 -303.866 16863.3 -2239.96
4207 -4523.53 -1257.13 9936.32 -4386.29 19361.9 -9177.27
4208 -4498.1 -2699.96 9957.68 -7981.94 16146 -10358.6
4209 -6303.98 -2747.56 9104.23 -10300 8448.61 -6160.88
4210 -7652.08 -2389.56 8151.97 -10801.6 687.383 -297.83
4211 -4965.15 -4415.72 8131.86 -9403.23 418.078 3900.05
4212 -113.117 -7687.28 8691.59 -6911.28 5935.2 4549.51
4213 1925.07 -8511.57 8973.32 -4324.26 8870.8 2536.21
4214 -557.744 -6071.01 8431.3 -2442.24 5503.14 791.976
4215 -5201.75 -2034.53 7509.29 -1128.28 -842.632 1872.07
4216 -8368.1 915.847 6879.62 335.31 -4258.3 7040.03
4217 -8374.98 1964.16 7177.09 2446.62 -4554.38 16504.2
4218 -5183.02 2068.01 8725.59 3772.91 -7232.02 29232
4219 -1415.32 2697.48 10993.6 1928.17 -13699.8 41514.3
4220 -927.37 4105.78 12104.2 -2506.25 -17487.4 47306.3
4221 -3437.88 4327.59 11170.6 -5504.79 -14109.8 42970.7
4222 -5126.93 2359.96 9350.76 -4337.88 -6786.65 30840.6
4223 -5038.86 -88.7649 7894.04 -290.061 -873.956 16783.8
4224 -5460.58 -524.378 6907.07 3950.63 2072.49 5301.1
4225 -7209.54 1178.06 6316.52 6858.71 2103.31 -2572.71
4226 -9010.44 3350.71 6005.18 8150.47 29.0512 -7634.4
4227 -10285 4862.21 5774.79 7832.74 -2167.04 -10297.3
4228 -11374.5 5434.46 5167.71 6153.92 -2399.78 -10765.3
4229 -12300 4935.77 4067.47 3660.17 -654.543 -9543.8
4230 -12316.3 3379.5 2890.96 1186.44 1129.01 -7389.57
4231 -11102.5 1105.93 1962.5 -419.776 1454.03 -5467.62
4232 -9305.47 -850.344 1452.11 -801.112 909.517 -5017.35
4233 -8009.45 -1323.1 1273.11 65.4849 980.06 -7285.2
4234 -8037.85 434.637 1438.7 2077.18 2605.76 -13113.7
4235 -9398.77 4547.59 2039.54 4030.47 5692.84 -22233.4
4236 -11409.8 9636.75 3080.55 4403.42 9124.17 -31979.8
4237 -12087.3 12680.5 4002.6 3561.9 10008.6 -36471.9
4238 -10191.8 10898.6 3696.46 3061.02 6381.05 -31696
4239 -5845.81 4879.85 2342.41 3732.14 675.625 -19525.8
4240 -497.527 -2016.69 1034.29 5355.62 -1820.46 -5947.87
4241 4142.16 -6849.02 803.902 6656.93 1408.26 3608.49
4242 6805.86 -9056.4 1197.13 6997.75 5836.98 8982.72
4243 6794.69 -9259.05 1355.93 6644.41 6772.89 11533.9
4244 4910.48 -8137.6 958.032 6215.68 2944.07 11951
4245 3856.92 -7263.8 753.497 6830.77 -2232.32 11157.8
4246 6806.44 -8872.9 1337.22 9535.38 -1081.26 10249.4
4247 12249.5 -12003.4 2801.01 13486.1 8522.73 9256.43
4248 14698.8 -13157.4 3980.51 15940.5 18112.2 7253.26
4249 12029.6 -11689.3 3757.33 15516.2 20618.8 3549.56
4250 6534.91 -8693.73 2610.88 12758.6 15155.8 -1555.05
4251 2586.1 -6303.88 1936.88 9035.9 8419.81 -6837.94
4252 1868.47 -5269.09 2509.81 4704.94 6289.75 -12209.4
4253 2981.26 -4216.24 4229.64 -89.5571 8160.61 -18043.2
4254 4631.87 -3647.79 6165.03 -2532.05 9915.13 -20678.6
4255 5628.65 -4731.39 7236.64 -156.724 7475.73 -16507.5
4256 5533.66 -6362.22 7526.77 4878.9 1176.05 -8519.35
4257 4859.47 -7000.52 7709.64 8259.34 -5043.27 -3041.07
4258 4146.19 -7097.4 7779.3 8796.77 -8368.67 -1908.31
4259 3607.81 -6867.05 7665.48 8020.93 -8628.11 -4106
4260 3099.25 -5661.54 7964.19 7679.72 -6663.04 -8941.9
4261 3039.46 -3109.17 9136.3 8168.41 -3755.65 -15621.6
4262 4332.45 -651.937 11157.2 7970.43 -994.858 -21102.9
4263 6925.88 -360.11 13152 5951.56 1294.14 -21990.8
4264 9977.7 -2846.76 14289.5 2777.21 4456.64 -17564.2
4265 12096.9 -6372.83 14666.4 65.9718 9739.03 -10227.8
4266 12181.5 -8328.72 14547.3 -994.65 15093.9 -3953.81
4267 8929.42 -7520.68 13667.7 -573.086 15925.4 -326.56
4268 2993.67 -4752.39 12010.4 389.592 10833.3 1770.02
4269 -2829.86 -1968.86 10365.1 1373.85 4088.4 3576.89
4270 -6044.26 -645.978 9550.4 2325.03 262.552 5211.31
4271 -7179.77 -577.479 9196.51 3006.31 -585.623 6107.05
4272 -7604.07 -1089.67 8687.55 3448.95 -159.653 5321.77
4273 -7827.49 -1813.31 7899.35 3747.83 552.92 2767.85
4274 -7734.03 -2594.91 7027.44 3872.42 1021.42 -347.187
4275 -7004.41 -3377.64 6355.98 3809.6 1084.03 -2488.29
4276 -5411.47 -4245.22 5889.79 3567.26 676.362 -2947.25
4277 -3124.89 -5141.5 5665 2890.45 -152.786 -1136.72
4278 -422.088 -5595.07 5774.93 967.41 -1459.45 3710.43
4279 2371.25 -5306.14 6419.18 -2038.47 -2128.47 10793.1
4280 5114.86 -5303.37 7220.62 -3619.03 827.06 16389.3
4281 8136.18 -6694.75 7924.84 -2760.71 8217.09 18752.8
4282 10757.9 -8004.79 9027.8 -1819.03 14177.7 20574.9
4283 12002.6 -6412.13 10997.8 -4040.1 9462.01 25310.1
4284 14036.9 -4466.9 12345 -6427.92 -6341.36 28375.6
4285 16846.8 -4816.23 11592.6 -5356.36 -23749.4 25139.9
4286 17259 -5729.56 9104.38 -1735.91 -29334.3 16527.7
4287 16458.1 -6333.04 6601.41 -784.082 -26388.3 8968.02
4288 16020.4 -5327.72 5780.31 -3023.46 -21172.4 4505.86
4289 15016.8 -3846.08 5854.83 -3826.05 -13579.3 642.455
4290 10800.2 -1798.12 5514.75 -2149.57 -1441.82 -2254.06
4291 4842.47 592.561 4961.23 404.523 12183 -2882.44
4292 2316.13 880.06 4368.32 1193.4 18188.2 -1164.7
4293 1765.13 71.0617 3749.28 393.314 16816.4 1123.37
4294 1032.97 -237.374 3371.42 -791.693 12159.1 2618.95
4295 432.042 -264.112 3231.63 -1408.99 7421.67 3426.75
4296 548.754 -514.304 3419.39 -495.68 5093.73 4747.48
4297 1699.5 -1027.78 3894.13 2396.32 6255.2 7589.85
4298 3684.95 -1706.5 4827.96 6031.75 9602.94 11256.4
4299 5805.62 -2828.17 6030.48 7805.37 12073.8 13982.2
4300 7105.56 -3884.64 7241.11 6024.51 11340.4 14821.8
4301 6486.75 -3089.74 8534.67 1166.08 7825.89 13063.7
4302 3258.64 1562.17 10146.2 -4694.79 4151.85 7703.45
4303 28.9352 7690.98 12098.2 -8969.82 1002.33 1293.79
4304 287.541 10135.5 13575.6 -9705.99 -2247.76 -2056.8
4305 3377.74 7592.6 13902.8 -6703.74 -4003.08 -2048.23
4306 8386.45 1012.51 13372.8 -845.051 -2431.38 2333.38
4307 13500.1 -5771.87 13040.6 5592.21 3233.2 8613.97
4308 15188.4 -8480.88 13200.7 9696.77 10562.1 10444
4309 12500.8 -7393.65 12864.9 10973.1 13661.7 7696.74
4310 6975.17 -3985.07 12124.8 10998.7 10785.9 3302.11
4311 1004.04 397.983 11619 11415.2 5869.06 -158.424
4312 -3191.06 4134.35 11768.3 12503.1 2690.24 -1408.09
4313 -5285.14 5975.54 11915.6 13104.6 1629.64 -1177.78
4314 -5806.09 5565.6 11397.4 12220.3 1444.09 -738.145
4315 -5297.72 3723.68 10429.4 9600.78 1128.62 -674.071
4316 -4276.01 1709.44 9601.1 5910.52 164.174 -868.213
4317 -3414.63 542.936 9259.76 1886.42 -1527.66 -588.743
4318 -2745.49 293.369 9482.41 -1910.57 -3758.09 93.5465
4319 -1932.97 211.605 9756.2 -4738.78 -5779.02 -299.345
4320 -648.723 -87.9305 9856.69 -6031.17 -6735.99 -3095.83
4321 678.258 -459.646 9697.13 -5981.31 -5807.29 -7773.09
4322 1005.89 -172.192 9351.2 -5469.99 -2465.28 -12113
4323 446.206 702.094 9084.63 -5169.64 2641.67 -13973.1
4324 677.338 1209.37 9155.81 -5489.4 7911.3 -12065.5
4325 3349.29 815.229 9958.69 -7199.3 12264 -5567.61
4326 7881.6 700.583 11644.8 -10596.4 14774.8 4294.38
4327 10794.6 1751.03 13273.8 -13497.8 13139.7 12038.8
4328 9744.69 2752.43 13241.4 -13469.3 6257.17 13482.1
4329 8045.95 1726.76 12029.9 -10358.9 -2024.58 9548.55
4330 8774.71 -902.932 11051.6 -6571.29 -6881.81 4818.51
4331 10056.6 -2356.98 10732.6 -4078.61 -7972.58 1914.51
4332 10405.3 -1680.97 10821.1 -2275.05 -6084.2 -1014.59
4333 10925.5 -38.3272 11326 -345.509 -3142.15 -4528.85
4334 11795.9 1330.04 12126.2 1787.9 -2188.11 -6720.43
4335 11585.1 2851.23 12952.5 4445.13 -4177.37 -5858.75
4336 9740.91 5064.63 13638.2 8165.29 -6500.33 -1551.6
4337 7315.89 7289.58 13903.1 12406.4 -5401.53 4784
4338 5271.79 8430.87 13212 15344.8 -1024.55 9915.97
4339 3856.58 8154.52 11690.5 15628.2 2804.03 11046.5
4340 3330.2 6537.06 9929.62 13527 3404.44 8210.96
4341 3691.55 4245.19 8654.33 10671.9 1194.02 3976.71
4342 4833.71 2361.64 8165.11 8445.82 -1653.35 974.163
4343 6178.63 1738.48 8341.06 7046.09 -3671.88 426.492
4344 7192.37 2300.89 8654.46 4637.05 -5548.63 1963.2
4345 7822.78 3345.46 8731.76 -1043.16 -9471.6 5047.51
4346 8350.09 4445.31 8623.29 -9605.99 -15779.4 9230.24
4347 8874.34 5133.55 8599.06 -16303.7 -20465.5 12847.2
4348 9498.31 4537.33 8216.09 -15718.5 -18317.3 15631.5
4349 10479 2702.9 7758.51 -7017.21 -8447.52 17248.5
4350 11821.4 435.071 7667.5 4158.8 3764.54 14773.2
4351 12833.9 -1648.02 7691.18 11899.9 12102.8 8947.07
4352 13120.8 -3327.37 7543.99 14104.3 13934.3 849.157
4353 12803.4 -3888.17 7540.43 12399.6 10140.3 -9801.53
4354 12342.5 -3261.26 7872.34 10746 5416.85 -18390.7
4355 11742.7 -2883.22 8110.39 10004.6 3116.05 -20987
4356 11265.3 -4182.44 8110.9 8646.76 3968.27 -18184.9
4357 11954.6 -7065.37 8270.78 6476.45 8035.95 -12049.7
4358 13957.9 -10172 9031.91 3793.71 13385.4 -4281.36
4359 15093.1 -11486 9969.94 572.293 15650.7 3555.01
4360 12897.5 -9958.44 10039.5 -2257.79 12369.5 8660.68
4361 7221.66 -6388.13 8928.38 -3466.65 5053.95 8986.99
4362 791.984 -2539.51 7400.76 -2872.12 -2227.98 5408.87
4363 -3647.53 -277.073 6310.91 -1467.23 -7127.5 923.132
4364 -5096.46 -208.442 5969.38 -295.887 -10222.1 -2002.91
4365 -3909.86 -2147.17 6219.92 375.726 -13335.9 -2685.31
4366 -1528.87 -4704.63 6842.83 869.167 -16148.4 -572.257
4367 -452.769 -5850.98 7603.28 2144.74 -15675.9 5436.85
4368 -1838.75 -4591.05 8420.12 4568.16 -10310.1 15804.1
4369 -4262.13 -1766.82 9510.85 6364.4 -3405.72 26593
4370 -5904.63 -228.316 10119.2 5886.45 970.379 31736
4371 -6353.35 -1370.96 9610.35 4175.8 2773.53 28799.5
4372 -6083.35 -3786.34 8579.76 3114.47 3973.98 20241
4373 -5280.95 -5438.05 8055.77 4692.07 6640.42 11945.2
4374 -4457.57 -5755.22 8218.13 8193.12 10031.3 6936.42
4375 -4085.64 -5191.31 8362.42 11099.2 11604.6 4112.14
4376 -4299.81 -4457.82 7980.25 11418.9 9676.55 2774.82
4377 -4736.89 -3290.53 7209.55 8051.31 3950.44 4814.35
4378 -5271.99 -878.07 6736.82 1502.3 -3902.02 13577.9
4379 -5637.92 2777.79 6895.74 -5535.33 -10148.6 27434.6
4380 -5735.74 5218.65 6710.94 -9879.64 -11527.1 37530.4
4381 -5813.45 4590.6 5305 -10724.7 -8254.7 37032.9
4382 -6052.77 1582.01 3149.27 -9197.8 -2832.26 27094.7
4383 -6241.66 -1352.18 1448.96 -7285.37 1827.45 15283.2
4384 -6538.34 -3051.6 490.065 -5949.33 4595.62 7218.07
4385 -6719.64 -3730.92 34.7612 -5380.49 5494.13 3471.47
4386 -6904.75 -3486.9 -41.3168 -5466.35 4875.65 3001.82
4387 -6904.76 -2355.69 340.807 -5407.26 3769.45 4592.72
4388 -6506.72 -830.614 961.896 -4401.03 3337.21 6403.37
4389 -5783.74 50.3784 1217.41 -2608.1 3781.38 6661.12
4390 -4807.38 -598.427 624.671 -1438.12 3905.4 5592.94
4391 -3693.49 -2380.1 -527.256 -2301.95 2152.16 4736.39
4392 -2772.85 -4059.3 -1494.58 -4896.01 -1284.81 4381.69
4393 -2982.9 -4627.28 -2061.97 -6634.45 -4263.18 2644.38
4394 -4669.09 -3977.67 -2146.76 -5829.53 -5655.18 -1969.93
4395 -6684.47 -2403.15 -1609.62 -3068.83 -7643.66 -9354.72
4396 -7748.63 258.588 165.987 904.3 -13207.5 -19221.4
4397 -7558.67 3222.94 2946.25 4082.58 -20691.4 -27605.3
4398 -7422.4 5113.85 5420.61 4479.49 -24598.1 -29824
4399 -8420.84 4874.87 6420.22 2750.74 -21371.4 -24477.1
4400 -9190.45 1806.59 5803.44 269.309 -11630.3 -12020.9
4401 -8797.37 -2848.49 4075.29 78.6417 -1262.91 -240.151
4402 -7073.85 -8031.05 1856.87 2525.45 5143.81 6563.73
4403 -4766.47 -12376.2 -75.61 5319.11 8006.28 9171.47
4404 -3202.17 -14999.6 -1168.98 6939 8855.71 9013.96
4405 -2300 -16524.7 -1573.45 6456.89 7232.9 7887.21
4406 -1438.88 -17930.1 -1453.1 3077.45 1707.03 7244.51
4407 -4.0166 -19257.5 -717.605 -2779.41 -7664.94 8214.59
4408 1549.14 -19873.1 410.464 -8785.32 -17354.2 10629.9
4409 1762.06 -19081.5 1229.49 -11979.1 -22255.3 12470.3
4410 -67.0372 -17180.3 1170.43 -10820.6 -19922.9 11627.2
4411 -2705 -14856.8 761.71 -6098.92 -12193.9 8476.52
4412 -4276.61 -12894 794.238 -20.7714 -3141.35 5531.87
4413 -3869.38 -11676.2 1697.92 5591.94 4253.08 5363.29
4414 -1893.85 -11115.6 3406.6 10196 8853.88 8469.27
4415 282.676 -10649.6 5439.51 13934 10525.3 13238.7
4416 907.668 -9602.16 6515.9 15188.2 8199.87 15016.8
4417 -643.723 -8095.58 5603.64 11634 1896.33 10772.4
4418 -3140.39 -6971.65 3655.38 5480.64 -3710.93 4837.4
4419 -5456.65 -7099.31 1704.66 1205.07 -3765.01 1975.75
4420 -7260.61 -7882.49 63.0836 -196.716 468.134 2240.6
4421 -8998.08 -7752.44 -995.958 -316.531 4280.05 4173.77
4422 -10865.5 -6071.75 -1411.44 -757.053 4652.37 6660.68
4423 -12678.4 -3979.89 -1491.3 -2118.38 1706.71 7903.61
4424 -14119.1 -2326.58 -1519.5 -3729.42 -3188.91 6588.1
4425 -15044 -563.492 -1527.67 -4002.39 -8623.16 2475.35
4426 -15746.9 2188.28 -1591.64 -1568.37 -12924.6 -3223.43
4427 -16119.9 4711.06 -1910.52 1946.61 -13572.5 -6255.83
4428 -15738.6 4524.93 -2806.57 3028.48 -9702.11 -3450.74
4429 -14838.9 1700.76 -3838.57 502.757 -3631.2 2296.64
4430 -13849.2 -1556.75 -4378.42 -3839.9 862.466 5314.75
4431 -12332.5 -4542.42 -4248.1 -8344.7 633.56 3555.23
4432 -8516.08 -8443.31 -3149.09 -12112.4 -5640.19 -142.114
4433 -2991.66 -12729.7 -1498.48 -13952.8 -14557.5 -2634.51
4434 -169.386 -14629.2 -852.455 -12963 -17689.4 -3683.92
4435 -2151.4 -13309.3 -1707.15 -9303.18 -11817.8 -4281.55
4436 -6152.81 -9657.79 -2191.83 -3858.97 -586.896 -5343.24
4437 -7245.99 -6911.09 -693.04 1490.66 9955.03 -6347.54
4438 -3595.14 -7228.92 2276.68 4320.14 19747.5 -4549.4
4439 3028.84 -10516.9 4876.5 3381.3 28119.8 2976.26
4440 8453.75 -14239.7 5653.04 684.489 31203.6 15093.3
4441 9415.22 -15508.6 4522.28 -878.616 26911.5 26159.5
4442 6155 -13407 2752.48 -554.257 17120.1 30920.1
4443 2268.42 -9910.11 1293.78 -20.2367 7236.19 27748.2
4444 -270.395 -6238 743.328 -923.049 169.744 17229
4445 -1963.21 -2870.96 833.688 -3080.97 -4347.94 2044.14
4446 -2821.62 -1193.38 1151.11 -6043.63 -6294.75 -12706.9
4447 -1730.72 -2338.75 1528.97 -8961.85 -4909.07 -22467.5
4448 2202.78 -6051.89 1926.13 -10528.9 610.49 -26277.8
4449 6924.81 -9861.47 2207.22 -9711.71 9070.32 -26730.4
4450 7265.21 -10865.2 1952.91 -6556.82 14302.3 -26250.4
4451 1791.22 -8400.4 1151.85 -2025.4 12129.7 -25371.7
4452 -5183.04 -4659.07 133.749 2436.63 5446.22 -23177.1
4453 -9271.88 -2654.61 -1005.33 5234.27 -179.624 -18689.2
4454 -10476.5 -3214.44 -2212.86 5689.88 -3492.01 -11908.6
4455 -10006.5 -5578.94 -3246.6 4135.04 -5495.87 -3891.28
4456 -8896.25 -8507.18 -3812.84 1693.17 -6962.56 3672.99
4457 -7790.13 -10824.3 -3936.29 -165.271 -7930.32 9645.03
4458 -6799.78 -12136.8 -3605.45 -372.284 -7646.25 14462
4459 -5633.06 -12862.9 -2922.81 1543.98 -5424.26 18691.7
4460 -4118.89 -13581.7 -2121.96 4779.2 -1829.99 21829.2
4461 -2268.98 -14892.4 -1559.44 7679.43 1647.54 22569.9
4462 439.183 -17289.4 -1385.51 9034.77 4339.45 20486.6
4463 4609.86 -20823.9 -1515.45 9138.5 6985.65 16604.1
4464 9268.83 -24287.6 -1498.68 8686.12 9060.54 12780.5
4465 11856.6 -25848.7 -1067.77 7364.92 8212.46 9688.94
4466 10111.3 -24384.5 -512.824 4935.6 3863.61 6851.32
4467 4060.66 -19777.9 75.8222 2085.8 -2115.85 3417.03
4468 -3197.39 -13404.5 842.947 377.049 -6562.59 -1076.32
4469 -8030.37 -7685.02 1815.67 41.6863 -9456.76 -6423.74
4470 -8485.24 -4595.87 3251.95 -375.549 -12847.3 -11293.8
4471 -6689.44 -4137.28 4584.12 -1523.13 -15188.3 -14201.1
4472 -6024.05 -4977.44 5112.59 -2521.41 -13944.4 -13666.8
4473 -6773.61 -5762.76 5073.53 -2051.85 -9829 -9004.93
4474 -7353.49 -5707.92 5187.3 116.124 -6039.59 -1295.07
4475 -7186.01 -4745.42 5465.83 2984.52 -4054.84 7621.38
4476 -7255.9 -3025.19 5497.32 5220.07 -2273.15 16183.1
4477 -7560.94 -1638.27 5156.15 6191.05 -313.996 21985.4
4478 -7345.27 -1761.03 4519.83 6030.95 622.802 22402.9
4479 -6389.7 -3027.73 3761.63 5602.45 -13.9572 16793.7
4480 -5664.01 -4172.03 2915.15 5551.3 -1367.23 8485.67
4481 -6133.34 -4814.36 1667.03 5413.36 -1995.24 2338.46
4482 -7804.89 -5457.1 -219.935 4327.64 -1134.28 388.512
4483 -9666.13 -6363.26 -2382.51 2386.21 1083.48 1100.96
4484 -10614.2 -7343 -4213.42 553.109 3313.31 2334.7
4485 -9618.93 -8883.54 -5227.11 -965.072 3141.57 3039.43
4486 -6099.62 -11431.8 -5165.06 -3041.95 -1601.74 2765.75
4487 -3133.84 -13069 -4939.98 -5760.24 -7335.86 388.263
4488 -5308.12 -11271.1 -6076.77 -8218.43 -7407.57 -4658.13
4489 -11728.1 -6634.5 -8261.97 -9557.17 -1737.05 -10836.2
