# Time-averaged data for fix vir
# TimeStep c_virial[1] c_virial[2] c_virial[3] c_virial[4] c_virial[5] c_virial[6]
1122 -11110.4 5731.14 5178.61 2961.69 -8162.64 -27016.6
1123 -9879.43 4367.43 5320.21 3925.06 -10322.8 -28532.9
1124 -9792.73 3602.79 4684.65 3886.31 -5851.91 -25462.5
1125 -10793.9 3282.68 3503.98 2478.56 2554.46 -19894.3
1126 -11645 2830.98 2491.57 365.604 9947.59 -12982.7
1127 -11673.9 1893.86 2097.86 -1402.86 12896.9 -6294.07
1128 -11327.3 632.873 2004.37 -1884.71 12109.2 -1198.77
1129 -11210.8 -550.426 1965.52 -1003.47 10391.5 1644.95
1130 -11119.1 -1454.25 1953.21 589.932 9085.67 2922.5
1131 -10108 -2523.33 2213.76 1834.65 7600.62 4117.93
1132 -7230.03 -4600.59 2765.68 2002 5098.73 5909.42
1133 -2133.09 -8087 3526.55 1417.28 1462.34 7341.35
1134 4026.83 -12369.5 4199.52 479.424 -3190.91 7104.79
1135 8720.75 -15850.3 4493.26 -455.85 -9252.2 4409.22
1136 9296.35 -16205.8 4390.65 -1050.07 -16320.6 -908.039
1137 4695.99 -11519.8 4315.16 -489.171 -22702.7 -8870.75
1138 -3337.7 -2788.2 4591.95 1222.42 -26688.6 -17919.6
1139 -10816.3 5188.34 5021.26 2510.9 -26697.8 -23707.9
1140 -14851.8 7942.93 4819.29 2452.2 -22367.7 -23545.9
1141 -14706.5 5112.99 4050.18 1486.77 -15252.1 -18417
1142 -11808.8 -55.6166 3412.02 974.319 -9031.99 -12095.6
1143 -8022.72 -4789.21 3350.99 1336.04 -6500.53 -7066.35
1144 -4874.86 -8230.39 3550.8 1844.39 -7031.6 -3237.25
1145 -3714.79 -9585.77 3501.06 1901.03 -8394.31 -549.459
1146 -4784.85 -8863.71 2930.01 1085 -9332.47 1520.05
1147 -6576.58 -6778.61 2539.34 -897.547 -10138.7 4344.16
1148 -7520.6 -4765.27 2490.62 -3596.94 -10359.5 8498.22
1149 -6901.55 -4321.04 2352.34 -4964.79 -7382.89 11631.9
1150 -4868.74 -6338.41 1550.69 -3640.98 -153.393 11545.2
1151 -1838.41 -9764.87 563.474 -779.433 8419.06 8937.08
1152 378.875 -12634.2 -168.648 1043.71 13126 6157.98
1153 243.468 -13610.7 -680.39 888.227 11546.4 3985.12
1154 -1995.7 -13040.7 -1158.5 -710.976 5334.64 1873.42
1155 -4569.31 -11730.2 -1582.42 -3190.64 -2752.7 -91.7326
1156 -6066.09 -10156.1 -1661.14 -7170.46 -11741.7 604.133
1157 -6138.15 -7275.02 -851.598 -14619.4 -22804.9 8733.12
1158 -4965.7 -4515.39 490.824 -22352.1 -32354.2 20146.1
1159 -4009.1 -5571.59 269.518 -23547.7 -33094.5 23446.7
1160 -4373.7 -9652.26 -1617.1 -18072 -24510 15867.1
1161 -5993.7 -11179.1 -2633.9 -12865.8 -13699.7 5818.73
1162 -8986.94 -8472.85 -2178.29 -10997.1 -5889.67 621.374
1163 -11945.6 -4816.17 -1211.5 -8531.51 -92.166 525.015
1164 -13717.4 -2450.84 -320.945 -4195.78 3732.75 5404.72
1165 -13916.6 -2475.96 29.0566 -194.577 4491.89 12442.7
1166 -12961.8 -4258.8 -48.5257 1170.14 2905.52 16938.6
1167 -11765.9 -6139.85 -313.574 -394.079 1271.17 16359.9
1168 -10897.5 -6849.12 -411.458 -2900.57 2071.96 12294
1169 -10639.8 -5374.14 -92.7578 -5108.17 6325.82 6457.72
1170 -10774.7 -2814.06 428.369 -6984.29 11150.1 515.347
1171 -11234.7 -1221.76 541.86 -8698.68 12592.6 -3568.22
1172 -12374.4 -1001.95 -38.5416 -10601.3 10415.5 -5986.22
1173 -12583.9 -2012.3 -653.416 -12485.7 7035.39 -6657.33
1174 -11069.3 -3592.07 -510.29 -13979 4760.67 -5975.81
1175 -8249.49 -5520.16 180.192 -14427 2919.7 -3333.26
1176 -5004.67 -8243.8 720.1 -13161 -925.563 2573.58
1177 -2182.32 -10624.1 1157.54 -10278.3 -6343.65 10929.4
1178 -376.752 -11324.5 1757.8 -5835.06 -9858.96 20376.4
1179 276.914 -10317.5 2508.24 -726.658 -8662.12 28112.2
1180 -208.472 -9439.64 2914.85 2306.31 -3694.62 29581.5
1181 -1037.14 -10169.5 2719.9 1843.69 1884.79 23116.2
1182 -886.878 -12405 2392.48 -425.139 5787.99 12410.5
1183 536.275 -14513.1 2418.59 -1119.49 8016 2686.68
1184 2755.99 -15557 2797.92 1560.57 9664.65 -4292.05
1185 5272.3 -15806.1 3189.53 6242.83 12449.3 -7660.48
1186 6704.62 -15387 3269.41 10681.6 16755.1 -6898.6
1187 5364.33 -13170.7 3432 13686.9 20227.6 -3428.32
1188 1235.13 -8612.15 3769.94 14539.4 20036.8 971.975
1189 -4191.32 -3072.81 3979.86 11785.8 14871.7 6248.4
1190 -8892.15 1928.18 3981.22 5493.19 5599.95 11191
1191 -11493.1 4878.67 4064.26 -625.821 -4419.41 10965.1
1192 -11966.9 5107.77 4314.1 -3131.75 -11442.9 3666.69
1193 -11440 3998.73 4565.92 -2525.69 -14125.6 -6872.85
1194 -11549.3 3727.42 4585.96 -1682.47 -13415.2 -14892.5
1195 -12554.3 4205.56 4005.5 -1677.82 -10407.4 -18143.6
1196 -13351.4 4133.02 2840.59 -2140.87 -6490.9 -17499.9
1197 -12960.5 3024.52 1693.26 -2938 -3377.01 -14700
1198 -11615 1497.09 855.101 -4427.2 -1209.15 -11876.3
1199 -10309.3 883.336 557.214 -6912.85 1408.21 -11835.4
1200 -9802.3 1937.75 735.586 -9526.09 5296.54 -15926.4
1201 -9628.11 3294.59 1038.65 -10315.3 9106.08 -21134.5
1202 -9208.77 3277.5 884.285 -8445.22 10966.9 -23417.9
1203 -7944.39 1108.54 108.51 -4567.98 9991.9 -20756.3
1204 -4828.74 -2807.3 -560.096 195.592 6207.18 -13792.2
1205 -474.444 -6618.2 -487.663 3636.93 943.809 -7801.79
1206 3589.73 -9120.34 212.238 4139.6 -4774.02 -7025.69
1207 6081.8 -10236.4 965.339 2438.13 -9844.72 -10650.3
1208 5935.65 -9670.83 1212.68 765.423 -12358.7 -14935.8
1209 2916.49 -6430.8 1041.22 2181.97 -9469.33 -14495.1
1210 -1725.97 367.755 1177.88 8543.27 549.929 -5976.49
1211 -4707.39 6662.61 1927.99 15360.6 12312.7 4612.88
1212 -3697.41 6292.63 2357.16 16961.1 19319.1 10034.1
1213 2285.21 -1318.48 2554.99 12306.1 21258.8 11120.3
1214 11395.1 -10405.6 3628.71 5449.1 22707.2 13810.6
1215 19153.5 -16048.3 5041.12 413.776 26232.4 17597
1216 20021.3 -15731.3 5585.55 -3169.09 25840 16362.2
1217 12922 -9915.78 5010.19 -5652.85 19328.1 8114.78
1218 1985.07 -1516.56 3983.8 -6195.65 10376.5 -4662.08
1219 -7911.66 6670.99 3411.1 -5471.65 1122.51 -16673.2
1220 -12670.3 10574.9 3143.65 -4225.07 -4535.7 -22700.8
1221 -12470.3 8574.88 2252.19 -2428.11 -4533.6 -22637.2
1222 -10436 3962.05 873.422 -896.606 -1479.91 -19131.9
1223 -8786.72 -123.684 -345.575 -651.245 1593.79 -14319.4
1224 -7861.17 -2585.17 -977.307 -1453.83 2986.33 -9344.41
1225 -7385.95 -3893.19 -1133.3 -2553.07 2233.1 -4783.46
1226 -7035.78 -4491.58 -889.658 -3248.41 -536.339 -913.672
1227 -6459.64 -4749.92 -290.947 -3319.02 -4778.58 2366.5
1228 -4856.36 -5142.36 752.541 -2643.27 -8962.98 5991.13
1229 -362.839 -7011.03 2482.21 -396.519 -8697.14 10926.4
1230 7304.99 -10910 4723.87 4128.39 -1037.22 16382.5
1231 13671.3 -14259.3 6404.52 9743.29 9454.72 18450.2
1232 14074.6 -14737.2 6516.67 13972.7 15663.8 13553.3
1233 8848 -12003.6 5298.94 14904.7 13547.6 3311.25
1234 2822.65 -8743.04 3933.84 13142.9 5631.11 -6053.5
1235 -866.376 -7453.77 2743.22 10721.9 -2376.92 -10021.9
1236 -2983.06 -7606.86 1707.59 8735.08 -6673.66 -9043.2
1237 -5030.19 -7663.81 805.283 7029.16 -5255.42 -6136.32
1238 -7240.47 -6951.03 270.169 5356.47 679.79 -4362.82
1239 -8891 -5594.95 408.802 3617.39 8073.33 -4762.08
1240 -9471.91 -4237.45 967.1 1819.88 13803.8 -6867.41
1241 -9243.33 -2943.3 1722.2 -179.482 15320.1 -9458.68
1242 -8768.81 -1402.77 2506.58 -2400.66 11428.3 -10551
1243 -8597.49 -30.0836 3099.87 -4188.27 3580.53 -7805.33
1244 -9073.42 608.319 3318.69 -4794.11 -4668.05 -881.783
1245 -9659.84 101.378 3168.27 -3585.44 -10255.7 7712.33
1246 -9585.39 -1378.03 2816.55 -1041.64 -12688.3 14511
1247 -8202.71 -3253.64 2490.39 1286.81 -14106.5 17762.3
1248 -5814.18 -5023.81 2273.32 2441.45 -15925.2 17924.9
1249 -4323.15 -5740.81 1940.49 2606.06 -16828.1 15910.8
1250 -5521.29 -4535 1422.91 2345.49 -15199.8 12514
1251 -8819.91 -2027.56 700.946 1941.27 -11495.6 8662.67
1252 -11720.9 57.8249 102.794 1670.45 -7706.99 5534.5
1253 -12050.7 -46.8904 -301.916 2211.94 -4101.65 3889.66
1254 -9246.2 -2538.6 -196.677 4322.49 1015.41 4078.29
1255 -4817.39 -5943.11 373.279 7733.18 6927.44 5104.04
1256 -1476.63 -8312.57 530.407 10813.8 9665.69 4768.88
1257 -1223.44 -8245.36 -287.576 12064.3 7078.81 1582.38
1258 -4161.44 -5114.65 -1536.16 12079.4 1475.04 -4201.47
1259 -8907.97 811.791 -2212.66 12710.5 -3115.82 -10729.4
1260 -13053.4 6574.48 -2131.14 13583 -4392.19 -14740.1
1261 -14468.9 8022.22 -2098.22 12311.4 -2666.94 -13948.1
1262 -12792.3 4322.9 -2529.94 7840.61 822.569 -9023.3
1263 -9434.62 -1285.37 -2883.91 1869.61 4874.16 -2525.04
1264 -6582.69 -4545.84 -2676.79 -3006.73 7723.49 1795.43
1265 -5142.54 -4466.47 -2026.93 -6335.09 7882.8 2385.69
1266 -5259.24 -1467.53 -1186.33 -9072.97 4901.1 -998.944
1267 -7453.07 4151.37 -229.114 -12089.9 1361.26 -7727.24
1268 -11239.5 10391.1 549.389 -14868.7 1055.2 -15055.2
1269 -14076 13135.1 727.279 -15655.9 5690.89 -18496.4
1270 -13632.3 10315.6 470.952 -13585 13756.1 -16280.2
1271 -11149.7 5199.15 178.742 -10247.2 20138.1 -11624.5
1272 -9512.96 1697.91 -73.3223 -7993.03 20160.8 -7819.03
1273 -9338.6 109.434 -405.408 -7707.22 13693 -4403.5
1274 -9500.58 -1025.69 -569.185 -9248.62 5034.72 25.4412
1275 -9623.94 -2350.03 -316.239 -12007.8 -1555.45 4847.43
1276 -9638.17 -3747.39 181.232 -14658.6 -4811.03 7721.96
1277 -9761.39 -5190.35 406.605 -15912.9 -5042.08 7066.35
1278 -10418.6 -6497.04 12.325 -15044.7 -2195.34 3263.85
1279 -10931 -7869.05 -929.68 -11983.2 4995.24 -2301.94
1280 -9167.79 -10197.9 -1647.68 -7603.1 16580.3 -6974.95
1281 -5208.38 -12880.6 -1475.22 -3846.13 27852.4 -9042.04
1282 -3586.11 -13535.3 -1088.25 -2197.03 30928.2 -9438.99
1283 -7038.21 -11116.6 -1041.98 -2731.64 23438.9 -9832.41
1284 -13184.3 -6769.53 -1091.54 -4087.77 9920.9 -11320
1285 -16483.1 -4346.67 -805.54 -4525.37 -305.431 -13546.6
1286 -16286.4 -4963.78 -639.81 -3600.98 -4299.87 -15354.4
1287 -15103 -7035 -787.931 -1744.37 -3976.69 -14916.9
1288 -14037.9 -9045.9 -1125.25 318.738 -1352.11 -11148.4
1289 -13441.1 -10388.9 -1419.87 1971.28 1841.73 -4603.42
1290 -13028.2 -10760.2 -1376.91 2793.54 3719.97 2846.18
1291 -12546.4 -10684 -1097.03 2687.82 3154.06 9222.9
1292 -11773.4 -10572.7 -797.711 1980.06 558.134 13467.2
1293 -10901.8 -10543.2 -535.695 1230.42 -2311.13 15121
1294 -10223.5 -10138.9 -193.624 968.801 -3695.83 13678.6
1295 -10312.9 -8778.51 456.774 1831.99 -3409.37 8084.11
1296 -11603.2 -5708.41 1713.89 4227.48 -3044.21 -2400.32
1297 -13388.7 -1876.16 3049.29 7048.22 -3788.69 -14320.4
1298 -14264.8 10.539 3206.47 7597.87 -5343.78 -20606.3
1299 -13376.4 -1356.82 1798.63 5035.37 -6797.63 -18548.2
1300 -11365.8 -4417.13 45.6287 1470.06 -7757.75 -12918.9
1301 -9771.03 -6812.57 -1255.41 -697.571 -8159.47 -9276.22
1302 -9171.95 -7549.35 -1997.62 -1150.68 -7684.49 -8346.38
1303 -9279.24 -6937.63 -2211 -628.592 -6470.38 -8245.45
1304 -8931.11 -6048.98 -1896.06 450.918 -5443.39 -6989.55
1305 -6616.23 -6453.45 -1334.55 1673.38 -6519.25 -4114.37
1306 -2068.21 -8726.37 -671.537 2124.41 -10703.3 -742.704
1307 2187.38 -11209.5 -280.668 954.575 -15461.5 1850.61
1308 3872.61 -12243.4 -457.01 -1401.05 -17398.3 3149.55
1309 2961.44 -11582.4 -799.4 -3662.66 -15039.7 3350.86
1310 1677.66 -10351.5 -763.166 -5304.55 -10850.1 3399.86
1311 1479.67 -9567.13 -344.586 -6787.5 -9269.58 4868.25
1312 1772.54 -8845.78 39.865 -8609.18 -11388.6 7687.31
1313 2145.51 -8487.17 114.484 -9711.45 -15352 9510.82
1314 2277.74 -9133.11 -368.042 -9220.95 -18297 8985.15
1315 2169.01 -10485.9 -1004.31 -6932.13 -17996.3 6283.89
1316 1800.65 -11537 -1387.09 -3821.37 -15037.9 3148.38
1317 1046.23 -11508.8 -1307.39 -1600.94 -12263.1 1380.65
1318 508.268 -10971.2 -810 -1058.76 -11388.6 457.962
1319 306.29 -10249.5 -99.4057 -2085.85 -11897.3 -1182.1
1320 -406.555 -8870.12 541.109 -4020.88 -11762.4 -4072.68
1321 -2216.92 -6347.7 1221.08 -5617.62 -9143.6 -6985.17
1322 -4916.14 -2669.74 2110.39 -5459.51 -3551.66 -7749.47
1323 -7492.74 1035.23 3159.51 -3737.91 2954.05 -6014.23
1324 -9152.26 3150.38 3876.54 -2568.69 6595.24 -3920.4
1325 -9526.81 3147.68 4162.69 -3796.68 4796.74 -1870.75
1326 -8110.32 1686.35 4581.07 -7488.36 -2724.26 2233.46
1327 -5074.43 -275.229 5731.32 -10595 -12082.4 9473.66
1328 -2739.43 -1538.66 6706.06 -10082.9 -16609.8 17313.9
1329 -3479.57 -1135.31 6503.59 -6156.26 -13023 22426.2
1330 -6450.15 604.546 5617.05 -1831.09 -5061.5 24095.2
1331 -8653.42 2267.59 5295.18 -538.584 355.849 24191.3
1332 -8885.15 2636.9 5682.7 -2076.34 1729.91 23140.3
1333 -7528.21 1500.61 6415.63 -3658.87 2344.42 20208.1
1334 -5317 -582.479 7152.32 -3407.82 4170.24 15693.9
1335 -3294.64 -2713.74 7399.15 -1418.7 6385 11356.8
1336 -2506.99 -3613.21 7280.5 1332.81 7678.29 8465.22
1337 -3509.34 -2549.3 7037.95 4099.94 8039.01 6967.24
1338 -5530.34 210.369 7004.45 6472.98 8004.46 6119.8
1339 -7458.66 3358.72 7214.04 8011.76 7183.61 5598.35
1340 -8501.59 5523.32 7444.71 8498.99 4586.02 6279.54
1341 -8591.14 6710.91 7862.95 8174.69 -364.936 9032.39
1342 -8228.71 7751.76 8542.09 7449.47 -6797.41 13050.4
1343 -7704.66 8826.9 9153.58 6910.23 -12224.6 15323.3
1344 -7057.16 8842.32 9052.79 7126.46 -14070.9 15024.7
1345 -5761.07 7325.86 8282.53 8208.85 -11820.1 13415.7
1346 -3990.49 4923.39 7360.67 8712.04 -8543.16 10391.1
1347 -2538.05 2753.05 6536.98 7101.14 -7495.8 5426.61
1348 -1963.44 1947.75 6143.08 4122.13 -8567.34 316.305
1349 -2288.81 2658.72 6229.79 1398.24 -9634.95 -1890.87
1350 -2880.8 4009.4 6569.63 -279.686 -9213.48 -89.1706
1351 -3286.42 4907.94 6945.11 -125.838 -6655.86 4240.99
1352 -3487.56 5261.63 7170.51 2471.12 -1991.54 7969.17
1353 -3778.99 5619.98 7334.65 6923.16 3225.52 8004.84
1354 -4027.32 6369.59 7511.87 11307.6 6535.72 3352.62
1355 -3573.69 6658.89 7558.24 13256.5 6913.28 -3475.2
1356 -1811.6 5176.64 7198.99 12040.7 5172.61 -8327.52
1357 960.205 1907.36 6550.49 8719.81 2990.18 -8971.06
1358 3682.08 -1684.9 5954.35 5218.05 2204.9 -6666.57
1359 6531.11 -4807.57 6124.99 2856.49 5676.26 -4427.7
1360 10773 -7708.45 7858.28 1572.22 15279 -3242.09
1361 13014.8 -7868.69 9783.14 -263.621 22410 -1873.5
1362 9733.64 -4024.76 9882.67 -3255.4 18339.3 1317.53
1363 3129.07 1835.94 8317.57 -5951.28 5997.85 6552.92
1364 -606.499 5998.52 7254.22 -6309.36 -3272.14 12990.4
1365 -474.733 7122.27 6922.35 -4401.52 -5470.45 17499.3
1366 1006.47 6463.42 6623.38 -2984.29 -5051.5 16463.8
1367 2540.6 5251.77 6243.2 -5071.89 -6149.79 11325
1368 4173.95 4568.18 6267.11 -10327.1 -9143.99 6512.15
1369 5978.21 3791.28 6518.29 -14008.2 -10698.6 3485.96
1370 8087.02 1158.57 6470.11 -12835.7 -7920.59 1213.92
1371 10467.3 -2633.23 6298.55 -8532.81 -1388.24 -998.801
1372 11959.8 -4430.57 6826.6 -5611.34 6764.66 -3967.17
1373 11130.3 -2366.29 8129.27 -5961.07 15735.5 -10096
1374 9039.59 1650.27 9905.77 -8203.2 25397.6 -18733.3
1375 8360.23 3631.77 11483.4 -9452.3 35342.7 -25169.9
1376 10030 2012.26 12566.8 -7522.32 43397.7 -24636.7
1377 9950.79 368.742 12423.5 -3290.85 43856.1 -17336.4
1378 5172.59 1049.67 10606.1 334.533 35107.2 -7590.77
1379 -1562.17 3240.22 8049.92 1328.18 21337.5 105.935
1380 -4262.93 3491.2 6251.26 -179.294 8455.49 4476.23
1381 -1064.48 321.717 5534.88 -3132.2 -2759.58 6477.08
1382 3493.86 -3354.59 5398.3 -5677.49 -10939.4 6338.87
1383 4368.64 -4709.58 5195.42 -5785.81 -12726.9 3411.39
1384 1119.01 -3156.93 4958.27 -3035.59 -8534.75 -2010.02
1385 -2646.84 -244.819 5150.76 850.174 -3214.58 -7496.35
1386 -4352.73 1791.69 5547.66 3061.24 -1646.33 -9038.92
1387 -4898.64 2780.46 5820.85 2385.53 -3721.09 -5088.58
1388 -5467.88 3324.39 5994.92 -301.377 -6908.61 1887.34
1389 -6246.03 3481.1 6037.21 -3028.04 -8956.62 6903.9
1390 -6924.27 3234.62 5999.4 -4226.82 -8694.66 7120.84
1391 -6504.8 2038.44 6035.43 -3323.12 -6016.01 4391.7
1392 -4351.28 -256.731 6502.01 -696.259 -2166.09 2961.08
1393 -1370.55 -3123.62 7257.12 2426.05 267.294 4594.46
1394 629.783 -5245.71 7846.16 4559.31 -1618.38 7404.27
1395 678.595 -5896.29 7854.35 4787.78 -8204.36 8603.89
1396 -291.426 -5553.88 7426.88 3874.48 -16017.3 7364.12
1397 -1109.98 -5070.36 6766.83 3422.93 -20868.1 5635.91
1398 -1438.61 -4314.77 6214.23 5159.08 -20045.3 6682.69
1399 -1293.45 -3120.34 6006.91 9227.24 -13757.9 11986
1400 -1023.6 -2077.81 6045.68 12946.4 -5937.51 17706.7
1401 -1281.64 -2030.05 5797.23 13805.8 -821.717 18893.6
1402 -2486.78 -2576.98 5053.34 11447.1 74.3599 14165.3
1403 -4490.21 -2274.55 4437.95 8181.72 -1490.12 6545.89
1404 -7097.51 -225.214 4155.13 6361.86 -2573.85 -138.172
1405 -9584.03 2642.35 4033.23 5721.87 -2752.13 -5453.47
1406 -11217.9 5000.55 3854.47 5462.94 -2759.15 -9364.85
1407 -11678 5586.17 3356.75 5334.93 -3092.5 -10784.8
1408 -10968.6 4162.63 2696.56 5254.49 -3400.91 -8807.02
1409 -9654.31 1571.03 2042.62 5430.63 -2520.33 -3983.26
1410 -7840.16 -891.245 1679.14 6415.85 791.493 2271.3
1411 -5273.71 -2855.5 1692.01 8850.04 7234.63 8704.11
1412 -1391.6 -4829.68 2237.74 11979.5 15880.4 13779.3
1413 3027.47 -7142.06 3232.25 13848.6 23033.9 15961.3
1414 6433.43 -8823.11 4419.42 12877 23664.8 15634.5
1415 7926.95 -9064.13 5516.58 9253.51 15921.7 15142.3
1416 7708.4 -8411.73 6156.73 4676.99 2898.16 15486.1
1417 6161.26 -7920.59 5916.15 862.367 -8542.15 15310.1
1418 3597.54 -7812.84 4693.62 -1392.14 -12292.4 13596.3
1419 723.509 -7516.92 3014.87 -2570.91 -8185.49 11212.5
1420 -1941.75 -6026.95 1827.64 -3653.81 -405.588 8936.52
1421 -4436.32 -1754.94 2137.76 -5602.3 8795.51 5324.21
1422 -7363.82 5641.64 3759.59 -8665.27 18970 -1396.65
1423 -8897.93 11037.9 5456.82 -11029.9 26282.6 -7236.96
1424 -7210.52 9075.78 5871.58 -10847 26669.5 -7174.65
1425 -3185.4 2247.03 5213.93 -9723.01 21510.8 -3238.92
1426 549.839 -4031.19 4308.55 -9135.28 15389.3 537.951
1427 2079.72 -7671.74 3306.81 -8520.54 11161.3 3171.65
1428 1201.54 -8677.13 2193.98 -7123.22 9611.64 3922.96
1429 -1342.17 -7781.9 1179.98 -4697.9 10058.4 2634.34
1430 -4431.88 -5605.31 508.364 -1686.21 11146.6 -445.161
1431 -7270.34 -2507.52 305.114 1129.29 11656 -5237.81
1432 -9566.03 1410.47 748.06 2441.89 10722 -11395.1
1433 -11104.4 5730.84 2036.75 784.959 7736.13 -16372.8
1434 -11449.8 9506.22 4177.39 -4142.69 2375.09 -14944
1435 -11115.4 10896.8 6009.05 -8997.83 -2507.99 -8085.07
1436 -10544.6 7946.08 5813.66 -8590.26 -2178.85 -3565.42
1437 -9470.68 1523.72 3782.19 -3040.58 2844.36 -3436.03
1438 -7682.09 -4471.39 2144.23 2084.61 7893.12 -3390.49
1439 -5849.27 -8308.32 1747.87 3643.13 10612.3 -1610.97
1440 -3994.27 -10671.1 2070.69 3157.09 11882.1 -3.20704
1441 -2425.03 -11951.7 2666.38 2333.72 11505.9 31.68
1442 -1782.97 -11783 3244.59 1930.07 7865.13 -1851.7
1443 -2870.22 -9379.03 3626.73 1409.66 743.125 -6052.6
1444 -6643 -3021.39 4010.51 -1190.37 -6136.37 -14148.8
1445 -12114.1 5346.62 4631.64 -5321.63 -9665.05 -22731.4
1446 -16134.6 9071.5 4693.78 -7483.11 -10470.4 -23207.1
1447 -17473.2 6292.57 3752.32 -6267.5 -9581.21 -14778.3
1448 -16408.8 487.265 2714.69 -2712.74 -7534.14 -3168.57
1449 -14889.5 -3359.88 2100.53 31.4443 -2423.41 3298.95
1450 -12912.7 -5488.16 1898.76 1058.74 5920.26 4144.59
1451 -9914.49 -6926.49 2262.14 645.731 15797.4 1811.21
1452 -6868.52 -8031.21 2732.01 -280.634 23579.9 -1240.46
1453 -4813.62 -9317.04 2557.22 1.60987 25000.7 -2062.29
1454 -3920.17 -10785.3 1583.5 1756.43 18731.1 -590.699
1455 -3212.54 -11576.2 644.112 3364.88 7387.52 122.639
1456 -2011.99 -11286.2 461.07 3627.34 -5133.63 -2196.61
1457 -1101.46 -10163 636.88 2818.6 -15079.8 -6664.78
1458 -1667.88 -8798.51 280.497 1792.71 -19445.3 -11329
1459 -3279.44 -8077.18 -801.343 967.875 -18293.3 -14661.7
1460 -4117.18 -8754.3 -1959.2 291.382 -14651.3 -15765.2
1461 -3760.09 -10491.5 -2859.61 -481.65 -11202.9 -14040.1
1462 -3464.18 -11983.7 -3348.19 -2482.66 -9027.62 -8502.53
1463 -4231.8 -11860 -3115.36 -7112.76 -9242.62 1620.01
1464 -5254.54 -10617.5 -2395.92 -12438.6 -10137.5 12092.9
1465 -5728.27 -10544.4 -2426.66 -14680.4 -8644.89 16896.3
1466 -5474.06 -12271 -3372.53 -13004.4 -4185.83 14988.9
1467 -4598.45 -14065.7 -4121.35 -9732.83 911.069 9895.21
1468 -4179.16 -14040.4 -3880.32 -8510.71 2627.36 6983.41
1469 -5187.93 -11853.6 -2925.68 -8870.72 868.522 5489.47
1470 -7573.56 -8164.4 -1938.56 -8526.32 -2106.72 2638.82
1471 -10077 -4472.45 -1241.49 -6449.24 -4207.22 -1406.48
1472 -11438.1 -2504.8 -943.261 -3176.03 -3823.87 -4004.94
1473 -11051.7 -2640.15 -836.765 274.883 -1084.66 -3511.39
1474 -9158.33 -4377.42 -851.489 2766.8 2259.31 -844.47
1475 -6069.16 -7186.82 -952.809 3243.58 4122.33 1636.01
1476 -2494.23 -10743.4 -1329.19 1285.07 3393.21 2954.6
1477 456.263 -13471.4 -1479.09 -2720.94 734.434 2659.51
1478 951.031 -13217.4 -1286.47 -8049.04 -1548.77 -603.103
1479 -706.02 -10103.9 -630.564 -12923.6 -1975.42 -6647.29
1480 -2754.47 -7128.61 -52.1251 -14974.5 -1013.61 -11538.1
1481 -4637.09 -6063.12 -96.1379 -13900 518.507 -13367.7
1482 -5772.38 -6617.31 -205.488 -11081 1294.1 -11883.9
1483 -5902.52 -6772.37 485.486 -9380.55 406.36 -9275.1
1484 -5742.63 -5625.2 1737.9 -10916 -2421.17 -7196.95
1485 -5216.51 -4493.94 2907.95 -13642.8 -6662.26 -4630.08
1486 -4921.68 -4113.26 3326.67 -14913.8 -10505.7 -2055.35
1487 -5691.41 -3797.04 3138.57 -14562.9 -12243.6 -906.166
1488 -7462.89 -2601.66 2804.67 -14010.2 -11565.2 -1336.78
1489 -9124.05 -837.815 2715.17 -14613 -9588.01 -1690.95
1490 -9856.08 378.234 2718.63 -15993.9 -7165.89 -863.234
1491 -9691.78 592.619 2498.95 -16660.2 -4482.35 1175.55
1492 -9118.43 390.665 2175.91 -15581 -2302.97 3674.85
1493 -8904.4 584.531 1985.91 -12427 -1652.42 5734.2
1494 -9658.2 2202.22 2378.73 -7459.64 -3318.93 6133.59
1495 -11238.3 5479.38 3446.85 -1951.12 -7250.97 4869.57
1496 -12156.2 8355.06 4536.19 1498.35 -12225.2 5415.19
1497 -10495.5 8341.94 4943.15 1652.53 -16405.4 10529.8
1498 -5998.21 4271.77 4433.37 578.832 -17643.8 17054.3
1499 -552.3 -2008.47 3613.75 1093.27 -15378.3 20008.1
1500 3754.36 -7704.65 3021.12 3223.75 -10859.1 19238.5
1501 5608.07 -10427.8 2804.82 4925.32 -6724.45 17823.3
1502 5061.09 -10316.7 2731.21 5091.06 -4591.81 16965.4
1503 3060.26 -8648.16 2648 4075.91 -4700.28 15643.5
1504 262.431 -5926.27 2704.99 2777.97 -6683.51 12545.6
1505 -3307.29 -1910.01 2996.02 2290.37 -9651.85 6557.29
1506 -7404.54 3404.99 3714.4 3034.59 -12154.9 -2009.42
1507 -10808.4 8091.6 4396.25 4365.47 -12370.5 -10292.7
1508 -11840.2 9490 4392.28 5458.3 -9397.58 -14614.7
1509 -9760.9 6660.67 3754.5 6020.58 -3804.92 -13341.4
1510 -5725.67 1234.15 2878.98 6116.53 2565.43 -8058.08
1511 -1849.45 -3980.91 2263.14 5892.16 7614.96 -2188.4
1512 483.005 -7547.54 1914.6 5291.45 10213.1 2192.87
1513 1408.61 -9686.65 1807.21 4122.42 9979.4 4869.76
1514 1967.09 -11083 1925.05 2472.82 6770.83 6164.46
1515 2932.36 -12404.3 2374.92 549.968 1338.73 6197.67
1516 4347.7 -13365.7 3228.93 -1228.58 -4085.8 4722.17
