# Time-averaged data for fix myMSD
# TimeStep MSD_X MSD_Y MSD_Z MSD_Total PotE Temperture
39500 1.80247 2.3086 1.551 5.66207 -33666.6 681.022
39600 1.76566 2.28643 1.54551 5.5976 -33683.6 700.878
39700 1.74774 2.32429 1.49374 5.56576 -33690.4 696.786
39800 1.73996 2.38962 1.47947 5.60906 -33690.9 704.161
39900 1.74618 2.28237 1.52692 5.55546 -33687.8 699.911
40000 1.73607 2.33154 1.41639 5.484 -33687.2 699.643
40100 1.66013 2.34299 1.36575 5.36887 -33665.6 683.934
40200 1.62997 2.30659 1.32917 5.26573 -33664.2 694.493
40300 1.54728 2.30135 1.38636 5.23498 -33677.8 708.194
40400 1.50351 2.24356 1.53464 5.28172 -33682.4 712.715
40500 1.49392 2.36914 1.4789 5.34196 -33648.3 680.101
40600 1.62759 2.29564 1.4363 5.35952 -33663.2 706.85
40700 1.52584 2.24103 1.43024 5.19711 -33662.3 705.336
40800 1.5258 2.23076 1.45196 5.20852 -33685.2 730.33
40900 1.53077 2.22277 1.47383 5.22737 -33655 693.501
41000 1.47568 2.24393 1.42417 5.14377 -33675.5 717.749
41100 1.52154 2.17776 1.35721 5.05652 -33673.9 711.826
41200 1.5055 2.09678 1.42041 5.02269 -33674.5 709.056
41300 1.53061 2.0785 1.42787 5.03698 -33649.1 694.034
41400 1.53283 2.00335 1.45487 4.99106 -33652.5 711.689
41500 1.49617 1.9477 1.46502 4.90889 -33650.6 706.537
41600 1.54091 1.96052 1.52526 5.02669 -33661.2 720.551
41700 1.63355 1.99997 1.52869 5.1622 -33661.4 715.533
41800 1.68322 1.97616 1.46159 5.12097 -33653.9 713.45
41900 1.66681 1.95226 1.43306 5.05214 -33646 716.164
