# Dipole correlation
# Timestep Number-of-time-windows
# Index TimeDelta Ncount v_dipole_x*v_dipole_x v_dipole_x*v_dipole_y v_dipole_x*v_dipole_z v_dipole_y*v_dipole_y v_dipole_y*v_dipole_z v_dipole_z*v_dipole_z
10000 10
4 30 718 -1.50088e-06 8.40507e-07 -1.86506e-06 -4.27019e-08 -9.15197e-06 3.68277e-05
5 40 717 1.25504e-07 -3.78647e-07 9.12573e-06 2.29767e-07 6.05618e-06 -4.12529e-06
6 50 716 -1.79204e-06 1.22947e-06 -2.47373e-06 -4.27838e-07 -3.18244e-06 5.32536e-05
7 60 715 4.37219e-07 -3.93938e-08 -5.83509e-07 -8.50532e-07 2.1362e-06 -4.60913e-05
8 70 714 1.11411e-08 3.94255e-07 2.57414e-06 7.36153e-08 -9.70067e-08 -1.4361e-05
9 80 713 1.20442e-06 -6.0677e-07 3.75534e-06 -1.90764e-07 -2.12451e-07 -1.20542e-05
10 90 712 1.99302e-06 -1.6048e-06 -5.88488e-06 -1.25593e-07 -1.64297e-06 2.42441e-05
17300 10
1 0 731 1.61527e-05 -1.57821e-08 -2.83183e-05 2.11179e-05 -6.13731e-06 0.000917643
2 10 730 -7.26027e-07 -4.31755e-07 7.83581e-09 -1.27963e-06 1.67248e-06 -0.000186739
3 20 729 1.50728e-06 -6.42651e-07 2.79058e-06 1.79768e-06 -2.068e-06 -0.000111535
4 30 728 -8.76538e-07 8.89751e-07 -1.52787e-06 -4.95997e-08 -8.7832e-06 4.17545e-05
5 40 727 5.13044e-07 -3.17221e-07 7.38896e-06 2.15097e-07 6.25349e-06 2.06083e-06
6 50 726 -2.30902e-06 1.15954e-06 -1.9611e-06 -4.09649e-07 -3.50644e-06 4.64829e-05
7 60 725 7.65012e-07 -6.03653e-08 6.19207e-07 -8.25061e-07 1.31829e-06 -3.79773e-05
8 70 724 1.31835e-07 4.71756e-07 1.41173e-06 2.40817e-08 4.19413e-07 -8.00975e-06
9 80 723 8.30167e-07 -6.26016e-07 4.14282e-06 -1.85224e-07 -5.31663e-07 -1.86833e-05
10 90 722 1.98008e-06 -1.54057e-06 -5.8735e-06 -1.42309e-07 -1.71411e-06 2.83032e-05
17400 10
1 0 741 1.60062e-05 1.54239e-08 -2.80276e-05 2.126e-05 -5.29242e-06 0.000920318
2 10 740 -6.96656e-07 -4.77104e-07 1.80874e-07 -1.34385e-06 1.11855e-06 -0.000187551
3 20 739 1.4721e-06 -5.5614e-07 2.70064e-06 1.72952e-06 -3.33613e-06 -0.000116901
4 30 738 -9.89126e-07 8.17309e-07 -2.51555e-06 -2.88775e-08 -7.88711e-06 4.77186e-05
5 40 737 3.72718e-07 -3.7202e-07 6.75452e-06 2.72807e-07 6.265e-06 4.18009e-06
6 50 736 -2.2387e-06 1.21933e-06 1.15158e-07 -4.3928e-07 -3.36789e-06 4.29849e-05
7 60 735 8.66556e-07 -6.72595e-08 -8.92769e-07 -8.25833e-07 1.13968e-06 -3.29265e-05
8 70 734 1.45623e-07 2.9252e-07 -9.99099e-07 -2.48935e-09 4.81858e-07 -6.01739e-06
9 80 733 6.85911e-07 -3.7427e-07 7.23766e-06 -1.89354e-07 -4.19102e-07 -2.27375e-05
10 90 732 1.92938e-06 -9.71821e-07 -5.21042e-06 -7.36806e-08 -1.62423e-06 3.33855e-05
17500 10
1 0 751 1.59652e-05 3.21949e-07 -2.71741e-05 2.18641e-05 -3.51153e-06 0.000921683
2 10 750 -7.19043e-07 -6.3657e-07 -1.10797e-06 -1.40753e-06 -4.53601e-07 -0.000187048
3 20 749 1.47224e-06 -5.64852e-07 2.32994e-06 1.63022e-06 -4.01304e-06 -0.000116913
4 30 748 -1.01172e-06 6.528e-07 -2.45031e-06 -2.18296e-07 -7.21935e-06 4.8516e-05
5 40 747 3.49901e-07 -3.47454e-07 7.01078e-06 3.74575e-07 7.14228e-06 5.56613e-06
6 50 746 -2.16447e-06 1.26925e-06 2.56445e-07 -2.40881e-07 -3.6937e-06 3.93841e-05
7 60 745 8.32484e-07 -9.09814e-08 -1.21456e-06 -1.03311e-06 -1.73918e-07 -2.866e-05
8 70 744 1.7371e-07 2.78943e-07 -1.15812e-06 2.52791e-08 9.81698e-07 -6.4109e-06
9 80 743 6.0299e-07 -5.27487e-07 6.90212e-06 -3.77652e-07 -1.79046e-06 -2.32591e-05
10 90 742 1.90467e-06 -9.3618e-07 -4.43725e-06 3.10746e-07 -1.53927e-06 3.15946e-05
17600 10
1 0 761 1.57882e-05 3.2849e-07 -2.71476e-05 2.16077e-05 -3.51836e-06 0.000921957
2 10 760 -7.02378e-07 -6.20793e-07 -1.17673e-06 -1.38218e-06 -2.27122e-07 -0.000181495
3 20 759 1.45833e-06 -5.47608e-07 2.47023e-06 1.60914e-06 -3.98193e-06 -0.000117985
4 30 758 -9.7359e-07 6.43331e-07 -2.33538e-06 -2.12424e-07 -7.09106e-06 3.82287e-05
5 40 757 3.34493e-07 -3.45571e-07 7.29711e-06 3.92627e-07 7.57049e-06 -3.59338e-07
6 50 756 -2.15332e-06 1.23266e-06 5.3854e-07 -2.35585e-07 -2.69058e-06 4.39067e-05
7 60 755 8.46943e-07 -1.1439e-07 -1.93871e-06 -1.05338e-06 -8.61148e-07 -2.37851e-05
8 70 754 1.57587e-07 2.74815e-07 -1.78669e-06 3.27623e-08 -6.52782e-07 -1.7915e-06
9 80 753 6.09413e-07 -5.36676e-07 6.6769e-06 -4.10845e-07 -1.48697e-06 -2.22672e-05
10 90 752 1.85239e-06 -9.2018e-07 -4.55349e-06 3.48318e-07 -1.57319e-06 2.32256e-05
17700 10
1 0 771 1.56986e-05 4.26841e-07 -2.70075e-05 2.15247e-05 -3.28354e-06 0.000919665
2 10 770 -6.79845e-07 -6.31097e-07 -1.39423e-06 -1.36793e-06 5.8966e-08 -0.000179861
3 20 769 1.43813e-06 -5.63068e-07 2.44095e-06 1.61394e-06 -3.76874e-06 -0.000116759
4 30 768 -9.87053e-07 5.55295e-07 -2.2742e-06 -3.17787e-07 -7.18626e-06 4.14798e-05
5 40 767 3.20306e-07 -3.52067e-07 7.05555e-06 4.11985e-07 7.21392e-06 1.93801e-07
6 50 766 -2.15532e-06 1.1772e-06 3.38333e-07 -2.44069e-07 -2.691e-06 4.59823e-05
7 60 765 8.18045e-07 -9.22183e-08 -1.8001e-06 -1.0241e-06 -8.03867e-07 -2.54408e-05
8 70 764 1.08683e-07 2.46123e-07 -1.58258e-06 -5.94401e-08 -2.04679e-07 -1.23522e-06
9 80 763 6.0604e-07 -4.99175e-07 6.55105e-06 -4.46538e-07 -1.4196e-06 -2.54396e-05
10 90 762 1.8484e-06 -8.86214e-07 -4.41376e-06 3.36172e-07 -1.72153e-06 2.0199e-05
17800 10
1 0 781 1.55727e-05 5.56988e-07 -2.6799e-05 2.16183e-05 -3.43094e-06 0.00091911
2 10 780 -6.91663e-07 -6.38109e-07 -8.55439e-07 -1.32346e-06 1.49983e-06 -0.000183791
3 20 779 1.38331e-06 -6.21942e-07 1.85127e-06 1.5159e-06 -4.63538e-06 -0.000113176
4 30 778 -9.65655e-07 5.45145e-07 -2.23618e-06 -2.63191e-07 -6.77182e-06 4.12934e-05
5 40 777 2.72461e-07 -4.17165e-07 7.29496e-06 4.51196e-07 7.59268e-06 6.59063e-07
6 50 776 -2.11619e-06 1.15512e-06 3.14392e-07 -2.11965e-07 -2.14885e-06 4.47534e-05
7 60 775 8.56637e-07 -5.07676e-08 -1.8186e-06 -9.84462e-07 -1.20774e-06 -2.69125e-05
8 70 774 1.23073e-07 3.03139e-07 -1.86034e-06 -2.54529e-09 -5.33271e-07 5.39382e-06
9 80 773 6.14548e-07 -4.87173e-07 6.47926e-06 -4.97138e-07 -1.16346e-06 -3.08427e-05
10 90 772 1.79086e-06 -9.09859e-07 -4.44437e-06 3.24004e-07 -2.06299e-06 2.34753e-05
17900 10
1 0 791 1.55388e-05 7.7436e-07 -2.66878e-05 2.20011e-05 -3.34946e-06 0.000919444
2 10 790 -6.30292e-07 -5.67199e-07 -1.20438e-06 -1.46886e-06 8.82188e-07 -0.000178765
3 20 789 1.42803e-06 -6.28777e-07 1.97748e-06 1.43903e-06 -3.31149e-06 -0.000111715
4 30 788 -9.40675e-07 5.3977e-07 -2.18084e-06 -3.0607e-07 -6.08837e-06 3.97892e-05
5 40 787 3.15994e-07 -4.42989e-07 6.40802e-06 4.32204e-07 6.56505e-06 4.35674e-06
6 50 786 -2.0319e-06 1.2376e-06 -5.91478e-07 -2.46772e-08 -3.25601e-06 4.29804e-05
7 60 785 8.79798e-07 -5.16595e-08 -2.64413e-06 -1.01898e-06 -2.07077e-06 -2.72881e-05
8 70 784 9.72173e-08 3.36918e-07 -1.59208e-06 1.81742e-07 9.29402e-07 4.19587e-06
9 80 783 5.96361e-07 -5.5462e-07 6.64267e-06 -7.15207e-07 -8.16485e-07 -3.23368e-05
10 90 782 1.81465e-06 -7.90586e-07 -4.60298e-06 6.10719e-07 -2.67896e-06 2.19424e-05
18000 10
1 0 801 1.53901e-05 8.53864e-07 -2.66059e-05 2.20493e-05 -3.92116e-06 0.000918389
2 10 800 -6.20239e-07 -5.77817e-07 -1.27445e-06 -1.41075e-06 5.64353e-07 -0.000176747
3 20 799 1.43194e-06 -5.3986e-07 1.8655e-06 1.45896e-06 -3.40866e-06 -0.000115959
4 30 798 -8.94781e-07 5.87783e-07 -2.55738e-06 -7.27792e-08 -7.2367e-06 4.26786e-05
5 40 797 3.17184e-07 -4.24011e-07 6.25284e-06 3.6649e-07 6.11579e-06 9.66814e-06
6 50 796 -1.98634e-06 1.31259e-06 -8.37248e-07 6.96477e-08 -2.68647e-06 4.55608e-05
7 60 795 8.96558e-07 -1.00693e-09 -2.94499e-06 -8.56027e-07 -3.3547e-06 -2.59759e-05
8 70 794 1.0717e-07 3.63101e-07 -1.58494e-06 2.05003e-08 1.12865e-06 4.88268e-06
9 80 793 6.44514e-07 -4.59748e-07 6.50032e-06 -5.60759e-07 7.15515e-08 -3.03616e-05
10 90 792 1.82111e-06 -7.37796e-07 -5.20522e-06 5.78698e-07 -3.9077e-06 2.56225e-05
18100 10
1 0 811 1.53209e-05 1.10148e-06 -2.69837e-05 2.23721e-05 -5.29111e-06 0.000916424
2 10 810 -5.88853e-07 -5.42931e-07 -1.272e-06 -1.46812e-06 9.76391e-07 -0.000174781
3 20 809 1.48735e-06 -4.01259e-07 1.43716e-06 1.7167e-06 -4.30625e-06 -0.000113096
4 30 808 -8.34578e-07 6.86883e-07 -2.87947e-06 1.79598e-07 -7.90448e-06 4.0831e-05
5 40 807 3.40033e-07 -3.66705e-07 6.42941e-06 2.77865e-07 7.14803e-06 1.13507e-05
6 50 806 -1.91187e-06 1.41709e-06 -1.25694e-06 3.19157e-07 -3.56796e-06 4.56642e-05
7 60 805 8.64375e-07 -5.21586e-08 -2.55866e-06 -9.97807e-07 -2.21146e-06 -2.86402e-05
8 70 804 1.39813e-07 4.51903e-07 -1.86932e-06 1.08138e-07 8.01171e-07 4.96917e-06
9 80 803 6.22807e-07 -4.64672e-07 6.80081e-06 -5.66018e-07 6.77437e-07 -3.48472e-05
10 90 802 1.76797e-06 -7.9071e-07 -4.99366e-06 2.96349e-07 -3.0531e-06 2.44438e-05
18200 10
1 0 821 1.52113e-05 1.23986e-06 -2.69039e-05 2.25959e-05 -5.08452e-06 0.000916575
2 10 820 -5.68094e-07 -4.79075e-07 -9.20244e-07 -1.44476e-06 2.05026e-06 -0.000176461
3 20 819 1.47847e-06 -4.07979e-07 1.24102e-06 1.61266e-06 -4.5678e-06 -0.000116177
4 30 818 -7.82221e-07 7.4042e-07 -2.8089e-06 1.88332e-07 -7.59398e-06 4.5639e-05
5 40 817 3.34611e-07 -4.1285e-07 6.41453e-06 2.14914e-08 7.32015e-06 6.67537e-06
6 50 816 -1.87705e-06 1.35101e-06 -1.43204e-06 1.51441e-07 -4.0534e-06 4.69679e-05
7 60 815 8.9451e-07 -2.64104e-08 -2.5091e-06 -8.99126e-07 -2.13257e-06 -2.90451e-05
8 70 814 1.71348e-07 4.49795e-07 -2.08807e-06 1.4667e-07 -3.00204e-08 3.79777e-06
9 80 813 6.56272e-07 -3.87659e-07 6.42448e-06 -3.12438e-07 3.05386e-07 -2.87396e-05
10 90 812 1.78146e-06 -7.32231e-07 -4.55692e-06 3.93841e-07 -1.96263e-06 2.10633e-05
18300 10
1 0 831 1.50451e-05 1.20563e-06 -2.67573e-05 2.2395e-05 -4.85476e-06 0.000921909
2 10 830 -5.62375e-07 -4.89746e-07 -7.65899e-07 -1.42163e-06 3.0201e-06 -0.000173096
3 20 829 1.45912e-06 -3.96258e-07 9.85222e-07 1.62553e-06 -4.73115e-06 -0.00011763
4 30 828 -7.66721e-07 7.22115e-07 -2.70221e-06 1.40076e-07 -7.89441e-06 4.39014e-05
5 40 827 3.30165e-07 -4.10537e-07 6.36698e-06 2.48358e-08 6.78431e-06 -6.28253e-07
6 50 826 -1.84139e-06 1.36017e-06 -2.00484e-06 1.94311e-07 -5.25046e-06 5.14728e-05
7 60 825 8.881e-07 -4.11785e-09 -2.3657e-06 -8.42008e-07 -4.83898e-07 -2.27954e-05
8 70 824 1.46679e-07 4.93556e-07 -1.95751e-06 2.33115e-07 1.10804e-06 3.08735e-06
9 80 823 6.41644e-07 -3.34974e-07 6.64157e-06 -2.37049e-07 1.22181e-06 -2.49278e-05
10 90 822 1.75195e-06 -6.93186e-07 -3.98522e-06 3.82594e-07 -1.17551e-06 1.61135e-05
18400 10
1 0 841 1.49058e-05 1.20325e-06 -2.69971e-05 2.22206e-05 -4.52861e-06 0.000924177
2 10 840 -5.64651e-07 -4.60273e-07 -6.24003e-07 -1.44715e-06 3.16912e-06 -0.000179734
3 20 839 1.42503e-06 -4.15226e-07 1.25856e-06 1.60758e-06 -4.76322e-06 -0.00011922
4 30 838 -7.41099e-07 7.24769e-07 -2.81204e-06 1.24652e-07 -7.77937e-06 5.44292e-05
5 40 837 3.16104e-07 -4.15025e-07 6.36009e-06 2.65827e-08 6.6783e-06 -7.50166e-06
6 50 836 -1.82293e-06 1.32631e-06 -2.03289e-06 2.07569e-07 -5.15895e-06 5.03667e-05
7 60 835 8.84688e-07 2.37411e-08 -2.3208e-06 -8.54981e-07 -6.029e-07 -1.89143e-05
8 70 834 1.36424e-07 4.75148e-07 -1.91348e-06 2.35035e-07 1.01954e-06 -5.58628e-06
9 80 833 6.23543e-07 -3.50925e-07 6.66071e-06 -2.15475e-07 1.05962e-06 -2.23558e-05
10 90 832 1.73606e-06 -6.83428e-07 -4.05673e-06 3.98903e-07 -9.90364e-07 1.75022e-05
18500 10
1 0 851 1.4822e-05 1.53791e-06 -2.68378e-05 2.34204e-05 -4.64821e-06 0.000924202
2 10 850 -5.7614e-07 -5.51696e-07 -2.12973e-07 -1.78265e-06 4.74059e-06 -0.000176586
3 20 849 1.36212e-06 -5.50275e-07 1.38013e-06 1.00795e-06 -3.7824e-06 -0.00011675
4 30 848 -7.12348e-07 8.2985e-07 -3.07704e-06 7.20065e-07 -9.07629e-06 5.09978e-05
5 40 847 3.31072e-07 -3.59835e-07 6.17782e-06 -1.23139e-07 7.08985e-06 -3.45704e-06
6 50 846 -1.79291e-06 1.36517e-06 -1.49025e-06 3.63593e-07 -4.36886e-06 4.56989e-05
7 60 845 8.53331e-07 -5.21771e-08 -2.28476e-06 -1.06033e-06 -2.75458e-07 -1.55224e-05
8 70 844 1.06123e-07 3.35864e-07 -2.15879e-06 -1.87194e-07 9.95248e-07 -5.52204e-06
9 80 843 6.31475e-07 -2.63459e-07 6.52151e-06 2.11949e-07 4.7107e-07 -2.53677e-05
10 90 842 1.73477e-06 -6.03625e-07 -4.05754e-06 3.34977e-07 -7.89185e-07 1.58287e-05
18600 10
1 0 861 1.47674e-05 1.66709e-06 -2.66694e-05 2.33701e-05 -4.13433e-06 0.000928929
2 10 860 -5.7248e-07 -5.39758e-07 3.36901e-08 -1.87373e-06 5.08045e-06 -0.000181948
3 20 859 1.36561e-06 -5.11933e-07 1.3492e-06 1.14928e-06 -3.59188e-06 -0.000116365
4 30 858 -6.50621e-07 8.48949e-07 -3.76991e-06 8.30095e-07 -1.09237e-05 5.68289e-05
5 40 857 3.20172e-07 -3.37249e-07 6.87082e-06 -2.14406e-07 9.04216e-06 -1.30361e-05
6 50 856 -1.78339e-06 1.33498e-06 -1.74677e-06 3.61405e-07 -5.33391e-06 4.73459e-05
7 60 855 8.86003e-07 -3.83448e-08 -2.84223e-06 -9.64206e-07 -2.87752e-06 -1.60933e-05
8 70 854 1.13534e-07 3.85761e-07 -1.36261e-06 1.54531e-08 4.25528e-06 -7.50323e-06
9 80 853 5.69101e-07 -3.43886e-07 5.81512e-06 -7.53621e-08 -1.40124e-06 -2.28755e-05
10 90 852 1.7329e-06 -5.93041e-07 -3.97814e-06 3.72199e-07 -6.87489e-07 1.41951e-05
18700 10
1 0 871 1.46149e-05 1.6623e-06 -2.67537e-05 2.3127e-05 -4.28873e-06 0.0009328
2 10 870 -5.65533e-07 -5.2832e-07 3.09052e-07 -1.85155e-06 5.3616e-06 -0.000188027
3 20 869 1.35849e-06 -5.01643e-07 1.10509e-06 1.1477e-06 -3.97693e-06 -0.000117324
4 30 868 -6.32843e-07 8.4622e-07 -3.6634e-06 8.24904e-07 -1.05738e-05 6.52832e-05
5 40 867 3.28553e-07 -3.13565e-07 6.46291e-06 -1.89404e-07 8.41736e-06 -2.21224e-05
6 50 866 -1.76574e-06 1.31126e-06 -1.69892e-06 3.40808e-07 -5.03619e-06 5.52785e-05
7 60 865 8.71878e-07 -3.02418e-08 -2.81757e-06 -9.27956e-07 -3.11728e-06 -1.88879e-05
8 70 864 1.19349e-07 3.94023e-07 -1.47522e-06 3.46431e-08 4.11331e-06 -1.28531e-05
9 80 863 5.62626e-07 -3.24421e-07 5.90772e-06 -6.45534e-08 -1.03415e-06 -1.37573e-05
10 90 862 1.70879e-06 -6.04681e-07 -4.14987e-06 3.5471e-07 -1.48808e-06 2.912e-06
18800 10
1 0 881 1.45194e-05 1.85154e-06 -2.69127e-05 2.35739e-05 -5.57522e-06 0.000929365
2 10 880 -5.68013e-07 -5.64351e-07 5.50426e-07 -1.94757e-06 5.77828e-06 -0.000190875
3 20 879 1.35364e-06 -4.49262e-07 9.86044e-07 1.0937e-06 -3.99017e-06 -0.000114201
4 30 878 -6.26855e-07 8.40831e-07 -3.70625e-06 9.01995e-07 -1.09243e-05 6.62881e-05
5 40 877 3.17944e-07 -2.83588e-07 6.79856e-06 -1.26704e-07 9.56749e-06 -2.84184e-05
6 50 876 -1.71495e-06 1.3817e-06 -2.14377e-06 4.25129e-07 -5.97219e-06 6.29845e-05
7 60 875 8.44009e-07 -8.24164e-08 -2.67801e-06 -1.03602e-06 -3.13268e-06 -2.30703e-05
8 70 874 1.11327e-07 3.94196e-07 -1.36037e-06 1.12868e-07 4.55902e-06 -1.4792e-05
9 80 873 5.54142e-07 -3.15358e-07 5.71792e-06 -1.29626e-07 -1.16746e-06 -7.20801e-06
10 90 872 1.68358e-06 -6.11468e-07 -3.8641e-06 3.68194e-07 -1.3378e-06 -5.56236e-06
18900 10
1 0 891 1.44472e-05 2.03869e-06 -2.68397e-05 2.39307e-05 -5.97325e-06 0.000925409
2 10 890 -5.50155e-07 -4.907e-07 4.63253e-07 -1.75544e-06 5.53595e-06 -0.000188714
3 20 889 1.34736e-06 -3.78829e-07 1.00341e-06 1.25905e-06 -3.776e-06 -0.000113494
4 30 888 -6.27518e-07 8.08403e-07 -3.91489e-06 8.50727e-07 -1.11902e-05 6.4774e-05
5 40 887 3.26886e-07 -2.17094e-07 6.81884e-06 5.73181e-08 9.47057e-06 -3.0984e-05
6 50 886 -1.69457e-06 1.35128e-06 -2.27475e-06 4.04551e-07 -6.28314e-06 6.35265e-05
7 60 885 8.2949e-07 -2.40981e-08 -2.65455e-06 -8.05027e-07 -3.29933e-06 -2.51569e-05
8 70 884 9.90314e-08 3.74575e-07 -1.17314e-06 -4.21262e-08 4.84513e-06 -1.3313e-05
9 80 883 5.40446e-07 -3.40803e-07 5.91893e-06 -2.9427e-07 -4.80492e-07 -6.81576e-06
10 90 882 1.67252e-06 -5.78625e-07 -3.75101e-06 3.28753e-07 -1.27046e-06 -6.84414e-06
19000 10
1 0 901 1.437e-05 2.13859e-06 -2.69977e-05 2.39132e-05 -6.4703e-06 0.000923274
2 10 900 -5.46364e-07 -5.08784e-07 6.23795e-07 -1.67947e-06 5.47749e-06 -0.000187674
3 20 899 1.33357e-06 -3.46996e-07 1.19733e-06 1.42261e-06 -3.65075e-06 -0.000112813
4 30 898 -5.97242e-07 8.004e-07 -3.99177e-06 8.03863e-07 -1.1185e-05 7.04457e-05
5 40 897 3.70306e-07 -1.64816e-07 6.89993e-06 8.2709e-08 9.60214e-06 -3.27325e-05
6 50 896 -1.68894e-06 1.27848e-06 -2.01982e-06 2.54988e-07 -6.0101e-06 6.19449e-05
7 60 895 7.99484e-07 -7.39898e-08 -2.53331e-06 -9.26762e-07 -3.04405e-06 -2.02235e-05
8 70 894 6.84153e-08 2.86651e-07 -5.9759e-07 -2.04164e-07 5.82465e-06 -1.59782e-05
9 80 893 5.28427e-07 -3.18645e-07 6.1847e-06 -2.7527e-07 3.11575e-08 -6.68599e-06
10 90 892 1.66703e-06 -5.84863e-07 -3.80031e-06 2.54474e-07 -9.5181e-07 -2.7618e-06
19100 10
1 0 911 1.4258e-05 2.23651e-06 -2.67207e-05 2.40899e-05 -5.70431e-06 0.00092019
2 10 910 -5.39345e-07 -5.24779e-07 4.66476e-07 -1.69528e-06 5.14611e-06 -0.000187281
3 20 909 1.31991e-06 -3.2632e-07 1.2136e-06 1.38176e-06 -3.72129e-06 -0.000114496
4 30 908 -5.82284e-07 8.38289e-07 -3.65095e-06 9.51216e-07 -1.06916e-05 6.86909e-05
5 40 907 3.57489e-07 -2.04318e-07 6.68253e-06 4.42062e-08 9.35151e-06 -3.12273e-05
6 50 906 -1.66622e-06 1.25964e-06 -2.11355e-06 2.45479e-07 -5.97769e-06 6.36265e-05
7 60 905 8.01683e-07 -5.36346e-08 -2.60944e-06 -9.361e-07 -2.9556e-06 -1.70077e-05
8 70 904 7.49638e-08 3.13356e-07 -4.53068e-07 -2.10408e-07 5.72526e-06 -1.99657e-05
9 80 903 5.21178e-07 -3.12206e-07 6.11575e-06 -3.21662e-07 1.44555e-07 -6.90511e-06
10 90 902 1.65545e-06 -5.55931e-07 -4.00668e-06 2.63636e-07 -1.68241e-06 8.43762e-07
19200 10
1 0 921 1.41494e-05 2.32155e-06 -2.6738e-05 2.43338e-05 -5.53343e-06 0.000919363
2 10 920 -5.30073e-07 -5.33908e-07 1.63952e-07 -1.58143e-06 4.21013e-06 -0.000185045
3 20 919 1.27585e-06 -4.03376e-07 1.34527e-06 1.32968e-06 -3.31084e-06 -0.000111696
4 30 918 -5.86766e-07 7.29315e-07 -3.87888e-06 7.6196e-07 -1.12784e-05 6.89006e-05
5 40 917 3.55268e-07 -2.11153e-07 6.45004e-06 5.90972e-08 8.81397e-06 -2.94399e-05
6 50 916 -1.63266e-06 1.27034e-06 -2.34329e-06 2.16948e-07 -6.92706e-06 6.0509e-05
7 60 915 7.94568e-07 -5.56174e-08 -2.64794e-06 -1.00701e-06 -3.38018e-06 -1.80099e-05
8 70 914 4.0647e-08 2.59712e-07 -1.39861e-07 -4.86713e-07 6.69646e-06 -1.81433e-05
9 80 913 5.15572e-07 -2.93644e-07 6.0259e-06 -2.53027e-07 2.23457e-07 -5.68744e-06
10 90 912 1.63984e-06 -5.25568e-07 -4.14695e-06 3.9393e-07 -2.27246e-06 -8.27056e-08
19300 10
1 0 931 1.40976e-05 2.54761e-06 -2.6256e-05 2.49498e-05 -4.65188e-06 0.000917138
2 10 930 -5.6414e-07 -6.77713e-07 -1.69214e-07 -2.08512e-06 3.49407e-06 -0.000182453
3 20 929 1.25998e-06 -4.79326e-07 1.36172e-06 1.02251e-06 -3.39446e-06 -0.000115586
4 30 928 -5.73602e-07 7.10858e-07 -3.55485e-06 7.81976e-07 -9.90874e-06 6.72219e-05
5 40 927 4.08161e-07 -4.87639e-08 6.44803e-06 4.9507e-07 8.55339e-06 -2.79179e-05
6 50 926 -1.61586e-06 1.20459e-06 -2.74594e-06 -7.17296e-08 -8.89642e-06 6.18605e-05
7 60 925 7.4349e-07 -2.08709e-07 -2.75581e-06 -1.15442e-06 -3.50433e-06 -1.7912e-05
8 70 924 7.14812e-08 3.53177e-07 5.10747e-07 -1.06485e-07 8.28061e-06 -2.23578e-05
9 80 923 5.22401e-07 -2.81135e-07 6.10681e-06 -2.67357e-07 3.92331e-07 -6.86043e-06
10 90 922 1.6384e-06 -5.34656e-07 -4.55291e-06 5.61794e-07 -2.83503e-06 5.2233e-06
19400 10
1 0 941 1.3976e-05 2.60349e-06 -2.61529e-05 2.50494e-05 -4.28309e-06 0.000918748
2 10 940 -5.6792e-07 -6.87767e-07 -9.54827e-08 -2.10746e-06 3.5314e-06 -0.000184837
3 20 939 1.252e-06 -4.52264e-07 1.41647e-06 1.03391e-06 -3.62875e-06 -0.000116382
4 30 938 -5.68241e-07 6.94271e-07 -3.59223e-06 7.75851e-07 -9.69759e-06 7.04598e-05
5 40 937 4.13204e-07 -4.19715e-08 6.11337e-06 4.13183e-07 7.43093e-06 -3.01798e-05
6 50 936 -1.60391e-06 1.21085e-06 -2.55403e-06 -2.03739e-08 -9.09957e-06 5.87418e-05
7 60 935 7.42234e-07 -1.81787e-07 -2.4061e-06 -9.87101e-07 -2.07257e-06 -1.42009e-05
8 70 934 7.28293e-08 3.06669e-07 -8.22535e-09 -2.87556e-07 6.77228e-06 -2.39872e-05
9 80 933 5.15757e-07 -2.42885e-07 6.55835e-06 -3.25225e-07 1.33219e-06 -8.87636e-06
10 90 932 1.63172e-06 -4.75077e-07 -4.62618e-06 6.38454e-07 -2.47209e-06 9.42757e-06
19500 10
1 0 951 1.39089e-05 2.72221e-06 -2.6553e-05 2.52442e-05 -5.46343e-06 0.000919069
2 10 950 -5.26091e-07 -6.21097e-07 -3.51786e-07 -2.13975e-06 3.65013e-06 -0.000179958
3 20 949 1.23348e-06 -4.99219e-07 1.6391e-06 9.33303e-07 -2.63462e-06 -0.000120898
4 30 948 -5.85819e-07 6.11145e-07 -3.38424e-06 5.78278e-07 -9.80542e-06 6.65591e-05
5 40 947 4.01749e-07 -9.199e-08 5.96572e-06 5.03803e-07 7.07564e-06 -2.88402e-05
6 50 946 -1.5806e-06 1.20917e-06 -2.41734e-06 -6.02629e-08 -8.48526e-06 5.67361e-05
7 60 945 7.41739e-07 -1.93521e-07 -2.51077e-06 -9.18876e-07 -2.68018e-06 -1.38081e-05
8 70 944 6.81419e-08 3.25156e-07 -2.86181e-08 -2.73253e-07 7.08339e-06 -1.82889e-05
9 80 943 4.90541e-07 -2.81598e-07 6.60526e-06 -4.81974e-07 2.07218e-06 -6.1747e-06
10 90 942 1.60079e-06 -5.02321e-07 -4.45154e-06 5.63185e-07 -2.82064e-06 -2.40964e-07
19600 10
1 0 961 1.38348e-05 2.81228e-06 -2.65299e-05 2.5349e-05 -5.2216e-06 0.000917948
2 10 960 -5.11537e-07 -5.33624e-07 3.09354e-08 -1.85737e-06 4.22942e-06 -0.000180398
3 20 959 1.24633e-06 -4.29518e-07 1.3106e-06 1.1202e-06 -3.69451e-06 -0.000121889
4 30 958 -5.72755e-07 6.58066e-07 -3.24522e-06 6.21385e-07 -9.39199e-06 6.86937e-05
5 40 957 3.43151e-07 -1.59847e-07 6.23112e-06 2.99831e-07 7.48901e-06 -2.89988e-05
6 50 956 -1.59446e-06 1.13115e-06 -2.29087e-06 -8.23047e-08 -7.85953e-06 5.52353e-05
