# Time-averaged data for fix myMSD
# TimeStep c_msd1[1] c_msd1[2] c_msd1[3] c_msd1[4] c_thermo_temp
100 0.0148102 0.0148539 0.0152879 0.044952 185.177
200 0.0600259 0.0630005 0.0702148 0.193241 232.337
300 0.10739 0.122824 0.133533 0.363748 283.347
400 0.168709 0.169162 0.194443 0.532314 323.516
500 0.223533 0.219146 0.234826 0.677504 321.261
600 0.248354 0.242867 0.242089 0.733311 329.935
700 0.282644 0.273599 0.261305 0.817548 297.153
800 0.311212 0.306246 0.283707 0.901165 303.332
900 0.355834 0.308589 0.273724 0.938147 307.924
1000 0.364457 0.2942 0.262915 0.921572 288.992
1100 0.329727 0.281666 0.265247 0.87664 303.082
1200 0.319184 0.287916 0.26706 0.874161 298.833
1300 0.337315 0.294189 0.274199 0.905704 305.466
1400 0.335043 0.29072 0.272155 0.897918 300.605
1500 0.356263 0.295901 0.267284 0.919448 308.933
1600 0.373014 0.309818 0.305903 0.988736 301.634
1700 0.39361 0.335637 0.321815 1.05106 296.608
1800 0.388617 0.333053 0.329102 1.05077 297.449
1900 0.381972 0.322176 0.318081 1.02223 310.949
2000 0.405347 0.310396 0.319694 1.03544 307.069
2100 0.415393 0.330468 0.30788 1.05374 303.108
2200 0.441423 0.337395 0.320072 1.09889 291.55
2300 0.413613 0.338256 0.313915 1.06578 298.939
2400 0.397938 0.328591 0.315313 1.04184 298.902
2500 0.40571 0.371835 0.329767 1.10731 299.074
2600 0.431634 0.395038 0.350926 1.1776 316.772
2700 0.461267 0.414985 0.363367 1.23962 313.788
2800 0.48221 0.414803 0.368645 1.26566 305.085
2900 0.505634 0.441916 0.38023 1.32778 298.939
3000 0.539856 0.423565 0.382716 1.34614 296.306
3100 0.558609 0.432386 0.387711 1.37871 297.607
3200 0.5559 0.40581 0.398059 1.35977 355.238
3300 0.547015 0.409324 0.455747 1.41209 343.409
3400 0.549261 0.391101 0.414044 1.35441 322.332
3500 0.540124 0.37659 0.388632 1.30535 294.777
3600 0.509768 0.380529 0.427697 1.31799 299.323
3700 0.497618 0.404238 0.432135 1.33399 295.851
3800 0.505708 0.399457 0.438536 1.3437 298.535
3900 0.513557 0.411687 0.441488 1.36673 287.315
4000 0.50642 0.413342 0.448449 1.36821 312.74
4100 0.488342 0.411152 0.4474 1.34689 313.787
4200 0.491547 0.439437 0.472437 1.40342 300.915
4300 0.510924 0.461969 0.517673 1.49057 296.667
4400 0.514744 0.48358 0.500291 1.49861 313.073
4500 0.502758 0.455291 0.507048 1.4651 295.753
4600 0.549446 0.501622 0.548346 1.59941 293.63
4700 0.547673 0.562388 0.574257 1.68432 298.675
4800 0.555562 0.563363 0.594909 1.71383 300.081
4900 0.568942 0.588993 0.624241 1.78218 326.275
5000 0.560838 0.585777 0.611747 1.75836 315.47
