# Time-averaged data for fix CPR
# TimeStep c_VIR[1] c_VIR[2] c_VIR[3] c_VIR[4] c_VIR[5] c_VIR[6]
388 -9556.47 -306.214 29109.7 -13685.1 -764.655 -11458.4
389 -7312.06 -590.831 28548.3 -13500.5 882.264 -11813.5
390 -3151.32 -2246.16 25607.8 -10488.7 4523.67 -10557.4
391 3403.97 -5471.87 20676 -5657.68 10015 -8012.03
392 11056 -9656.39 14598.5 -1204.76 14722.4 -5656.26
393 15884.1 -12442.5 8928.07 722.554 16320.5 -5078.82
394 14333 -12397.1 4798.88 -430.554 13947.3 -6478.39
395 7892.39 -9898.91 2766.05 -2656.62 9206.25 -8325.84
396 2128.3 -6427.16 2663.38 -3002.93 5923.4 -8778.39
397 -840.389 -3615.36 3639.09 -791.059 5150.9 -8089.75
398 -3159.48 -1179.08 5345.01 2967.56 4748.43 -7948.42
399 -6259.44 2304.31 7632.76 7288.41 3460.82 -8810.03
400 -9924.12 7560.35 10070.6 11985.3 2259.66 -9164.28
401 -13073.5 13564.2 12557.4 16212.3 2501.8 -7703.48
402 -14750.6 17926 14891.5 17481.1 4018.91 -4479.15
403 -14581.4 19028.1 16321.4 14041.8 5560.98 -435.45
404 -13072.6 17872.6 16492.9 7277.39 5462.38 3717.99
405 -11103.2 16481.2 15457.3 151.169 4018.53 7097
406 -9218.75 15684.3 13424.5 -5498.27 2386.08 9078.77
407 -7612.5 15285.8 10736.5 -9354.27 238.203 9711.21
408 -5952.39 14800.8 7931.65 -11167.1 -2772.93 9792.26
409 -3353.05 13929.6 5988.2 -10506.9 -4736.92 10179.3
410 1100.14 12634 6096.48 -7489.15 -2827.08 11284.3
411 7172.69 11216.2 8572.16 -3420.84 2639.07 12702.1
412 12292.4 10055 12376.5 -436.533 7950.64 12872.1
413 13126.5 9365.49 15797.3 -10.2283 9045.28 10298.2
414 8420.16 8950.85 17488.6 -2274.18 4814.97 4761.72
415 517.385 8226.63 17194.8 -5429.95 -1348.63 -1729.63
416 -6613.02 6342.52 15538.5 -7656.93 -4976.68 -6909.25
417 -10548.2 3242.68 14029.4 -8725.85 -4352.95 -9843.4
418 -10542.1 -166.399 14186.2 -8577.99 -741.445 -9508.99
419 -7438.88 -2642.83 16408.4 -7027.6 3271.79 -5130.98
420 -3571.8 -3512.52 19614.1 -4517.72 5203.14 2392.35
421 -1135.21 -3095 21797.2 -1526.58 3592.91 9612.23
422 -876.332 -2223.7 21677.8 2091.2 -913.104 12142.4
423 -2813.76 -1368.95 20333.7 5551.8 -7174.4 9922.87
424 -6192.43 -477.529 19528.6 7477.64 -14330.5 5825.37
425 -9446.75 -275.957 19441.7 8018.24 -20015.6 1816.55
426 -11550.3 -1248.66 19439.4 8348.1 -22324.7 -563.409
427 -12979 -3073.84 18936.2 8641.09 -21751.1 -906.654
428 -14287.6 -4760.55 17936.1 7674.25 -19330.2 -398.648
429 -15096.9 -5481.67 17046.2 4379.81 -14274.9 -819.819
430 -14526.9 -4755.27 17531.3 -947.149 -4906.86 -3051.87
431 -12878.1 -3101.78 17909.7 -5260.8 5095.5 -4492.9
432 -10655.2 -1366.35 15467.8 -5439.84 9030.45 -1413.98
433 -7670.93 -673.933 10730.6 -2550.35 6857.48 4348.97
434 -2693.79 -2112.15 6960.22 -333.248 4942.36 7547.81
435 4704.7 -6029.23 4847.64 824.33 6151.76 7928.23
436 9491.42 -9420.4 4553.03 1697.09 7661.62 7178.51
437 7011.99 -9259.96 6393.22 2058.2 6067.15 5957.53
438 -16.4416 -5875.75 9741.15 2314.63 1784.79 5110.52
439 -4323.84 -2371.72 13087.3 3897 -1519.12 5222.18
440 -4576.27 969.665 15898 7433.89 -2924.99 4044.2
441 -3526.36 5004.06 18092.9 11611.3 -3661.65 -39.3217
442 -2873.74 7232.79 19301.4 13120.7 -3192.6 -3218.1
443 -2862.9 5653.03 19146.2 11113 -1456.41 -2904
444 -3649.98 2058.22 17420.5 8298.99 -1019.34 -2228.02
445 -5452.88 -1238.31 14140.9 6081.43 -2893.39 -3407.61
446 -6463.85 -2875.52 10759.9 4510.34 -5437.27 -5919.79
447 -5063.55 -3329.79 9009.67 3595.94 -6729.91 -8507.33
448 -1960.53 -3909.3 9073.54 3151.23 -6335.62 -10457.2
449 1251.47 -5248.8 9738.68 2913.82 -4670.93 -11239.7
450 3448.14 -6474.4 9892.45 2896.56 -1270.09 -10311.5
451 4480.79 -6864.44 8989.34 3229.77 3908.88 -7520.53
452 5339.67 -6870.2 7333.4 3742.27 9557.86 -3527.9
453 7496.07 -7671.1 5559.37 4504.66 14355.6 1121.56
454 8016.27 -8371.09 4703.35 5467.01 15646.2 5299.88
455 2097.31 -6913.04 5380.7 6035.56 10870.6 7183.49
456 -6717.78 -4574.91 6873.49 6516.05 3598.25 6886.99
457 -11653 -4277.05 8056.72 8026.31 -485.203 5994.69
458 -11994.1 -6146.9 8628.66 10696.1 -518.341 5266.5
459 -9801.72 -8675.76 8380.34 13489.8 1765.82 4931.91
460 -7240.54 -10294 7025.3 15282.6 4639.82 5312.26
461 -5857.17 -9944.39 4410.81 15277.4 7322.73 6585.46
462 -5790.54 -7327.1 1263.46 13313.4 9547.38 8286.66
463 -6566.59 -3094.38 -1514.3 9389.52 10579.4 9303.42
464 -8081.55 1664.84 -3583.42 3911.22 9620.62 8920.3
465 -10490.7 5739.32 -4922.75 -2174.97 6589.37 6912.4
466 -13562 7819.39 -5503.85 -7326.76 2571.22 3443.5
467 -15677.6 7709.64 -5121.04 -10387.1 -858.676 157.845
468 -13361.7 7180.8 -2229.47 -11035.5 -3179.71 -770.62
469 -8309.95 6614.31 2108.96 -10038.8 -3906.31 1311.76
470 -4303.82 5417.96 5625.26 -8113.21 -2173.64 5602.74
471 48.9549 4362.57 9303.03 -5032.24 2562.85 9859.85
472 4945.41 3939.39 13850.1 -961.444 10323.1 11173
473 7107.73 5406.07 18704.7 3408.97 17346.1 9061.71
474 4252.28 8884.87 21589.7 7059.68 18964.8 6245.85
475 -217.622 11715.4 20780.2 9268.52 15282.1 5027.31
476 -2952.08 11761.8 17136.4 10098.5 9272.42 5327.77
477 -5276.51 9974.41 13835.7 10358.5 3483.79 3969.02
478 -8232.9 7575.21 12273.1 10470.2 -792.588 306.456
479 -10716 5117 11867.9 10261.4 -3123.33 -3722.15
480 -11807.9 3012.29 12074.8 9492.23 -2935.25 -7055.24
481 -11433.6 1346.61 12790 8258.27 -87.6953 -9692.3
482 -10000.3 -13.441 13889.9 7139.06 4429.52 -11027.3
483 -8304.92 -1501.54 15311.2 6126.93 9288.86 -10501.4
484 -7174.38 -3526.28 17493.4 4556.75 13373.4 -8768.71
485 -6560.25 -5925.24 21203.9 2253.76 15316 -6800.03
486 -3980.02 -7980.98 26578.3 -356.018 14167.6 -4283.26
487 4180.92 -9349.78 32909.7 -2906.84 10553.7 -737.189
488 15268.3 -10902.1 38178.9 -5256.72 6081.98 2600.27
489 21115.5 -11870.3 40172.9 -6675.64 281.654 3694.61
490 19384.6 -10888.1 38275.7 -6459.59 -7203.42 2169.24
491 14172.3 -8739.59 33032 -4824.72 -14069 -783.145
492 8936.45 -7015.16 25616.2 -2772.56 -17993.5 -4018.03
493 4484.34 -6217.8 17991.8 -1229.42 -18551.9 -6616.54
494 1597.33 -6361.98 12268.1 -745.825 -16245.2 -7903.46
495 632.696 -7446.62 9174.66 -1476.65 -11892.4 -8203.92
496 837.063 -9010.16 8049.4 -3600.54 -6455.63 -8379.45
497 1304.41 -10542.9 7967.1 -6783.88 -963.649 -8638.49
498 1553.83 -11679 8139 -9937.87 3388.7 -8411.29
499 1617.91 -12444.8 8081.66 -11635 6526.79 -7188.32
500 1938.65 -13204.9 7937.96 -11155.9 9283.59 -4788.11
501 2160.14 -14179.1 8006.23 -8954.75 11352.9 -1945.08
502 1614.88 -15221.3 8495.01 -5821.34 11791.7 610.807
503 432.79 -16102.3 9758.29 -2245.74 11642.9 3617.54
504 -1041.26 -16691 11798.5 1212.16 13223.3 8102.57
505 -1934.13 -17108.9 14102.3 3418.85 16935.4 12951.3
506 -454.198 -18087 15580.7 3580.53 20968.6 15861.5
507 3231.33 -19460.1 15679.8 2171.12 23233.9 15727.7
508 5000.82 -18706.6 14843 876.829 21637.8 12555.8
509 1709.38 -13899.3 13216.3 1217.51 15244.6 6545.84
510 -5226.65 -5563.19 11239.6 3213.73 5522.65 -1645.55
511 -11089.8 2031.06 9419.57 4960.38 -3587.19 -9011.89
512 -13251.3 4762.88 7907.01 4932.98 -9553.75 -12510.3
513 -12410.3 2197.63 6961.37 3669.87 -13006.5 -11758.5
514 -10036.6 -3083.8 6726.95 2399.55 -14920 -7998.72
515 -7762.78 -7832.7 6622.5 1865.45 -14945.2 -3042.44
516 -6232.18 -10552.3 6040.99 2060.11 -12596.6 2015.81
517 -4956.05 -11654.2 5141.4 2693.01 -8713.38 6591.44
518 -3435.72 -11997.5 4296.63 3496.28 -4905.18 9870.14
519 -2236.49 -11660 3436.17 4246.17 -2765.48 10989.8
520 -2259.39 -10278.7 2223.95 4719.08 -2994.55 9612.09
521 -3222.3 -8305.04 889.779 4611.64 -4175.35 7016.01
522 -3826.42 -6922.83 157.866 3791.45 -4211.27 5087.77
523 -3678.8 -6373.12 524.326 1388.51 -3570.2 4272.26
524 -3266.73 -6880.96 1793.69 -2255.46 -2746.7 4603.58
525 -2623.35 -7813.01 3696.43 -4713.05 -1013.59 5894.77
526 -1841.68 -8165.72 5697.32 -4378.57 1331.8 7061.92
527 -768.607 -8010.94 7341.08 -2001.07 3450.26 7144.57
528 1032.58 -7614.54 8578.06 964.221 4760.7 6314.32
529 3514.37 -6600.3 9838.35 3815.39 4967.45 5805.53
530 6466.04 -4645.25 11827.3 6203.46 3935.53 6238.2
531 9440.59 -2213.91 15224.2 7853.61 2337.79 6121.14
532 12541.4 -705.733 20105.5 9107.82 1764.63 3782.83
533 16425.3 -814.645 25126.5 10918.1 3427.14 -584.586
534 20469 -2141.4 28286 12438 6292.92 -5537.04
535 22139.1 -3695.06 29044.2 11557.1 8866.69 -9236.41
536 19095.8 -4159.05 27761.4 7228.26 10259.7 -11224.3
537 12083.9 -2645.38 24686.2 1147.52 9258.46 -12521.9
538 5052.87 -317.802 20777.9 -3157.67 6321.91 -13272.6
539 1447.72 980.997 17484.3 -4231.53 3604.56 -12249.3
540 1866.15 659.342 15523.2 -3368.49 2238.64 -9195.51
541 4650.62 -342.56 14373 -2190.51 1201.17 -5577.84
542 7964.14 -1022.45 13222.8 -1246.24 -804.02 -2768.75
543 11359.8 -1162.19 11683.1 -90.4144 -3616.36 -558.766
544 15153.3 -1516.76 10272.8 1711.14 -5775.31 2063.9
545 18734.1 -2816.59 9613.68 3695.63 -6477.13 4619.99
546 20834.2 -4946.9 9949.16 5383.37 -5545.67 5761
547 20581 -6713.49 11477.8 7298.85 -2331.73 5499.19
548 17937.4 -6462.45 13652.9 9438.54 2840.11 4842.34
549 13508.4 -4079.74 15341.6 10229.4 7929.27 3852
550 8375.45 -1245.5 15719.6 9199.42 11724.1 2219.83
551 3738.62 1744.07 14911.6 7312.09 14014.3 -467.745
552 77.8103 6011.93 13409.1 5449.45 14515.9 -4200.28
553 -2654.74 10594.2 11973.2 4073.18 13799.5 -7328.69
554 -4622.13 13550.2 11464.3 2931.75 13329.6 -8197
555 -5857.88 14368.2 11697.4 806.014 13469.7 -7909.19
556 -6196.15 13450.2 12352.2 -3514.7 13921.6 -8852.19
557 -5040.58 10455.2 13202.5 -8327.96 14712.5 -10598.6
558 -3500.83 5419.44 13338.1 -10241.4 13673.1 -9273.33
559 -3361.98 -61.719 12974.7 -8808.25 9631.37 -3537.07
560 -4926.19 -3542.87 12795.6 -6428.34 4963.83 2683.03
561 -7181.04 -4103.38 12356.6 -5286.03 2010.77 5711.2
562 -9317.18 -2577.59 11204.9 -6102.86 864.896 6002.82
563 -11045.8 -33.2003 9576.32 -8065.48 579.432 5144.38
564 -11969.9 2163.35 8997.94 -9077.82 849.145 4536.16
565 -11736.8 2824.43 10365.8 -7703.16 1572.64 4922.29
566 -10111.1 1998.38 12408.3 -4445.27 1594.73 5693.13
567 -7262.32 578.752 13333.5 -1166.06 208.274 5841.14
568 -3924.61 -686.813 12439.5 602.299 -2387.83 4970.73
569 -1463.71 -1564.2 10423.8 563.819 -4973.16 3306.36
570 -972.366 -2263.66 8564.77 -512.907 -6222.95 1415.6
571 -2252.07 -3127.58 7919.87 -1122.31 -5388.7 79.2258
572 -4294.87 -4424.55 9234.21 -423.738 -2283.51 355.074
573 -6482.14 -5929.87 12608.5 337.6 1787.44 2735.82
574 -8623.29 -7359.5 16762.4 -84.782 5559.61 6348.74
575 -10445 -8117.58 19416.8 -1769.5 8076.56 9417.07
576 -12030.2 -7947.44 19183.1 -4066.01 8894.69 10622.6
577 -13396.9 -6451.6 15911.6 -6075.92 7908.33 9284.3
578 -14372.2 -3755.08 11135.7 -7409.07 5808.26 6062.93
579 -14465.9 -1102.98 7181.34 -8827.52 3659.87 3101
580 -13231.9 329.938 4790.36 -10270 2171.99 1484.11
581 -11381.4 116.056 3167.53 -10205.1 1978.15 226.99
582 -10213.3 -1026.62 1691.79 -8721.28 2050.29 -1682.3
583 -9879.71 -2337.09 553.114 -7559.42 981.186 -3335.51
584 -9542.62 -3640.63 158.485 -8107.66 -1117.36 -3206.96
585 -8718.14 -4971.97 496.5 -9791.01 -3050.66 -1283.35
586 -7635.95 -6220.46 977.518 -10882.1 -4058.78 1021.54
587 -6830.69 -7264.08 1296.05 -10030 -3725.61 2417.31
588 -6529.22 -7968.03 1846.37 -6951.43 -1331.61 2381.48
589 -6046.28 -8051.38 3292.95 -2070.93 3843.2 830.936
590 -4538.53 -7343.38 5518.61 3539.81 10521.6 -1386.8
591 -2522.76 -6413.45 7357.6 7675.64 15292.1 -3231.15
592 -1070.16 -6275.06 7467.92 9261.79 16014.8 -4718.66
593 288.205 -7388.97 5723.75 10154.3 12331.8 -6398.94
594 2103.29 -8804.07 3500.49 11893.4 5289.85 -7883.67
595 2668.46 -9674.05 2606.4 12582.2 -2713.04 -7676.86
596 492.484 -10027.3 3404.34 9568.65 -9216.41 -5796.05
597 -2397.09 -10587.8 5019.55 4029.71 -12602.5 -2970.9
598 -3274.13 -11812.9 6191.74 -889.043 -13451.4 -266.138
599 -2202.45 -13301.8 6190.4 -3635.81 -12157.1 1699.18
600 -529.482 -14363.3 5273.72 -4016.32 -8717.16 2935.7
601 1107.72 -14981.5 4076.4 -2545.49 -4412.64 3687.5
602 2585.68 -15467.9 2641.5 -292.504 -823.455 4123.14
603 3111.61 -15472 788.824 1939.14 1246.19 4104.77
604 1597.92 -14194.2 -967.927 3739.81 1525.59 3428.79
605 -1955.39 -11543.4 -1816.89 4464.24 776.745 1767.92
606 -6255.64 -8350.68 -1462.14 3583.52 339.161 -888.671
607 -10050.4 -5663.51 -202.432 1438.96 -73.1845 -3486.14
608 -13150.6 -4124.43 1218.46 -1234.31 -1474.64 -5206.68
609 -15374.5 -3861.02 2534.12 -3673.53 -3251.61 -6110.88
610 -15803.8 -5068.69 3767.82 -4513.33 -3411.1 -5665.57
611 -13785.8 -7871.03 5209.27 -2750.13 -658.827 -2917.78
612 -10182.8 -11229.2 7657.38 182.749 4155.07 1698.37
613 -6730.95 -13950.9 11778.3 1914.04 10602.4 6045.97
614 -4475.85 -15367.7 16876.3 2194.48 18350.6 7910.7
615 -3852 -15291.4 21229.3 1600.57 25116.8 6375.09
616 -4709.5 -14148 23472.8 346.939 28425.8 2614.77
617 -6023.42 -12035.3 23148.9 -1845.8 27301.8 -1592.72
618 -5911.72 -9436.83 20949.2 -4550.56 23166.4 -4430.43
619 -3432.31 -7432.59 18193.7 -6764.72 17871.8 -3492.59
620 192.131 -6006.76 15472 -8604.96 11932.5 549.823
621 2293.72 -3986.28 12887.3 -10139.5 5922.73 3341.12
622 833.521 -716.544 10616.5 -11268.3 710.625 1872.65
623 -3737.75 3286.13 9039.06 -12170 -2993.3 -3245.29
624 -8658.89 6855.12 8689.83 -13349.8 -5088 -8560.3
625 -11769.5 8626.3 9236.11 -14534.5 -5760.94 -10818.1
626 -12644.9 8301.31 10020.1 -14206.6 -5412.32 -9662.96
627 -11410.7 6091.75 10765.6 -10730.9 -5189.06 -6145.73
628 -8557.6 2867.08 11837.1 -4306.38 -5959.1 -2001.94
629 -5298.49 -169.073 13676.2 2938.18 -7301.82 606.214
630 -2574.27 -2718.35 15977.7 9274.49 -7827.92 1709.78
631 -550.247 -5202.41 17789.8 13674.7 -6470.14 2826.56
632 810.901 -7393.02 18429.2 15431.5 -3397.32 4350.95
633 1219.6 -8468.12 18087 14641.4 -108.311 5243.9
634 656.946 -8228.48 17503.1 12159.6 2364.89 4647.52
635 -415.356 -7184.8 17206.6 9553.69 4345.62 2919.31
636 -2369.95 -5824.36 17347.7 7979.42 5976.48 1034.56
637 -5955.87 -3422.87 17938.1 7492.3 6435.59 -556.727
638 -11053.8 666.781 17737.3 7085.49 4808.37 -3077.3
639 -16219.2 5316.5 15794.8 5660.18 1632.45 -6881.16
640 -19704.2 8203.51 12234.6 3012.84 -1640.4 -10391.3
641 -20653.5 8519.67 7946.73 -53.5435 -4573.8 -12327.6
642 -19366.7 6963.06 4324.32 -2303.45 -6425.21 -11344.5
643 -16699.4 3795.92 2444.85 -3434.94 -5622.9 -6524.89
644 -13041.7 -466.693 2287.09 -3836.62 -1598.77 751.42
645 -9123.66 -4292.94 3740.21 -3780.25 4254.37 7262.7
646 -6109.24 -6227.38 6279.37 -3630.49 9364.08 11176
647 -4775.43 -6660.2 8662.56 -3099.43 11695.5 13389.9
648 -5091.17 -6522.86 9918 -1637.46 11267.9 14006.5
649 -6443.26 -6693.43 9717.67 1052.97 8824.69 12068.3
650 -7848.96 -7683.56 8477.96 4354.31 4925.4 7898.28
651 -8050 -9353.7 7290.94 6705.62 1572.42 2868.39
652 -6883.39 -11248 6967.6 7076.73 943.737 -1663.51
653 -5586.3 -12616.6 7218.54 6180.13 1875.78 -5030.27
654 -5116.49 -12851.7 7331.56 5522.08 2113.21 -7516.02
655 -4917.33 -12456.1 6865.74 5779.95 1664.18 -9295.42
656 -3801.61 -12500.2 6204.7 6357.71 1987.65 -9449.92
657 -1758.06 -13077.5 5740.1 5769.94 3337.23 -7307.17
658 507.906 -13572.9 5425.32 2845.75 5201.32 -3629.67
659 2422.54 -13972.7 5319.2 -1620.46 7740.91 -5.73408
660 3718.58 -14805.4 5328.51 -5068.26 10663.9 2431.83
661 4387.77 -16014.7 5108.82 -5578.56 13012.8 3180.83
662 4743.31 -16845.6 4729.42 -3557.49 14018.9 2823.5
663 4389.65 -16847.9 4522.49 -677.753 13115.7 2896.92
664 2998.06 -16118.9 5147.12 1488.87 10524.4 4203.07
665 500.467 -14721.2 7044.24 1675.97 7592.31 5791.97
666 -2865.33 -12700.3 10254.2 -319.98 5650.38 6707.36
667 -6412.18 -10206.2 13872.4 -3589.17 4247.89 7027.55
668 -9533.99 -7954.36 16062.5 -6945.08 1509.48 7439.8
669 -11757.5 -6322.49 15368.4 -9434.95 -3560.01 7669.98
670 -13139.1 -5215.15 11813.1 -10271.1 -9331.12 5950.42
671 -13701.4 -4221.67 6748.93 -9139.59 -13457.1 1378.29
672 -13548.5 -3069.84 2064.57 -6489.49 -15010.8 -4133.41
673 -12951.8 -2114.84 -999.491 -3622.85 -14497 -8001.43
674 -12084.6 -1899.9 -2046.56 -1635.33 -12336.4 -9465.82
675 -11022.9 -2649.63 -1484.78 -1004.76 -8495.1 -9315.35
676 -9138.36 -3949.99 37.49 -1384.62 -3271.21 -8310.66
677 -6045.15 -5570.07 1715.17 -1707.19 2411.11 -6679.77
678 -2713.82 -7259.61 3277.61 -932.776 7231.6 -4481.2
679 -1149.5 -8612.18 5281.75 1211.49 10384.7 -1865.88
680 -2575.81 -9140.94 8606.97 4517.34 12278.5 1268.63
681 -5916.15 -8877.14 13624.5 8232.65 14418.9 4812.99
682 -9074.56 -8239.3 18656.8 11194.8 16365 7629.9
683 -10859.6 -7779.52 20927.7 12470.1 14851.2 8428.42
684 -11036.9 -7955.15 19809.6 12047.7 8949.37 7170.76
685 -9296.71 -9105.78 17042.4 10667.8 1352.56 5068.46
686 -5889.79 -11131.6 14321.5 9244.23 -5204.47 3680.47
687 -1676.38 -13409.3 12032.4 8302.02 -9662.43 3576.57
688 2309.59 -15106 9920.68 7641.62 -11894.5 4000.42
689 5326.87 -15847.9 8170.24 6794.18 -12445.9 3915.58
690 7033.96 -15437.4 7277.93 5400.81 -11733.1 2939.02
691 7727.61 -14130.6 7627.59 3370.29 -9254.39 828.508
692 8126.78 -12242.6 9205.62 801.445 -4567.68 -2316.2
693 8611.73 -10245.5 11477.8 -1246.05 838.944 -5038.21
694 8649.3 -8811.92 13593.5 -1724.8 5337.21 -5866.61
695 7277.59 -8248.03 15814.6 -999.502 9529.28 -4695.5
696 4372.8 -8622.81 18719.2 247.953 14757.4 -1479.75
697 1278.65 -9116.63 22173.6 979.729 21034.9 2662.01
698 -495.289 -8528.56 23884.2 69.3094 25857.4 5125.04
699 -1293.13 -6654.01 22567.9 -1534.67 26147.4 5459.44
700 -3231.33 -3829.66 19948.1 -1980.98 21933.7 4882.18
701 -7269.42 -853.219 17551.4 -866.68 14694.7 3792.15
702 -11544.4 1416.74 15713.9 1047.7 5958.39 2208.43
703 -12945.1 2400.6 14220.9 2484.4 -3133.36 639.208
704 -9530.1 1709.57 12898.3 1799.75 -13228.1 -521.706
705 -3577.72 433.785 12069.4 214.171 -21889.1 -1499.42
706 -934.916 601.852 12264.5 1438.12 -22476.8 -3253.36
707 -2070.82 2548.53 13895.5 4298.73 -14281.1 -6479.02
708 -2221.55 4715.66 16758.1 4318.95 -4441.07 -9729.25
709 150.545 5446.33 19738.5 1597.48 1372.96 -9365.6
710 3391.51 4974.04 22382.9 -1500.14 3457.26 -4308.82
711 6533.44 3834.13 24725.9 -3300.22 2426.62 4740.51
712 9201.63 2449.41 26798.4 -2507.71 -844.07 15622.7
713 10278.1 1756.75 28638.8 -15.256 -2752.48 23621.1
714 8599.84 1828.52 29687.7 3169.84 -1638.88 26456.8
715 4161.83 2153.29 29280.5 6394.73 692.495 25234.4
716 -2186.25 2298.58 26587.2 8105.34 1012.67 21833.8
717 -8407.04 1987.74 21238.7 7516.46 -2849.89 17461.7
718 -12080.9 1103.29 14724.8 5329.36 -9655.77 12456.2
719 -11854.6 -619.507 9335.92 2993.3 -15983.3 6915.03
720 -8567.8 -3189.64 5854.62 1638.08 -19277.7 811.037
721 -3638.55 -5868.82 4146.65 1335.68 -18896.9 -5967.71
722 1951.37 -7842.67 3915.33 935.182 -15040.8 -13276.8
723 7905.94 -9015.07 5132.6 -856.732 -8178.3 -19897.5
724 13388.4 -10520.5 6835.01 -3104.82 -741.665 -22886.4
725 16609.2 -12935.1 8001.63 -3892.42 4673.18 -20471.4
726 16260.6 -15512 8065.78 -2035.19 6934.17 -13514.1
727 13104.8 -17147.8 6936.43 2093.11 5759.64 -4321.61
728 8999.58 -16973 5307.43 6132.46 3574.29 3050.26
729 4627.76 -15461.8 3556.05 8073.11 2451.16 7463.43
730 -568.583 -13249.7 2134.78 6705.16 2438.03 10078.3
731 -6790.55 -10581.1 1218.28 1848.51 2324.48 11115.6
732 -12953.2 -7811.69 865.668 -4986.55 854.494 10241.9
733 -17807.8 -5420.3 1001.7 -11266.3 -1375.87 7620.96
734 -20997 -3532.83 1649.35 -15644.6 -2748.51 3850.11
735 -22749.3 -1783.21 2675.3 -18140.9 -2799.72 -582.554
736 -23493.7 118.578 3716.43 -19073.7 -2268.26 -4930.52
737 -22995 2013.11 4426.65 -18754 -2030.59 -8121.55
738 -21313.1 3573.35 4921.64 -17540.9 -2479.95 -9011.95
739 -18149 4119.09 5512.88 -16146.8 -3434.14 -7277.82
740 -14010.6 3471.97 6671.41 -15155.9 -4310.62 -4118.23
741 -10384.2 1922.18 8244.77 -13770.6 -4000.08 -1864.72
742 -9128.02 377.964 9781.72 -10502.4 -1425.08 -1500.71
743 -10085.9 -635.297 10670.7 -5282.07 2662.71 -2361.72
744 -11280.9 -915.376 10753.8 133.491 5841.82 -3395.49
745 -10973.3 -466.332 10205.5 4525.19 6792.32 -4197.78
746 -8925.49 720.443 9277.2 8156.78 6162 -5435.72
747 -6080.3 1670.67 8451.52 10358.8 5028.42 -6830.19
748 -4575.19 1344.13 8211.35 9943.84 3563.58 -7276.53
749 -5793.68 -33.5034 8608.9 6918.02 1184.03 -6480.57
750 -8510.21 -1570.16 9633.65 2674.35 -2075.89 -5063.66
751 -10520.8 -2282.24 10730.7 -510.638 -5440.01 -4348.11
752 -10738.5 -2583.97 11354.4 -1240.26 -6827.63 -4008.01
753 -9294.91 -2759.27 11259.1 998.181 -4026.45 -2930.93
754 -7167.27 -2096.29 10689.2 5120.82 1757.7 -1585.32
755 -5690.69 -268.138 9948.93 8338.05 6499 -1674.6
756 -3951.77 1932.96 9653.37 9585.25 8738.76 -2793.69
757 -746.912 3261.81 10104.5 8378.22 8011.22 -4070.64
758 2847.05 2966.89 10746.7 4604.52 4518.1 -5088.84
759 6248.99 1234.9 10802.7 1364.52 1984.73 -4587.02
760 9034.84 -448.889 10854.2 1066.75 2654.82 -2690.27
761 9648.3 -428.227 11648.2 2845.32 4910.91 -1458.97
762 6837.66 2426.07 13735 5097.55 7030.37 -2865.36
763 989.026 7194.06 16499.8 6427.85 8247.91 -6421.86
764 -5434.2 10043.2 18257.4 5971.29 8918.87 -8374.08
765 -10881.4 8267.68 17640.3 3546.07 9729.6 -6348.7
766 -15364 3594.18 14633.7 419.897 10606.8 -1640.04
767 -18436.9 -139.862 11456.2 -1274.18 12174 2692.93
768 -18981.4 -1331.54 9922.11 -953.847 14083.1 5288.66
769 -18025.2 -1229.48 8902.56 -312.975 13736.9 6029.52
770 -16476.9 -993.66 7107.98 140.198 10391.3 5204.33
771 -14143.2 -1090.38 4216.21 434.1 3713.14 3068.82
772 -10753.4 -1422.82 968.056 388.833 -5493.68 528.46
773 -7051.66 -2024.68 -1364.63 -91.5717 -13024.3 252.83
774 -5072.96 -2862.49 -2179.49 -1762.34 -16684.1 2667.35
775 -5100.99 -3543.74 -1880.42 -4289.5 -17600.6 5267.92
776 -5252 -3805.84 -1345.74 -5801.88 -17038.4 5855.23
777 -2947.88 -2929.59 -329.6 -4241.91 -14007.1 4605.56
778 2743.03 -626.177 1783.23 972.112 -7541.35 2925.07
779 8561.42 1984.19 4483.9 6861.84 -700.693 996.608
780 10808.9 2970.24 6634.2 10440.6 3480.14 -1349.58
781 9533.14 1722.03 7928.53 11465 4788.88 -3941.86
782 6130.76 -1265.55 8598.46 9947.46 2871 -7013.21
783 2607.45 -5186.28 8844.68 6666.54 -1549.29 -9866.31
784 937.685 -9720.91 8839.52 3454.62 -5559.96 -10320.5
785 2371.45 -15044.8 8358.45 -36.4519 -8256.45 -7548.77
786 7659.28 -21138 7023.07 -4947.56 -9464.27 -1997.78
787 15158.9 -26196 5100.39 -9825.48 -8113.05 4127.74
788 20346.5 -26734.3 4020.21 -10689.1 -3268.2 7653.39
789 20887.2 -21203.5 4867.57 -5951.29 3960.52 6945.01
790 16191.7 -12002.2 6664.2 798.732 9609.17 3239.74
791 8104.15 -3404.22 7880.27 4662.76 11476.9 -54.1961
792 563.68 1670.16 7555.82 2869.33 9912.95 -869.087
793 -5184.87 3313.5 6576.97 -3041.05 5864.64 -380.841
794 -9352.16 3006.2 6337.33 -8417.11 1652.7 8.77229
795 -12144.1 1609.86 7547.01 -10020.4 -484.549 -314.114
796 -14222.1 113.941 10285.4 -8227.32 -1573.22 -2525.17
797 -15505 -4.83603 14142.9 -4669.22 -3760.65 -6470.43
