# Time-averaged data for fix CPR
# TimeStep c_VIR[1] c_VIR[2] c_VIR[3] c_VIR[4] c_VIR[5] c_VIR[6]
798 -15233.6 1553.98 17927.3 -707.155 -7763.81 -9949.75
799 -13356.9 3740.91 20514.7 2916.23 -12273 -11047.7
800 -11070.1 5055.53 21429.8 5891.81 -15415.2 -9362.22
801 -9930.52 4880.45 21249.3 8349.68 -15728.8 -5829.31
802 -10394.2 3336.56 20559.2 10863.6 -12876.6 -1706.62
803 -11450.4 1003.15 18988.4 13091.9 -8916.55 1807.39
804 -11325.7 -1788.19 15817.3 14157.8 -6313.37 3779.44
805 -9738.9 -4918.72 11243.1 13601.4 -5088.52 4527.53
806 -9534.01 -7806.92 6777.78 10320.6 -4619.29 4693.49
807 -11641.7 -9109.47 4123.97 3930.28 -4741.41 3937.97
808 -13221.5 -8296.17 3734.22 -3107.65 -5192.45 2257.42
809 -13176.3 -6745.96 4652.63 -8326.43 -6000.36 785.476
810 -12297.8 -5229.91 6336.67 -11628.9 -6734.62 302.657
811 -11430.8 -3922.76 8614.04 -12967.8 -6161.79 466.273
812 -10835.2 -2850.81 11166.9 -12150.4 -2765.58 240.759
813 -10502.4 -1844.96 13660.5 -9851.86 3846.08 -782.54
814 -10436.6 -901.036 15829.4 -7772.09 11489.5 -2202.35
815 -10904.1 -224.739 17251 -7225.92 16387.2 -3403.1
816 -11778 -57.5947 17320.6 -7468.56 16504.1 -3668.85
817 -12036.7 -579.176 16020.2 -6854.79 13044.9 -3032.61
818 -11093.9 -1793.81 13952.4 -5051.59 7990.56 -2573.03
819 -8830.42 -3384.12 12041.5 -2847.66 3069.42 -3286.84
820 -5525.22 -4945.36 10623.2 -912.937 84.6679 -4491.98
821 -2196.16 -6072.43 9541.08 -109.6 -835.235 -5093.84
822 -447.88 -6346.75 8534.65 -1141.06 -1306.79 -5032.45
823 -409.333 -5758.39 7421.83 -3785.55 -1784.59 -5060.05
824 -898.947 -4800.75 6190.32 -7200.83 -709.065 -6317.12
825 -635.213 -3861.62 5507.26 -10398 3160.15 -8935.21
826 166.151 -3001.36 5945.12 -12330 8411.43 -11429.7
827 781.482 -2092.95 7714.1 -11910.2 12745.5 -11704.9
828 926.29 -831.877 10112.3 -8442.36 14683.4 -9594.73
829 1087.07 652.498 12073.3 -2376.28 14478.6 -6428.54
830 1627.17 747.82 12681.3 2996.95 13187.7 -2128.26
831 1651.62 -1344.12 11333.8 4391.16 11529.1 2089.98
832 497.752 -3559.88 8926.88 2242.81 9306.71 3876.16
833 -1370.43 -3898.81 6535.98 -155.601 6004.88 2734.94
834 -2720.15 -3537.56 4646.64 -688.156 2829.95 1124.18
835 -3003.88 -4037.52 3232.1 654.087 502.236 999.796
836 -2290.41 -5640.73 2192.82 3326.62 -959.844 2624.4
837 -528.887 -7802.86 1846.63 6671.41 -1373.35 5329.65
838 2444 -9434.31 2570.88 9843.9 -509.072 8001.27
839 6382.42 -9663.4 4565.68 11717.6 996.507 9499.37
840 10215 -8299.92 7079.42 11064.1 2633.58 8929.86
841 13050.1 -6218.21 9304.14 8089.3 4334.19 6682.07
842 14988.2 -4484.02 11284.6 4392.67 5313.37 4082.17
843 15870.1 -3664.18 13253.5 1301.27 3891.61 2236.05
844 15544.6 -3899.48 15390.7 -764.307 -1102.47 1572.54
845 14355.3 -4564.71 17875.3 -1685.86 -8735.47 2462.14
846 12902.4 -4735.51 20148.1 -1751.03 -16162.6 4004.81
847 11530 -4218.81 21405.2 -1500.21 -20042.2 4613.58
848 10450.4 -3653.41 21000.6 -1125.03 -18432.4 3436.05
849 10177.2 -3747.09 19174.6 -605.401 -11126.3 1269.32
850 10738.3 -4156.17 17236.6 536.437 -1301.84 -141.057
851 8986.09 -2476.76 16721.2 2671.13 5005.1 -224.844
852 2295.23 2043.9 17308.8 5233.05 4714.12 273.869
853 -5992.6 7182.43 17735.6 7645.42 -10.3237 1384.71
854 -11956.4 10365.6 17520.4 8897.32 -5296.7 3090.09
855 -14655.6 10365.6 17030.1 7006.42 -7938.15 4352.05
856 -14881.9 8006.79 16445.4 1723.57 -7451.78 4252.48
857 -13957.2 5398.25 15977.4 -4138.48 -5383.03 2522.08
858 -13053.2 3362.49 16070.2 -8147 -3577.77 -763.952
859 -12631.3 1282.36 17199.3 -10079.5 -3376.36 -4893.65
860 -11903.4 -1540.55 19015.5 -10644.3 -4998.47 -7112.64
861 -9845.57 -5375.3 20576.4 -10117.1 -6726.31 -5261.74
862 -6138.32 -9306.01 20986.7 -8643.22 -5803.04 -1186.3
863 -837.612 -11940.3 20191 -6784.26 -1432.97 2174.11
864 5284.56 -12295.3 19825.7 -4625.05 4664.42 2880.2
865 11056.9 -10693 20740.2 -2164.32 9526.53 2035.17
866 14469.1 -8424.13 21366.3 -241.819 10297.5 1888.45
867 13365.3 -6141.3 20073.6 546.614 6948.05 2141.79
868 7640.04 -3498.06 16963.7 282.346 1670.57 1363.77
869 -765.914 -474.984 12994.8 -1323.39 -4125.62 -668.952
870 -8581.57 1927.48 9086.71 -4471.53 -9259.19 -1755.98
871 -13733.7 3126.57 5921.64 -8279.72 -12405.6 -344.73
872 -16756.5 3847.4 4263.73 -11293.8 -13561 1601.12
873 -18457.3 4624.15 4323.06 -12797.3 -12875 1429.55
874 -18288.2 5024.73 5314.02 -12282.8 -10098.5 -646.338
875 -15214 4087.57 6038.38 -8721.68 -5971.12 -2435.62
876 -9256.19 1561.24 5676.38 -2401.65 -1623.86 -3371.6
877 -2528.76 -2016.22 4626.16 3655.86 1412.04 -3488.77
878 1629.34 -5972.98 4069.34 5354.27 1670.57 -1494.48
879 1438.99 -8943.36 4249.52 1800.78 -210.867 2452.65
880 -2308.35 -9794.39 3828.69 -3863.12 -2318.55 4453.67
881 -7484.87 -8767.81 1957.71 -7796.72 -3668.77 2727.13
882 -12142.6 -6979.16 -355.842 -8135.72 -3612.06 -317.164
883 -14960.9 -5608.19 -1232.4 -6331.74 -3597.23 -1424.25
884 -15895.6 -5476.81 -231.498 -3965.18 -4643.64 -546.466
885 -15364.6 -6473.1 2100.84 -1147 -5991.5 950.193
886 -13373.3 -8166.88 5250.16 2662.45 -6379.7 2585.53
887 -9881.27 -9695.61 8894.62 7525.26 -4938.67 4309.16
888 -5480.04 -10079.3 12542.7 12177.9 -2365.52 5364.68
889 -1029.35 -8815.48 15931.4 14708.3 -199.286 4837.57
890 2945.53 -6426.14 18985.6 13620.4 54.5804 2510.51
891 6200.84 -3991.2 21514.7 8584.66 -2357.81 -788.56
892 8283.39 -2388.8 23228.1 1638.36 -5501.69 -3088.6
893 7754.71 -1695.48 23630.9 -3624.53 -5703.57 -2847.67
894 4122.24 -1693.96 22479.8 -5639.47 -1574.97 -204.809
895 -800.061 -2022.07 20401.8 -5785.5 4830.63 3527.38
896 -5289.51 -2129.96 18406.8 -5259.29 11277.9 6896.79
897 -8676.01 -1717.4 17093.8 -3830.35 16882.4 8718.85
898 -10749 -850.761 16756.8 -1638.07 21275.1 8067.3
899 -11821 298.841 17165.3 37.8501 23747.6 4550.68
900 -11968 1271.11 17348.6 257.776 23323.4 -260.149
901 -10966.8 1755.03 15970.5 -936.209 19218.8 -3536.17
902 -9010.11 1681.63 12715.2 -2894.78 12271.1 -4058.99
903 -6631.45 1158.54 8400.04 -4669.5 4834.26 -2705.27
904 -4520.53 530.089 4477.17 -5569.35 -1535.61 -1046.04
905 -3556.69 118.645 2160.75 -5488.94 -6654.22 -334.132
906 -3883 414.921 1799.54 -4843.69 -11118.7 -456.953
907 -5051.84 1305.11 2868.12 -3960.8 -14936.7 -776.22
908 -6503.69 2622.76 4794.35 -2898.9 -16965.6 -671.73
909 -7719.58 3916.55 7196.06 -1360.22 -15699 381.452
910 -8405.09 4965.76 9955.95 562.388 -11135.9 2257.04
911 -8587.56 5568.82 12648.5 1776.08 -6030.57 3344.13
912 -8134.35 5457.46 14953.8 1650.43 -2597.36 2463.59
913 -5529.99 4890.41 17424.1 762.545 -1094.34 -46.2409
914 -2.98734 4563.55 20710.1 -209.357 -1572 -3425.37
915 6508.51 4588.69 24560.9 -686.72 -3826.28 -6960.85
916 11276.4 4722.73 27692.6 -124.629 -6694.65 -10098.6
917 13385.2 4441.29 28743.4 1378.72 -9167.2 -12562.1
918 13472.2 3334.35 27061.2 2964.02 -10684.7 -14148.6
919 12693.5 1430.71 23016.1 3860.11 -10353.2 -14396.3
920 11279.6 -83.6805 18392.9 3605.15 -7757.11 -12679.5
921 7976.29 626.336 15061.2 2464.35 -3493.21 -8878.03
922 2534.94 4243.61 13753.8 837.753 980.402 -3743.73
923 -3359.04 9623.61 13769.2 -1732.63 3973.2 1417.09
924 -7746.02 14758.9 14015.9 -5191.86 5309.88 6094.82
925 -10348.9 18146.6 13724.3 -8357.02 5883.55 10094.3
926 -11997.9 19240.7 12685.9 -10586.9 5815.92 12714.1
927 -12836.1 17592.3 10900.1 -12674.6 3772.91 12586.9
928 -11984.2 13256.8 8927.25 -14953 -128.245 9622.23
929 -9032.97 7193.02 7400.64 -16308.8 -3453.34 5885.79
930 -4650.65 1132.79 6607.54 -16170.6 -4524.75 2952.61
931 -128.339 -3703.69 6162.85 -14910.3 -3381.3 880.21
932 3764.6 -7145.08 5642.09 -12608.6 -403.982 -812.125
933 7171.84 -9495.77 5005.95 -8769.17 4877.28 -2169.65
934 10316 -10963.1 4621.11 -3161.31 12862.9 -3021.27
935 12534.5 -10992.7 4674.37 2806.68 21213.1 -3640.76
936 12658.2 -9367.56 5029.01 7080.95 26472.9 -4090.16
937 9939.29 -6552.33 5578.17 8551.62 27089.1 -3670.49
938 4907.02 -3592.29 6553.27 7172.97 23683.6 -2130.56
939 -1354.14 -1602.95 7915.26 3697.67 17770.3 -78.1424
940 -7732.43 -1018.87 9150.06 -754.089 11581 1446.41
941 -13787.8 -538.782 9600.64 -4412.37 6361.86 1312.86
942 -19122.3 1322.1 8552.46 -6110.13 1849.04 -1085.5
943 -23058 4426.76 5949.36 -5596.5 -2021.49 -4962.92
944 -25050.4 7120.08 2868.55 -3148.38 -4280.45 -8451.98
945 -24796.1 7461.74 480.628 521.119 -3696.05 -9791.32
946 -22145 4655.74 -826.271 4203.03 -180.925 -8648.27
947 -17585.7 -639.113 -1192.95 6255 4529.03 -6527.44
948 -12551.1 -6625.15 -972.386 5853.19 8418.21 -5385.63
949 -8889.02 -11534.9 -310.537 4216.14 10571.5 -5970.57
950 -7688.79 -14410 874.971 2903.33 10648.9 -8167.39
951 -9155.71 -14908.3 2799.77 2495.2 8106.91 -11948.1
952 -12492.8 -13245.6 5677.62 2642.85 3142.54 -16761.4
953 -16385 -10899.6 9099.02 3014.32 -2354.48 -20638.1
954 -19894.9 -9400.4 12017.7 3359.18 -6696.7 -22378.1
955 -22430 -9302.59 13493.4 3010.28 -9258.09 -22161.1
956 -23373.4 -10538.8 13389.4 1708.07 -10028.9 -20349.5
957 -22363.8 -12374.7 12011.2 550.353 -9151.25 -17091
958 -19705 -14070.4 10057.3 538.789 -6772.82 -12219.2
959 -15955.9 -15069.1 8294.14 1171.57 -3559.47 -5691.11
960 -12056 -14922.6 7160.35 681.194 -1205.03 1012.28
961 -8588.33 -13689.2 6444.92 -2129.75 -675.563 5812.26
962 -5655.46 -11757.3 6224.87 -6487.37 -1107.36 7887.29
963 -2899.56 -9851.71 7064.7 -10894.7 -1739.66 7539.88
964 258.788 -8189.73 9562.82 -14761.7 -2680.74 5633.26
965 4442.54 -7126.44 13318.9 -17555.6 -4036.19 3624.17
966 9062.87 -7492.7 16606.8 -17476.9 -4211.54 2918.03
967 11971.1 -8935.57 18029.6 -14088.5 -2216.83 3105.37
968 10606.7 -9684.53 17416.5 -9116.91 -129.099 2549.38
969 5498.95 -9002.02 15662.3 -4385.69 185.163 1358.86
970 66.0839 -7715.91 13662.6 -890.077 -541.699 843.113
971 -3568.62 -5876.14 12337.7 878.591 -280.006 778.003
972 -5138.01 -3452.83 11959.6 1275.38 1921.78 685.835
973 -4814.93 -452.414 12295.7 1015.21 4926.95 245.706
974 -3330.27 2527.99 12649.2 122.543 7198.57 -1011.53
975 -1269.45 5116.3 12541.2 -1139.06 8181.36 -2875.59
976 627.791 6742.87 12112 -2203.41 7735.97 -4656.25
977 1783.68 7143.23 11647.3 -3283.99 5555.3 -6101.06
978 2017.51 6608.95 11345.9 -4430.66 2191.96 -7069.58
979 1490.08 6231.47 11492.9 -3972.98 -433.443 -6982.57
980 134.272 7047.76 11817.9 -629.065 -1024.74 -5704.4
981 -1636.75 7698.63 11943.7 3388.38 538.19 -3327.93
982 -3381.21 6029.83 11653.2 4915.3 4437.26 -252.023
983 -5595.85 3981.38 11052 3888.46 9704.64 1716.24
984 -8820.23 4072.13 10512.1 2498.39 14482.2 2087.72
985 -12654.6 5805.97 10772.2 2401.98 16640.7 2090.71
986 -16663.3 7920.88 11917 2974.37 14381.3 1408.15
987 -18448.8 7793.27 11845.7 2461.87 9460.48 1387.11
988 -16203.2 3761.98 8654.66 -304.355 6503.69 3496.24
989 -11861.7 -1700.17 4079.42 -4996.4 5183.65 4411.06
990 -8572.04 -5505.38 882.266 -10434.4 1630.23 1358.49
991 -6940.81 -7189.48 -394.385 -15516.4 -3670.37 -3566.83
992 -5692.36 -7693.51 -238.971 -18632.6 -7439.87 -7118.71
993 -3741.85 -7569.66 454.93 -19671.9 -9104.64 -8463.81
994 -647.675 -6688.32 893.637 -18703.4 -9170.15 -8416.8
995 2065.65 -4251.82 1066.89 -14706.6 -6840.66 -7502.94
996 1856.16 -893.987 1962.94 -6951.53 -2097.65 -5246.57
997 483.513 1234.54 4429.17 3123.42 3399.59 -202.958
998 1475.91 1557.46 8087.4 11810.4 7334.37 7526.34
999 3245.96 1031.37 11660.8 15510.3 8816.98 16016.9
1000 3053.38 -62.8332 13961.5 14212.4 8283.06 22749.6
1001 1463.64 -1715.37 14181.4 9952.87 4151.62 24828.7
1002 -18.7281 -3270.07 12843.6 3789.82 -4677.5 21757.1
1003 -232.678 -3852.01 11749.6 -2674.5 -13496.9 17185.8
1004 872.495 -3410.94 11321 -8039.16 -17398.9 12382.4
1005 2439.8 -2169.57 10749.8 -12042 -16316 5881.29
1006 3759.34 -1170.57 9302.58 -14311.5 -13197.9 -1284.36
1007 4348.6 -1127.99 7131.53 -14751.2 -10463.3 -7168.06
1008 3980.34 -1739.94 5401.98 -13658.7 -8282.2 -11438
1009 2935.6 -2094.42 5156.31 -11293.6 -4890.54 -15019.2
1010 1751.57 -1980.38 5842.34 -7545.36 486.426 -18045.4
1011 745.311 -1574.23 5849.55 -2618.9 5736.89 -20059
1012 -296.994 -855.165 4746.69 2034.38 8315.46 -20756.6
1013 -970.926 652.523 5566.12 4655.27 7818.86 -19891.7
1014 -2887.84 1535.25 9874.38 5446.99 5447.6 -16998.2
1015 -6305.87 645.137 17061.7 5046.13 2674.41 -12876.6
1016 -9430.25 -1978.4 24832.8 3258.36 -70.7296 -8686.04
1017 -11530.3 -5333.17 30252.5 129.641 -3802.29 -5381.67
1018 -12566.1 -8019.87 31886.3 -3777.2 -9242.26 -4293.77
1019 -11837.6 -8922.97 29534.3 -7185.59 -13638 -4869.07
1020 -9458.15 -7264.5 24671.4 -9432.28 -12644 -5952.19
1021 -6736.44 -3391.73 20355 -10652.3 -5314.34 -7638.1
1022 -4900.27 619.732 18049.2 -10354.9 2782.94 -8979.08
1023 -4525.72 2886.62 16670.6 -8516.04 6529.34 -9021.77
1024 -5273.54 3113.02 15419.9 -5799.92 4650.65 -7446.85
1025 -6890.04 2700.6 14497.7 -3972.94 -1100.13 -5928.63
1026 -9036.06 2935.81 14209 -4132.11 -6889.62 -6432.2
1027 -9976.2 2953.5 14211.4 -4104.62 -10531.2 -7421.28
1028 -8165.09 1450.91 13558.8 -1665.69 -11774.8 -7682
1029 -4303.67 -1732.71 11483.8 2664.62 -11763.7 -7211.72
1030 -2026.15 -6037.83 7866.38 5739.19 -11129 -5682.11
1031 -1055.11 -9650.86 5280.34 5462.99 -9208.17 -2661.59
1032 1757.76 -11168.1 5546.06 1220.78 -7782.57 1156.4
1033 4884.09 -11668.8 6665.97 -6009.87 -9814.94 4448.78
1034 5018.93 -10875.8 7308.59 -12986.2 -11532.6 5967.74
1035 2021.84 -8686.7 6839.71 -17685.3 -8167.15 4446.74
1036 -2626.36 -5303.15 5638.33 -19790.1 1.17813 -736.434
1037 -6150.8 -2763.95 3821.04 -19159.8 4931.77 -6685.96
1038 -6667.12 -3030.67 1431.53 -16177.5 2439.7 -10338.5
1039 -5143.12 -5441.81 -423.118 -11482 -4556.74 -10177.5
1040 -3055.09 -7568.38 -575.253 -7353.1 -10722 -7775.13
1041 -1223.36 -8737.66 673.087 -4964.61 -12472.6 -4637.2
1042 872.417 -10156.3 2513.08 -3227.7 -9927.28 -395.779
1043 3253.49 -12393.1 4740.48 -2563.99 -4763.28 3279.37
1044 5287.02 -14851.6 7743.58 -3063.6 1733.96 4076.14
1045 5961.9 -16309.3 11988.4 -3913.63 8259.09 1064.31
1046 4499.96 -16178.2 16354 -5623.13 12298.7 -4616.83
1047 1423.52 -14880.6 18744.7 -9467.9 11678.7 -10307.7
1048 -1328.37 -13168.7 18243.6 -14247.9 8510.69 -13651.4
1049 -1911.1 -11513.4 15744.7 -17275.5 7068.36 -13240.3
1050 -2679.52 -9608.81 12544.3 -17648 6166.83 -10150.5
1051 -6535.96 -7805.68 9340.67 -15751.1 2498.53 -6136.93
1052 -10904.8 -6827.92 6105.56 -13155.4 -3330.72 -1965.85
1053 -12545.4 -6354.81 3076.09 -11572.1 -8340.4 1040.83
1054 -11526.4 -5700.35 681.2 -11275.3 -10812.3 1945.13
1055 -8333.4 -5244.52 -727.33 -10717.8 -9539.05 2317.94
1056 -3140.6 -5333.76 -796.461 -8135.21 -3341.34 4524.23
1057 2270.25 -5224.81 367.433 -4765.98 4509.84 8363.49
1058 5103.09 -4251.66 2175.21 -3170.73 9661.35 12106.9
1059 4520.19 -2623.83 4430.14 -3143.67 11778.9 15068.9
1060 948.921 -582.432 7003.22 -4363.87 10406.9 15784.2
1061 -4703.45 1546.69 10075 -6872.13 5026.04 13418.6
1062 -10063.9 2729.67 13989.8 -9327.76 -1397.5 9715.8
1063 -13117 3000.87 18565.8 -10383.7 -5387.74 5745.59
1064 -13521.7 4000.05 24092 -10753.5 -5292.12 -169.583
1065 -12569 6694.02 30581.9 -11708.7 -834.488 -8673.09
1066 -11741.4 9393.1 36139.7 -12310.8 4261.14 -15176.3
1067 -11552.3 9704.99 38057.4 -11063.7 6073.01 -15627.9
1068 -11243.7 6463.35 35198.3 -7919.72 4072.33 -9519.91
1069 -9785.13 539.581 28823 -4081.95 1872.24 231.237
1070 -7888.99 -6226.45 22008.4 -437.866 3526.63 8417.66
1071 -5919.14 -12419.2 16880.6 2765.22 6671.46 13246.2
1072 -2972.94 -17155.7 13900 4662.02 7598.52 14831.2
1073 114.812 -20272 12010.8 5207.53 5123.3 13574
1074 1565.38 -21689.4 9967.22 4558.32 -1038.2 9950.37
1075 1026.03 -21787 7669.82 3344.25 -8805.94 5331.31
1076 -1.93512 -21744.8 5722.73 2471.6 -14354.9 933.858
1077 -730.475 -21732.2 4292.51 1870.58 -16585.7 -3767.5
1078 -2492.95 -20240.8 3327.64 1497.55 -17614.8 -8945.54
1079 -7158.61 -16315.6 2407.47 1580.87 -19522.9 -13240.6
1080 -14139.6 -11215 2173.5 2215.42 -21173 -15014.2
1081 -20139.8 -7518.22 3246.52 3290.25 -19807.5 -13033.4
1082 -23098.6 -6341.86 5096.18 4123.06 -15932.4 -8230.16
1083 -23774.9 -6774.59 6350.13 4201.26 -12142 -2984.73
1084 -22563.8 -7727.67 5551.61 3610.68 -9359.55 925.212
1085 -19328.7 -8080.49 2638.61 1493.01 -7652.14 1845.66
1086 -15215.5 -7338.5 -234.168 -2379.05 -7023.81 -912.729
1087 -10851.2 -6901.9 -1754.53 -6105.31 -7794.27 -4280.4
1088 -6577.14 -8073.08 -2868.06 -8524.48 -10353.1 -5847.25
1089 -2872.54 -10594.6 -3911.71 -9196.75 -14394.4 -4797.15
1090 -296.859 -13120.5 -3861.83 -8412.57 -17355.8 -2333.28
1091 536.249 -14118.7 -1511.95 -6884.91 -16053.7 -1396.58
1092 -555.248 -13098.4 3932.89 -4539.19 -11108.1 -2952.85
1093 -3047.64 -10502.1 11092.8 -1777.18 -6539.75 -5822.09
1094 -5664.7 -7688.43 17896 1043.14 -4595.47 -8010.01
1095 -8167.81 -5677.99 23869.3 2945.85 -5121.57 -9272.2
1096 -10254.2 -4492.16 28686.1 2831.59 -7673.76 -9764.38
1097 -9917.3 -3895.06 31690.4 1279.41 -10131.7 -8291.22
1098 -4716.3 -3734.14 31889.2 -201.006 -10860.6 -3887.43
1099 5960.06 -3793.53 28403.2 -931.049 -10009.7 2737.17
1100 18901.9 -4624.99 22748.1 -624.847 -5910.96 8577.68
1101 26691.4 -4538.35 18830.1 828.815 2501.02 10190.1
1102 24382.4 -1025.9 19111.6 3795 11535 8065.1
1103 15310.1 4416.65 21951.8 7350.65 16918.3 5963.25
1104 6288.13 7099.45 23590.7 9126.33 16997.7 7563.64
1105 2518.41 4426.59 21773.3 8314.58 13389.3 13318.6
1106 2745.09 -331.789 17629 5388.5 7861.85 17248.3
1107 2781.57 -3605.14 13613.1 834.464 1539.8 13516.7
1108 716.129 -4613.59 11763.1 -4553.09 -3861.23 3406.02
1109 -2677.73 -3939.93 12160.3 -9483.54 -6716.69 -7823.91
1110 -5192.4 -3323.23 12506.8 -13041.7 -7197.48 -15662
1111 -6243.49 -3711.04 11998.9 -14892.9 -5807.55 -19538.4
1112 -6044.32 -5261.53 10835.5 -15002.6 -2965.22 -20253.8
1113 -4191.24 -8029.74 8635.03 -13630.1 345.801 -17888.7
1114 -832.224 -11434.3 5183.72 -11249.2 2241.47 -12886.5
1115 1599.08 -13991.4 2162.84 -8405.01 2132.49 -8348.01
1116 1318.64 -15040.2 622.888 -5495.75 298.419 -6133.75
1117 -500.888 -15172.1 -17.7069 -3128.6 -2456.85 -4751.13
1118 -1575.04 -15505.4 -84.2905 -1545.14 -3535.12 -2201.29
1119 -447.686 -16721.5 538.617 -685.521 -503.319 2661.58
1120 959.961 -17485.4 2365.21 -676.158 5257.65 9122.25
1121 -959.412 -15989.1 4983.39 -1816.12 9006.27 15425.6
1122 -7323.15 -11759.6 7841.82 -3672.41 7912.31 20842.9
1123 -15676 -6297.74 10901.8 -4887.65 3709.07 23919.1
1124 -21644.6 -2904.26 13495.5 -4744.65 238.77 21736.5
1125 -25066.4 -2188.83 15200.1 -3539.87 -1553.45 13991.3
1126 -26963.4 -2376.12 15416.9 -1548.81 -3120.97 4314.07
1127 -27890.7 -1974.99 14003.8 654.138 -5281.79 -3406.86
1128 -27478.3 -1349.83 11632.7 2405.82 -7329.14 -7351.03
1129 -24444.4 -2360.88 8388.53 3653.87 -7951.38 -7055.86
1130 -18341.2 -5285.91 5040.46 4612.95 -6368.24 -3583.61
1131 -11365.4 -8155.8 3334.76 5149.16 -3012.16 -593.055
1132 -5400.79 -9658.75 3466.49 4962.47 727.324 169.247
1133 -1255.3 -9875.98 3970.01 3822.46 2887.53 -361.813
1134 114.195 -8734 3670.78 1067.27 1584.85 -1600.72
1135 -1590.93 -5913.07 2468.17 -3087.43 -2978.27 -3023.82
1136 -4950.17 -1483.4 1071.89 -6992.82 -7884.39 -3777.15
1137 -8033.29 3253.01 5.66121 -10075.2 -10748.7 -3695.22
1138 -10485 5524.1 -465.724 -12805.3 -11182.1 -4336.58
1139 -12658.1 4218.89 502.915 -14466.4 -10158.1 -7580.48
1140 -13398.9 1995.91 3308.08 -14667.8 -9354.49 -12638.6
1141 -10340.2 1101.76 7150.91 -13922.2 -8699.35 -16135.5
1142 -4232.33 72.0265 10349.7 -12093.6 -6192.78 -15532.2
1143 2512.27 -2750.8 12007.3 -8863.28 -1725.67 -10894.5
1144 7695.51 -6627.09 12172 -4932.99 2342.13 -3765.19
1145 9462.77 -9595.85 11334.2 -1840.77 3912.73 4137.2
1146 7848.88 -10663.7 9795.64 -1425 2200.11 11138.3
1147 4992.19 -10516.5 8373.09 -3648.28 -975.757 16229
1148 2352.12 -10703.4 7809.95 -6165.86 -3407.65 18944.6
1149 -359.062 -11944.5 8372.68 -7212.63 -4549.43 19120.5
1150 -3277.14 -14194.3 10321.5 -6667.57 -3952.68 17537.9
1151 -6118.35 -16564.1 13170.1 -5172.08 -1324.96 14681.9
1152 -8959.04 -17521.2 15833.7 -3328.14 2449.63 9254.02
1153 -13038.8 -15801.9 18126.6 -897.138 5471.55 -713.087
1154 -18117 -11708.8 19809.2 1420.73 5648.41 -13638.5
1155 -21308.9 -7140.46 18067.3 1244 1982.65 -23379.2
1156 -21774 -3308.81 12957.7 -799.009 -4421.39 -26971.1
1157 -20220.4 -877.072 7054.79 -2089.97 -10650.7 -24609
1158 -18309.5 -18.882 3134.6 -633.927 -14619.6 -19394.8
1159 -16920 -629.071 2039.04 3201.18 -16782.2 -14260.9
1160 -15369.2 -1760.05 2171.78 6738.1 -18082.7 -10832.7
1161 -12608 -1998.03 2117.35 7361.05 -17829.2 -10820.1
1162 -8861.87 -1733.79 2342.87 5847.07 -15541.8 -12323.1
1163 -5490.46 -3062.34 3811.4 4308.14 -11789.3 -11553.9
1164 -2867.04 -6069.42 5773.04 2222.37 -8071.95 -8155.3
1165 -1405.71 -9066.05 7273.76 750.947 -6532.58 -4060.22
1166 -2245.46 -10778.7 8323.59 2465.52 -8003.88 -305.944
1167 -5541.24 -10691.8 9263.85 5404.01 -11054 3213.59
1168 -9595.76 -9249.23 9565.78 5017.3 -12663.8 6341.68
1169 -12624.5 -8104.89 9305.9 2442.51 -11678.7 9403.93
1170 -12985 -8539.52 8471.68 178.77 -8472.31 12339.1
1171 -10674.7 -10311 7178.38 -999.549 -3832.98 14918.5
1172 -7364.4 -11881.1 6060.21 -1620.25 1466.6 16603.6
1173 -4291.08 -12047 5081.18 -3307.23 7018.76 16420.4
1174 -1886.13 -10927.2 4141.43 -6247.13 11954.3 14065.6
1175 -1209.02 -9656.88 3797.89 -7368.21 14020.5 10848.1
1176 -1623.83 -9290.34 3559.38 -6860.53 12632.3 7909.47
1177 -2885.4 -10032.6 3363.84 -5258.05 8667.21 5907.33
1178 -5718.6 -11858.6 3947.97 -1590.82 2874.67 4892.61
1179 -8504.91 -14115.3 4900.58 2056.59 -3455.58 3530.17
1180 -9123.28 -16322.7 5076.55 3125.06 -8888.61 836.322
1181 -8388.52 -17946.8 4512.98 3476.39 -13312.9 -2575.7
1182 -8136.58 -17982.7 3699.28 4612.38 -16449 -5858.66
1183 -9677.85 -16041.8 3002.11 6265.84 -16567.9 -8030.73
1184 -11905.7 -12985.7 2739.97 6763.49 -11789.5 -8229.07
1185 -11570.7 -10863.8 2848.66 4590.38 -2716.53 -6639.76
1186 -7419.54 -11404 3577.11 1372.68 6857.69 -4274.55
1187 -498.076 -13995.4 4591.31 -1609.05 13969.6 -2697.86
1188 6191.95 -16081.7 5470.08 -3269.23 19309.1 -2481.3
1189 8971.58 -15792.6 6892.5 -1728.19 23564.6 -2556.74
1190 8201.82 -12392 8912.01 981.926 25115.3 -3298.03
1191 6321.85 -6156.49 10636.4 1237.99 23238.7 -5754.6
1192 3843.85 1203.8 12401.8 -9.10515 18655.4 -8724.62
1193 1862.99 6861.43 14660.9 -481.998 12952.9 -9882.86
1194 1566.14 8524.76 16926.4 528.187 7680.49 -8021.96
1195 2675.22 6798.28 18267.2 1821.19 3322.48 -3859.3
1196 4009.66 3493.85 17904.6 1705.69 319.548 799.606
1197 4507.15 -29.2783 16160.2 452.567 -816.456 5141.07
