# Stress and strain vectors, 333U-50C-1-vasp, positive deformation 3
# eps sig1 sig2 sig3 sig4 sig5 sig6
0 -17.985737310798 -19.6676154222897 -18.1326594194471 0.269660452783161 5.25451113608963 2.13337590866618
0.0049999999999999 -0.0764075638047756 -1.11236674771937 -0.120751286143773 -0.105834252797008 -0.22072045330162 0.421698670067798
0.01 -0.699646108030234 0.602474669927587 -1.30445758585524 -0.29415502277027 -0.319528637290708 -0.184247047989879
0.0149999999999999 -0.338468701192394 -1.03273827643095 -1.26627316599028 -0.411743597736 -0.290976037869488 -0.0427280843458272
0.02 0.376320891632464 -0.211992636082424 0.324647613977216 1.04857224010879 0.150275543903087 -0.0644463403895622
0.0249999999999999 1.42561160911868 0.562173534356414 1.37249723227761 0.351639066937425 -0.450455590315949 -0.199534953778081
0.0300000000000001 0.181169366899207 -1.2543623904661 -0.176003748323011 0.0668736753922229 0.288496459807018 0.59525999158852
0.0349999999999999 1.0969735594762 1.03417119630324 2.07949271503853 -0.513477202188809 0.319100358796398 -0.725922923001521
0.0400000000000001 1.63202439851175 0.313380545027017 1.7351620472024 0.166740731994109 -0.160745199665009 0.26115109101149
0.0449999999999999 1.27968211948758 -0.200259942805699 2.4047418558136 0.0882446259284748 0.645950694392688 -0.04563453197851
0.0500000000000001 1.81132502162985 1.24891389756486 1.68141150601153 0.0255151269454741 0.552215862787671 -0.36046775268002
0.0549999999999999 1.59849713791885 1.5924538228074 3.26417521436121 -0.627276895766601 0.169736098664229 -0.234810800261869
0.06 -1.0125344544068 -1.51022942866618 -1.32427915653051 0.569992624395523 0.125644218634162 -0.285055984587443
0.065 0.937257220011071 -0.291171820492506 1.53017500509114 0.582112969990898 0.543927581510201 -0.176501121637982
0.07 0.824012558342617 0.76076990098801 2.16698825557373 -0.00528925882868906 0.238156935102468 -0.018200712549139
0.075 0.381351463207361 -0.559394423057142 0.149678981224734 -0.636933632216986 0.490007521862779 -0.920237798307161
0.08 0.993836755385235 1.37042562640302 2.61116806824871 0.217837392659701 0.136685855454291 -0.613146965521374
0.085 0.0885000064924091 0.0131169838619393 2.3172817816206 -0.160136086419343 -0.0950752629228619 -0.671391882012208
0.09 1.40156263201706 0.917534573633118 3.33877167334332 0.323604558618316 0.138195440503157 -0.44035055690365
0.095 0.497191625776978 -1.06641849711573 1.09312922919811 -0.16036948690099 0.532099183529803 -0.0169350333491966
0.1 0.577246526205128 0.242318551738959 2.5074384731201 -0.323770042966576 0.0394598859834173 -0.962817332077534
0.105 -0.657599058256851 -0.014134174520447 1.39862129054508 -0.509493388056123 -0.213613345094895 -0.310494005878544
0.11 2.11828877669624 1.79384598478363 3.39695369347139 -0.14857958607841 -0.412580295253329 -0.866650863838865
0.115 0.502546857838259 1.06683701671264 2.21999765608018 -0.358265093072465 1.03824709776132 -0.470584064936668
0.12 2.49583251797104 2.06466438943534 4.05222660427218 0.323619577307585 0.486281396568612 -0.41058259674381
0.125 0.565611970426616 -0.201183767506066 2.69696260446943 -0.501525548645875 0.240946114333598 -0.935187748502017
0.13 1.28636181843928 0.524837228050051 1.8989479278762 -0.0619358054055844 -0.0553078470330748 -0.580904097361046
0.135 1.32616539854232 0.0766151710989049 3.3356042125445 -0.532112006682187 0.461573898469384 -0.417722065612756
0.14 1.0078341950198 1.12170720326184 2.91131666974805 -0.146501429280558 0.0871713412678329 -0.300907054945657
0.145 1.21397752689397 1.84284567369847 3.24040813442351 -0.618843452715951 0.306822970576855 -0.797269664179445
0.15 1.65114290889439 0.405845825911655 3.24428392639098 -0.315433107806443 0.497540820995551 -0.931234148941541
0.155 1.56859127744226 1.41520969356361 3.41957760459857 0.106373053055645 0.403969957994372 0.0567167926692632
