# Stress and strain vectors, 333U-50C-14-vasp, positive deformation 3
# eps sig1 sig2 sig3 sig4 sig5 sig6
0 -13.6899458415705 -19.4910859620506 -12.8575513143412 -2.48809347598708 -2.14132798451915 2.3610033517859
0.00499999999999996 -0.641962451012566 -0.644835912321965 -0.43587070523185 0.664678124762595 -0.0589851204304043 0.829165371485422
0.00999999999999995 0.216811443914016 1.08030422221799 -0.0782113964758416 -0.548743120725627 -0.0422137442794609 0.117609218878424
0.0150000000000001 -1.35806692604713 -1.14615828759621 -1.14624758493101 0.218864489180109 0.218399644438595 0.371441206777989
0.0200000000000001 -1.36542406403268 -0.249419307677504 -1.50928146919757 -0.25088388622782 -0.424081822079127 0.526478568469887
0.025 -1.39431776218353 -0.158447779290205 0.570109002655374 0.474426919007543 0.516179683360793 0.583800358619092
0.0299999999999999 0.0497318148674343 0.776510370986332 1.07923615596918 -0.544284665943877 -0.386711317740996 0.41178517114796
0.0349999999999999 -0.679364563782281 -0.760119128707489 0.134572749180148 0.357115149210665 -0.204658018865952 0.169447924109538
0.0400000000000001 0.950203465770372 -0.36792288174596 -0.0158233709268196 -0.489537981851554 -0.0703879161249743 0.612571714727225
0.0450000000000001 -0.369286385486226 -0.00380237322558049 1.03123672374527 0.522892143545162 0.364262426700184 0.292405746146459
0.05 0.778756093806812 -0.627816420911054 0.823139909916368 0.271308728808067 -0.387883308790725 0.01945595051645
0.055 -0.330291260081557 1.01510279080057 1.22201281935075 -0.505733147126333 0.486059527742955 -0.387047885848976
0.06 -0.256716100101873 -1.09172989804564 0.322268700399461 -0.62556300238842 0.151818656985821 -0.348834648984713
0.065 0.128989349665483 0.958292468516007 2.15241398970808 -0.0778241167367227 -0.053801913859698 0.00526078173027299
0.07 0.438966780028956 -0.161930047193859 0.90084799001614 0.285641102338522 0.14880671559295 -0.0863726842734431
0.075 -0.186614609122373 -0.0562975395431506 0.644815882534068 -0.0508627830452891 -0.215723859477538 -0.243609292038859
0.08 0.741963923220518 0.869185475161545 1.08705292212236 -0.513641273131002 -0.113820338373318 0.568173609169133
0.085 1.79976069189005 2.30123295546414 3.02138200025127 -0.00457928407077362 -0.66919650340552 0.407310587940416
0.09 1.60719927798589 1.81833506925824 3.55887536239799 -0.170317116982222 -0.0631484943185602 0.357802940679473
0.095 0.860644117351835 0.961372819172129 2.16358493271791 0.535163122627958 0.110321678911306 0.0216391554880456
0.1 -0.0811215545671687 0.143277041044034 1.01041569193979 -0.0978287178558934 0.123497084140884 0.1587460531077
0.105 0.920982863815174 1.18268269473535 2.00864725386337 0.35973740124321 -0.163169770693049 0.175346617748094
0.11 1.08008292945243 1.18533805847155 2.68014788555145 -0.202321887356739 -0.523380031793357 0.462754045647892
0.115 0.985486490415793 2.49046435762022 2.76498674113921 -0.128218258289207 0.224313891696059 0.663333658767373
0.12 1.49136820966556 1.93386833819082 3.16440821596157 -0.201028320730709 -0.295945973916797 0.166611469740928
0.125 0.471541679088089 0.750597187165486 1.96189746428104 -0.140562076949395 -0.217115118461734 0.423432266520885
0.13 1.2499741701883 0.627051531255151 2.46244440629598 0.111208669013516 0.0542501481364828 0.124955293997322
0.135 1.6476542903325 0.952175564081349 2.35975993042759 -0.491899063652779 0.304829172547555 0.53850825726797
0.14 1.41538014625004 1.11552157616098 3.11990954310023 -0.118580543594335 -0.447406487637986 0.0403728266222367
0.145 2.31399511809704 2.04902815038552 4.62220729943951 -0.314893527465246 -0.0932954450360846 0.204793033799394
