# step strain stress
#
50 0.0015 -1.86898
100 0.004 -1.68603
150 0.0065 -1.36266
200 0.009 -1.18738
250 0.0115 -0.779027
300 0.014 -0.512461
350 0.0165 -0.33219
400 0.019 -0.325058
450 0.0215 -0.252411
500 0.024 -0.0194349
550 0.0265 -0.016449
600 0.029 0.691923
650 0.0315 1.29227
700 0.034 0.895802
750 0.0365 0.891361
800 0.039 0.802144
850 0.0415 1.17608
900 0.044 1.8226
950 0.0465 1.95053
1000 0.049 2.10993
1050 0.0515 2.08724
1100 0.054 2.31369
1150 0.0565 2.61915
1200 0.059 2.7563
1250 0.0615 2.68113
1300 0.064 2.60695
1350 0.0665 2.69973
1400 0.069 2.60382
1450 0.0715 3.18542
1500 0.074 3.84439
1550 0.0765 4.1856
1600 0.079 4.36107
1650 0.0815 4.29433
1700 0.084 4.02605
1750 0.0865 4.22333
1800 0.089 3.88665
1850 0.0915 3.96869
1900 0.094 4.54609
1950 0.0965 4.83434
2000 0.099 5.11592
2050 0.1015 5.51398
2100 0.104 5.71044
2150 0.1065 5.72231
2200 0.109 5.86437
2250 0.1115 6.17911
2300 0.114 6.0131
2350 0.1165 5.83463
2400 0.119 5.50896
2450 0.1215 5.42035
2500 0.124 5.66044
2550 0.1265 6.10526
2600 0.129 6.71935
2650 0.1315 7.15784
2700 0.134 7.36425
2750 0.1365 7.73534
2800 0.139 7.76568
2850 0.1415 8.16579
2900 0.144 8.76721
2950 0.1465 8.40424
3000 0.149 9.54867
3050 0.1515 10.7707
3100 0.154 11.316
3150 0.1565 11.7313
3200 0.159 12.517
3250 0.1615 13.2344
3300 0.164 14.6752
3350 0.1665 15.7468
3400 0.169 16.9263
3450 0.1715 17.6163
3500 0.174 18.4038
3550 0.1765 18.9449
3600 0.179 19.5987
3650 0.1815 20.142
3700 0.184 21.0308
3750 0.1865 21.6638
3800 0.189 22.1284
3850 0.1915 22.4915
3900 0.194 22.9412
3950 0.1965 23.1032
4000 0.199 23.5145
4050 0.2015 23.9802
4100 0.204 24.617
4150 0.2065 25.3511
4200 0.209 25.4335
4250 0.2115 26.3198
4300 0.214 26.4969
4350 0.2165 27.4281
4400 0.219 28.3729
4450 0.2215 29.0281
4500 0.224 29.596
4550 0.2265 30.692
4600 0.229 31.5267
4650 0.2315 32.0385
4700 0.234 33.1885
4750 0.2365 34.2533
4800 0.239 34.2701
4850 0.2415 35.1482
4900 0.244 36.5816
4950 0.2465 36.8756
5000 0.249 37.5705
5050 0.2515 38.7003
5100 0.254 39.3024
5150 0.2565 39.5813
5200 0.259 40.8284
5250 0.2615 41.2868
5300 0.264 41.4403
5350 0.2665 42.6319
5400 0.269 43.4117
5450 0.2715 43.6223
5500 0.274 43.4875
5550 0.2765 44.8287
5600 0.279 44.9654
5650 0.2815 45.2731
5700 0.284 45.8444
5750 0.2865 46.2847
5800 0.289 46.6947
5850 0.2915 47.3075
5900 0.294 47.7745
5950 0.2965 47.8261
6000 0.299 48.2393
6050 0.3015 48.489
6100 0.304 49.3169
6150 0.3065 48.9246
6200 0.309 49.5278
6250 0.3115 49.9452
6300 0.314 50.3452
6350 0.3165 50.5178
6400 0.319 51.1239
6450 0.3215 51.361
6500 0.324 51.6749
6550 0.3265 51.4588
6600 0.329 52.196
6650 0.3315 52.3153
6700 0.334 52.5642
6750 0.3365 52.7268
6800 0.339 53.132
6850 0.3415 53.2501
6900 0.344 53.1177
6950 0.3465 53.7674
7000 0.349 54.1143
7050 0.3515 54.1078
7100 0.354 54.2603
7150 0.3565 54.676
7200 0.359 54.8801
7250 0.3615 54.9898
7300 0.364 54.8866
7350 0.3665 55.4925
7400 0.369 55.8001
7450 0.3715 55.4867
7500 0.374 55.6166
7550 0.3765 55.9208
7600 0.379 56.0845
7650 0.3815 56.2884
7700 0.384 56.6988
7750 0.3865 56.6218
7800 0.389 56.5955
7850 0.3915 56.897
7900 0.394 57.1473
7950 0.3965 57.15
8000 0.399 57.1269
8050 0.4015 57.2707
8100 0.404 57.5178
8150 0.4065 57.6205
8200 0.409 57.6736
8250 0.4115 58.0008
8300 0.414 57.9271
8350 0.4165 58.1408
8400 0.419 58.413
8450 0.4215 58.2664
8500 0.424 58.5129
8550 0.4265 58.8278
8600 0.429 58.6233
8650 0.4315 58.7355
8700 0.434 58.9127
8750 0.4365 58.926
8800 0.439 58.8593
8850 0.4415 59.0924
8900 0.444 59.1764
8950 0.4465 59.3455
9000 0.449 59.5611
9050 0.4515 59.8306
9100 0.454 59.6449
9150 0.4565 59.3876
9200 0.459 59.7298
9250 0.4615 59.5699
9300 0.464 59.8325
9350 0.4665 60.0628
9400 0.469 59.8821
9450 0.4715 59.6573
9500 0.474 60.0629
9550 0.4765 60.1691
9600 0.479 60.3217
9650 0.4815 59.9371
9700 0.484 60.3382
9750 0.4865 60.5348
9800 0.489 60.5308
9850 0.4915 60.7203
9900 0.494 61.1213
9950 0.4965 60.8375
10000 0.499 61.2466
10050 0.5015 61.2536
10100 0.504 60.7606
10150 0.5065 61.1301
10200 0.509 61.4062
10250 0.5115 61.3099
10300 0.514 61.243
10350 0.5165 61.2997
10400 0.519 61.6913
10450 0.5215 61.4105
10500 0.524 61.5503
10550 0.5265 61.8634
10600 0.529 62.0334
10650 0.5315 62.1494
10700 0.534 61.9808
10750 0.5365 62.1288
