# Time-averaged data for fix myMSD
# TimeStep c_msd1[1] c_msd1[2] c_msd1[3] c_msd1[4] c_thermo_temp
100 0.0172412 0.0132948 0.0172622 0.0477982 195.81
200 0.0854231 0.0740176 0.0819634 0.241404 253.973
300 0.180239 0.171825 0.16441 0.516475 294.47
400 0.278373 0.239268 0.232467 0.750108 306.675
500 0.325794 0.291388 0.322215 0.939397 315.421
600 0.328055 0.318201 0.332898 0.979155 305.756
700 0.351879 0.334093 0.328188 1.01416 306.153
800 0.375825 0.363724 0.383269 1.12282 294.571
900 0.390175 0.383022 0.410776 1.18397 301.814
1000 0.400292 0.40533 0.408939 1.21456 295.606
1100 0.413219 0.421302 0.420707 1.25523 307.689
1200 0.408271 0.45747 0.385355 1.2511 302.18
1300 0.388827 0.49164 0.354196 1.23466 304.146
1400 0.391018 0.492458 0.360721 1.2442 301.499
1500 0.383901 0.470523 0.369833 1.22426 309.48
1600 0.370021 0.463372 0.357278 1.19067 314.734
1700 0.37695 0.464423 0.367688 1.20906 314.205
1800 0.392752 0.454013 0.366999 1.21376 313.037
1900 0.400757 0.487724 0.389369 1.27785 294.645
2000 0.382288 0.536007 0.405498 1.32379 302.617
2100 0.405992 0.577392 0.404498 1.38788 290.131
2200 0.419244 0.552961 0.413339 1.38554 311.014
2300 0.419682 0.547657 0.430417 1.39776 316.619
2400 0.417867 0.536279 0.424367 1.37851 313.945
2500 0.41794 0.533869 0.443281 1.39509 301.178
2600 0.420454 0.538657 0.443172 1.40228 309.641
2700 0.45874 0.575873 0.446352 1.48097 334.936
2800 0.497062 0.583372 0.464618 1.54505 364.731
2900 0.574889 0.580572 0.530219 1.68568 342.578
3000 0.660968 0.59136 0.583721 1.83605 343.924
3100 0.66748 0.605499 0.588939 1.86192 348.242
3200 0.64328 0.627609 0.572454 1.84334 337.934
3300 0.687771 0.6382 0.595914 1.92188 285.08
3400 0.706224 0.6461 0.604469 1.95679 293.213
3500 0.707344 0.662985 0.600208 1.97054 297.48
3600 0.668936 0.64115 0.62089 1.93097 279.938
3700 0.627067 0.63139 0.584053 1.84251 312.005
3800 0.659988 0.607871 0.574614 1.84247 324.865
3900 0.697474 0.623776 0.568315 1.88956 311.844
4000 0.70401 0.63633 0.574599 1.91494 300.545
4100 0.713059 0.634793 0.607908 1.95576 295.476
4200 0.719189 0.651671 0.63872 2.00958 311.46
4300 0.723015 0.685109 0.665926 2.07405 294.915
4400 0.707277 0.705004 0.676518 2.0888 295.638
4500 0.751697 0.692498 0.661568 2.10576 295.627
4600 0.699326 0.68025 0.666234 2.04581 303.63
4700 0.730948 0.671532 0.701584 2.10406 310.081
4800 0.79969 0.685439 0.728954 2.21408 313.805
4900 0.844291 0.709754 0.741572 2.29562 303.478
5000 0.861712 0.738982 0.710957 2.31165 302.906
