# Time-averaged data for fix myMSD
# TimeStep c_msd1[1] c_msd1[2] c_msd1[3] c_msd1[4] c_thermo_temp
100 0.0134376 0.0161907 0.01494 0.0445684 183.648
200 0.055479 0.0765373 0.0555632 0.18758 230.386
300 0.131121 0.166746 0.119764 0.417631 302.203
400 0.209403 0.265609 0.184003 0.659015 333.884
500 0.312481 0.340759 0.289087 0.942327 360.191
600 0.430448 0.459701 0.403362 1.29351 366.699
700 0.501545 0.551565 0.489481 1.54259 404.107
800 0.543905 0.667218 0.575012 1.78614 365.946
900 0.607132 0.744536 0.588384 1.94005 323.395
1000 0.651447 0.752599 0.655403 2.05945 295.335
1100 0.634332 0.765666 0.675641 2.07564 281.524
1200 0.664403 0.841199 0.7661 2.2717 313.151
1300 0.682509 0.893236 0.777119 2.35286 315.63
1400 0.700511 0.935757 0.784738 2.42101 283.395
1500 0.699197 0.949878 0.822716 2.47179 297.081
1600 0.730946 0.970227 0.804831 2.506 309.818
1700 0.746799 0.955846 0.763109 2.46575 304.296
1800 0.7972 0.922091 0.748187 2.46748 294.141
1900 0.790759 0.853582 0.7535 2.39784 287.45
2000 0.737637 0.821161 0.775711 2.33451 295.532
2100 0.738117 0.896039 0.806868 2.44102 311.716
2200 0.707134 1.00754 0.790708 2.50538 316.833
2300 0.723677 1.03008 0.868072 2.62183 306.531
2400 0.743663 1.00303 0.892912 2.6396 315.63
2500 0.793992 1.05104 0.820913 2.66594 334.959
2600 0.824063 1.05436 0.776835 2.65526 329.68
2700 0.884146 1.09039 0.807305 2.78184 323.478
2800 0.909416 1.19956 0.823328 2.93231 326.004
2900 0.965286 1.2299 0.827344 3.02253 305.659
3000 1.00977 1.26191 0.845841 3.11752 296.979
3100 0.978231 1.25202 0.857123 3.08738 296.053
3200 1.01576 1.3149 0.895225 3.22588 299.797
3300 1.03691 1.30153 0.901634 3.24007 297.908
3400 1.05801 1.32257 0.909504 3.29008 291.37
3500 1.02957 1.39297 0.875266 3.29781 281.819
3600 1.07155 1.44107 0.907255 3.41988 288.051
3700 1.07862 1.39534 0.907008 3.38097 304.748
3800 1.03628 1.35988 0.850619 3.24678 309.948
3900 0.994913 1.37285 0.82003 3.18779 300.974
4000 0.939085 1.33091 0.796033 3.06603 315.308
4100 0.945035 1.28552 0.779332 3.00989 304.235
4200 0.982203 1.28588 0.772533 3.04061 301.948
4300 0.97531 1.27181 0.758301 3.00542 289.809
4400 0.960713 1.30168 0.745533 3.00793 317.788
4500 0.979418 1.32188 0.733908 3.03521 309.19
4600 1.00044 1.24432 0.691006 2.93577 302.416
4700 1.00456 1.2255 0.680873 2.91093 287.307
4800 1.02972 1.21808 0.705976 2.95378 294.01
4900 1.06166 1.29353 0.741913 3.09711 315.218
5000 1.06939 1.34639 0.731245 3.14703 302.022
