# Time-averaged data for fix myMSD
# TimeStep c_msd1[1] c_msd1[2] c_msd1[3] c_msd1[4] c_thermo_temp
5100 0.0119514 0.0133484 0.0125004 0.0378003 312.53
5200 0.0365372 0.0315971 0.0356636 0.103798 296.905
5300 0.0505202 0.0378159 0.0375224 0.125859 295.04
5400 0.0644609 0.0410498 0.0392702 0.144781 300.823
5500 0.0636647 0.042377 0.0393118 0.145354 298.293
5600 0.0669353 0.0526617 0.0432433 0.16284 303.287
5700 0.0737151 0.0690946 0.0446681 0.187478 318.596
5800 0.0915244 0.0691178 0.0540798 0.214722 326.961
5900 0.0977535 0.0646953 0.0566177 0.219067 322.392
6000 0.0929439 0.0637125 0.0517094 0.208366 318.703
6100 0.0642257 0.0626337 0.0529939 0.179853 316.713
6200 0.0511034 0.0623538 0.0579314 0.171389 307.059
6300 0.0619348 0.0625975 0.0549669 0.179499 303.211
6400 0.0720124 0.0623833 0.0477414 0.182137 311.583
6500 0.081814 0.0636574 0.0526034 0.198075 329.452
6600 0.0839878 0.0622393 0.0535597 0.199787 326.19
6700 0.085466 0.0630763 0.0544091 0.202951 315.74
6800 0.0996569 0.0883298 0.0611678 0.249155 308.88
6900 0.114704 0.1247 0.0613212 0.300725 313.704
7000 0.116946 0.141003 0.0586463 0.316595 313.687
7100 0.109684 0.0949438 0.0575524 0.26218 331.589
7200 0.1034 0.0674605 0.0616859 0.232546 320.337
7300 0.0852421 0.0965938 0.0727633 0.254599 314.314
7400 0.0721282 0.092214 0.0762392 0.240581 327.212
7500 0.0732253 0.0900337 0.0756104 0.238869 335.398
7600 0.0855568 0.0923723 0.0838368 0.261766 342.736
7700 0.112075 0.0865342 0.0793584 0.277967 338.342
7800 0.119833 0.0837644 0.0768126 0.28041 324.94
7900 0.114168 0.0847726 0.0866403 0.285581 323.57
8000 0.104815 0.0938989 0.100104 0.298817 319.96
8100 0.0935135 0.114873 0.0806959 0.289083 339.717
8200 0.130074 0.125787 0.0801131 0.335975 342.22
8300 0.16983 0.12373 0.104342 0.397903 340.312
8400 0.166101 0.110528 0.0946312 0.37126 332.624
8500 0.143599 0.1176 0.0994809 0.36068 327.143
8600 0.162598 0.112184 0.100702 0.375483 325.956
8700 0.229254 0.112226 0.092983 0.434463 352.505
8800 0.319646 0.104519 0.0949306 0.519096 351.43
8900 0.389458 0.110798 0.11156 0.611817 337.132
9000 0.314425 0.112043 0.123987 0.550456 330.798
9100 0.142895 0.1127 0.120326 0.375921 329.813
9200 0.0866406 0.133473 0.10561 0.325723 350.138
9300 0.0826396 0.140574 0.0941977 0.317411 359.191
9400 0.07423 0.121848 0.102876 0.298954 340.616
9500 0.0866518 0.109661 0.110724 0.307037 334.776
9600 0.186005 0.108023 0.110602 0.40463 336.12
9700 0.33321 0.121009 0.103892 0.558111 354.093
9800 0.434857 0.137983 0.112441 0.685281 359.144
9900 0.459359 0.14311 0.119138 0.721607 361.893
10000 0.460783 0.148709 0.135312 0.744803 339.545
10100 0.494871 0.15558 0.142803 0.793254 337.335
10200 0.500967 0.148447 0.128518 0.777932 351.565
10300 0.407024 0.141127 0.139975 0.688126 360.885
10400 0.269563 0.151183 0.149123 0.56987 361.189
10500 0.178972 0.147031 0.130646 0.456649 360.217
10600 0.180857 0.137427 0.128532 0.446815 369.764
10700 0.193266 0.127549 0.122874 0.443689 354.043
10800 0.275583 0.137014 0.116295 0.528891 354.295
10900 0.390353 0.154154 0.118701 0.663208 344.722
11000 0.421292 0.175783 0.124712 0.721787 357.129
11100 0.410881 0.204712 0.125497 0.74109 365.601
11200 0.361469 0.181256 0.122312 0.665037 374.889
11300 0.312678 0.167776 0.12703 0.607484 363.21
11400 0.306947 0.16134 0.139522 0.607809 351.311
11500 0.280554 0.16536 0.148166 0.59408 357.691
11600 0.246832 0.150563 0.141356 0.53875 350.844
11700 0.248324 0.159328 0.150518 0.558171 362.966
11800 0.21362 0.152282 0.159039 0.524942 365.631
11900 0.176122 0.142625 0.158165 0.476912 378.245
12000 0.227485 0.144059 0.159157 0.530701 397.721
12100 0.404974 0.141414 0.145868 0.692256 393.661
12200 0.520256 0.142538 0.120924 0.783718 370.273
12300 0.46421 0.144418 0.129973 0.738601 367.673
12400 0.264772 0.156096 0.140086 0.560954 371.981
12500 0.169755 0.158976 0.143227 0.471958 366.807
12600 0.162716 0.153246 0.125483 0.441445 392.591
12700 0.212032 0.137005 0.115714 0.464752 384.988
12800 0.256726 0.133114 0.120571 0.51041 379.794
12900 0.248113 0.133207 0.128677 0.509997 363.224
13000 0.217985 0.124983 0.116746 0.459714 360.541
13100 0.181464 0.125848 0.112144 0.419456 373.63
13200 0.21107 0.12242 0.11651 0.450001 385.878
13300 0.222827 0.121852 0.108756 0.453434 395.276
13400 0.215498 0.18013 0.10569 0.501318 378.348
13500 0.181939 0.209015 0.0938259 0.48478 360.06
13600 0.178362 0.161054 0.0847164 0.424132 350.685
13700 0.228849 0.139899 0.0886014 0.45735 355.151
13800 0.254518 0.139933 0.106165 0.500616 367.471
13900 0.264472 0.14794 0.127767 0.540179 381.739
14000 0.234583 0.132326 0.134728 0.501636 404.167
14100 0.261607 0.137216 0.16306 0.561882 407.702
14200 0.35162 0.141847 0.193981 0.687449 383.774
14300 0.512807 0.138133 0.190408 0.841348 377.752
14400 0.55714 0.15287 0.166816 0.876827 379.498
14500 0.530424 0.141688 0.166878 0.83899 408.346
14600 0.416391 0.136006 0.184418 0.736815 408.956
14700 0.266521 0.147019 0.177192 0.590733 391.504
14800 0.197594 0.152067 0.16999 0.519651 387.09
14900 0.176321 0.151241 0.185736 0.513299 392.483
15000 0.143741 0.1544 0.190756 0.488897 388.75
15100 0.131432 0.142375 0.192853 0.466659 393.593
15200 0.125172 0.139071 0.193195 0.457438 417.571
15300 0.145222 0.171235 0.212877 0.529334 405.31
15400 0.165957 0.187507 0.196292 0.549756 394.937
15500 0.192058 0.164564 0.182333 0.538956 374.752
