# Time-averaged data for fix vir
# TimeStep c_virial[1] c_virial[2] c_virial[3] c_virial[4] c_virial[5] c_virial[6]
1322 -11310.4 -10393.3 2175.05 -8452.6 406.821 -6649.99
1323 -9973.06 -9838.21 3377.16 -11317.1 -631.766 -11255.3
1324 -12086.1 -7853.74 3325.61 -11626.1 -1658.88 -16196.4
1325 -16693.1 -4511.72 2196.02 -9515.35 -1695.65 -18870.6
1326 -20908.2 -719.606 1074.87 -5498.31 191.708 -18522.9
1327 -21671.3 1220.4 641.275 -165.076 3294.95 -15397
1328 -18495.4 23.8171 890.75 5489.56 5798.89 -10390.7
1329 -13611.9 -3578.43 1088.38 9465.6 6455.07 -5701.1
1330 -9725.87 -7679.02 802.104 10445 5332.44 -3521.27
1331 -8834.95 -9785.74 115.537 9388.35 3008.97 -5313.65
1332 -10970.2 -8416.5 -378.073 8314.51 276.327 -10546.2
1333 -13342.6 -5721.28 -582.461 7243.23 -1178.65 -15132
1334 -13891.1 -4939.91 -1350.03 4702.01 147.748 -15957.5
1335 -12738.3 -6310.58 -2427.49 238.628 3582.94 -13975.1
1336 -11752.7 -6586.44 -2775.36 -5106.41 5619.61 -12604.8
1337 -12882 -2920.6 -1671.85 -10309.4 2638.64 -13243.7
1338 -15250.9 3132.6 345.66 -15462.7 -4272.98 -11480
1339 -16680.7 7102.46 1424.4 -18635.3 -9763.49 -5033.84
1340 -15291.9 4967.82 305.921 -16020.8 -7882.51 1933.66
1341 -11134.7 -2037.74 -2128.29 -7555.07 1530.06 6277.89
1342 -6805.74 -8231.88 -3870.71 1492.7 11736.6 7667.86
1343 -5578.39 -10187.7 -4561.33 5453.09 15727.6 7490.68
1344 -7679.26 -8527.48 -4837.14 3801.96 12769.6 5288.94
1345 -11679.4 -4680.84 -5066.31 -790.079 6865.23 582.662
1346 -15814.3 265.131 -4999.79 -5175.58 2759.53 -5973.54
1347 -18699.6 4466.76 -4960.15 -7600.57 2055.67 -12712.9
1348 -19273.1 6215.29 -4949.8 -8324.1 2883.86 -16365.6
1349 -17252.8 4602.46 -5028.69 -8120.45 2274.43 -14134.4
1350 -12805.4 457.914 -4706.43 -7630.57 -1887.73 -5585.96
1351 -7545.06 -4014.64 -3693.59 -7517.56 -8220.6 6376.01
1352 -4140.71 -6917.48 -2294.89 -7399.75 -11086.4 15347.7
1353 -3820.93 -8633.84 -1563.13 -5808.45 -6750 16461.3
1354 -5344.33 -10354.6 -1643.64 -2411.54 2399.39 10692.6
1355 -6478.77 -12237.9 -1661.83 1582.3 11410.2 2585.35
1356 -6767.46 -13375.5 -967.531 4069.77 17004.5 -3111.06
1357 -6950.11 -13234.1 144.063 4486.02 19228.6 -5958.62
1358 -8066.9 -11956 1136 3567.42 19219.2 -7701.7
1359 -10785.9 -9476.8 1596.21 2065.69 17425.7 -8932.45
1360 -14881 -6283.77 1257.54 678.724 14315.5 -9297.71
1361 -18699.8 -3315.42 619.8 -33.998 11592.2 -8440.5
1362 -20684.4 -1839.23 -50.0316 -80.233 10751.5 -6659.11
1363 -20836.6 -2055.39 -759.812 302.867 11311.5 -4835.36
1364 -19867.1 -3156.99 -1351.95 833.207 11834.6 -3506.89
1365 -18715 -4620.96 -1896.56 1389.35 11290 -2535.03
1366 -17904.4 -5950.77 -2389.48 1970.2 9288.01 -1343.1
1367 -17739.6 -6920.79 -2763.92 2534.19 6090.81 176.523
1368 -18117.5 -7412.28 -3095.98 2926.82 2527.89 1767.68
1369 -18589.4 -7512.79 -3324.17 3235.8 -488.685 3225.11
1370 -18936.1 -7337.85 -3414.4 3755.83 -2527.05 4401.39
1371 -19329.7 -6736.48 -3309.46 4720.97 -3487.75 5026.02
1372 -20385.5 -4904.85 -2892.77 6458.92 -3680 3998.83
1373 -22882.8 -644.334 -2072.78 8863.54 -3483.87 -558.497
1374 -26621.9 5789.64 -802.999 11079.3 -2681.12 -8870.15
1375 -29873.2 11926.9 196.937 12405.4 -641.591 -17067.4
1376 -30534.8 14341.7 241.639 13199.1 2528.14 -19270.2
1377 -27916.6 11969.2 -552.827 13795.6 5781.91 -13432.7
1378 -23456.2 6819.98 -1533.83 13782.7 7576.15 -3813.3
1379 -18990.4 1507.28 -2308.19 12328.9 7531.24 3909.27
1380 -15190.1 -2961.25 -2775.02 9371.99 5644.36 7320.15
1381 -12110.4 -6433.54 -2955.68 5922.16 2422.6 7061.01
1382 -9885.23 -8528.18 -2955.93 3358.89 -464.481 5163.33
1383 -8666.3 -9180.76 -3026.4 2252.76 -1941.93 2824.75
1384 -7799.92 -9371.75 -3263.36 2138.22 -3076.48 33.1402
1385 -5504.66 -10462.8 -3409.95 2032.36 -6435.63 -2933.38
1386 -994.802 -13365.9 -3202.57 1280.47 -13028.7 -4876.87
1387 4019.71 -17348.5 -2885.89 -13.3679 -20051.5 -4956.36
1388 6793.84 -20362.7 -2840.17 -1216.58 -23294.2 -3292.53
1389 6362.56 -21483.3 -3251.63 -1631.99 -21839 -887.755
1390 4507.05 -21203.1 -3754.12 -1135.82 -17531.9 1003.12
1391 4401.8 -21575.9 -3838.96 -110.307 -12374.5 1979.63
1392 8028.6 -23961.1 -3189.82 691.481 -7579.1 2427.56
1393 12165.2 -26842.4 -2509.06 428.032 -3542.13 2483.08
1394 11916.2 -27069.3 -2820.98 -948.337 -11.1901 1559.7
1395 6491.92 -23771.5 -3867.4 -2533.58 3856.42 -1164.5
1396 -802.495 -18377.6 -4634.33 -3571.39 7879.65 -5908.79
1397 -7028.77 -13032.2 -4984.15 -4123.21 9716.94 -11473
1398 -11172.5 -9055.28 -5234.51 -4148.97 9037.37 -15496.4
1399 -12949.7 -7456.59 -5585.69 -3636.63 7853.78 -16028.9
1400 -12809.8 -7901.86 -6001.63 -2796.94 7405.74 -12961.3
1401 -11689.3 -9287.14 -6348.14 -1883.45 7742.82 -7543.54
1402 -9861.2 -10949.4 -6260.55 -1028.4 8509.95 -845.65
1403 -6793.41 -13035.6 -5651.35 -372.446 9604.64 6576.89
1404 -2599.46 -15678.9 -4506.24 -214.424 10793.4 13274.9
1405 783.8 -18299.1 -3575.66 -834.041 10180.6 16449.7
1406 1654.22 -20301.6 -3499.88 -2261.31 6215.32 14968
1407 1304.06 -21764.4 -3789.15 -3658.89 628.981 9887.51
1408 808.913 -22642.3 -4139.88 -3737.67 -2435.86 3796.14
1409 -1105.65 -21945 -4700.95 -2432.04 -1448.23 -921.405
1410 -4773.03 -19740.9 -5474.88 -420.188 1254.53 -3614.63
1411 -8146.61 -17478.9 -6013.85 1423.13 1517.91 -5127.62
1412 -10039.4 -15571.5 -5824.89 2562.1 -1761.41 -6288.97
1413 -10896.4 -13806 -5050.15 3008.6 -6206.12 -7162.27
1414 -10877.9 -12684.9 -4191.13 2608.97 -10034.7 -7081.11
1415 -10053.1 -12760.4 -3522.28 1210.33 -12208.9 -5568.69
1416 -9303.66 -13261.3 -2859.25 -400.683 -11466.9 -3377.7
1417 -9534.64 -13219.7 -2028.11 -1165.63 -8417.45 -2445.91
1418 -10961.2 -11985.6 -784.102 -563.989 -5135.95 -4667.26
1419 -13684.7 -9222.03 999.037 731.386 -2681.96 -10162.1
1420 -17184.4 -5370.76 2818.09 1819.84 -675.487 -16316.4
1421 -20571.8 -2175.09 3453.15 2083.76 1530.37 -19188.7
1422 -22736.1 -846.639 2539.5 1207.81 3727.79 -16244.1
1423 -23157 -1360.37 698.357 -880.671 4810.16 -8749.36
1424 -22344.3 -2832.57 -952.949 -3221.48 4946.18 -1340.64
1425 -21516.7 -4652.14 -2024.43 -4176.82 5653.53 1775.29
1426 -21022.3 -6694.91 -2721.95 -3259.93 7637.11 109.095
1427 -20547.5 -8490.6 -3045.32 -1503.19 10349 -3997.81
1428 -19921.4 -9655.04 -3176.37 -317.896 12730.4 -8156.79
1429 -19047.7 -10307.2 -3213.05 -39.561 14276 -11372.3
1430 -17545.9 -11016.1 -3106.7 -57.2927 14481.5 -13566.5
1431 -15119.1 -12402.4 -2728.77 385.914 12565.3 -14672.7
1432 -11704.7 -14527.9 -2073.98 1677.71 8001.92 -14924.1
1433 -7930.63 -16600 -1273.26 3725.97 2153.01 -14235.7
1434 -4991.09 -17720.2 -861.367 5952.92 -1418.82 -11756.4
1435 -4156.32 -16953.8 -1198.34 7683.84 814.081 -7346.66
1436 -5801.29 -13743.2 -2011.64 8402.16 8959.73 -3166.16
1437 -8711.78 -9345.92 -2859.33 8121.53 18773.4 -1848.96
1438 -10690.7 -6421.61 -3596.42 7531.48 25308.8 -2552.81
1439 -10313.3 -6554.38 -4500.27 6932.99 26555.7 -2782.56
1440 -8030.81 -8065.44 -5084.85 5623.11 23403.6 -561.998
1441 -6181.43 -8251.69 -5069.66 2026.67 17546.8 4464.27
1442 -6085.09 -6332.76 -4213.56 -3461.23 11074.3 11208.9
1443 -7012.31 -4332.98 -2971.75 -7664.53 7388.12 16032.9
1444 -8082.24 -4250.77 -2114.65 -8610.85 7396.98 15634.1
1445 -9067.42 -6038.18 -2113.17 -7152.64 7781.89 9266.14
1446 -9892.86 -7396.28 -2267.84 -5164.8 4666.31 -1592.95
1447 -11290.3 -5631.19 -1724.03 -3862.68 -2490.89 -13693.2
1448 -13127.9 -1589.47 -406.384 -3009.33 -9871.02 -23767.1
1449 -14062.1 640.46 648.888 -2501.78 -14167.4 -28014.3
1450 -12995.3 -1259.53 615.266 -2533.01 -15155.7 -24609
1451 -10064.8 -6070.08 52.8122 -2907.39 -14259.3 -14294.6
1452 -6986.31 -9696.47 157.928 -3567.89 -13639.4 128.724
1453 -5063.23 -9751.62 1452.18 -4732.42 -14081.4 15807.2
1454 -4813.79 -7766.28 2394.89 -5342.41 -13715.1 27368.4
1455 -6498.35 -5953.45 1492.64 -5353.92 -11833.7 30601
1456 -9059.38 -5060.81 -781.994 -5513.23 -9494.69 26289.2
1457 -10742.7 -4723.62 -2465.81 -6387.81 -8352.91 19775.2
1458 -11656.7 -4917.61 -2850.82 -7407.74 -8443.8 14459.5
1459 -12668.6 -5712.48 -2664.14 -7094.38 -7993.33 8886.96
1460 -14108.5 -6288.92 -2249.64 -5532.76 -6893.96 1951.53
1461 -15741.2 -5637.97 -1630 -3797 -6726.14 -5533.93
1462 -17403.2 -3784.28 -864.651 -2279.1 -8581.71 -12527.7
1463 -18206.5 -1954.59 22.8677 -1000.91 -11933.6 -17670.2
1464 -17786.1 -1625.71 684.557 42.4928 -15147.7 -19428.4
1465 -16389 -3079.03 981.895 719.539 -16791.7 -17301.3
1466 -14876 -5444.43 902.069 1027.22 -16239 -12160
1467 -14224.4 -6663.08 795.24 1095.39 -14052 -5992.18
1468 -15348.7 -5151.41 938.029 847.85 -11847.3 -945.978
1469 -18161.9 -838.911 1299.37 -139.426 -10944.4 2024.29
1470 -21369.7 4850.5 1952.56 -1623.86 -11314 2643.36
1471 -23264.4 9086.6 2766.42 -2193.31 -11793.5 1174.38
1472 -22478.3 9302.19 3297.17 -570.373 -11070.2 -636.267
1473 -18330.5 5146.12 3723.91 3214.51 -8969.24 -854.713
1474 -12012.1 -1418.12 4279.65 7622 -6985.16 1784.85
1475 -6512.42 -6871.53 4999.39 11120.7 -6510.61 6458.47
1476 -4584.34 -8276.74 5652.61 13501.9 -6780.55 10841.1
1477 -5896.78 -5935.08 6439.12 15329.6 -6702.79 13598.4
1478 -7744.04 -3380.74 7024.88 15957.9 -6808.35 13396.3
1479 -7827.33 -3898.21 6918.25 14304 -7981 9718.16
1480 -6293.52 -6990.42 6190.34 11325.1 -9200.03 5263.29
1481 -4263.68 -10129.6 5460.06 8718.45 -9147.98 3077.08
1482 -2563.17 -12142.1 4888.84 6658.1 -8173.54 3015.89
1483 -1767.73 -12570.3 4456.15 4367.02 -7144.01 3436.08
1484 -2315.11 -10829.4 4302.52 1004.11 -5710.72 2887.78
1485 -4159.96 -6772.5 4646.23 -3296.04 -3100.22 301.394
1486 -6340.25 -1937.92 5264.7 -6837.14 877.175 -3934.88
1487 -7451.22 1166.58 5451.87 -7538.04 4666.8 -7956.5
1488 -6883.96 1259.81 4812.21 -4995.56 5880.53 -10125.3
1489 -5071.34 -319.61 3709.9 -886.896 3001.31 -9944.7
1490 -3170.68 -1256.94 2622.29 2189.7 -2655.87 -8566.44
1491 -2169.71 -985.753 1522.78 3213.27 -8192.67 -7235.39
1492 -2058.5 -347.973 209.51 3094.5 -11119.1 -6572.82
1493 -2131.16 -293.196 -1145.29 3263.24 -10609.6 -7212.79
1494 -2120.82 -973.302 -2235.84 4020.73 -7645.3 -9218.96
1495 -1678.98 -2039.23 -2966.94 4645.23 -4013.58 -11534.5
1496 -554.955 -3687.62 -3437.17 4469.09 -467.876 -12521.8
1497 1578.57 -6149.64 -3667.02 3588.35 3433.29 -11245
1498 4700.99 -9427.49 -3749.13 2549.45 7911.22 -8004.48
1499 8200.06 -12748.5 -3613.45 1672.65 12159.9 -3800.98
1500 10536.7 -14932.7 -3314.59 816.217 14530.9 517.725
1501 11036.6 -15295 -2952.07 -425.816 13973.2 4700.97
1502 9762.43 -13896.4 -2581.91 -2360.31 10930 8390.85
1503 7533.27 -11670.4 -2220.82 -4420.15 7328.25 10408.4
1504 5255.36 -9678.78 -1945.06 -5811.94 5027.3 9428.66
1505 3556.39 -8373.42 -1713.05 -6363.63 4631.88 5409.62
1506 2445.58 -7521.24 -1357.3 -6699.46 5478.63 -131.676
1507 1828.34 -6521.08 -661.705 -7429.65 6717.78 -5191.88
1508 1165.72 -4973.24 324.157 -8191.96 7912.79 -7978.66
1509 143.523 -2626.91 1722.75 -8128.54 9205.53 -7157.55
1510 -1414.28 174.394 3414.16 -7003.58 10577.6 -2704.87
1511 -3016.14 2201.91 5016.93 -5930.18 11241.3 2675.93
1512 -4139.75 2167.11 5946.01 -6080.85 10497.2 5190.13
1513 -5077.33 507.861 5994.22 -6633.14 8794.14 3818.82
1514 -6606.68 -1177.3 5346.52 -6004.27 7235.99 820.963
1515 -8804.6 -1975.45 4371.46 -3896.47 5899.77 -1298.14
1516 -10958.3 -2232.56 3534.38 -1323.61 4471.34 -1630.25
1517 -12447.4 -2475.41 2976.62 876.985 3037.68 -595.702
1518 -13194 -2993.29 2660.93 2414.96 1865.21 920.223
1519 -13261.8 -3727.38 2576.54 3421.28 1008.5 2417.57
1520 -12739 -4430.86 2732.1 4043.66 573.045 3867.73
1521 -11626.9 -5100.98 3155.64 4238.91 503.791 5611.45
1522 -10091.1 -5606.44 3800.94 3915.4 587.593 8130.08
1523 -8175.08 -5934.68 4698.53 2897.54 360.121 11590.4
1524 -5852.43 -6067.34 5921.46 1310.27 -248.162 15543
1525 -3674.64 -6115.76 7264.52 -25.3875 -437.557 18968.8
1526 -1967.58 -5937.93 8510.82 -205.265 1394.57 20367.3
1527 -1455.3 -4941.21 9573.85 1092.08 6215.26 18606.2
1528 -2945.5 -2276.42 10330 2746.07 12447.3 13603.5
1529 -6547.49 2274.5 10646.4 2312.18 16223.9 6980.05
1530 -11155.6 7809.11 10689.4 -1861.05 14525.8 953.777
1531 -14751.8 12273 10439.5 -8261.46 8508.98 -3165.71
1532 -15902.6 13814.7 9690.55 -13570.8 2047.97 -5025.98
1533 -14694.5 12204.8 8393.51 -15373.5 -1738.83 -5183.32
1534 -12549.5 9262.33 7025.54 -12893.3 -1592.56 -5899.78
1535 -11144.4 6549.13 5769.8 -7620.79 805.558 -8015.51
1536 -11158.6 4922.92 4723.74 -1986.33 3123.37 -10753
1537 -11916.4 4303.87 3848.15 2114.59 3879.9 -12733.8
1538 -12409.4 3822.58 3052.89 3981.36 2818.22 -12979.7
1539 -12096.4 2759.72 2211.55 4068.21 631.006 -11829.8
1540 -10762.6 797.534 1413.78 3067.9 -2043.17 -10219.5
1541 -8505.58 -1809.18 726.954 1411.47 -4466.34 -8898.89
1542 -5706.6 -4559.66 312.709 -305.548 -5792.94 -7979.59
1543 -3094.15 -6791.01 274.974 -771.661 -5217.53 -6805.54
1544 -1684.56 -7103.82 789.664 1780.92 -2772 -4691.18
1545 -2287.64 -4366.85 2035.74 8086.74 -155.315 -2457.21
1546 -3938.58 -585.422 3211.12 14703.9 502.899 -1094.8
1547 -4468.98 165.455 3088.85 17193.2 -340.956 1033.49
1548 -3022.3 -3234.16 1796.47 14640.5 -623.332 5500.36
1549 -267.807 -7480.01 801.897 10102.1 817.021 11754.2
1550 2071.63 -9464.16 1037.82 6602.19 2623.31 16903.3
1551 3394.1 -9687.71 1805.18 3809.58 3267.39 18617.2
1552 3839.15 -9663.15 2299.07 1166.7 2978.75 15788.6
1553 3126.64 -9482.58 2357.82 -736.536 2628.23 9054.45
1554 1317.64 -8540.13 2159.11 -1610.14 1819.8 1147.66
1555 -1480.01 -6468.57 1843.65 -2165.67 -675.861 -4793.61
1556 -5101.1 -3546.88 1456.85 -2972.65 -4995.43 -7104.1
1557 -9180.36 62.2881 1126.58 -3792.84 -9647.76 -5509.92
1558 -13125.5 3603.05 1035.82 -4006.81 -12808.6 -1119.72
1559 -16327.1 6661.47 1248.11 -3133.28 -13913.5 4275.09
1560 -18323.2 8390.91 1537.34 -1534.61 -13639.7 8069.46
1561 -19049.8 8309.7 1453.4 47.9955 -13089.3 8829.86
1562 -18638.1 6546.37 885.8 1082.36 -12694 7530.56
1563 -17663.4 3938.87 13.678 1685.06 -12490.7 6074.89
1564 -17790 3155.6 -521.756 2725.82 -13557.1 2589.6
1565 -21661.3 8237.97 4.79425 5222.39 -18089.8 -8552.85
1566 -26053.4 15296.1 1507.34 7223.79 -23653.9 -22057.5
1567 -26386 15647.4 1906.07 6209.01 -25628.7 -27303.3
1568 -21820.9 7350.07 581.605 2226.14 -23098.7 -21724.9
1569 -13479.6 -4540.93 -613.778 -2663.85 -18305.7 -10361
1570 -6924.99 -12424 -650.414 -5405.15 -15592.9 -4420.76
1571 -2543.29 -16872.7 -207.326 -6422.41 -13705.1 -3233.7
1572 -482.207 -18959.2 222.118 -6747.12 -10615.1 -4246.25
1573 -1261.71 -18655.9 352.156 -6717.85 -5741.9 -6654.64
1574 -4247.81 -16377.9 442.376 -6281.59 800.878 -9502.51
1575 -7665.48 -13292.5 839.61 -5079.84 8080.21 -11310.8
1576 -10050.4 -10688.3 1700.51 -3058.03 14707.8 -11052.7
1577 -11190.6 -9003.47 2745.73 -752.52 18648.9 -8717.68
1578 -11524.8 -8091.77 3596.25 1021.14 18623.9 -4577.59
1579 -10851.6 -7924.59 4322.72 1833.08 15572.1 1442.29
1580 -8863.86 -8918.47 4871.52 2196.17 12142.2 8349.61
1581 -6014.19 -11323.9 4844.18 2769.38 10491.6 13724
1582 -3728.82 -13982.6 4219.79 3592.4 10917.1 15991.4
1583 -3152.38 -15433.2 3305.79 4083.62 12390.9 16140.5
1584 -3716.77 -15413.2 2572.65 3464.33 12948.3 16058
1585 -4304.82 -15206.3 2054.69 1321.91 10434.1 15840.7
1586 -3660.38 -16271.9 1668.16 -1722.23 4100.87 14838.1
1587 -685.92 -19188.7 1509.44 -4326.02 -4483.45 13353.4
1588 2873.08 -22299.7 1526.94 -5819.15 -10828.1 12797.2
1589 2782.98 -22547.8 1184.62 -7012.59 -10182.8 14254.9
1590 -875.921 -19684.2 810.423 -8460.33 -3918.82 17457.7
1591 -4015.72 -16405.9 647.216 -8868.26 3092.22 18994.1
1592 -5606.68 -14710.3 154.87 -6724.24 8726.87 14610.6
1593 -6414.75 -14105.9 -890.01 -2269.48 12182.3 3665
1594 -6473.88 -13499.2 -1980.34 2368.77 12645.4 -9272.66
1595 -5554.35 -13512.7 -2874.23 5272.36 11241.3 -18255.2
1596 -3063.09 -15160.2 -3711.14 6211.28 11252.8 -20627.9
1597 759.243 -18887.8 -4493.37 5856.29 14423.6 -17078.9
1598 4485.99 -23134.4 -5144.03 5158.57 19590.7 -10729.3
1599 6363.73 -25803 -5593.95 4625.62 24087.2 -4887.31
1600 5848.5 -25986.4 -5908.03 4230.77 26349.3 -1276.71
1601 3713.4 -24438 -6080.27 3865.93 26437.9 489.828
1602 1491.95 -22367.7 -6064.48 3672.88 25631.3 1793.36
1603 207.338 -20745.7 -5790.19 3521.9 24724.2 3858.92
1604 553.224 -20043.2 -5449.39 2748.77 22827.8 6743.52
1605 2779.52 -20591 -5235.45 605.886 18113 9967.05
1606 6040.36 -21662.6 -5140.97 -2911.61 9846.3 13198.1
1607 7830.87 -21650.8 -5122.3 -6427.83 221.998 16015.4
1608 6316.31 -19714.8 -5221.99 -8011.56 -7108.65 17721
1609 2687.47 -16708.5 -5227.64 -7156.55 -11056.3 17982.7
1610 -319.571 -14027.7 -4747.93 -5443.05 -13912.9 17638.2
1611 -1573.33 -12246.1 -3872.91 -4847.04 -17306.1 17902.3
1612 -2237.99 -11505.1 -3321.17 -6048.33 -19810.1 18672.1
1613 -3247.38 -11475.8 -3594.57 -7789.89 -19026.5 18773.6
1614 -5099.49 -11604.5 -4622.75 -8235.1 -14316.4 17263.1
1615 -7367.01 -11167.3 -5692.43 -6888 -7683.41 14236.8
1616 -9473.9 -10439 -6316.25 -5100.48 -2286.25 10288.2
1617 -11355.7 -9577.33 -6467.27 -4228.93 265.676 5966.66
1618 -13059.9 -8843.61 -6235.64 -4328.95 728.977 1328.79
1619 -14026.3 -8493.97 -5614.3 -4707.16 697.284 -3080.41
1620 -13641.1 -9122.44 -4817.24 -4783.42 1534.48 -6217.85
1621 -11500.5 -10985.9 -3915.26 -4133.93 4082.08 -7180.73
1622 -7827.28 -13847 -3043.13 -2696.38 8557.97 -5696.44
1623 -4254.3 -16389.9 -2365.64 -1117.52 13189.3 -2385.28
1624 -3570.64 -16454.2 -1914.29 -261.089 14307 1378.69
1625 -6819.03 -13374.7 -1421.51 -724.853 9194.16 4309
1626 -11133.8 -9240.13 -201.195 -2474.04 -2772.41 5673.53
1627 -12601.2 -6688.18 2266.16 -4795.66 -18480.6 5068.77
1628 -13470.4 -4569.98 4202.44 -5777.16 -28863.5 2021.5
1629 -17650.6 -539.133 3907.99 -4292.95 -28027.8 -3147.62
1630 -23517.5 4481.79 2029.94 -1611.48 -19965.5 -8429.4
1631 -25722.6 6814.22 508.141 -268.386 -13912.3 -11441.6
1632 -22813.8 5221.32 -177.358 -1026.67 -13053.4 -11768.4
1633 -17300.9 1471.18 -377.805 -2499.49 -14597.9 -10521.3
1634 -12656.2 -2402.42 -483.443 -2690.93 -14654.1 -8861.89
1635 -10906.6 -5141.27 -794.272 -1056.52 -11540.8 -7805.17
1636 -11464.2 -6456.01 -1270.56 1559.91 -6481.39 -8382.5
1637 -12252.4 -7098.02 -1578.15 3826.5 -1084.51 -10065.7
1638 -11845.1 -8198.17 -1763.68 5307.54 4085.41 -10600
1639 -9968.2 -10295.7 -1746.12 6683.83 8883.26 -7605.58
1640 -6962.29 -12787.3 -1260.08 8737.35 12182.3 -933.263
1641 -3693.17 -14750.7 -377.856 10531.3 11438.9 6021.44
1642 -1891.66 -15426.3 235.727 10079.2 5626.81 8636.79
1643 -3249.64 -14527.9 -347.897 6541.69 -3082.79 5072.23
1644 -7644.25 -11943.3 -1982.46 895.062 -11267.5 -2735.77
1645 -12896.4 -8428.38 -3742.01 -4465.21 -16305.5 -10149.2
1646 -16623 -5439.7 -4932.22 -7979.5 -18531.3 -13410.4
1647 -18012 -3869.88 -5659.54 -9933.03 -19791.1 -11673.6
1648 -17357.7 -3447.93 -6130.36 -12013 -22442.6 -4768.64
1649 -14700.6 -3193.93 -6070.16 -15930.7 -28520.5 7471.23
1650 -11130.2 -2961.88 -5494.55 -19648.4 -34520.8 20004.7
1651 -9205.09 -3367.29 -5295.14 -20051.1 -34614.4 26791.4
1652 -9954.82 -4619.46 -6042.38 -17047.5 -27694 26998.7
1653 -11867.8 -6329.43 -7068.47 -11227.8 -16124.7 20954.8
1654 -13176.5 -7339.04 -7584.45 -5003.35 -6015.25 11788.4
1655 -14167.5 -6682.71 -7662.57 92.6531 -967.16 1670.83
1656 -14749.4 -5174.07 -7526.98 3487.59 1576.51 -8532.61
1657 -14480.3 -4146.18 -7327.16 3646.53 4522.4 -16377.2
1658 -13695.1 -4505.54 -7469.24 741.643 7968.27 -20631.3
1659 -12330.9 -6872.18 -7912.27 -3532.66 10894.5 -20252.5
1660 -10378.4 -10556.6 -8184.54 -6892.28 12079.6 -16242.1
1661 -8232.72 -13984.2 -8085.87 -7729.99 11656 -12278.9
1662 -4705.27 -17467.5 -7585.03 -6503.3 12789.3 -10089.1
1663 1588.71 -21789.1 -6458.32 -4296.45 17475.6 -9023.99
1664 7082.24 -25051.9 -5468.15 -1662.97 19747.7 -8910.6
1665 6943.25 -24015.4 -5183.47 1943.54 12537.6 -12090.1
1666 1501.66 -17669.4 -4823.8 7239.82 -3507.24 -20327.8
1667 -2957.92 -12342 -4626.29 10445.7 -17387.7 -25631.9
1668 -4611.04 -12866.7 -6160.53 8147.19 -22278.4 -22013.5
1669 -5289.5 -16394.8 -8675.57 1473.15 -19514.9 -12625.3
1670 -7468.09 -16906.8 -9953.03 -4245.47 -14508 -6344.57
1671 -11256.3 -14230 -10078.2 -6658.54 -10225.8 -4132.31
1672 -14794.9 -11511 -10041.2 -6340.98 -6642.51 -2024.83
1673 -16719.8 -10207.5 -9947.91 -3720.01 -3464.45 1250.23
1674 -16396.8 -10759 -9732.08 322.478 34.1938 5579.33
1675 -14222.9 -12892.6 -9431.69 4277.23 4261.66 10412.3
1676 -11275.5 -15850.7 -9225.81 6712.53 8559.76 15158.6
1677 -8925 -18526.6 -9142.17 7202.87 11796.3 18741.4
1678 -8539.47 -19599.4 -9176.12 6224.51 13801.9 19722.2
1679 -10584.1 -18279.5 -9192.14 4419.24 15300.3 17147.8
1680 -14315 -15010.9 -9140.99 2316.2 16553.3 11772.8
1681 -17972.3 -11725.9 -9014.31 614.379 16996.5 5996.05
1682 -20042.8 -10514.9 -8955.19 -220.534 15824.6 2010.9
1683 -19850.4 -12260.7 -8864.93 -161.034 13367 564.104
1684 -17989.1 -15963.3 -8673.04 408.519 10486.6 603.753
1685 -15493 -19607.9 -8188.38 816.577 8297.47 409.606
1686 -13560.2 -21993.1 -7584.81 725.879 7272.23 -842.384
1687 -12859.9 -22721.2 -7021.22 388.597 7404.16 -2286.2
1688 -13307.6 -22121.4 -6564.75 274.636 8282.92 -2436.5
1689 -14690.6 -20518.1 -6349.98 643.047 9541.29 -206.826
1690 -16365.7 -18567.2 -6244.34 1108.42 10339.3 3807.66
1691 -17389.8 -17197.9 -6171.54 921.043 9273.95 7773.65
1692 -16124.4 -17684.4 -6079.26 -336.225 4329.61 10100.8
1693 -11549.4 -20642.7 -5797.43 -2232.62 -5254.65 10522.9
1694 -5812.31 -23865.4 -5148.74 -3927.8 -14919.8 9662.13
1695 -3634.94 -24657.7 -4726.81 -4304.79 -18186.3 8279.31
1696 -6655.78 -21952.8 -4786.08 -2498.53 -13333.9 7220.27
1697 -12761.7 -15884 -4553.75 1674.83 -3600.8 7688.71
1698 -16675 -9743.7 -3586.62 6986.77 3495.76 10453.6
1699 -16200.6 -7072.58 -2656.54 11034.9 5121.58 14086.2
1700 -12277.1 -9178.72 -2554.52 12391.9 4060.26 16527.6
1701 -6844.52 -14787.6 -3357.9 11141.2 3260.93 16020.2
1702 -2507.4 -20493.3 -4549.6 8405.43 3596.33 12034.1
1703 -1485.25 -22995 -5674.33 6039.99 5012.46 6388.54
1704 -3605.6 -21845.6 -6676.32 4597.72 6522.26 802.564
1705 -7247.38 -18052.9 -7209.7 3552.92 7654.97 -3595.47
1706 -10717.3 -12660.7 -6801.55 3145.89 9584.03 -4313.32
1707 -12932.7 -7715.95 -5817.04 3727.14 11311.8 279.025
1708 -13185.6 -6248.42 -5453.74 3864.59 9668.71 6120.24
1709 -11666.2 -9002.83 -6348.59 2446.93 4846.18 7139.85
