# Time-averaged data for fix avborn
# TimeStep c_born[1] c_born[2] c_born[3] c_born[4] c_born[5] c_born[6] c_born[7] c_born[8] c_born[9] c_born[10] c_born[11] c_born[12] c_born[13] c_born[14] c_born[15] c_born[16] c_born[17] c_born[18] c_born[19] c_born[20] c_born[21]
29500 373139 370296 160200 574550 575330 237708 -109098 95959.1 131463 -226.244 -1808.71 96297.5 -131788 -2377.62 2357.16 -1214.91 -969.87 313.911 4834.1 -4399.99 128436
29600 373143 370316 160211 574540 575426 237760 -109106 95961.1 131483 -557.525 -1837.82 96308.7 -131817 -2086.24 2427.55 -1247.57 -1010.29 296.846 4843.75 -4222.2 128455
29700 373126 370230 160226 574392 575329 237704 -109068 95958.9 131417 -938.766 -1875.32 96313 -131704 -1814.49 2467.88 -1247.16 -1077.01 271.848 4821.54 -4115.27 128437
29800 372930 370057 160225 574235 574999 237687 -108894 95957.4 131341 -1152.69 -1843.02 96308.8 -131570 -1557.42 2435.23 -1213.54 -1049.4 267.707 4825.86 -3804.73 128389
29900 372765 369991 160239 574242 574891 237709 -108768 95962.9 131258 -1293.9 -1858.77 96314.4 -131491 -1412.32 2416.59 -1201.03 -1062.58 262.759 4717.8 -3749.25 128365
30000 372730 369928 160244 574041 574841 237633 -108701 96000.3 131167 -1358.58 -1875.24 96290.2 -131369 -1358.67 2365.58 -1166.9 -1064.77 256.443 4515.95 -3805.8 128357
30100 372688 369944 160261 574169 574826 237689 -108684 95998.6 131106 -1177.97 -1795.03 96295.8 -131261 -1494.68 2312 -1120.58 -992.479 283.814 4602.8 -3774.02 128419
30200 372466 369840 160268 574073 574425 237699 -108504 95983.8 130979 -1134.49 -1751.8 96320.8 -131017 -1590.22 2249.21 -1051.8 -1010.38 261.449 4513.21 -3862.06 128454
30300 372512 369805 160291 574039 574681 237748 -108496 95999.8 130882 -1391.96 -1785.01 96317.2 -130759 -1389.65 2261.29 -1018.45 -1048.35 252.341 4430.16 -3866.64 128580
30400 372511 369669 160299 573902 574832 237803 -108426 96038.1 130752 -1792.99 -1961.2 96283.9 -130468 -1106.38 2411.01 -949.49 -1088.09 227.789 4388.55 -3885.59 128733
30500 372350 369559 160318 573934 574726 237802 -108315 96028.6 130655 -1781.84 -1963.49 96292.7 -130322 -1153.99 2432.67 -902.999 -1111.24 227.793 4333.52 -3992.03 128796
30600 372181 369493 160253 573948 574602 237789 -108320 95970.8 130711 -1756.88 -1896.95 96277.2 -130210 -1274.44 2433.18 -810.4 -1201.83 297.737 4331.2 -4142.68 128913
30700 372201 369507 160258 574023 574653 237777 -108341 95976.7 130702 -1705.41 -1864.36 96266 -130253 -1215.72 2394.99 -835.257 -1135.92 298.746 4383.9 -3827.92 128801
30800 372359 369659 160150 574163 574808 237779 -108444 95957.3 130807 -1360.38 -1716.64 96251.4 -130524 -1341.68 2233.04 -886.742 -1011.4 299.106 4330.49 -3645.76 128674
30900 372429 369811 160155 574409 574910 237829 -108523 95964.6 130908 -1325.05 -1685.64 96247.9 -130714 -1330.56 2255.11 -887.887 -1034.25 297.895 4429.32 -3577.42 128607
31000 372429 369856 160163 574501 574989 237790 -108545 95969.2 130997 -1265.45 -1643.02 96249.4 -130908 -1374.98 2217.23 -956.899 -1038.76 304.413 4468.36 -3517.62 128532
31100 372460 369845 160164 574401 575217 237810 -108569 95985 131001 -1408.6 -1660.65 96220.7 -130897 -1274.41 2172.7 -955.918 -1078.12 261.44 4246.89 -3473.86 128611
31200 372613 370042 160169 574582 575310 237755 -108734 95951.3 131195 -1689.72 -1559.37 96252.6 -131219 -950.29 2039.63 -1044.14 -1063.69 249.431 3923.51 -3169.04 128478
31300 372744 370338 160191 575047 575292 237761 -108923 95902.5 131479 -1622.08 -1451.37 96313.1 -131778 -893.482 1925.32 -1226.59 -989.507 262.896 3839.03 -2929.44 128217
31400 372693 370384 160211 575032 575029 237685 -108918 95868.8 131561 -1570.82 -1451.85 96357.2 -131951 -933.25 1878.99 -1269.64 -958.777 269.374 3744.52 -2964.64 128118
31500 372498 370303 160224 574920 574637 237617 -108776 95864.8 131532 -1542.69 -1530.14 96370.4 -131980 -1006.22 2024.34 -1275.76 -966.945 296.553 3942.79 -3072.02 127964
31600 372358 370257 160230 574723 574482 237513 -108762 95856.1 131507 -1579.38 -1651.3 96368 -131973 -1092.35 2197.37 -1282.87 -1064.12 309.524 4088.27 -3406.96 127843
31700 372515 370287 160230 574582 574481 237441 -108837 95864.6 131480 -1679.72 -1710.95 96362.6 -131941 -1080.38 2319.24 -1321.34 -1090.95 344.343 4202.66 -3593.28 127793
31800 372638 370282 160246 574313 574412 237297 -108873 95869.3 131378 -1541.59 -1651.85 96372.3 -131830 -1138.55 2246.73 -1313.32 -1014.73 348.894 4173.39 -3516.69 127717
31900 372506 370219 160258 574255 574337 237216 -108831 95864.2 131372 -1557.03 -1698.35 96380.4 -131816 -1184.58 2120.26 -1333.42 -977.731 307.781 4012.18 -3366.67 127598
32000 372469 370253 160284 574099 574219 237131 -108793 95885.2 131339 -1763.81 -1753.19 96393.1 -131768 -991.472 2218.41 -1302.37 -998.613 316.133 4107.1 -3212.16 127566
32100 372329 370243 160296 573880 573981 237045 -108712 95878.4 131241 -1980.54 -1887.69 96405.8 -131700 -866.924 2368.17 -1330.21 -1060.19 291.789 4137.06 -3293.08 127479
32200 372363 370406 160289 574048 574018 237048 -108797 95841.3 131363 -2026.45 -1896.13 96428.7 -131953 -855.332 2423.33 -1407.06 -1065.32 284.759 4143.53 -3321.57 127394
32300 372293 370440 160297 574119 573892 236986 -108785 95819.4 131389 -2193.73 -1897.61 96448.5 -132043 -628.479 2466.25 -1448.28 -1042.41 288.163 4267.69 -3073.85 127323
32400 372216 370489 160327 574506 573690 237038 -108755 95789 131509 -2167.67 -1908.11 96506.2 -132165 -612.21 2521.25 -1470.17 -986.463 320.119 4395.25 -3005.48 127269
32500 372340 370555 160331 574517 573796 237028 -108836 95774.7 131586 -2044.15 -1900.03 96512.4 -132246 -671.817 2588.52 -1496.37 -955.53 352.067 4581.05 -2895.2 127246
32600 372321 370576 160338 574652 573799 237045 -108832 95790.8 131612 -2233.7 -1896.23 96494.5 -132301 -425.477 2627.39 -1491.31 -965.988 353.537 4639.92 -2644.1 127207
32700 372351 370665 160350 574854 573948 237141 -108893 95819.5 131680 -2449.95 -1927.74 96479.6 -132404 -242.671 2707.17 -1505.97 -997.944 355.382 4810.65 -2370.13 127215
32800 372250 370634 160350 574982 573744 237139 -108831 95789.5 131674 -2617.24 -1929.91 96492.9 -132427 -88.2444 2718.8 -1527.03 -1027.13 372.204 4912.64 -2220.04 127161
32900 372161 370682 160368 575156 573531 237139 -108809 95741.9 131665 -2889.02 -2013.11 96543.2 -132470 98.461 2808.18 -1564.49 -1040.1 385.202 4938.44 -2142.83 127127
33000 372161 370660 160394 575075 573494 236981 -108919 95735.2 131642 -3129.67 -2184.33 96567.6 -132499 215.271 2837.68 -1600.34 -1090.64 358.21 4851.61 -2328.36 127078
33100 372012 370484 160409 575093 573178 237002 -108808 95718.5 131607 -3362.59 -2213.47 96602.5 -132425 395.985 2788.67 -1601.17 -1100.4 307.143 4550.12 -2363.78 127096
33200 371911 370451 160414 575025 572968 237006 -108737 95713.6 131602 -3364.37 -2159.15 96601.8 -132487 476.095 2718.27 -1594.32 -1058.4 313.051 4425.91 -2201.05 127034
33300 371822 370413 160422 574952 572934 237027 -108670 95722 131545 -3348.41 -2088.22 96597.5 -132304 573.845 2641.92 -1525.52 -1015.67 308.247 4375.65 -1981.59 127158
33400 371828 370213 160449 574802 572898 236982 -108628 95743.4 131494 -3083.65 -2050.21 96607.3 -132201 442.145 2638.75 -1485.15 -945.224 330.782 4546.13 -1792.18 127218
33500 371867 370181 160453 574654 572813 236883 -108627 95740.7 131522 -3133.24 -2076.54 96611.3 -132235 511.957 2767.42 -1522.81 -935.066 360.224 4840.84 -1627.08 127127
33600 371766 370085 160461 574509 572641 236881 -108524 95743.9 131465 -2999.43 -2068.58 96614 -132170 398.13 2762.62 -1533.34 -912.212 366.633 4913.3 -1629 127135
33700 371700 370081 160477 574560 572482 236918 -108470 95734.8 131454 -2718.71 -2033.78 96643.1 -132188 204.756 2784.56 -1572.94 -872.131 386.268 4971.42 -1696.25 127039
33800 371622 370081 160483 574583 572326 236933 -108444 95709.4 131405 -2618.01 -2037.35 96656.6 -132203 138.288 2780.94 -1617.8 -882.883 374.126 4960.44 -1742.1 126955
33900 371721 370182 160393 574625 572315 236879 -108573 95681.8 131525 -2351.76 -2022.23 96596.2 -132518 -10.212 2778.79 -1762.04 -845.327 363.255 4891.6 -1812.19 126830
34000 371960 370392 160396 574746 572515 236836 -108761 95708.5 131677 -2294.8 -2012.67 96578.7 -132788 -78.7505 2779.57 -1805.59 -869.388 370.358 4860.29 -1971.69 126762
34100 371996 370507 160388 574781 572465 236792 -108805 95691.3 131778 -2056.29 -1947.89 96590.5 -133039 -207.911 2708.51 -1893.47 -805.286 375.664 4824.91 -1969.8 126635
34200 372122 370568 160379 574687 572588 236674 -108911 95678.5 131857 -1899.46 -1902.19 96579.6 -133193 -312.922 2688.88 -1928.45 -752.631 396.396 4859.66 -1965.51 126552
34300 372237 370626 160395 574729 572829 236706 -108984 95706.2 131892 -1826.61 -1872.46 96566 -133195 -389.706 2662.09 -1923.64 -753.518 397.418 4871.46 -1910.27 126591
34400 372232 370612 160434 574765 572855 236734 -108954 95763.4 131889 -1778.33 -1822.75 96545.1 -133160 -347.431 2648.68 -1915.13 -685.142 403.37 4895.49 -1650.03 126611
34500 372295 370651 160457 574628 572997 236667 -108986 95790.3 131858 -1680.73 -1719.14 96541.7 -133201 -319.295 2548.51 -1939.1 -602.711 410.713 4863.5 -1343.3 126619
34600 372202 370661 160454 574612 572830 236625 -108953 95766.2 131877 -1659.94 -1717.12 96549.2 -133259 -264.173 2570.39 -1949.62 -556.553 423.367 4968.6 -1137.11 126543
34700 372145 370595 160458 574571 572578 236514 -108959 95765.1 131915 -1729.79 -1716.36 96547 -133286 -164.064 2418.55 -1952.96 -571.688 407.252 4936.16 -1018.98 126389
34800 372078 370641 160473 574711 572485 236544 -108919 95772.8 131941 -2005.41 -1818.39 96560.8 -133393 -13.6276 2547.53 -1971.39 -669.364 399.991 5026.31 -1114.3 126279
34900 372126 370684 160486 574788 572575 236502 -108956 95781.7 132027 -2158.56 -1924.54 96566.2 -133523 54.57 2609.37 -2004.36 -721.111 378.503 4982.58 -1225.16 126236
35000 372243 370668 160493 574613 572693 236428 -109001 95796.7 132035 -2105.31 -1924.76 96553.6 -133495 12.8057 2606.52 -2002.18 -732.536 377.106 4967.24 -1282.83 126284
35100 372201 370654 160504 574310 572487 236242 -109007 95800.8 132066 -1911.6 -1851.74 96554.9 -133593 -48.3742 2563.02 -2054.62 -675.541 399.628 4990.84 -1158.68 126109
35200 372219 370650 160513 574166 572514 236177 -109007 95794.4 132062 -1986.97 -1810 96562.5 -133631 41.1662 2530.9 -2090.74 -632.266 416.874 5068.03 -952.774 126077
35300 372280 370649 160512 574030 572663 236181 -109022 95808.3 132025 -2012.95 -1823.1 96546.7 -133556 104.697 2607.77 -2069.61 -614.92 429.299 5251.88 -760.968 126171
35400 372327 370627 160515 573958 572698 236230 -109010 95858.9 132003 -1884.7 -1836.15 96510 -133434 46.4164 2704.01 -1977.56 -562.449 467.788 5516.03 -649.804 126294
35500 372244 370536 160520 573905 572600 236306 -108892 95890.2 131893 -1751.46 -1800.74 96500.8 -133203 -25.2552 2721.11 -1935.98 -525.92 502.461 5646.8 -553.392 126405
35600 372324 370549 160522 573838 572563 236224 -108914 95897.4 131866 -1875.87 -1839.86 96506.7 -133223 27.7037 2795.87 -1965.45 -567.051 522.165 5787.09 -525.805 126339
35700 372426 370592 160519 573565 572552 236091 -108971 95899.1 131850 -2223.24 -1880.29 96507.9 -133257 235.521 2838.94 -2003.27 -630.051 527.027 5727.51 -589.535 126264
35800 372622 370548 160527 573309 572736 235967 -109101 95895.4 131865 -2446.78 -1935.58 96522.3 -133314 327.213 2861.69 -2041.58 -683.635 517.198 5672.48 -734.085 126230
35900 372731 370565 160528 572975 572731 235836 -109133 95922.9 131838 -2510.33 -2007.93 96510.5 -133335 291.796 2947.05 -2068.57 -731.883 523.389 5736.92 -917.454 126165
36000 372648 370441 160538 572663 572465 235790 -109010 95953.7 131744 -2463.38 -2021.93 96499.4 -133197 253.379 2997.3 -2020.07 -727.365 547.464 5841.17 -929.592 126153
36100 372655 370376 160539 572435 572483 235756 -108972 95983.5 131658 -2626.25 -2111.39 96468.8 -133030 323.962 3055.48 -1962.56 -789.664 538.109 5755.7 -1143.96 126165
36200 372708 370432 160534 572459 572675 235837 -109014 95997.7 131629 -2740.01 -2139.14 96443.8 -133016 362.161 2993 -1931.5 -862.464 505.828 5529.24 -1318.28 126224
36300 372731 370391 160543 572391 572750 235826 -108986 96000.6 131580 -2872.13 -2189.35 96458.3 -132991 320.355 3022.44 -1937.43 -974.526 478.145 5413.62 -1678.62 126214
36400 372744 370389 160542 572271 572762 235755 -108989 96004.3 131564 -2962.81 -2184.29 96452.7 -133068 294.551 2975.57 -1971.11 -1039.74 461.37 5304.94 -1882.92 126137
36500 372438 370138 160550 572216 572482 235749 -108832 95992.2 131457 -2781.04 -2107.7 96468.5 -132932 64.5082 3021.79 -1921.29 -1062.79 457.772 5336.99 -2112.27 126168
36600 372320 370006 160565 572012 572289 235742 -108693 96008.5 131343 -2698.78 -2135.84 96468.4 -132675 -25.1673 3042.76 -1865.36 -1088.61 447.129 5248.94 -2283.76 126258
36700 372255 370014 160570 572123 572368 235835 -108649 96024.1 131325 -2649.38 -2180.57 96456.2 -132612 -70.9249 3102.55 -1800.64 -1117.86 437.671 5234.91 -2389.65 126341
36800 372340 369925 160525 572037 572792 235863 -108744 96030.6 131311 -2468.58 -2192.65 96396.3 -132587 -290.365 3142.59 -1780.06 -1150.98 459.991 5364.27 -2494.38 126450
36900 372546 369961 160527 572021 573181 235842 -108885 96053.5 131350 -2342.55 -2198.82 96383.4 -132668 -406.742 3132.2 -1780.55 -1148.39 451.013 5359.97 -2510 126503
37000 372399 370034 160529 572246 573169 235891 -108901 96034.5 131412 -2318.38 -2253.87 96402.4 -132766 -474.51 3225.75 -1788.61 -1162.44 479.212 5536.69 -2632.09 126498
37100 372412 369991 160529 572102 573263 235868 -108877 96042.3 131328 -2087.98 -2240.25 96396.7 -132592 -627.697 3273.27 -1750.64 -1106.3 506.451 5592.64 -2707.16 126566
37200 372259 369844 160536 572023 573091 235876 -108727 96049.9 131235 -2160.46 -2263.4 96392.9 -132413 -601.406 3302.63 -1687.92 -1113.47 504.834 5517.8 -2779.26 126608
37300 372127 369764 160539 571966 572895 235879 -108609 96047.7 131161 -2219.58 -2244.33 96399.1 -132260 -592.973 3204.37 -1643.5 -1132.37 472.778 5234.94 -2876.69 126671
37400 372156 369610 160547 571936 573020 235897 -108606 96059.9 131116 -2095.75 -2214.37 96388 -132105 -659.124 3124.47 -1585.39 -1082.16 471.452 5078.82 -2891.29 126810
37500 372092 369574 160548 571937 572925 235969 -108545 96077.1 131100 -2059.59 -2212.91 96369.1 -132061 -698.314 3078.54 -1573.31 -1099.28 461.677 4986.88 -2995.27 126824
37600 372214 369540 160560 571790 573196 235925 -108582 96110.7 131032 -2060.57 -2271.55 96345.7 -131911 -764.183 3104.15 -1540.77 -1150.75 439.773 4975.94 -3178.25 126901
37700 372135 369419 160553 571552 573091 235883 -108471 96121.2 130935 -2147.67 -2324.81 96336.6 -131743 -804.976 3134.13 -1507.07 -1216.31 412.143 4820.82 -3509.59 126938
37800 372227 369520 160565 571570 573217 235845 -108531 96138 130959 -2102.52 -2368.92 96348.6 -131823 -941.28 3139.12 -1527.23 -1249.33 393.279 4780.03 -3782.4 126871
37900 372272 369560 160564 571470 573099 235765 -108545 96140.9 130998 -2130.31 -2442.92 96352.6 -131978 -1010.15 3197.37 -1570.33 -1273.5 386.87 4770.8 -4038.61 126779
38000 372264 369695 160567 571685 573138 235772 -108610 96109.3 131100 -2235.76 -2536.68 96376.2 -132241 -1076.86 3299.84 -1640.74 -1346.48 386.46 4810.88 -4396.03 126609
38100 372296 369756 160587 571644 573187 235736 -108645 96092.4 131154 -2406.7 -2631.21 96399.6 -132377 -942.568 3463.43 -1706.36 -1370.2 408.814 4947.85 -4456.89 126586
38200 372236 369728 160606 571786 573256 235824 -108584 96113.1 131164 -2746.54 -2742.29 96401.9 -132330 -644.172 3654.25 -1688.76 -1436.85 433.644 5178.46 -4314.59 126644
38300 372242 369677 160624 571700 573366 235876 -108552 96154.9 131144 -2925.61 -2809.87 96380.2 -132273 -506.646 3753.61 -1650.83 -1509.11 427.797 5297.94 -4303.42 126735
38400 372215 369651 160616 571630 573219 235813 -108530 96152.7 131148 -3022.71 -2842.82 96367.7 -132321 -484.357 3771.85 -1669.36 -1554.94 414.47 5285.73 -4430.87 126644
38500 372142 369671 160617 571708 573000 235788 -108485 96125.9 131180 -3032.96 -2866.49 96401.8 -132364 -474.609 3821.6 -1678.71 -1553.89 424.424 5420.38 -4397.05 126617
38600 372307 369809 160632 571679 573002 235692 -108600 96136.5 131278 -3123.77 -2868.56 96417.3 -132592 -440.291 3792.55 -1726.1 -1584.63 409.249 5295.94 -4467.23 126493
38700 372350 369863 160636 571809 573039 235769 -108621 96136.8 131351 -3242.03 -2884.27 96415.8 -132709 -402.3 3752.79 -1684.85 -1643.99 366.406 5051.26 -4660.01 126543
38800 372217 369775 160643 571900 572769 235810 -108503 96129.8 131374 -3237.92 -2902.56 96423.3 -132667 -442.599 3720.74 -1638.67 -1669.27 332.874 4919.85 -4741.97 126530
38900 372119 369742 160651 572071 572530 235896 -108413 96129.8 131375 -3223.18 -2867.51 96437.1 -132658 -441.729 3638.69 -1648.73 -1655.14 308.653 4757.66 -4729.55 126519
39000 372082 369771 160671 572416 572456 235974 -108405 96118 131423 -3126.51 -2795.6 96462 -132672 -412.345 3563.28 -1621.28 -1600.37 315.752 4761.23 -4528.54 126579
39100 371933 369669 160674 572595 572318 236100 -108285 96092.9 131366 -2951.3 -2771.23 96482.3 -132528 -525.375 3534.63 -1584.19 -1570.73 317.901 4749.25 -4505.32 126696
39200 371778 369599 160681 572857 572201 236305 -108150 96090.9 131366 -3034.2 -2819.8 96502.2 -132364 -540.734 3532.2 -1489.87 -1620.81 305.529 4623.9 -4683.72 126874
39300 371774 369602 160686 572882 572107 236341 -108134 96083.9 131338 -3070.96 -2886 96517.6 -132336 -598.827 3622.98 -1478.57 -1671.01 307.945 4674.98 -4895.75 126918
39400 371713 369593 160679 573049 572060 236393 -108093 96078.8 131364 -3161.34 -2921.4 96513.5 -132429 -555.135 3640.65 -1498.47 -1711.64 304.567 4630.47 -4941.73 126897
39500 371674 369543 160580 573001 571920 236423 -108023 96082.3 131321 -3072.43 -2871.23 96469.6 -132364 -615.792 3557.22 -1515.79 -1708.93 290.622 4524.45 -4936.58 126897
39600 371728 369586 160585 573039 572011 236450 -108059 96093.7 131298 -2898.95 -2857.32 96464.6 -132327 -722.442 3552.11 -1505.16 -1665.4 284.476 4515.81 -4926.35 126928
39700 371726 369570 160609 573270 571928 236428 -108094 96069.3 131374 -2615.41 -2779.13 96506.8 -132533 -914.348 3500.64 -1590.07 -1621.24 311.448 4555.94 -4960.82 126822
39800 371784 369617 160530 573110 572218 236303 -108187 96098.5 131392 -2265.4 -2630.31 96460.8 -132624 -1044.83 3471.62 -1617.65 -1549.55 318.866 4571.9 -4908.27 126783
39900 371753 369606 160527 573027 572404 236314 -108205 96105.1 131359 -2009.71 -2582.45 96445.7 -132575 -1236.6 3449.45 -1599.37 -1508.29 343.241 4664.6 -4950.55 126851
40000 371908 369592 160534 572807 572799 236320 -108264 96157.9 131297 -1641 -2500.62 96398.2 -132515 -1490.57 3409.73 -1582.55 -1452.01 363.98 4652.21 -5071.72 126966
40100 371966 369650 160544 572786 573123 236354 -108295 96193.2 131290 -1241.57 -2427.95 96379.6 -132492 -1777.59 3314.7 -1557.47 -1408.18 348.467 4542.18 -5171.33 127033
40200 372000 369675 160547 572779 573344 236329 -108332 96211.7 131290 -951.573 -2353.93 96356.8 -132506 -1942.95 3202.59 -1553.93 -1378 323.405 4350.17 -5177.89 126996
40300 372024 369654 160545 572648 573475 236293 -108355 96213 131224 -740.929 -2302.54 96332.9 -132389 -2097.89 3127.61 -1538.94 -1318.94 316.983 4251.39 -5228.25 127079
40400 372026 369608 160559 572583 573585 236346 -108304 96237.8 131147 -501.188 -2230.03 96325.8 -132143 -2277.51 3055.29 -1492.51 -1245.82 334.976 4232.71 -5272.39 127207
40500 372000 369549 160575 572523 573703 236430 -108228 96260.2 131059 -390.533 -2190.2 96329.6 -131894 -2329.01 3028.71 -1415.35 -1220.21 332.311 4146.43 -5316.26 127415
40600 371996 369574 160531 572704 573896 236604 -108231 96230.2 131014 -507.816 -2267.42 96311.7 -131710 -2261.43 3065.88 -1280.98 -1208.24 301.605 4024.38 -5489.74 127673
40700 371916 369562 160496 572847 573939 236728 -108189 96199.5 131007 -444.264 -2369.6 96288.2 -131529 -2267.26 3074.47 -1131.54 -1188.84 233.363 3987.04 -5596.23 127900
40800 371933 369532 160517 572808 573900 236742 -108154 96220.5 130991 -391.386 -2350.94 96300.1 -131505 -2297.81 3037.11 -1143 -1213.75 230.862 3958.33 -5633.67 127908
40900 372016 369511 160520 572846 574002 236801 -108187 96246.7 130996 -332.07 -2297.01 96268.3 -131479 -2290.2 2995.61 -1113.11 -1183.88 244.767 3899.72 -5575.52 127945
41000 371931 369577 160528 572966 574017 236772 -108219 96220.8 131042 -183.153 -2356.52 96293.7 -131532 -2425.13 2917.98 -1106.44 -1198.12 233.819 3848.5 -5674.33 127916
41100 371792 369544 160525 572916 573787 236798 -108115 96208.1 130992 -32.796 -2343.91 96308.4 -131448 -2620.78 2901.46 -1096.3 -1206.89 224.295 3800 -5942.5 127917
41200 371901 369643 160532 572886 573803 236793 -108182 96216.7 131052 60.2797 -2318.82 96320 -131586 -2679.46 2807.15 -1146.06 -1152.64 215.086 3703.45 -5935.67 127842
41300 372047 369702 160526 572812 573927 236758 -108265 96236.9 131099 297.417 -2225.56 96295.4 -131662 -2829.09 2733.35 -1153.81 -1110.4 222.103 3681.47 -5928.32 127808
41400 372020 369666 160530 572757 573812 236754 -108221 96234.2 131097 342.141 -2208.94 96301.1 -131642 -2932.82 2645.82 -1164.67 -1123.24 193.166 3440.58 -6162.16 127825
41500 371953 369589 160531 572700 573658 236757 -108135 96229 131072 267.112 -2201.55 96305.8 -131580 -2970.86 2600.66 -1164.07 -1177.07 170.26 3238.34 -6389.91 127795
41600 371867 369549 160532 572869 573443 236853 -108053 96211.5 131132 323.373 -2207.1 96332.6 -131603 -3057.15 2606.57 -1161.45 -1196.96 164.984 3265.69 -6543.11 127800
41700 371783 369427 160537 572954 573364 236924 -107997 96204.7 131123 173.758 -2289.76 96335.6 -131541 -2998.69 2681.05 -1134.72 -1257.72 153.166 3262.54 -6762.74 127865
41800 371863 369378 160545 572836 573454 236855 -108009 96231.1 131116 -19.1771 -2361.88 96315.8 -131539 -2902.32 2753.5 -1112.3 -1313.88 137.835 3320.27 -6815.76 127872
41900 371973 369395 160546 572674 573487 236769 -108053 96254 131121 -45.4653 -2366.02 96295.6 -131583 -2884.49 2743.25 -1111.24 -1342.32 131.203 3330.2 -6833.99 127827
42000 371916 369384 160549 572491 573335 236742 -108005 96252.9 131064 -149.945 -2421.99 96298.8 -131496 -2799.35 2819.03 -1095.75 -1317.84 148.155 3362.11 -6811.93 127843
42100 371815 369328 160549 572414 573103 236739 -107910 96238 131000 -198.335 -2480.39 96315.5 -131419 -2775.76 2909.1 -1082.29 -1306.75 161.89 3475.18 -6812.05 127815
42200 371762 369346 160546 572378 572965 236748 -107879 96221.6 130968 -164.776 -2467.45 96328.2 -131373 -2731.62 2942.21 -1086.53 -1294.94 171.3 3594.86 -6594.5 127842
42300 371768 369437 160486 572580 572923 236829 -107915 96199.8 131040 -102.245 -2426.64 96333.1 -131464 -2690.06 2952.47 -1033.27 -1321.07 272.514 3706.73 -6457.3 127867
42400 371758 369505 160493 572611 572922 236795 -107927 96200.6 131091 -169.231 -2444.6 96345.1 -131610 -2619.06 3008.87 -1070.72 -1308.44 287.683 3788.33 -6412.97 127772
42500 371704 369505 160508 572750 572803 236822 -107898 96197.9 131156 -292.078 -2497.03 96356.3 -131696 -2567.3 3065.96 -1084.99 -1352.33 294.329 3827.26 -6518.17 127692
42600 371779 369460 160514 572730 572802 236767 -107949 96193.3 131227 -506.323 -2591.33 96363 -131864 -2482.59 3147.07 -1147.52 -1413.76 292.77 3858.7 -6617.38 127602
42700 371819 369542 160523 572759 572670 236664 -108005 96164 131337 -569.078 -2579.81 96393 -132163 -2408.7 3116.19 -1275.84 -1422.04 280.303 3753.32 -6596.13 127370
42800 371889 369627 160536 572668 572572 236514 -108077 96153.7 131448 -717.02 -2566.99 96411.2 -132455 -2295.33 3099.21 -1382.28 -1438.01 290.682 3775.65 -6564.82 127150
42900 372023 369740 160548 572667 572558 236400 -108181 96144 131547 -889.249 -2594.54 96430.2 -132673 -2176.62 3108.14 -1455.84 -1459.39 282.632 3756.66 -6528.87 126968
43000 371916 369677 160562 572499 572329 236407 -108073 96140.7 131467 -1064.2 -2609.59 96444.3 -132528 -2028.58 3145.05 -1435.26 -1444.71 298.893 3804.9 -6409.26 127004
43100 371793 369563 160516 572550 572186 236466 -107939 96121.2 131399 -1155.69 -2610.74 96428.8 -132373 -1941.36 3136.53 -1399.48 -1446.79 268.704 3695.6 -6343.24 127058
43200 371710 369513 160523 572407 572092 236393 -107912 96141.7 131404 -1342.3 -2646.15 96413.8 -132379 -1804.36 3176.69 -1397.6 -1481.13 263.561 3675.24 -6346.44 126984
43300 371644 369483 160526 572450 571856 236356 -107857 96128.9 131421 -1423.42 -2649.49 96428.9 -132477 -1722.81 3141.58 -1425.4 -1487.78 259.997 3630.52 -6264.07 126841
43400 371645 369537 160544 572624 571790 236376 -107865 96121.6 131478 -1375.27 -2645.1 96453.2 -132615 -1739.58 3193.33 -1459.89 -1474.89 294.493 3795.45 -6152.76 126781
43500 371629 369576 160551 572563 571639 236312 -107867 96113.7 131515 -1500.72 -2661.9 96463.4 -132744 -1690.66 3216.56 -1499.56 -1527.79 292.228 3838.69 -6177.65 126665
43600 371565 369620 160562 572584 571493 236283 -107842 96109.1 131561 -1463.8 -2655.38 96481.1 -132888 -1756 3188.91 -1540.7 -1540.92 289.239 3811.94 -6241.1 126551
43700 371516 369588 160571 572579 571405 236267 -107787 96113.3 131543 -1550.81 -2632.38 96490.2 -132893 -1651.26 3132.96 -1582.52 -1542.09 281.738 3752.02 -6115.19 126491
43800 371513 369478 160581 572564 571416 236251 -107790 96124.6 131608 -1630.73 -2635.54 96479.9 -133007 -1555.15 3114.85 -1609.83 -1542.73 262.797 3678.02 -5992.48 126456
43900 371508 369474 160587 572404 571420 236241 -107760 96138.6 131572 -1852.11 -2680.06 96481 -133004 -1400.77 3181.37 -1630.06 -1599.4 259.199 3681.36 -5980.19 126472
44000 371527 369479 160600 572134 571411 236116 -107754 96165.1 131558 -1948.2 -2720.49 96472.5 -133069 -1360.71 3223.58 -1658.92 -1613.79 258.965 3708.18 -6059.28 126351
44100 371568 369577 160599 572093 571489 236050 -107824 96160.4 131618 -1965.47 -2746.06 96472.1 -133210 -1379.69 3227.02 -1694.74 -1624.43 260.197 3746.33 -6171.58 126287
44200 371573 369578 160596 571884 571471 235965 -107836 96161.3 131605 -1860.52 -2701.3 96456.6 -133235 -1456.07 3205.9 -1684.11 -1617.13 273.242 3833.99 -6137.4 126247
