# Time-averaged data for fix avborn
# TimeStep c_born[1] c_born[2] c_born[3] c_born[4] c_born[5] c_born[6] c_born[7] c_born[8] c_born[9] c_born[10] c_born[11] c_born[12] c_born[13] c_born[14] c_born[15] c_born[16] c_born[17] c_born[18] c_born[19] c_born[20] c_born[21]
14300 370890 366886 159473 568229 575062 238111 -106380 96087.3 127230 -2203.92 -1549.75 96267.3 -125191 490.048 2234.91 180.319 -327.227 -270.109 2631.05 -1683.35 131829
14400 370818 366692 159491 567962 575268 238230 -106242 96156.2 127009 -2167.12 -1580.71 96203.5 -124657 409.822 2261.92 322.018 -379.498 -272.188 2697.96 -1733.86 132238
14500 370486 366327 159493 567937 574534 238259 -106013 96101.6 126810 -1615.12 -1562.09 96285.1 -124456 -191.922 2339.44 326.515 -395.364 -225.913 2945.68 -2319 132197
14600 370664 366415 159200 568203 574556 238144 -106285 96031.5 127042 -1185.2 -1875.81 96003.5 -124534 -430.24 2547.65 281.743 -465.192 -209.582 3461.52 -2933.87 131972
14700 370493 366392 159188 567887 574144 238097 -106158 96013.8 126979 -758.639 -1923.86 96001.7 -124467 -783.056 2593.78 276.494 -415.813 -195.665 3713.12 -2960.54 131843
14800 370956 366581 159200 567740 574766 238206 -106409 96025.1 127029 -300.591 -1848.26 96010.4 -124383 -1174.74 2640.22 319.262 -413.461 -133.945 4127.98 -3120.32 131948
14900 370765 366597 159205 567812 574452 238194 -106304 95997.4 127063 -240.221 -1833.33 96049.2 -124532 -1104.97 2644.43 310.022 -431.158 -92.1085 4236.59 -3035.71 131830
15000 370707 366648 159254 567949 574524 238205 -106284 95985.7 127038 -302.107 -1974.41 96095.8 -124413 -1197.1 2912.41 333.048 -538.236 -69.9133 4465.01 -3366.47 131826
15100 370742 366872 159259 568030 574490 238191 -106376 95946.6 127208 -369.293 -2210.55 96134.3 -124753 -1331.16 3296.12 217.062 -610.639 -39.5045 4820.18 -3747.55 131718
15200 371292 367242 159281 568048 575062 238095 -106774 95994 127507 -546.165 -2213.33 96105.2 -125342 -1146.06 3316.39 70.0871 -609.713 -43.8362 5029.53 -3338.52 131519
15300 371426 367259 159320 567788 575107 237921 -106836 96030.3 127603 -748.845 -2316.13 96081.7 -125620 -1073.69 3285.4 -62.7245 -743.154 -116.618 4888.55 -3478.76 131322
15400 371219 366980 159217 568067 574931 238039 -106712 95972.1 127647 -609.701 -2336.88 95953.8 -125719 -1115.36 3398.17 -196.414 -644.306 -84.5291 5152.32 -3448.77 131334
15500 371411 366991 159233 568238 575639 238133 -106781 96058.3 127550 -753.187 -2307.42 95891.4 -125363 -1061.96 3246.92 -46.8818 -732.204 -90.3196 4799.03 -3529.31 131623
15600 371655 367158 159235 568406 575820 238164 -106963 96022.4 127723 -855.529 -2154.45 95918.8 -125569 -795.361 2938.87 -90.5325 -568.658 -107.993 4479.99 -2937.93 131560
15700 372076 367260 159126 568414 576454 237985 -107399 95957.6 127981 -267.299 -2028.84 95802.2 -125852 -857.71 2562.31 -91.6295 -282.477 -281.393 4120.32 -2275.82 131493
15800 372161 367376 159139 568269 576431 237820 -107490 95968.6 128139 591.535 -1807.72 95767.6 -126381 -1380.87 2465.28 -235.43 -120.187 -234.218 4400.48 -2038.4 131097
15900 372269 367629 159178 568628 576341 237671 -107642 95964.3 128425 984.487 -1760.21 95791 -127067 -1745.65 2511.28 -416.896 -59.9839 -163.049 4732.43 -2174.4 130652
16000 372626 367934 159222 569035 576877 237592 -107958 95964.6 128772 1095.08 -1744.65 95810.3 -127628 -1851.74 2543.68 -531.015 -63.0464 -147.657 4891.91 -2147.58 130404
16100 372705 368005 159257 568907 576731 237419 -108017 95971.2 128824 1647.9 -1569.04 95834.9 -127837 -2081.16 2400.8 -597.186 160.174 -127.23 4857.94 -1811.1 130134
16200 372661 368122 159312 569164 576643 237501 -108046 95971 128992 2321.84 -1354.14 95858.1 -128064 -2464.34 2112.04 -632.762 410.239 -82.7986 4740.29 -1663.59 130096
16300 372342 367890 159331 568862 576003 237486 -107786 95971.4 128945 2932.77 -1246.95 95857.1 -128016 -2918.47 1986.78 -683.263 554.581 -65.5967 4599.03 -1833.28 129951
16400 372422 368160 159354 569167 576207 237420 -107941 95993.3 129141 3478.82 -1201.26 95858.6 -128359 -3177.65 2121.94 -755.709 722.962 17.3198 5051.04 -1587.73 129789
16500 372406 368305 159363 569309 576118 237260 -107998 95952.1 129145 3782.11 -1252.85 95896.5 -128435 -3368.75 2246.66 -765.145 810.384 58.8848 5455.05 -1433.91 129658
16600 372257 368277 159367 569385 575922 237218 -107905 95920.6 129007 4388.74 -1139.68 95914.5 -128232 -3578.35 2278.35 -752.014 1010.73 122.455 5937.5 -734.028 129597
16700 372007 367972 159381 569553 575540 237339 -107712 95916.6 129084 4605.85 -884.293 95954 -127997 -3546.27 2333.58 -645.733 1129.56 158.354 5773.04 -459.142 129725
16800 371982 367767 159394 569041 575741 237284 -107592 95983.2 128883 4554.72 -839.963 95897.5 -127677 -3395.16 2311.37 -545.84 1202.61 173.553 5792.81 -85.2337 129974
16900 371895 367813 159208 569070 575727 237322 -107589 95940.8 128982 3910.26 -881.154 95860.5 -127759 -3039.25 2312.77 -289.04 892.1 171.684 5719.22 122.665 129958
17000 371811 368004 159240 569145 575432 237221 -107624 95922.7 129140 3470.78 -926.079 95912 -128121 -2640.2 2285.57 -354.004 893.017 131.989 5473.77 256.625 129680
17100 371795 367749 159137 568750 575552 236980 -107765 95954.1 129022 3070.71 -1102.76 95778 -128442 -2504.26 2252.2 -543.188 887.35 168.975 5622.47 440.066 129632
17200 371726 367897 159155 569470 575650 237140 -107795 95913.6 129157 2810.57 -1005.88 95817.3 -128552 -2206.47 2113.07 -485.051 972.162 191.887 5541.68 967.509 129670
17300 371708 368003 159182 569640 575536 237046 -107804 95904.6 129275 2459.63 -941.892 95855.6 -128882 -1931.25 2036.46 -590.135 925.927 193.682 5583.14 1244.36 129471
17400 371624 368051 159212 569870 575370 236977 -107762 95901.2 129307 2509.59 -943.763 95894.6 -129072 -2044.74 2009.53 -640.022 958.139 213.737 5694.83 1248.09 129142
17500 371778 368152 159229 569933 575205 236802 -107879 95861.7 129503 1987 -1159.96 95934.3 -129450 -1910.9 2115.43 -781.071 769.669 204.1 5519.68 675.627 128924
17600 371964 368393 159257 570367 575326 236822 -108059 95829.6 129783 1674.09 -1348.91 95982 -129922 -1970.66 2269.29 -951.315 621.126 240.355 5636.2 123.836 128751
17700 372054 368232 159240 570163 575249 236710 -108075 95823.8 129860 1295.52 -1530.65 95984 -130046 -1868.22 2472.44 -972.232 500.036 231.302 5670.78 -330.62 128707
17800 372103 368259 159239 570190 575263 236706 -108116 95799 129865 782.064 -1627.84 95961.2 -130049 -1646.55 2610.15 -969.177 314.398 224.97 5706.4 -577.753 128729
17900 372281 368460 159239 570600 575221 236753 -108254 95778.5 130001 397.075 -1782.69 95986.1 -130132 -1563.87 2708.83 -947.385 126.324 198.946 5619.39 -1151.34 128780
18000 372440 368826 159286 571203 575377 236774 -108461 95779.6 130225 -178.562 -1934.8 96049.6 -130563 -1260.01 2909.52 -1051.55 -54.8369 226.505 5782.31 -1487.83 128589
18100 372312 369052 159313 571631 574780 236654 -108505 95705 130500 -411.935 -2067.77 96147.3 -131148 -1207.97 3018.68 -1228.41 -121.196 215.665 5894.45 -1633.73 128208
18200 372343 369280 159220 571993 574435 236493 -108653 95560.9 130873 -948.601 -2106.74 96148.2 -131835 -966.368 3010.97 -1351.6 -358.718 214.145 5974.86 -1682 127579
18300 372519 369347 159264 571866 574097 236205 -108749 95533.8 131082 -993.342 -2119.92 96194.7 -132346 -947.053 2963.11 -1546 -375.687 228.092 6075.36 -1543.62 127099
18400 372501 369591 159294 572258 573819 236070 -108834 95493.1 131308 -1118.92 -2264.49 96263.7 -133050 -858.012 3154.2 -1773.5 -416.744 268.361 6516.03 -1495.28 126607
18500 372358 369831 159305 572727 573472 236017 -108844 95447.4 131525 -1409.36 -2468.23 96334.4 -133612 -677.819 3383.96 -1899.29 -534.996 270.429 6835.86 -1545.73 126274
18600 372495 370163 159321 572884 573467 235946 -109039 95380 131673 -1858.73 -2674.38 96419.8 -133927 -425.307 3692.22 -2024.56 -637.935 303.252 7003.33 -1755.1 126120
18700 372467 369952 159354 572832 573332 235984 -109021 95402.1 131698 -1755.42 -2680.8 96434.9 -133860 -480.322 3663.85 -1951.45 -593.235 318.476 7091.14 -1686.54 126245
18800 372572 370088 159391 573152 573757 236124 -109113 95421 131689 -1578.24 -2587.55 96422.4 -133741 -560.721 3490.3 -1902.06 -524.878 350.562 7087.03 -1428.03 126536
18900 372384 370037 159316 572976 573570 236105 -109054 95304.7 131578 -1603.99 -2539.78 96422.7 -133490 -580.528 3450.92 -1785.55 -556.792 376.724 7081.35 -1285.05 126796
19000 372160 369871 159352 573006 573339 236251 -108844 95332.8 131579 -1399.57 -2482.91 96420.9 -133431 -707.943 3420.23 -1797.06 -490.003 358.572 6929.85 -1237.83 126905
19100 372098 369736 159358 572777 573307 236186 -108741 95363.5 131462 -1392.4 -2551.99 96391 -133286 -742.049 3512.98 -1804.85 -477.534 374.884 7125.31 -1260.57 126912
19200 372018 369750 159388 572902 573402 236300 -108689 95358.1 131348 -1341.88 -2537.93 96420.4 -133125 -629.997 3584.74 -1793.59 -439.407 382.017 7243.74 -980.857 126998
19300 371761 369552 159405 572886 573023 236375 -108433 95364.1 131187 -1441.86 -2505.97 96433 -132831 -436.577 3533.51 -1723.86 -438.905 353.543 7079.75 -833.971 127002
19400 371662 369384 159433 573149 573139 236664 -108384 95351.5 131122 -1861.32 -2527.49 96461.7 -132621 -64.626 3523.82 -1689.86 -428.364 336.528 6929.77 -540.009 127204
19500 371608 369371 159435 573014 572923 236701 -108310 95346.4 131065 -2107.32 -2503.48 96472.6 -132528 188.661 3613.72 -1712.81 -408.081 337.459 7096.1 -207.547 127178
19600 371922 369526 159437 572691 573224 236594 -108511 95375.3 131068 -1946.62 -2342.41 96461.3 -132488 214.185 3446.04 -1672.9 -332.18 342.26 7011.6 33.1161 127202
19700 372149 369690 159449 572829 573172 236510 -108684 95392.4 131218 -2164.84 -2329.2 96454.6 -132787 354.425 3390.78 -1706.04 -371.231 326.842 6833.7 20.8993 126979
19800 372252 369525 159471 572901 573197 236410 -108783 95404.7 131220 -1987.52 -2279.54 96443.3 -132921 121.087 3375.93 -1726.06 -377.537 340.708 6799.32 -269.772 126796
19900 372317 369549 159493 572866 573331 236430 -108772 95437 131203 -2002.35 -2293.99 96452.4 -132966 52.559 3382.3 -1706.59 -370.171 367.176 6928.35 -262.245 126776
20000 372307 369469 159523 572529 573335 236414 -108693 95494.8 131138 -1671.44 -2250.66 96426.6 -132881 -130.823 3445.65 -1709.5 -363.338 395.264 7212.23 -51.8649 126767
20100 372391 369514 159534 572371 573157 236340 -108752 95495.1 131230 -1141.5 -2204.54 96425.1 -133028 -474.78 3463.38 -1775.26 -281.978 425.604 7463.23 -43.8132 126727
20200 372425 369567 159537 572483 573146 236340 -108780 95498.5 131340 -157.636 -1948.2 96420 -133339 -1069.8 3277.21 -1875.57 -70.7742 482.564 7648.24 69.4946 126516
20300 372799 369789 159559 572186 573501 236298 -109014 95546.2 131361 473.278 -1794.12 96402.2 -133386 -1518.74 3063.35 -1823.47 -7.66056 468.454 7602.13 -121.9 126557
20400 372926 369702 159576 572134 573573 236276 -109079 95612 131433 756.236 -1738.75 96363.9 -133337 -1768.01 3164.38 -1799.5 -7.79387 471.848 7387.05 -521.615 126502
20500 373436 370096 159597 572522 574149 236144 -109486 95629.9 131810 1438.3 -1581.69 96359.8 -134117 -2153.43 3012.59 -1939.59 105.657 476.098 7351.72 -528.938 126157
20600 373739 370483 159615 572661 574465 236062 -109788 95647.8 132114 2087.44 -1422.05 96362.5 -134595 -2574.97 2814.18 -2009.08 195.718 481.355 7288.63 -466.997 126049
20700 373760 370549 159654 572701 574717 236038 -109823 95681.4 132065 2472.01 -1300.74 96352.2 -134619 -2810.76 2733 -1964.1 251.563 497.083 7348.03 -468.274 126027
20800 373779 370766 159696 573208 574790 236127 -109922 95669.3 132217 2809.39 -1226.84 96406.3 -134928 -2988.56 2692.04 -2032.95 369.963 528.73 7454.33 -379.871 125929
20900 373713 370740 159749 573720 574544 236193 -109885 95603.9 132395 3173.77 -1091.9 96472.3 -135051 -3198.81 2488.26 -2147.17 458.483 484.612 7117.3 -300.716 125821
21000 373848 370775 159783 573500 574394 235976 -109943 95598.8 132513 3314.99 -921.138 96513.5 -135247 -3191.31 2347.44 -2265.15 524.108 467.508 7047.54 -15.6443 125620
21100 373773 370740 159832 573758 574488 236102 -109879 95615.8 132467 3659.56 -797.582 96519.2 -135165 -3290.34 2284.37 -2209.51 684.07 516.262 7123.04 409.205 125682
21200 373737 370571 159864 573753 574544 236140 -109791 95665.6 132457 4039.03 -761.627 96477.1 -135028 -3498.24 2232.19 -2072.06 737.811 515.151 6995.43 340.057 125819
21300 373866 370564 159872 573586 574777 236109 -109831 95707 132437 4457.19 -616.942 96443.5 -134927 -3669.49 2140.01 -2037.42 865.547 567.491 7167.75 636.997 125956
21400 374073 370676 159893 573547 575258 236108 -109964 95749.3 132467 4634.08 -411.864 96418.7 -135028 -3728.11 1900.88 -2069.95 906.985 561.979 6958.16 843.413 125999
21500 374244 370671 159883 573367 575461 236083 -110042 95744.8 132343 4787.71 -300.216 96401.6 -134800 -3848.12 1689.61 -2058.68 954.493 542.154 6656.61 869.432 126062
21600 374221 370494 159884 572899 575489 236074 -109925 95782.6 132127 4799.08 -253.394 96366.2 -134409 -3843.97 1642.4 -2004.43 961.916 555.665 6641.12 919.211 126253
21700 374047 370284 159894 572674 575470 236181 -109713 95823.9 131910 4603.34 -332.625 96323.3 -133975 -3764.4 1680.73 -1885.78 870.241 497.822 6470.37 739.563 126520
21800 373755 370205 159899 573010 575110 236480 -109462 95799 131844 4493.64 -458.795 96352.6 -133699 -3879.68 1773.56 -1771.93 787.838 484.394 6368.46 289.586 126725
21900 373611 370184 159902 572969 574813 236459 -109371 95792.7 131827 4630.94 -433.937 96363.9 -133755 -4037.36 1739.59 -1751.41 796.826 474.682 6324.78 116.059 126664
22000 373649 370210 159821 573184 574738 236481 -109394 95716.9 131992 4616.71 -416.548 96335.7 -133999 -4034.09 1745.01 -1823.96 811.365 443.8 6241.61 113.713 126615
22100 373415 370209 159831 573299 574547 236315 -109491 95706.3 132028 4187.48 -572.088 96349.8 -134274 -3744.6 1684.37 -1930.83 695.443 416.355 6194.08 48.9034 126363
22200 373388 370244 159836 572983 574361 236177 -109482 95699.7 132008 4086.3 -615.335 96365.7 -134355 -3690.87 1737.64 -2000.56 652.639 415.63 6160.33 -32.759 126205
22300 373311 370254 159873 573155 574136 236273 -109424 95721.1 132069 3616.32 -587.044 96384.4 -134379 -3307.04 1597.32 -2002.97 599.453 359.262 5742.57 202.367 126169
22400 373036 370176 159905 573214 573817 236209 -109354 95714.4 132120 3171.69 -576.926 96409.8 -134533 -2975.21 1546.19 -2067.69 518.501 368.08 5562.17 253.577 125874
22500 372963 370232 159917 573218 573508 236075 -109349 95658.4 132201 2945.27 -649.93 96472.5 -134831 -2845.95 1601.27 -2220.91 439.123 357.656 5601.2 176.255 125532
22600 372926 370253 159934 573274 573293 236062 -109335 95647.3 132268 2823.61 -725.582 96491.8 -134992 -2795.94 1688.77 -2262.56 397.611 363.884 5728.32 84.6474 125343
22700 372839 370143 159924 573429 573066 236184 -109211 95630.2 132241 2804.77 -720.727 96501.5 -134880 -2893.68 1613.7 -2231.72 396.215 333.805 5479.59 -232.472 125414
22800 372515 370030 159932 573793 572660 236388 -108968 95608.4 132087 2630.36 -658.93 96536.9 -134577 -2855.28 1430.29 -2098.3 350.935 290.139 5120.79 -490.643 125524
22900 372562 369962 159930 573645 572686 236431 -108940 95640.7 132051 2410.66 -758.966 96503.5 -134422 -2906.44 1369.11 -2014.21 277.425 250.858 4846.06 -1008.84 125625
23000 372470 369939 159925 573623 572605 236502 -108874 95650.3 132000 1880.56 -903.666 96474.4 -134361 -2572.22 1457.33 -1981.89 172.114 216.476 4739.43 -1078.91 125681
23100 372501 369961 159935 573848 572658 236591 -108883 95662 131957 1963.52 -1045.86 96470.2 -134205 -2687.11 1679.9 -1948.72 109.059 231.444 5222.22 -1087.06 125834
23200 372484 369814 159878 574032 572657 236663 -108866 95647.2 131951 2020.79 -1100.79 96372.9 -134268 -2788.06 1820.73 -1974.76 38.7603 276.698 5481.5 -1210.41 125889
23300 372424 369671 159894 573771 572401 236587 -108768 95659.5 131916 2044.7 -1198.99 96368.7 -134268 -2917.6 1986.65 -1986.95 -12.3397 315.445 5800.21 -1493.54 125788
23400 372542 369691 159906 573513 572500 236533 -108825 95662 131885 2363.08 -1135.71 96368.5 -134259 -3157.94 1931.06 -2011.69 44.5032 330.643 5875.93 -1524.68 125813
23500 372592 369730 159921 573322 572653 236542 -108848 95673.9 131741 2726.14 -1151.18 96365.5 -134067 -3456.88 1845.94 -1991.23 81.8958 317.107 5754.31 -1691.43 125860
23600 372742 369768 159933 573063 572804 236499 -108916 95666.5 131685 3030.63 -1106.95 96375.9 -133873 -3770.19 1738.33 -1955.42 86.2612 296.509 5600.47 -1915.17 126071
23700 372898 369813 159945 572919 572998 236531 -108986 95690.5 131626 3490.31 -1048.77 96360.7 -133628 -4124.26 1651.53 -1919.25 141.656 295.554 5515.52 -2098.61 126260
23800 372914 369746 159814 572695 572974 236549 -108941 95707.2 131540 3549.54 -1032.51 96318.5 -133370 -4116.6 1579.28 -1857.91 145.225 256.63 5370.11 -2091.84 126344
23900 372961 369545 159831 572349 573206 236498 -108883 95767.4 131416 3729.43 -979.591 96255.7 -133088 -4259.89 1523.4 -1778.31 174.083 256.28 5238.12 -2192.65 126542
24000 372812 369372 159843 572102 572907 236403 -108732 95753.6 131346 4031.11 -896.002 96265.2 -132971 -4471.89 1408.29 -1786.45 263.256 255.907 5036.86 -2283.56 126550
24100 372858 369354 159860 571943 572989 236399 -108704 95788 131206 4469.41 -786.659 96258.9 -132816 -4759.32 1222.69 -1805.11 336.649 249.269 4824.29 -2408.85 126546
24200 372963 369405 159887 572055 573135 236470 -108764 95823 131172 4372.75 -715.816 96248.2 -132667 -4685.56 1104.01 -1732.5 355.121 265.842 4673.98 -2346.56 126664
24300 372953 369400 159908 572060 573069 236469 -108756 95840.3 131132 4460.59 -583.637 96248 -132635 -4691.19 883.101 -1719.99 399.379 221.86 4347.95 -2250.19 126538
24400 373039 369496 159911 571846 572972 236323 -108824 95837.4 131097 4403.79 -511.931 96261.6 -132696 -4557.51 775.342 -1725.59 445.233 203.919 4278.5 -1989.06 126387
24500 372920 369492 159898 571883 572624 236330 -108768 95794.5 131141 4387.86 -523.816 96277 -132832 -4473.82 823.682 -1762.4 486.699 239.455 4470.07 -1897.26 126303
24600 373018 369376 159906 571586 572630 236274 -108750 95823.6 131073 4124.8 -627.876 96254.8 -132688 -4245.69 957.754 -1727.83 470.575 255.141 4705.06 -1683.61 126354
24700 373131 369297 159930 571015 572657 236011 -108757 95883.4 131053 3491.63 -781.112 96213.5 -132685 -3942.69 1117.1 -1735.5 284.139 258.997 4832.41 -1867.27 126224
24800 373216 369430 159939 570820 572729 235897 -108853 95898.8 131111 3282.39 -912.062 96196.4 -132813 -3773.9 1380.8 -1739.77 209.235 304.681 5188.62 -1851.6 126147
24900 373087 369341 159942 570787 572554 235859 -108740 95918.8 131096 3102.92 -947.077 96173.2 -132746 -3670.57 1440.96 -1679.01 151.078 299.381 5277.57 -1869.57 126090
25000 373086 369512 159980 570980 572511 235868 -108790 95931.5 131173 3073.18 -831.344 96207.8 -132927 -3547.56 1319.5 -1691.88 192.658 307.891 5293.87 -1554.96 125969
25100 373040 369590 159994 571271 572512 235967 -108794 95924 131189 2940.08 -767.777 96213.8 -132914 -3353.19 1274.17 -1645.58 237.416 365.262 5508.61 -1136.36 126088
25200 372989 369498 160033 571436 572651 236182 -108686 95978.4 131137 2873.93 -756.293 96193.8 -132655 -3178.28 1380.25 -1543.64 238.593 397.052 5826.76 -776.516 126326
25300 372834 369487 160054 571932 572419 236341 -108582 95944.6 131078 2528.97 -780.224 96245.7 -132534 -2875.88 1434.45 -1496.73 251.916 404.858 5858.76 -538.077 126352
25400 372713 369441 160074 571967 572360 236324 -108500 95932.3 131016 2469.17 -770.427 96263.7 -132480 -2766.91 1428.3 -1541.98 298.429 387.413 5788.03 -418.473 126296
25500 372715 369452 160089 571852 572027 236153 -108509 95906.5 131038 2238.08 -694.885 96294.8 -132579 -2597.18 1313.04 -1622.06 287.297 351.246 5550.2 -292.494 126115
25600 372694 369596 160121 571875 572121 236042 -108646 95897.4 131163 2192.36 -672.448 96333.6 -132787 -2555.52 1227.72 -1691.97 297.222 323.411 5299.96 -218.557 125985
25700 372826 369689 160123 571755 572126 235901 -108744 95878.6 131254 2126.88 -855.799 96351.3 -132998 -2597.12 1426.35 -1784.84 192.366 316.74 5450.44 -423.409 125856
25800 372827 369702 160120 571707 572164 235890 -108747 95892.8 131241 2148.85 -910.204 96330.3 -133017 -2706.8 1492.85 -1756.15 137.035 319.901 5580.14 -543.651 125901
25900 372680 369601 160131 571498 571957 235800 -108636 95913.7 131151 2438.37 -916.347 96313.7 -132932 -2928.91 1539.16 -1684.43 137.785 320.704 5711.71 -654.413 125918
26000 372771 369698 160152 571338 572038 235630 -108723 95922.2 131228 2642.98 -868.451 96321.2 -133097 -3061.2 1467.3 -1778 162.159 314.362 5664.07 -745.825 125818
26100 372766 369708 160163 571052 571842 235507 -108721 95919.9 131263 2812.38 -798.344 96325.4 -133203 -3150.89 1416.36 -1848.83 194.779 322.394 5576.17 -753.356 125714
26200 372591 369753 160178 571112 571537 235532 -108638 95887.1 131244 3068.43 -768.381 96361.4 -133221 -3303.58 1454.93 -1901.39 237.967 323.316 5602.51 -692.033 125665
26300 372463 369834 160173 571342 571403 235564 -108607 95877.2 131322 3407.07 -614.373 96356.9 -133322 -3478.81 1304.93 -1889.81 300.467 355.757 5629.14 -568.935 125701
26400 372492 369973 160186 571551 571550 235671 -108673 95867.1 131373 3315.61 -665.095 96366.6 -133408 -3494.39 1395.24 -1941.34 264.528 379.305 5706.04 -736.175 125772
26500 372540 370054 160204 571790 571528 235689 -108716 95839.4 131470 3263.75 -737.702 96410.9 -133577 -3661.06 1487.56 -2009.97 210.593 390.449 5681.92 -1236.03 125685
26600 372514 370195 160138 572179 571359 235715 -108842 95734.1 131735 2995.29 -879.419 96448.9 -133917 -3780.6 1791.59 -2045.57 15.3437 470.398 6029.01 -1794.51 125574
26700 372495 370232 160140 572255 571384 235727 -108837 95722.7 131809 2824.48 -1012.1 96451.1 -134077 -3763.51 1975.85 -2067.98 -103.528 462.177 6210.47 -2037.73 125500
26800 372603 370122 160147 572391 571716 235783 -108905 95766.8 131908 2777.74 -1136.54 96424.9 -133914 -3706.88 1994.35 -2009.81 -134.038 460.009 6525.91 -1939.32 125638
26900 372702 370248 160182 572619 572016 235847 -109011 95768.4 132035 2308.49 -1330.38 96450.4 -134125 -3460.53 2288.75 -2090.02 -295.594 480.683 6853.42 -2082.09 125599
27000 372891 370473 160186 572829 572099 235762 -109216 95740.2 132263 1988.83 -1555.45 96473.9 -134554 -3409.93 2570.62 -2218.28 -424.19 499.242 7145.43 -2437.46 125375
27100 372894 370559 160199 573029 571825 235741 -109246 95723.2 132405 2117.61 -1718.75 96494.9 -134845 -3603.95 2786.4 -2294.27 -465.232 505.479 7390.94 -2754.1 125104
27200 372738 370684 160216 573511 571679 235934 -109196 95695 132450 2151.08 -1765.56 96538.2 -134986 -3603.48 2861.21 -2286.07 -407.032 513.489 7312.32 -2917.1 125135
27300 372660 370759 160211 573850 571812 236182 -109164 95685.3 132482 2343.31 -1696.64 96539.4 -134921 -3658.6 2847.86 -2189.49 -291.41 555.416 7379.02 -2777.57 125347
27400 372732 370955 160219 574332 572126 236345 -109268 95664.8 132529 2485.26 -1680.04 96564.7 -134873 -3804.33 2827.93 -2134.25 -304.493 575.031 7390.17 -2862.23 125491
27500 372865 370937 160221 574295 572342 236380 -109318 95670.2 132505 2504.36 -1664.31 96556.4 -134803 -3912.89 2846.16 -2144.95 -351.388 604.034 7448.42 -3066.12 125614
27600 372753 370724 160230 574329 572244 236546 -109143 95701.6 132413 2638.17 -1689.18 96529.3 -134505 -4111.6 2903.84 -2014.45 -398.329 592.352 7389.33 -3486.25 125844
27700 372474 370481 160230 574483 571972 236700 -108881 95695.2 132199 2601.27 -1814.78 96531.1 -133995 -4243.45 2962.29 -1829.78 -479.277 557.375 7258.38 -4005.62 126163
27800 372127 370297 160244 574850 571675 237008 -108586 95690.9 132031 2683.16 -1841.59 96550.8 -133531 -4365.02 2938.26 -1667.98 -503.914 551.973 7229.53 -4290.84 126450
27900 372030 370248 160232 574884 571520 237053 -108495 95688 131998 2376.54 -1882.28 96544.7 -133447 -4276.59 2859.1 -1641.8 -574.524 509.369 6862.91 -4576.97 126513
28000 371861 370262 160238 575296 571493 237241 -108491 95646.4 132062 2228.43 -1887.42 96569.4 -133422 -4238.15 2871.79 -1655.44 -651.617 492.201 6553.25 -4920.13 126699
28100 371880 370260 160128 575468 571771 237393 -108471 95665.3 131991 2174.06 -1906.24 96519.7 -133156 -4301.78 2882.26 -1602.53 -767.487 450.277 6384.87 -5301.51 126944
28200 371957 370296 160134 575658 572050 237502 -108519 95689.9 131991 2434.78 -1877.59 96494 -133029 -4577.51 2793.67 -1529.93 -757.073 404.558 6167.19 -5612.59 127132
28300 372095 370265 160134 575935 572284 237651 -108624 95710.9 131983 2546.62 -1825.21 96470.5 -133020 -4700.72 2752.9 -1476.96 -749.453 422.631 6208.36 -5697.74 127180
28400 372082 370073 160164 575549 572298 237644 -108495 95756.2 131712 2584.95 -1770.87 96451.1 -132541 -4680.3 2680.8 -1369.57 -744.518 417.697 6192.22 -5609.31 127379
28500 372074 370001 160171 575692 572506 237837 -108434 95769.6 131620 2545.24 -1761.75 96438.2 -132233 -4608.52 2635.45 -1301.35 -734.137 400.761 6085.28 -5538.64 127682
28600 372254 369989 160169 575578 572755 237867 -108514 95776.4 131585 2253.47 -1819.09 96416 -132059 -4429.47 2664.86 -1267.47 -795.368 399.114 5983.54 -5569.98 127856
28700 372406 370009 160186 575469 573031 237842 -108576 95812.8 131553 1640.04 -1914.17 96404 -131962 -4025.2 2707.95 -1231.89 -917.539 363.024 5728.79 -5542.28 127916
28800 372487 369998 160075 575163 573171 237709 -108591 95819.3 131533 1065.5 -1998.6 96378.9 -131978 -3621.88 2745.93 -1261.76 -1026.25 321.494 5616.82 -5382.04 127891
28900 372606 369976 160081 574778 573328 237598 -108664 95841.9 131562 693.188 -1942.71 96343.6 -132070 -3271.81 2677.78 -1304.8 -1018.53 341.837 5549.58 -5086.39 127865
29000 372692 370023 160129 574567 573588 237450 -108730 95873.9 131585 526.641 -1921.11 96342 -132202 -3173.43 2622.33 -1395.13 -1042.05 338.839 5439.17 -5078.59 127777
29100 372846 370036 160146 574254 574079 237320 -108879 95908.7 131512 478.56 -1870.32 96313.3 -132045 -3172.39 2537.92 -1385.25 -1025.64 330.912 5264.63 -5106.27 127771
29200 372994 370044 160143 574005 574388 237300 -108958 95915.2 131464 339.246 -1827.47 96286.4 -131861 -3007.1 2527.08 -1314.71 -1006.61 342.239 5213.08 -4944.18 127955
29300 373052 370171 160156 574058 574656 237412 -109028 95913.2 131495 158.3 -1833.44 96301.2 -131888 -2778.08 2451.75 -1297.14 -993.553 313.707 4951.45 -4758.65 128087
29400 373089 370265 160183 574325 574899 237549 -109049 95935.7 131500 -63.7846 -1806.92 96326.2 -131898 -2551.49 2369.86 -1265.42 -977.458 316.504 4922.17 -4514.89 128209
