# Time-averaged data for fix avvir
# TimeStep c_vir[1] c_vir[2] c_vir[3] c_vir[4] c_vir[5] c_vir[6]
9438 -6439.44 23521.7 16159.8 5449.94 16670.5 -7810.69
9439 -4849.59 19349.1 13332.7 4897.1 14552.8 -14972.8
9440 -4411.25 19435.4 11899.2 7606.35 5568.66 -26683.1
9441 -2184.29 19287.8 11656.4 9258.65 -4241.4 -35857.7
9442 4219.15 13200 11129.5 6798.94 -7659.85 -33845.6
9443 9766.44 5320.48 9945.96 2441.99 -3472.89 -24461.4
9444 10011.9 2498.41 8883.29 -1290.59 2998.88 -15525.7
9445 6190.79 4521.77 8255.48 -4492.91 4393.85 -9551.88
9446 2383.6 7670.73 7980.83 -7838.85 -3029.81 -6135.05
9447 2187.07 8190.95 8070.62 -10788.2 -16844.5 -4355.93
9448 6851.53 5300.85 8698.37 -12146.9 -32004.9 -3517.44
9449 12228.4 2371.84 9469.78 -10431.4 -40539 -2079.48
9450 12187 3770.68 9935.65 -4117.51 -35250.3 2705.15
9451 6350.51 9954.13 10568.6 6771.21 -17257.5 12744.6
9452 922.613 15998.1 12064.6 19808.4 3333.71 26418
9453 1546.92 16793.3 14050 29551.4 14651.9 37094.4
9454 6166.22 13008.3 15123.5 30824.5 13119.2 38390.2
9455 9522.38 9526.26 14903.1 24589.9 5195.31 32523.1
9456 8794.02 9507.37 13936.9 14106.7 -2299.52 23806.4
9457 4838.18 12348.1 12678 1434.95 -7114.74 11491.5
9458 -19.4082 15376.6 11144.8 -8404.9 -7106.61 -2273.32
9459 -4122.25 16234.5 9217.75 -12119.6 -3542.24 -12068.7
9460 -6283.96 14873.2 7277.97 -10777 -956.549 -14892.3
9461 -6122.13 12035.8 5985.08 -7179.02 -740.129 -11952.8
9462 -2923.1 8214.63 5804.42 -2688.41 1032.42 -7243.9
9463 3858.06 3900.45 7097.21 2659.95 7581.83 -4061.96
9464 8987.21 2800.16 9027.45 7667.64 11313.3 -4541.17
9465 8892.74 4416.25 9962.41 9883.27 6328.41 -6984.96
9466 6083.64 5039.42 9547.7 8052.85 -5138.07 -6967.28
9467 6163.25 1991.81 9284.71 3597.31 -14735.6 -2378.68
9468 8683.65 -1808.28 10275.4 -1894.73 -19837.3 4448.52
9469 9795.64 -1586.58 12626.2 -8500.98 -23709.3 11234.8
9470 9307.96 820.673 14899.3 -12691.3 -23919.9 15299.8
9471 8239.76 965.638 14810 -8713.64 -16638.7 12701.3
9472 7606.51 -1141.82 12919 774.324 -5328.66 7197.69
9473 6819.37 -1960.46 11505.3 7323.91 3644.78 4938.28
9474 3567.1 705.381 10770.2 8732.98 10501.2 3815.01
9475 -630.46 5480.5 11066.2 7417.76 19054.1 1756.63
9476 -1058.51 8138.19 12595.1 6609.52 30551 599.959
9477 1556.17 7953.2 14052 6993.8 37673.5 1076.45
9478 804.307 8727.21 13499.3 6366.17 31920.5 917.864
9479 -4406.45 12081.8 11476.5 3066.59 15434.1 -774.827
9480 -8931.7 15153.5 10094.1 -1832.55 -389.314 -1903.5
9481 -9532.24 15475.3 10274.2 -5614.05 -8751.47 -1651.51
9482 -7205.14 13180.4 11093.6 -6512.86 -12271.6 -924.335
9483 -3229.18 8822.2 11746.5 -4112.76 -14700.4 -414.056
9484 1791.45 3648.52 12084.2 823.953 -17394.9 -646.636
9485 7347.24 -604.858 12797.8 6243.64 -20767 -1686.24
9486 12471.2 -4184.22 13357.7 9144.69 -24057.1 -1985.83
9487 15258 -7575 12506 8467.79 -24551.4 -260.045
9488 15340.3 -10441.9 10545.9 5718.3 -21337.5 3547.47
9489 14373.4 -12166.8 8908.56 3521.61 -18160.9 7840.38
9490 14498.4 -13350.4 8487.38 2733.76 -18672.5 10831.8
9491 15962.4 -13824.8 9353.21 1876.85 -20664.1 11488.1
9492 15921.6 -11327.7 10975.6 -723.03 -15555.6 7028.81
9493 14094.5 -5229.86 13655.6 -5424.63 2957.5 -2756.47
9494 13248.9 1456.73 17170.3 -11018.5 27058 -12119.2
9495 11551.7 5907.19 18795.5 -16129.8 40386.2 -16222.8
9496 8039.55 8096.42 17568.5 -18598.6 40932.6 -16413.2
9497 5650.32 7801.31 15550.6 -15823.4 35917.2 -16018.4
9498 4085.02 7800.64 14291.3 -8193.68 25035.5 -18638.4
9499 1581.76 10661.6 14250.7 1012.19 7285.93 -25987
9500 -407.729 13904.7 14916.3 9035.89 -11184 -33031.2
9501 -1259.63 15211.1 14962.5 15217.6 -22462.1 -34484.4
9502 -1793.72 15179.2 14444.6 19848.9 -22320.2 -28965.9
9503 -2321.3 15038.3 13421.5 22337.6 -13226.7 -18054.7
9504 -1771.37 13201.7 12181.9 20616.1 -1708.57 -3870.31
9505 -51.9405 9888.73 10959.8 14036.4 5284.64 9380.69
9506 1797.95 7936.94 10321.2 4879.55 4613.64 16769.4
9507 3505.7 7997.37 10379.9 -4177 -1158.85 16907.9
9508 5702.93 8510.1 10899.8 -11941.7 -6178.46 10723.2
9509 8260.92 8833.11 11809.6 -18395.7 -6454.91 318.805
9510 10435 9101.21 12894.9 -22208.1 -1238.95 -10825.8
9511 11441.2 9315.13 13357.8 -20655 6085.36 -14668.3
9512 10592.4 9552.19 12870.2 -12984 12477.3 -6463.74
9513 7333.73 11368.5 12022.6 -3313.79 17897.9 4529.29
9514 2580.51 15186.4 11545.6 2295.16 22370.8 7486.09
9515 -1944.84 18048.9 10862.6 2167.58 23469.8 2426.96
9516 -4297.26 17347.1 9860.4 -2013.07 18882 -4546.62
9517 -3314.13 13908.5 9098.42 -6820.89 10262.1 -6940.2
9518 461.593 10101 9410.42 -8671.58 2506.72 -2897.79
9519 4962.34 7667.68 10465.4 -6829.75 -1196.11 2460.96
9520 9084.87 6552.54 11657.3 -3039.5 -2092.59 3968.9
9521 11686.9 5830.35 12366.2 -338.193 -2798.19 1486.91
9522 11407.9 5741.2 12429.9 -946.277 -4680.36 -1320.07
9523 9537.47 7249.31 12883.5 -4280.36 -7684.56 -1976.07
9524 9598.21 10086.4 15100.9 -7843.11 -10206.7 -750.145
9525 13596.8 12119.8 18801.7 -12261.4 -10419.6 3416.94
9526 20609.9 11558.3 22386.4 -17871.3 -8506.62 10839.4
9527 25139 8287.31 23524.8 -19980.4 -4806.39 13947.5
9528 22367.2 6247.47 21746.7 -16645.7 559.188 6315.24
9529 13131.7 8665.13 18750.7 -10893 6520.3 -8252.02
9530 3499.77 12159.9 15827.5 -3978.09 10787.9 -20153.2
9531 -904.067 11937.2 13711.1 1845.65 9879.35 -22210.2
9532 -144.029 7874.08 12439.6 4614.6 4344.24 -15934.2
9533 1609.16 4551.51 12500.4 3779.32 -2564.64 -8409.46
9534 1453.99 5061.9 13924.2 -550.828 -9823.01 -1402.55
9535 405.207 8058.16 15733.2 -7184.3 -15782.7 7062.65
9536 1273.46 9880.36 16970.5 -12192.9 -16512.9 14722.3
9537 5350.3 8437.91 17493.2 -11440.3 -10077.4 15977
9538 9456.04 6792.22 17827.8 -4446.05 -850.628 7845.6
9539 10142.9 7285.16 17928.5 2676.71 5591.82 -2492.4
9540 7427.25 9596.61 17372.7 3839.74 9106.85 -5253.57
9541 3858.32 12971.4 16781.8 1587.7 15030.2 -870.747
9542 1952.03 16119.1 16695.1 512.03 23235.1 3113.27
9543 611.734 16641.2 16005.9 21.6251 24926.5 1866.52
9544 1215.08 12458.2 14749.1 -1021.2 15984.5 -964.743
9545 5782.45 5236.68 14166.5 -1045.74 123.657 -2.32141
9546 11758.8 -870.704 14874.9 580.955 -15739.3 4124.5
9547 14781.6 -3114.62 16029.6 2421.85 -26673.4 7704.58
9548 13599.4 -2199.92 16674.6 3688.9 -30603.3 9483.39
9549 10328.5 -244.849 16656.3 5205.48 -27335.8 8571.7
9550 8008.89 880.263 16188.8 7685.66 -17645.6 4934.59
9551 6891.05 1569.97 15555.8 10126.5 -5516.68 813.386
9552 5219.25 2454.67 14484 10122.7 2104.78 -620.102
9553 3111.17 2864.41 12899 7142.05 3222.91 1713.81
9554 2885.8 2145.14 12038.8 3253.46 2209.04 6278.59
9555 4028 985.763 11945.4 161.134 2268.88 9838.45
9556 2935.91 2037.62 12374.9 -2524.08 2284.71 8584.44
9557 -2218.29 7378.53 13328.9 -6176.93 2124.72 732.708
9558 -8539.29 14809.7 14884.7 -10689.5 2095 -9695.59
9559 -11083 18656.2 15434.4 -14140.9 1029.33 -14621.9
9560 -8553.75 16824.8 14284.7 -15192.1 -1247.59 -11466.5
9561 -2550.54 11793.3 12737.9 -14045.6 -1329.06 -4918.61
9562 5136.33 6010.67 12197.1 -10711.4 4423.44 505.191
9563 13071.9 -221.445 12519.2 -4741.92 13689.1 6176.3
9564 18228.4 -4719.56 12963.1 2953.19 19676.3 14130.5
9565 18861 -5162.85 13347.4 10130.5 20007.9 22243.4
9566 16115.4 -1408.74 13966.3 14956.5 17034.5 25056
9567 12314.7 5432.61 15317.5 18265.9 14908.4 17879.4
9568 11029.8 12981.8 18639.2 22936.6 18501.9 1224.43
9569 12303.5 19398 23821.8 27848.1 26652.3 -17463.9
9570 8861.55 25924.7 26832 25331.8 28925 -31789.4
9571 -112.704 31343.1 25397.9 13017.7 21112 -38484.2
9572 -1357.93 27473.1 22408.5 669.899 11727 -32656.7
9573 8342.59 14030.5 19761 -3740.11 5554 -16973.8
9574 16372.2 1825.09 16474.5 -3046.02 -1277.7 -1345.44
9575 15016.9 -1450.31 13119.7 -2007.73 -6872.99 6573.78
9576 10083.3 354.284 11132 -1195.3 -5512.02 7917.35
9577 8031.63 1736.44 10937.3 -168.589 3130.49 6535.8
9578 8939.62 1496.55 11607.5 1614.76 13516.6 6282.21
9579 10504.5 762.366 12356.5 5621.32 22099.6 11069.3
9580 10518.8 1858.16 12721.7 11440.9 27489.9 20201.2
9581 8111.03 6294.09 12625.2 15124.1 29146.4 26110.6
9582 4666.21 12215.2 11844.1 12611.4 25988.2 21832.2
9583 4061.3 14739.9 11206.4 5238.93 16417.5 11715.9
9584 9577.59 10425.4 11713.1 -2866.84 -70.0042 4868.34
9585 16003 4763.54 13166.9 -5975.69 -11727.9 4580.19
9586 15778.5 4404.02 13917.2 -1961.64 -6578.85 7062.66
9587 11791.4 7634.96 14092.6 3864.43 9344.31 6307.75
9588 11338.1 8293.63 14209 6167.64 20532 3079.99
9589 14573.6 4695.4 13663.1 5611.08 21283.4 1123.92
9590 17937.7 51.4443 12708.8 5900.87 15164.7 2371.55
9591 18546.3 -1642.2 12591 7924.11 8171.85 3338.85
9592 14938.9 1331.6 13805.2 9655.24 3333.68 -131.116
9593 9938.82 5912.79 15480.3 10811.3 236.19 -5200.1
9594 5645.14 8781.23 15763.6 12576.8 -708.504 -6936.39
9595 1870.5 9323.81 13859.1 15025.9 1033.32 -3583.29
9596 -692.032 7999.46 11080.7 16599.4 3886.71 2568.92
9597 -1314.38 5158.36 9090 15629.2 5722.08 7573.29
9598 -182.138 1222.73 8044.28 12718.8 5395.8 10658.4
9599 1430.45 -1853.37 7814.05 9850.88 3821.07 12051.3
9600 2771.21 -2641.07 8675.6 7795.73 2480.73 11168.2
9601 4160.19 -1205.71 10657 5822.15 2794.8 7971.82
9602 7610.59 184.639 13456.8 3461.38 4893.97 4282.2
9603 15381 -2947.81 16495.7 1734.88 2900.92 3722.94
9604 26095.1 -11102 19264 1720.54 -8971.7 6861.95
9605 28588.1 -15718 19239.1 2352.39 -20147.2 9043.21
9606 18790.8 -12022.3 16131.7 2199.62 -20948.6 6099.72
9607 5608 -3448.65 13421.3 974.499 -12347.8 -1340.98
9608 1007.05 879.985 13575.8 -526.034 -4056.89 -8517.93
9609 3731.92 -51.2322 14619.1 -1829.08 5086.96 -12132.1
9610 9653.35 -3400.26 15350.7 -3252.96 16579.7 -11989
9611 16010.8 -7106.66 15571.4 -4780.78 25990.5 -8618.37
9612 19311 -9658.76 15027.6 -5659.13 26989.9 -2704.98
9613 16797.5 -8903.45 13988.9 -5525.47 17333.3 1323.88
9614 10068.6 -4346.05 13277.7 -3725.63 1848.99 -1671.7
9615 4257.55 1985.9 13796.6 -113.296 -11350.4 -12194.6
9616 2187.04 6891.1 15217.1 2464.48 -16926.3 -23569.7
9617 1886.21 8842.91 15860.5 1025.39 -14995.8 -26854.5
9618 -2000.6 12418.3 15981.4 -3006.62 -11320.2 -23963.1
9619 -11708.8 25052.2 18812.9 -4324.13 -12733.5 -25551.1
9620 -18667.3 36229.9 21637.1 -2668.91 -12965.9 -22770.8
9621 -19172.6 36079.8 20392.3 371.804 -6858.38 -12412.8
9622 -14012.3 26248.6 15708.1 1460.82 4786.53 536.71
9623 -10481.4 19144.3 12064.6 2933.25 10723.9 1377.79
9624 -9816.29 15260.5 9581.42 3846.15 6545.28 -4741.4
9625 -8899.96 12030.6 7895.42 2593.72 -3019.37 -7077.46
9626 -8212.79 11976.3 7942.36 252.549 -14167.6 -2212.15
9627 -8276.28 14693.1 9197.95 -1214.58 -22430 6975.81
9628 -8305.1 15985.8 9463.48 -401.402 -22658 13451.7
9629 -7994.89 13391.7 7690.74 1789.75 -15209.3 13323.5
9630 -6297.99 8689.59 5380 3191.05 -6542.56 8116.46
9631 -1929.68 4164.25 3946.25 1503.63 -4502.82 3943.68
9632 5311.68 385.597 3892.5 -2347.43 -7121.13 2581.33
9633 11165.1 -1707.15 4875.59 -6806.34 -5119.21 3047.17
9634 13539.8 -2353.16 6437.73 -10199.6 6358.31 3759.07
9635 14246.8 -2477.44 8257.15 -11343.8 22549.1 3089.9
9636 15867.2 -1781.54 10287 -10286.8 31254.3 -361.309
9637 14761.3 2364.9 11941.7 -8011.54 30003.1 -5427.72
9638 8555.18 9719.13 12567.6 -5225.21 21134.6 -7240.91
9639 5156.04 13430.8 12857.7 -2146.48 4109.16 -2870.99
9640 13421.6 6934.02 13729.5 191.54 -19381.2 3702.84
9641 24440.6 -3670.21 13419.2 1532.79 -34572.9 6754.1
9642 23991.2 -7532.61 10224.3 2096.57 -30569.9 6616.55
9643 13193 -2496.2 6802.25 1526.08 -15519.7 7112.86
9644 3046.64 5095.17 6567 -147.557 -3171.81 10324.8
9645 -1755.04 10741 9223.52 -806.524 6430.83 13657.8
9646 -2748.41 13523.5 12044.8 1805.02 15061.2 13167.5
9647 -3121.39 14866.8 13050.3 7087.39 20572.3 7250.23
9648 -3873.78 16098.6 12449.3 11791.3 21783.9 330.325
9649 -4005.6 15956.3 11507.6 12614.4 19825.1 -1139.4
9650 -2305.32 12474.8 10892.8 9789.91 15672.4 2670.26
9651 719.472 6929.67 10728.3 6173.77 9918.06 7857.5
9652 3422.86 3412.03 11327.6 4031.96 4983.95 11482.5
9653 4396.79 2267.61 11857.7 2837.78 2314.98 11289.4
9654 3976.41 1243.94 11370.5 1806.18 1011.56 6979.77
9655 3368.95 -827.769 9988.55 2496.03 820.217 3046.09
9656 3882.59 -3093.85 8985.17 6222.01 2127 2899.47
9657 5686.46 -4185 9295.98 10280.2 3775.16 3200.57
9658 8108.29 -3621.87 10975.6 11991.2 5995.66 -468.035
9659 11114.6 -3298.37 13382.9 11849.8 13234.4 -6649.81
9660 13634.9 -4519.96 15248.4 11375 23577 -10260.2
9661 11992 -3824.71 15620.1 9430.23 24927.6 -9421
9662 6496.26 6.36935 15163.5 3341.88 13850.1 -6407.18
9663 -911.199 6968.45 15070.8 -5839.28 -5105.86 -3357.46
9664 -5907.23 11685.6 15566.2 -12568 -19192 -2102.71
9665 -6725.47 10391.8 15578.6 -13456.7 -20795.9 -3935.92
9666 -5633.6 5888.43 14611.7 -10293.9 -15651.2 -6272.2
9667 -3298.14 1022.92 13447.5 -5985.73 -11488.7 -5217.96
9668 726.069 -4273.14 12426.8 -1548.27 -12379.5 -180.419
9669 7072.7 -9879.13 12371 2934.17 -17029.5 5731.78
9670 12785.4 -13594.2 13187.6 6615.81 -18827.2 8478.86
9671 14986.1 -13603 14310.3 9151.06 -12356.5 7332.68
9672 13923.4 -10816.4 15327 10818.8 139.44 4355.68
9673 11189.2 -6037.43 16654.2 10923.3 11793.5 -327.11
9674 5785.27 2335.9 18506.3 8490.26 18628.2 -9119.48
9675 -1329.13 11680.5 19215.6 6716.18 18042.5 -17071
9676 -6446.54 16046.9 17745.5 8870.31 11800.1 -18047.5
9677 -4917.98 13691.6 17044.3 11682.4 10336.1 -16111
9678 762.963 8851.45 18136.4 11545.6 15244.1 -16104.9
9679 3309.42 6329.36 18213.1 9200.93 15818.6 -15744.4
9680 62.2034 8162.18 16296.2 5469.83 8563.95 -14046.2
9681 -4283.69 12940.8 15187.1 -124.85 1058.29 -12864.6
9682 -6895.45 19029.8 16161.5 -8908.11 -2732.37 -11818.1
9683 -7239.8 23989.9 17490.4 -18484.3 -8521.87 -4647.84
9684 -5677.48 24310.2 17055.8 -22825.7 -14896.7 6316.26
9685 -4142.14 22258.4 15520.8 -19218.6 -16500.6 9534.57
9686 -3986.06 22202.5 15022.1 -11184.6 -9968.05 -3067.07
9687 -1220.95 20912.1 15435.8 -3167.89 293.385 -18355.9
9688 5397.63 14420.8 14614.9 2461.64 7364.43 -19915.9
9689 11546.9 5746.07 12045.9 6316.47 10026.8 -9538.69
9690 13153.3 1044.6 9315.63 8657.98 10674.3 822.366
9691 10433.1 1660.15 7483.95 9555.24 10856.5 4687.85
9692 5773.66 5418.51 6583.63 9361.71 10628.3 3096.79
9693 1080.74 10945.5 6672.28 8141.35 9658.81 -1445.99
9694 -2320.04 16227.7 7665.83 6022.45 7119.07 -5834.72
9695 -2948.68 19190.7 9352.96 3381.8 622.246 -6706.15
9696 -485.802 19161.3 11645.6 884.282 -10513.1 -3533.27
9697 2748.67 18180.9 13702.6 -572.346 -22348.2 49.9443
9698 3917.84 18740 14633.3 -711.822 -29478.7 767.215
9699 2720.44 21822.3 14472.7 -582.297 -30448.8 314.839
9700 1017.17 25725.2 14018 -1337.11 -26777.7 3151.78
9701 979.003 27571.3 14064.2 -1823.74 -18110.2 8738.46
9702 4428.85 25010.3 14679.5 97.1506 -2668.98 11994.2
9703 12224.3 19034.4 16301.3 3917.51 17382.9 10374.3
9704 20227.2 14044.2 18746.3 6843.99 33000.3 5059.23
9705 21882.4 12292.7 19300.7 7483.75 36355 -1706.5
9706 17728.4 11778.7 17654.9 6810.13 30191.9 -7936.35
9707 13880.6 10251.6 16081.8 6246.3 24331.7 -12138.6
9708 13560.1 7887.87 15738.6 6754.66 23850.6 -14915.4
9709 15497.3 6020.82 16570.3 8497.51 25890.3 -17422.9
9710 16042.1 5997.4 17731.2 10416.5 23987.9 -19526.6
9711 13912.7 6983.08 18242.2 10251.8 15239.1 -17956.2
9712 11389.3 7465.33 18192.3 5727.26 1546.06 -9008.8
9713 11702 6145.32 18354.2 -1809.36 -11041.9 5549.35
9714 14025.1 3655.57 18749.9 -7057.6 -18396.2 17666
9715 15466.9 1496.64 19165.7 -7292.47 -21085.3 22872.2
9716 15067.9 1294.49 19962.1 -3178.6 -20247.4 23341.3
9717 13992.6 3326.11 21643.8 3839.91 -15551 21989
9718 14739 5194.21 24098 13895.9 -4380.69 18574.6
9719 18850.1 4381.02 26806.4 24061.5 12086.4 14056.1
9720 23685.5 1932.49 28712.1 28134.6 25070 10515.2
9721 23516.2 1368.82 28488.6 23220.1 26977.5 6599.5
9722 17565.1 5007.58 27399.6 12364.6 18987.6 -454.852
9723 10548.1 11066.9 27026.6 1774.49 8491.8 -10133.3
9724 6189.04 16153.5 27536.7 -4800.02 877.485 -17910
9725 5090.33 17227.3 27394.6 -7615.74 -2497.4 -18925
9726 7076.77 13487.4 25937.3 -7858.98 -2395.95 -12218.3
9727 10457.1 7759.53 24142.6 -6810.95 -806.821 -2934.97
9728 13158 3413.79 23049.9 -5634.61 319.44 2846.16
9729 15017.7 940.191 22758.8 -5251.83 -1530.59 4201.93
9730 16985.5 -485.222 23195.2 -5676.01 -7404.57 2903.16
9731 18561.2 -802.918 23979 -6628.17 -15392.6 -619.284
9732 19051.3 1013.43 25316 -8105.02 -20715.3 -6949.9
9733 19738.5 3730.32 26974.4 -9593.26 -19134.6 -12561.8
9734 22626.4 3176.05 27500.9 -9341.54 -11010.3 -11193
9735 25569.5 25.695 26157 -6678.38 -2789.52 -2855.5
9736 23230.6 959.422 23955.2 -2357.03 717.734 5276.66
9737 14916.1 10313 23193.1 2505.26 550.788 6899.56
9738 6385.11 23111.4 24220.2 6249.16 -2387.73 3028.75
9739 2367.1 31609.3 25022.6 7043.96 -7954.41 -2529.76
9740 3703.06 31314.3 24045 5540.97 -13372.8 -5125.18
9741 7613.38 24859.7 21611.8 4524.39 -14798.8 -3020.08
9742 9947.56 18571.2 19101.4 5434.05 -11223.7 910.206
9743 9136.1 15602.6 17166.3 6672.82 -5703.44 2192.55
9744 6613.38 15676 15801.9 6705.17 -1107.39 331.964
9745 4238.61 16523.7 14673.5 5244.7 1852.33 -2426.21
9746 3294.73 16754.5 13877.6 2700.39 3800.59 -3647.05
9747 4116.44 15705.8 13348.5 -541.579 5275.48 -2010.84
9748 7147.4 13956.2 13665.3 -4683.81 5438.45 2055.35
9749 12537.4 12442.6 15564.3 -9904.43 3058.19 6246.21
9750 18807.7 12160.9 18946 -14867.7 -1975.72 6986.69
9751 21928.4 14122.7 22173.1 -17128.3 -6580.13 1593.87
9752 20229.7 17002.8 23488.5 -16668.7 -8096.12 -7187.91
9753 16962.9 18813.6 22636 -16302.4 -7174.6 -12450.1
9754 14132 19217.4 20433.8 -16703.7 -5154.68 -11384.7
9755 10614.9 18940 17435.4 -15479.5 -1366.06 -8026.41
9756 7227.29 18411.5 15012.3 -11658.3 4174.75 -6489.3
9757 5482.64 17429.3 13753.5 -7115.12 8075.66 -7167.58
9758 4090.57 16628.9 13088.6 -3541.69 8206.13 -8682.29
9759 3303.34 15661.2 12571.4 -1079.16 7204.45 -9216.42
9760 6439.64 12138.5 12465.3 -142.702 9117.8 -6715.74
9761 14160 6219.03 12850.3 -1041.14 11452.5 -1651.78
9762 22909.6 -57.3282 13206.1 -3082.08 9597.9 3600.66
9763 29522.9 -4316.45 13736.6 -4159.14 4255.44 7134.59
9764 32467.8 -5293.69 15028.3 -2855.34 -1679.65 8606.83
9765 31368 -2926.04 16772.4 759.82 -5560.25 8925.47
9766 25106.1 2111.53 17871.4 5465.28 -6514.56 9022.06
9767 16166.7 8178.47 18261.2 9680.61 -3050.1 9459.33
9768 9266.57 11685.4 18086.4 11882.9 3889.23 9878.41
9769 6737.99 11060.7 17642 11084.7 10097.7 9851.76
9770 7255.5 8275.12 17342.8 7830.43 12989.3 9085.95
9771 8256.06 5627.72 17159.9 3172.85 11875 7045.09
9772 8339.54 4366.53 17125.6 -1993.46 7449.73 3583.23
9773 7325.61 5048.83 17350.6 -6578.24 1727.42 -216.691
9774 5810.8 6952.34 17890.8 -9249.48 -2982 -3296.9
9775 4562.2 8146.49 18184.1 -9477.77 -5937.92 -5081.89
9776 4404.48 7342.93 18192.7 -8064.67 -7063.75 -5681.6
9777 5064.17 5521.94 18209.3 -6963.13 -6111.09 -6587.56
9778 5073.86 5441.5 18982.5 -8292.56 -3041.42 -10110.9
9779 4049.46 7353.1 20466.7 -11069.7 -530.344 -13838
9780 2785.03 8557.11 21463 -12280.8 -1689.42 -12011.2
9781 2436.58 7381.94 21581.8 -10210.2 -5893.32 -2961.4
9782 3659.59 4786.04 21342.8 -5039.58 -9755.65 9887
9783 5414.56 3074.5 21263.8 831.226 -9699.78 19455.6
9784 7541.76 1929.1 21195 5761.29 -5655.19 23398
9785 11153 348.989 21368.2 8549.9 73.2646 22725.6
9786 15045.9 389.199 22586.1 7548.39 3688.93 18258.3
9787 15912.9 6676.36 25457.1 1809.24 2797.83 8718.58
9788 13867.5 17624.2 29065.9 -5757.24 -506.125 -2586.01
9789 13001.1 22773.9 30077.1 -9006.73 -3984.27 -3510.39
9790 14523.5 17055 26686 -5886.59 -3596.1 5427.44
9791 16804.3 6908.11 21798 -508.892 597.273 11822.9
9792 14578.4 3131.26 18328.7 1797.19 3866.82 4761.01
9793 5794.61 9288.35 17619.3 2341.81 466.84 -14604.6
9794 -8100.34 25526.2 20473.4 5201.03 -9246.05 -40793.7
9795 -15433.6 34282.5 21840.5 6787.85 -12468.3 -48895.2
9796 -11646.8 26717.4 18920.6 5689.2 -4500.78 -29755.2
9797 -5198.86 16721.8 15893.3 6190.15 3333.01 -7254.82
9798 -4288.94 14515.1 14038.3 8304.22 1661.21 -2607.61
9799 -6170.16 15844.1 12089.6 8973.02 -5108.28 -9902.63
9800 -7416.51 16724.6 10380.5 8482.8 -10129.7 -17296.9
9801 -6712.6 15155.9 8959.16 6605.77 -10322.5 -16924.1
9802 -4124.05 12119.4 8218.45 2964.35 -7149.33 -8750.35
9803 -175.635 9677.32 8572.52 -1435.08 -4540.09 1862.24
9804 6652.88 6506.41 10027.9 -6622.27 -6437.63 10096.5
9805 19927.3 -1397.83 11509.7 -14231.5 -16880.6 15515.2
9806 37027.6 -11879.1 12878.3 -22855.6 -33464.6 18812
9807 42125.3 -15102.4 12903.2 -25844.8 -40207.2 20279
9808 30933 -8537.43 11427.5 -20961.9 -31131.4 20338.9
9809 16106.3 1065.61 9795.92 -12053.3 -15558.1 18240.4
9810 8421.9 7424.06 8952 -2783.78 -1767.71 14336
9811 6465.36 10765 9073.48 7027.07 11335.5 10717.1
9812 6635.32 12486.5 9787.84 14951.7 20619 8760.5
9813 5451.74 13167.5 10060.8 18134.6 23507.6 8494.63
9814 3816.35 12816.7 9943.09 17034.4 22571.2 9990.11
9815 5245.61 9951.99 9850.41 13937.3 20786.1 12439.6
9816 9953.56 3945.47 9435.31 8884.16 15865.9 12785.1
9817 15505.4 -3311.12 8666.08 1980.01 4174.37 9732.23
9818 19567.7 -8259.65 8603.56 -3930.16 -12441 3948.64
9819 19154.9 -5848.3 10221.6 -2944.9 -25388.1 -6310.09
9820 13678.1 4688.55 13077.9 6178.61 -27314.4 -19003.9
9821 8063.3 12578.9 14197.7 11639 -16829.2 -16051.6
9822 6891.68 11874.1 12748.8 5681.43 -4960.7 7026.08
9823 8138.68 9654.05 11581.6 -3882.21 -2457.39 28698.9
9824 8683.19 10212.5 11744.4 -8331.45 -5987.33 33585.6
9825 9309.07 11626.1 12544.2 -7809.14 -6176.18 27025.6
9826 10967.6 12900.8 14220.5 -7301.14 -3606.3 16703.6
9827 13266.3 11742.5 15581.1 -11165 -5538.02 10960.7
9828 16666.9 7131.98 16039.3 -17351 -13060.8 12327.3
9829 20926.6 2026.11 16335.1 -21873.8 -19464.5 17391.1
9830 22952.5 -1028.53 16196.7 -23036.3 -18588 21131.4
9831 21635.3 -2796.25 15266.2 -20979.8 -13404.7 21031.8
9832 18175.7 -5301.32 13595.2 -16067.2 -9691.59 16494.6
9833 14633.8 -9128.89 11791.8 -9206.8 -8449.61 8290.2
9834 14530.1 -13585.9 11123.3 -3494.23 -9040.2 572.198
9835 18315.2 -17536.7 11878.2 3.5253 -9012.46 -3552.8
9836 22066.7 -19204.7 12973.2 3675.38 -3837.4 -4579.36
9837 21859.4 -17120 13524.4 8205.34 5861.69 -4244.29
9838 17641.1 -11875.4 13480.8 11637 13221.6 -3422.02
9839 11455.2 -5010.98 13810.3 13787.4 15536.2 -420.232
9840 5663.31 2605.19 16093 16870.6 17214.7 6852.37
9841 3785.79 6213.06 17355.6 16470.6 17121.8 9801.97
9842 5346.38 2962.39 14813.2 9100.58 12265.6 4159.52
9843 7028.38 -1468.49 12019.6 1816.76 8912.65 1403.25
9844 7646.3 -3399.4 11143.6 -328.584 10459.3 6702.62
9845 7814.94 -3969.91 10843.4 268.064 12561.9 14003.4
9846 7834.71 -3861.38 10492.6 110.247 11374.8 18880.5
9847 7334.53 -2942.27 9772.22 -2819.09 5528.04 20509.7
9848 6445.54 -1079.31 9144.6 -8111 -1965.14 19608
