# Time-averaged data for fix avvir
# TimeStep c_vir[1] c_vir[2] c_vir[3] c_vir[4] c_vir[5] c_vir[6]
24100 -2245.89 8257.49 5574.97 -1270.88 -11121.1 -26145.5
24101 -2750.11 7243.83 4886.57 -4759.88 -8072.22 -25350.5
24102 -177.752 3599.64 4511.57 -6699.54 -3319.56 -20351.5
24103 4862.58 -590.576 5148.08 -5684.62 2479.36 -16077.9
24104 10521.8 -3100.65 7031.91 -2552.15 5991.38 -14954.9
24105 15613.7 -4071.51 9137.36 -655.822 2860.5 -14939.6
24106 21694.4 -6791.11 10962.4 -2396.46 -5114.79 -10863.2
24107 30273.1 -12768.8 13092.2 -6247.58 -10056.9 307.974
24108 36830.6 -16959.5 15455.3 -7754.75 -6936.11 16288
24109 34978.7 -14244.8 16521.1 -4121.44 422.039 28897.5
24110 25473.3 -7659.4 14979.6 1417.87 5016.48 30383.5
24111 15177.2 -2542.84 12130.4 4753.8 4367 21516.8
24112 9269.7 -531.054 10386.1 5019.69 1509.23 11829.2
24113 7122.24 500.337 10255.9 1634.7 -3037.68 10192.5
24114 6079.72 2593.42 11221.9 -5876.94 -9571.82 17029.5
24115 4696.17 6403.25 12618.2 -14895 -15675.5 27858.3
24116 3099.11 10219.2 13713.2 -20836 -17251.4 34223
24117 1406.43 11515.6 13677.2 -21426.7 -13123.6 29356.4
24118 -10.134 9646.29 12424.7 -17812.3 -6103.39 13873.8
24119 -372.194 6705.49 11410.1 -12742.5 -790.607 -5274.43
24120 257.593 4799.98 11359.1 -8945.24 -1356.85 -19838.1
24121 1332.21 4551.58 12220.6 -6816 -7062.9 -26972.5
24122 2304.77 5449.29 13604.6 -5470.73 -13696.6 -26803
24123 3656.6 6320.28 15394 -3863.33 -15831 -19305.1
24124 7720.86 4290.48 17517.6 -1966.5 -9051.07 -5976.83
24125 16603.7 -2555.87 19956.4 -438.21 6780.38 9165.85
24126 26719.6 -10736 21744.1 1096.69 23181 21604.3
24127 29989.5 -14490.1 21318.3 2646.36 28721.5 28455.1
24128 24543.2 -12363.1 18651 3516.79 21328.1 28943.3
24129 16574.8 -8232.82 16055.4 3008.39 9525.7 24518.6
24130 11233.4 -4383.19 15062.7 1961.83 1506.54 17234.1
24131 7693.68 831.625 15457.1 1507.5 -1390.07 6277.16
24132 3202.62 8912.75 16382.3 1442.98 -1651.56 -9649.33
24133 -1359.78 16765 17066.1 1060.23 -965.809 -24818.7
24134 -3437.88 19586.3 16746.3 408.483 -50.0003 -31069.2
24135 -1340.37 15812.8 15461.3 337.59 454.92 -26054.8
24136 3373.23 8926.64 13997.8 650.196 68.4128 -15440.8
24137 7867.3 3019.74 12957.6 832.927 -1229.66 -6622.56
24138 10830.9 -613.099 12249.8 795.556 -3898.57 -2334.9
24139 12201.4 -1690.58 11891.7 1255.22 -8323.76 -2811.5
24140 11865 -190.211 11882.6 2273.2 -13649.3 -6261.48
24141 10398.9 3648.94 12407.9 2185.5 -17016.7 -8214.36
24142 9372.75 8440.34 14036.1 -82.6802 -14570.8 -5083.46
24143 11671.7 11348.5 17161.5 -3025.39 -2920.84 1196.1
24144 16817.3 10639.5 20259.8 -4240.65 13947.1 4745.76
24145 19771 7596.86 20709.5 -2985.48 24787.3 3131.3
24146 17326.7 5259.36 17786.5 -688.131 23275.4 329.624
24147 12117 5135.07 13889.6 763.98 13568.4 371.056
24148 8452.74 6750.83 11807.8 686.989 5384.56 3152.94
24149 6986.06 9251.09 11925.8 -676.435 2797.65 6942.1
24150 7488.58 10473.3 12718.5 -2628.06 3104.44 9807.96
24151 10974.3 8295.09 13031.6 -4837.22 1978.27 10904.5
24152 17448 3390.71 13036.9 -7253.96 -1884.06 10143.7
24153 23313.3 -728.101 12918.5 -8916.91 -5557.86 7653.79
24154 24938.3 -2295.63 12092.1 -9022.71 -6765.25 3948.94
24155 22063.2 -2266.13 10445.8 -7605.22 -6402.17 461.488
24156 17744.1 -1648.44 8937.63 -5685.06 -6848.76 -1136.49
24157 15441.9 -1327.98 8424.34 -5525.24 -11465.9 -609.433
24158 15237.5 -559.679 8933 -7526.03 -19999.2 26.7065
24159 14933.7 2146.38 9963.96 -9495.42 -28336.1 -1820.35
24160 13225.5 7316.16 11168 -8920.42 -31171.8 -6719.89
24161 10730.3 13218.8 12095.9 -5564.84 -25545.2 -13120.7
24162 9824.88 16915.6 13175.9 -1516.9 -12522.2 -17026.8
24163 11889.3 16540.4 14787.1 750.728 2569.22 -13917.9
24164 15121.7 13267.3 16833.9 367.246 13364.1 -2957.06
24165 16193.4 10359.7 18399 -2651.53 15074.3 10660.5
24166 13330.7 9724 18573.4 -8274.74 7127.87 19834.7
24167 8832.56 10040.9 17490 -15156 -5115.79 21424.1
24168 5386.85 9865.98 16161.9 -19805.9 -14335.2 16495.9
24169 3482.03 9432.39 15418.5 -19968.8 -17577.3 8189.47
24170 2315.65 9172.34 15445 -16008.7 -15464.3 243.594
24171 2313.5 8518.12 16195.6 -10384.7 -10006.1 -3666.67
24172 3448.85 7406.93 17470.6 -5394.9 -4261.08 -2705.42
24173 5313.12 6783.66 18919.1 -1851.85 -1906.53 -26.4194
24174 7829.66 8606.38 20880.8 851.34 -5510.09 1880.13
24175 11110.7 12605 23374.6 3135.5 -13222.7 5419.93
24176 13127.5 16367.3 24925.1 4009.32 -18903.8 10625
24177 12129.9 16354.8 23976.7 3428.16 -18061.1 13124.4
24178 11187.3 11066 22247.4 1346.73 -14002.8 12670.1
24179 12966.3 4858.6 22463 4.16947 -11255.8 14595.3
24180 15247.6 4269.44 24742.3 2158.44 -9136.71 24722.5
24181 14562.5 9612.47 27256.2 5054.96 -8939.45 37563.3
24182 10344 15573.8 27885.2 4303.91 -12400.8 41803.5
24183 5243.51 17557.6 26305.7 -1495.77 -17015.4 34248.3
24184 2110.35 16284.6 24048.2 -9604.59 -17841 19645.6
24185 258.363 15698.1 22381.6 -16251 -14546.8 5784.34
24186 -2338.48 16973.6 21101.1 -20313.4 -12730.3 -3263.13
24187 -5638.43 18743.1 20260 -21131.9 -14253.4 -7974.86
24188 -8148.29 19363.3 19647.6 -18458 -16659.9 -10681.8
24189 -8826.31 19213.6 19511.2 -14195.8 -18397.3 -12819.1
24190 -7103.21 18305.5 19531.6 -11796.6 -19132.5 -12347.2
24191 -2477.4 16017.9 19615.8 -12434.3 -17511.6 -7902.47
24192 2810.3 12449.2 19480.3 -12213.4 -10426 -4893.36
24193 5804.33 9000.4 18800.8 -8134.57 216.907 -7320.06
24194 6294.77 6984.81 17674.1 -2348.68 7850.38 -11952.5
24195 6668.4 6234.65 16882.7 1705.86 8491.17 -14162.5
24196 9137.45 5397.58 16944.9 4123.1 5634.33 -13446.4
24197 13415.5 3514.05 17621.1 6333.08 4715.78 -9784.4
24198 17455.9 852.162 18103.4 8716.4 7476.44 -2291.03
24199 19881.3 -801.766 17971.7 11340.8 12052.4 7396.65
24200 20048.2 490.4 17344.8 13810.1 14684.7 15648.7
24201 18484.5 4600.04 16347.1 13891 12016.2 19733.8
24202 15495.3 9286.26 14952.3 8630.49 3995.41 18572.2
24203 12139.6 12909.3 13299 -1548.61 -6660.75 12798.3
24204 8983.86 14893.9 11884.7 -11535.6 -15666.4 4163.02
24205 6523.13 15567.1 11051.2 -15757.8 -20124.4 -4829.78
24206 4416.62 15672.1 10696.3 -13045 -19788 -12896.5
24207 3029.97 16038 10718.1 -6341.54 -15944.7 -18946.4
24208 2933.24 16367.2 11136.1 6.59518 -9292.72 -20966.7
24209 4289.14 15597.7 11580.8 3105.31 -969.795 -19892.6
24210 6668.64 13523.9 11764.7 1962.72 6607.52 -19261.8
24211 9614.12 10576.2 11712.1 -2122.83 11129.1 -19957.4
24212 12886.8 7184.82 11526.4 -6005.4 11833.9 -18527.1
24213 16187.3 4228.45 11567.3 -7217.58 9925.37 -13280.7
24214 19172.4 2341.47 12100.4 -5348.54 7875.98 -7260.61
24215 22126 1541.98 13298.1 -1198.76 8173.1 -3512.6
24216 25220.6 642.249 14615 4067.99 11092.3 -1431.02
24217 27769.5 -99.0801 15401 8987.66 14356.8 1928.86
24218 27871.7 1452.01 15786.1 11449.6 14995.8 8942.35
24219 23807.6 6771.72 15758.7 9568.34 11688.6 16910.6
24220 15920.4 14746.1 15791.1 4089.28 6693.35 19525.1
24221 7061.59 22227.7 16032.1 -1112.65 1804.79 11907.9
24222 2044.24 25548.7 16839.6 -2884.83 -4325.9 -3201.75
24223 3477.19 22942.1 18020.7 -1736.86 -10938.1 -15542
24224 6070.31 17047.4 18249.5 -440.718 -11510.2 -17832.8
24225 4852.9 12363.1 17265.7 -931.668 -3507.32 -13043.5
24226 2740.92 10520 16527.4 -3543.44 5642.72 -9033.76
24227 4084.76 9402.74 16994.4 -6979.63 9768.78 -8426.52
24228 9416.72 5678.26 17911.8 -8958.83 9630.08 -7633.9
24229 16773.7 -1103.86 18830.3 -7630.88 8105.58 -2758.5
24230 22116.2 -7122.71 19804.8 -2938.79 6958.73 5712.99
24231 22056.3 -8189.13 20493.4 2061.75 5635.42 13207.1
24232 17411.9 -4765.45 20474.9 3953.84 2945.94 17682.8
24233 12314 -735.944 19989.5 1816.22 -896.786 20406.1
24234 9879.53 961.249 19321.2 -2053.62 -3610.51 22132.8
24235 9889.5 514.699 19009.8 -4227.36 -2901.71 22398.7
24236 10884.3 343.346 19754.7 -3833.09 198.557 19359.5
24237 10383.7 3256.81 21045.1 -2446.08 1501.11 11063.1
24238 7651.11 8944.87 22432.7 -1210.74 -2763.77 -1653.55
24239 4425.73 13126.9 22838.5 -326.02 -12052.7 -13821
24240 2588.62 13731 22161.7 -614.555 -20327.7 -21424.8
24241 2798.9 11663.1 21367.3 -2316.97 -19157.9 -23880.2
24242 5893.6 8264.41 21396.7 -2881.9 -5323.31 -21158.7
24243 11164.5 4358.14 22180.7 -35.1369 15143.5 -12858.3
24244 14957.4 2605.48 22834.6 4645.67 30197 346.598
24245 14652.6 4162.59 22416 8307.56 33450.7 15859.5
24246 10730.1 8431.53 21066.8 9362.16 27087.4 28500.5
24247 6890.88 11930.1 19611.2 8049.67 18522.8 32708
24248 5308.98 12178.3 18444 5659.33 12701.8 27502.2
24249 5121.69 9392.88 17031.5 3554.57 7068.41 17805.3
24250 6055.74 5204.24 15328.5 2824.45 -1040.36 9561.71
24251 7568.48 1032.46 13497.7 2860.11 -11224.8 4374.27
24252 8781 -1520.42 12155.6 2721.88 -19965.4 1324.77
24253 8093.64 -1651.31 11195 2463.23 -24130.8 -148.891
24254 5498.28 533.426 10612.4 1993.17 -24043.4 -9.98812
24255 2553.82 3910.09 10661.1 1054.14 -22583.5 974.556
24256 899.729 7616.87 11696.7 -103.682 -21725.9 166.228
24257 349.402 11306.3 13743.9 87.0864 -19913.4 -5568.03
24258 1368.29 14144.8 16180.7 2194.71 -12713.2 -14815.2
24259 5210.11 13478.2 17201.6 4306.66 1401.1 -20034.8
24260 9151.14 9894.79 15500.8 4910.56 15081 -16353.2
24261 9228.72 7277.72 12093.4 5089.01 19600 -7198.28
24262 6488.06 7008.99 9133.69 6724.19 14517.8 585.746
24263 4872.44 7405.91 7787.57 9434.82 3957.83 3575.29
24264 6255.34 7739.85 7849.6 11976.8 -8752.55 1030.5
24265 9591.37 7808.4 8788.02 14052.3 -17227.4 -5705.87
24266 16055.7 5656.28 10771.4 15557 -13148.2 -13601.5
24267 23199.7 2968.94 13326.4 15621.5 -1121.33 -19328.2
24268 22174.9 5223.4 14112.5 13440.3 2824.2 -20652.4
24269 12487.7 13132.3 13110.5 8951.08 -3210.46 -16307.8
24270 2312.22 21995.7 12747.4 3363.32 -6088.17 -7285.29
24271 -4097.88 27661.2 13457.5 -1774.74 444.769 1093.13
24272 -7976.58 29239.6 13719.9 -4944.14 7452.02 4112.15
24273 -7776.74 24794.2 12580.8 -5943.02 8613.52 2809.8
24274 -3915.22 15851.7 10329.5 -6187.45 4044.2 -28.4337
24275 738.039 7173.6 8177.11 -6775.01 -1792.34 -2626.87
24276 3517.42 2377.77 7084.39 -7402.81 -4823.43 -4541.75
24277 4293.04 952.265 7043.76 -7672.72 -3776.15 -5350.98
24278 4751.83 818.646 7776.09 -7605.56 944.98 -3808.23
24279 5677.13 1395.57 9430.19 -8148.53 7465.46 653.858
24280 4654.27 4844.88 11327.1 -9649.21 12177 5969.04
24281 553.36 11189.3 12442 -10039.9 15018.7 8604.53
24282 -1969.99 15582.4 12978.1 -6921.73 18559.9 8941.96
24283 -423.279 14686.9 13352.9 -1300.64 20068.4 9118.55
24284 1623.01 11020 13386.3 2756.28 15630.6 9521.49
24285 691.244 8799.16 13348.7 3417.55 8069.66 8302.92
24286 -2205.77 8276.97 13413 2869.63 2936 5328.5
24287 -3297.86 7069.74 14149.5 3225.22 296.061 2943.92
24288 -185.554 4078.98 15864.6 3264.42 -4816.93 2354.36
24289 5002.59 603.856 17608.4 1904.04 -13217.6 2578.4
24290 8327.54 -736.544 18489.1 -513.257 -21934.1 1947.02
24291 7053 2053.49 18430.7 -3667.34 -26408.4 -1548.51
24292 652.557 9106.5 18263.6 -7385.07 -22844.9 -9416.38
24293 -7597.95 16928.8 18115.6 -10432.6 -14067.9 -18307.8
24294 -14236.2 21791.4 17615.2 -10680.7 -5559.78 -22965.4
24295 -17633.3 22390.6 16409.9 -7391.08 -2487.58 -22381.5
24296 -18387 20989.9 15364.8 -1949.79 -4030.82 -20126.9
24297 -16921.9 18587.1 15157.5 2593.51 -5047.3 -18468.2
24298 -12579.7 13317.5 15111.8 4216.12 -4558.91 -15092.1
24299 -4961.07 4662.07 14653 3221.46 -5632.84 -7993.43
24300 6119.19 -4233.06 14609.9 2480.86 -8202.5 294.996
24301 16959.9 -9485.05 15480.5 4479.73 -8719.08 7210.28
24302 22600.7 -10233.2 16435.8 9489.07 -4577.15 13744.1
24303 21394.1 -8021.74 16670.2 15531.6 4378.29 20195.1
24304 16748.7 -5310.05 16535.3 19740.7 15403.7 24081.6
24305 13301.3 -3477.51 16456.4 20544.3 24648.4 22741.5
24306 10139.7 -530.319 16162.3 17316.9 26319.4 14854
24307 4943.24 5136.88 15316.4 11799.2 19118.2 2578.68
24308 -1294.5 11536.1 14250.7 7326.94 7761.54 -10442.5
24309 -5262.21 15074.6 13288.6 5638.14 -408.597 -21144.5
24310 -4325.83 13805.7 12421 5905.67 -268.261 -26893.3
24311 799.256 9152.6 11700.3 5194.08 7659.33 -27734.1
24312 5986.77 4407.78 10687.3 1882.32 17465.1 -25949.2
24313 6644.36 1835.61 8800.52 -2035.99 20942.8 -22663.7
24314 2985.33 1273.3 6133.16 -3903.46 16043.6 -17407.3
24315 -1540.12 1386.15 3770.29 -3990.74 6708.73 -9411.16
24316 -4380.38 1813.64 2334.82 -4686.47 -3089.44 783.532
24317 -5846.92 2920.86 1723.36 -6383.31 -11074 9744.45
24318 -6373.39 4187.59 1471.11 -7439.16 -15192.1 14607
24319 -5592.32 4192.84 1163.27 -6288.37 -13977.1 15104.9
24320 -2337.35 2289.3 1122.58 -1792.02 -6891.33 12038.4
24321 3928.84 -1206.02 1766.91 5330.84 4411.17 7749.76
24322 12097.9 -5395.25 3065.98 13038.1 15035.2 4603.47
24323 18895.9 -8672.99 4661.38 18212.5 19382.7 2651.77
24324 21548.1 -10396.2 5662.37 18346.2 17012.2 928.77
24325 21415.9 -11285.7 5910.92 13314.2 12213 -1270.28
24326 21269.9 -11068.7 6276.51 4862.05 8342.65 -4593.13
24327 20339.2 -7877.64 6943.36 -4318.62 5339.17 -9410.22
24328 15299.5 -19.1667 7184.47 -10563.8 3111.62 -15046.4
24329 6813.81 9548.4 6536.46 -11161.3 2707.66 -19402.6
24330 1065.43 15069 5697.75 -6888.74 4452.26 -20334.5
24331 1794.97 13273.5 5271.37 -167.123 9312.48 -17067.6
24332 5805.98 7687.77 5296.09 5397.98 15313.9 -11845.8
24333 7292.63 3032.83 5005.98 7251.77 17340.2 -6716.9
24334 5739.47 915.909 4355.18 6128.53 14169.7 -2023.2
24335 2564.08 806.524 3882.43 4111.02 9452.63 747.479
24336 -67.3196 1239.94 4108.93 2833.32 9282.91 48.7177
24337 -2848.62 2405.82 4692.77 1459.33 12872.8 -3795.47
24338 -5756.99 4405.49 5568.91 -811.548 14991.4 -6957.24
24339 -6541.82 5016.79 6227.14 -2756.07 12602.8 -4663.2
24340 -3190.69 2394.26 6562.76 -2954.66 4833.82 4501.83
24341 3820.22 -2536 7230.88 -1783.3 -7575.41 17235.8
24342 11636.1 -7697.74 8663.55 220.988 -20179.5 26947.8
24343 16583.1 -11660.9 10237.6 3520.53 -26457.2 28414.6
24344 16415.9 -13225.3 11443 7606.56 -24313.2 21929.1
24345 12488.6 -11275.2 12687.8 10100.6 -17340.3 13605.6
24346 6988.84 -5920.58 13787.8 8670.25 -11512.3 9101.02
24347 403.134 2124.64 14192.5 3960 -8542.19 4844.74
24348 -8356.78 13889.3 14548 -1529.75 -5447.7 -7967.66
24349 -18824.1 28982.3 16257.1 -6800.18 1266.03 -31669.4
24350 -27416.6 41402.4 18643.4 -11873.4 10592 -54316.4
24351 -30545.6 44239.5 19264.3 -15559.2 17793.8 -60490.2
24352 -28770.6 38091.7 17482.4 -15813 19105.4 -48770
24353 -24946.9 29732.2 15421.2 -13242.1 14772.1 -28431
24354 -22168.4 24087.7 14450.6 -9782.95 7620.86 -10921.7
24355 -20026.9 20305.1 14043.9 -5914.53 571.99 -2061.55
24356 -16713.8 15622.9 13789.5 -2020.75 -6035.58 -1050.77
24357 -10996.3 9327.34 13691.9 1009.47 -12680.1 -3173.55
24358 -4180.23 2206.19 13381.3 2945.86 -17458.4 -3311.05
24359 3487.64 -5217.76 12671.9 5896.71 -15918.1 607.99
24360 12663.7 -12656.4 11882.4 12089.5 -4999.05 7537.07
24361 20412.2 -17677.6 11737.4 18700.3 9534.84 14276
24362 21288.2 -17907 11422.8 20413.8 17362.3 18438
24363 16120.8 -13870.5 10935.1 16665.8 15754.8 20856
24364 9795.6 -7778.14 10649.7 10771.1 8904.16 22679.1
24365 3646.7 -609.72 10475 5746.47 753.581 22059
24366 -1998.01 6893.11 9965.23 3932.79 -4410.19 15543.3
24367 -6407.79 14710.5 9714.71 5432.68 -5356.48 3048.96
24368 -9870.33 22578.5 9979.18 6752.84 -4820.86 -9359.75
24369 -12065.9 27598.9 10443 5079.08 -4600.77 -13839.9
24370 -11876.5 26820.2 10283.2 1049.14 -3548.33 -8443.05
24371 -9109.33 21755.9 9856.37 -2574.39 -702.653 1008.45
24372 -5026.04 16141.8 9875.34 -4206.96 3495.41 5946.59
24373 443.345 11404.3 10480.1 -3182.55 8339.89 4130.86
24374 6933.14 6592.39 11163.7 645.919 11750.3 -1066.16
24375 11762.1 2176.93 11031.2 5307.74 9930.72 -5748.83
24376 12898.2 -452.679 9659.04 8038.44 3130.19 -8075.93
24377 11185.7 -624.561 7711.79 7448.6 -3666.21 -8864.44
24378 9800.97 452.372 6309.95 4874.37 -4582.5 -9823.51
24379 9695.12 1461.75 5793.83 2434.68 -62.9321 -11186
24380 10052.3 1900.08 5953.95 1301.16 5763.26 -11840.2
24381 9725.14 2419.93 6409.28 1210.29 10928.3 -11820
24382 8158.21 3422.09 6657.51 1497.19 14531.7 -11414.3
24383 6485.56 4353.6 6466.78 1961.03 15693.7 -9497.83
24384 6334.88 3884.37 6131.64 2880.4 14673.3 -5369.34
24385 8570.48 2484.11 6562.26 4222.11 12836.7 -1070.18
24386 11824.7 2235.12 8489.96 5780.06 9393.25 -296.916
24387 15664.6 3821.29 12700.2 7100.37 4956.13 -2558.28
24388 19931.6 7054.69 18544.4 4934.89 2414.71 800.324
24389 19092.7 12463.4 21692 -2178.99 -3207.21 11948.9
24390 12603.1 15808.7 19050.1 -8592.56 -10337.8 18584.1
24391 3460.56 16876.1 13550.8 -10230 -15827.7 12252.3
24392 -1503.15 15581 10417.4 -9442.22 -13564.3 1225.36
24393 -1215.45 12562.4 10168.8 -8574.28 -8125.69 -6190.97
24394 2890.6 8208.96 11419.5 -7419.01 -3534.83 -8654.73
24395 8975.26 2735.26 13202.6 -5410.09 466.113 -7823.68
24396 14023.1 -2062.57 14412.9 -2832.36 3235.65 -6053.98
24397 15547.8 -4028.55 14689.4 -695.045 4114.55 -4834.59
24398 12841.2 -2437.09 14143.3 224.803 4425.24 -4695.21
24399 7631.99 2016.33 13726.3 248.537 6442.18 -5064.12
24400 2589.64 7080 13954.1 483.907 10264.8 -4202.93
24401 -435.973 9867.53 14238.9 2123.13 14483.5 -1027.58
24402 -653.651 9248.58 14333.1 5599.66 18257.4 3935.05
24403 1006.69 6107.19 14276.8 9779.6 20616.6 9404.71
24404 2596.41 3329.07 14217.4 12306 19939.6 14576.4
24405 2360.39 3419.4 14196 11203.9 15223 19923
24406 404.984 6541.63 14387.7 6785.68 7510.98 24985.4
24407 -1422.34 10015.9 14666.4 2292.63 5.96437 25794.3
24408 -971.899 11399.5 14986.8 1414.78 -7162.65 18291
24409 4757.74 10260.2 16550.3 4950.79 -19115.7 1317.82
24410 13794.5 8304.26 19699 8986.05 -32362.4 -17283.6
24411 18574.9 6025.42 21435.7 7565 -33823.7 -23252.3
24412 16990.8 3691.22 20613.4 337.648 -23655 -14310.9
24413 13462.3 4001.94 20180.6 -7090.35 -16262.1 -2410.31
24414 10796.3 7565.78 21612.6 -9955.66 -19420.1 963.741
24415 7500.03 14177.2 24005.7 -6609 -24866.4 -7157.96
24416 4243.56 19984.9 25271.8 -481.932 -24134.2 -18805.9
24417 2897.36 19550 23347.6 4240.09 -14927 -23510.3
24418 3111.66 13859.9 19163.9 5760.11 -2876.99 -19250
24419 2916.65 8864.63 15462.1 5158.07 4837.63 -12190.9
24420 2206.81 6845.42 13312.1 4519.52 7527.56 -7389.5
24421 2121.4 6136.87 12402.4 4231.78 8010.05 -4618.14
24422 2708.08 6372.78 12142.8 4658.96 6920.26 -4304.1
24423 2825.59 8914.39 12378.9 6626.02 3531.28 -8342.56
24424 3221.68 12211.7 13193.3 8448.08 1119.52 -12364.4
24425 3840.82 13563.3 13877.8 8595.74 4511.06 -11062.4
24426 5022.13 12941.9 14774.8 9107.63 15372.5 -1900.1
24427 7944.19 11512.4 16574.3 12186.5 29178.5 12867.4
24428 10664.3 10962.5 17980.8 14800.9 36078.5 22098.7
24429 12096.3 10027.9 17594.6 10758.3 31083.8 23531.4
24430 12811.5 9728.87 17053.7 408.744 16999.3 22359.2
24431 12021.8 10421.6 16447.2 -8616.9 2666.18 19141.1
24432 10011.7 10103.5 14652 -8482.69 -4030.41 10703
24433 8215.31 8813.38 12233.3 -70.3513 -3314.62 -1197.62
24434 8006.06 8589.5 10973.5 9113.93 -817.772 -10068.4
24435 9956.34 8441.44 11408.1 14130.9 1173.94 -10644.7
24436 13403 6317.23 12739.8 14143.8 2495 -2346.77
24437 17338.3 2931.87 14284.6 10174.9 1874.61 10170.6
24438 21036.2 -180.324 15604 4291.53 -34.6291 20015.6
24439 24617.4 -2930.27 16421 -466.781 353.734 22494.3
24440 25335.9 -4291.05 16195.9 -2590.93 3255.76 17156.5
24441 20943 -2512.32 14959.1 -2845.68 6378.71 6552.37
24442 13939.9 2105.65 14251.4 -3093.96 8322.35 -4818.54
24443 9396.77 5747.57 14295.7 -4048.52 8822.39 -11409.2
24444 9528.92 5338.88 14448.5 -4313.18 7769.49 -10125.4
24445 12332.8 2476.81 14557.3 -3080.15 6253.06 -2963.68
24446 14457.3 910.874 14834.7 -1392.27 6945.67 4488.26
24447 14033.6 2574.67 15329.3 -1103.79 11272.4 6674.64
24448 11976.1 6120.94 15822.3 -2774.54 17396.5 2330.47
24449 10771 7935.04 16005.4 -4231.1 21648.1 -2823.8
24450 11653.9 6242.06 15768.1 -3574.46 21789.2 -2672.54
24451 13320.6 2780.87 15363.8 -1874.11 17346 2806.19
24452 13661.7 1361.76 15553.6 -1840.2 9760.47 8171.07
24453 12181.5 3318.63 16302.1 -3851.08 1453.23 9140.14
24454 10326.4 7356.82 17569.1 -5939.1 -5475.13 5538.6
24455 9335.12 10924.3 18804.7 -6697.58 -9408 622.555
24456 9722.96 11004.9 19060.2 -5966.92 -9867.5 -604.759
24457 10977.7 7437.31 18020.5 -3964.85 -7798.57 3784.03
24458 12001.6 3116.3 16390.4 -1376.61 -4856.04 9980.52
24459 12482.7 548.326 15204.4 1056.88 -2385.92 13760.8
24460 13863.9 -598.84 15014.9 2772.15 -1955.08 14288.2
24461 16027.3 -883.809 15587.3 3678.28 -4194.61 12647.5
24462 16306.8 927.624 16344.6 4199.68 -7457.82 9832.84
24463 12698.1 5681.3 16619 4347.58 -9674.19 7696.65
24464 7047.3 12253.5 16662 3666.84 -9592.46 8567.82
24465 3051.42 18069.2 17033.6 2359.03 -6254.34 12148.8
24466 2660.93 20513.5 17582.5 1101.02 594.33 14039.9
24467 4201.99 20161.5 18159.7 -937.459 7484.03 10533.8
24468 5014.52 19173.7 18333.3 -4974.83 8991.33 2803.91
24469 4628.67 18266.8 18178.8 -10033.5 3859.11 -5023.57
24470 5078.82 16445.9 17931.9 -13700.6 -4571.09 -8508.71
24471 7974.28 12953.1 17661.3 -14996.5 -12718.7 -4940.06
24472 12529.7 9082.6 17957.7 -14240.5 -18580.1 5283.1
24473 16423.1 6759.43 18851.7 -10656.2 -19183.9 17863
24474 18165.3 6135.03 20029.9 -3075.14 -12910.8 26940.7
24475 17937.2 6627.09 21056.1 5680.76 -4369.48 28714.1
24476 16367 7076.64 20945.2 11460.9 509.437 23921.2
24477 14212.4 6800.68 19611.6 12805.8 477.1 15323.2
24478 12168 6930.2 17940.7 10982.5 -2154.38 6141.78
24479 10552.9 8532.92 17182.3 7047.57 -5750.62 -2931.44
24480 10251 11270.7 17812 1086.63 -10615.7 -13303.9
24481 10850.7 14283 19577.9 -6348.18 -14648 -24151.3
24482 10846 16270.9 21152 -12460.2 -14799 -31531
24483 11158.4 15940.6 21942 -13417.5 -12273.8 -30761.9
24484 12731.9 13490.4 21948.2 -9412.86 -11181.1 -21445
24485 13596.4 11569.8 21196.5 -4320.94 -12753.1 -8271.4
24486 11520.1 11968.5 19964.4 -673.721 -13877.5 619.78
24487 7538.49 12978 18578.6 1485.75 -12318.5 1487.9
24488 4823.43 12307.3 17371.7 2309.88 -9238.87 -418.757
24489 4946.11 10319.2 16981.6 1256.65 -7510.92 1778.31
24490 7549.44 8295.08 17460 -1179.02 -8475.41 9389.36
24491 11772.4 5778.3 17981.6 -2297.98 -9790.9 17792.8
24492 16554.9 1673.49 17982.6 -1260.13 -10128.3 22218.6
24493 20716.3 -3213.02 17572.5 244.297 -9511.15 20889.7
24494 22912.9 -5900.1 17654.9 -643.403 -8502 15389.2
24495 21173.3 -3359.82 17959.7 -4401.05 -5599.43 6108.44
24496 17019.6 2732.08 18453.4 -7475.51 -1392.41 -5676.69
24497 15220.9 4919.7 18328.3 -5849.56 -2348.33 -13039.6
24498 16358 2587.33 18002.2 -521.275 -9766.26 -13871.8
24499 15604.8 1695.03 17512.5 3926.79 -14865 -12169.8
24500 11437.9 4852.64 16796.3 7379.81 -10008.4 -6323.68
24501 6924.86 10827.6 16844.4 13154.6 3072.82 4804.89
24502 3485.38 15701.4 17156.3 15813.5 11523 8779.19
24503 117.147 16393.5 15940.6 11147.6 10567.9 -406.201
24504 -2092.92 14939.1 14430.1 3849.95 7398.62 -13517.7
24505 -2145.58 14723.5 14195.8 644.931 9570.92 -19906.5
24506 -1261.27 17107.9 15151.3 586.858 14045.1 -21657.1
24507 422.419 21297.2 16989.4 2088.93 16702.2 -19268
24508 3903.47 23309.2 18883.4 3481.33 16521.2 -9508.4
24509 9341.18 20312.8 19964.2 1948.63 12366.9 4684.29
24510 14891.8 14334.1 20253.3 -2923.57 3277.71 15069.1
