LAMMPS data file. CGCMM style. atom_style full generated by VMD/TopoTools v1.7 on Tue Jan 30 11:51:59 +0800 2024
 243 atoms
 2 atom types

 
# length_a                    14.6913
# length_b                    14.6913
# length_c                    15.9631
# angle_alpha                 90.0000
# angle_beta                  90.0000
# angle_gamma                 120.0000
 
 0.0000 14.6913 xlo xhi
 0.0000 12.7230 ylo yhi
 0.0000 15.9631 zlo zhi
 -7.3456 0.0000 0.0000 xy xz yz

# Pair Coeffs
#
# 1  O
# 2  Si

# Bond Coeffs
#
# 1  O-Si

# Angle Coeffs
#
# 1  O-Si-O
# 2  Si-O-Si

# Dihedral Coeffs
#
# 1  Si-O-Si-O

 Masses

 1 15.999000 # O
 2 32.064999 # Si

 Atoms # full

1 1 2 1.320000 2.313000 0.000000 1.774000 # Si MOL
2 1 2 1.320000 -1.157000 2.003000 3.547000 # Si MOL
3 1 2 1.320000 1.292000 2.238000 0.000000 # Si MOL
4 1 2 1.320000 2.313000 0.000000 7.095000 # Si MOL
5 1 2 1.320000 -1.157000 2.003000 8.868000 # Si MOL
6 1 2 1.320000 1.292000 2.238000 5.321000 # Si MOL
7 1 2 1.320000 2.313000 0.000000 12.416000 # Si MOL
8 1 2 1.320000 -1.157000 2.003000 14.189000 # Si MOL
9 1 2 1.320000 1.292000 2.238000 10.642000 # Si MOL
10 1 2 1.320000 -0.135000 4.241000 1.774000 # Si MOL
11 1 2 1.320000 -3.605000 6.244000 3.547000 # Si MOL
12 1 2 1.320000 -1.156000 6.479000 0.000000 # Si MOL
13 1 2 1.320000 -0.135000 4.241000 7.095000 # Si MOL
14 1 2 1.320000 -3.605000 6.244000 8.868000 # Si MOL
15 1 2 1.320000 -1.156000 6.479000 5.321000 # Si MOL
16 1 2 1.320000 -0.135000 4.241000 12.416000 # Si MOL
17 1 2 1.320000 -3.605000 6.244000 14.189000 # Si MOL
18 1 2 1.320000 -1.156000 6.479000 10.642000 # Si MOL
19 1 2 1.320000 -2.584000 8.482000 1.774000 # Si MOL
20 1 2 1.320000 -6.054000 10.485000 3.547000 # Si MOL
21 1 2 1.320000 -3.605000 10.720000 0.000000 # Si MOL
22 1 2 1.320000 -2.584000 8.482000 7.095000 # Si MOL
23 1 2 1.320000 -6.054000 10.485000 8.868000 # Si MOL
24 1 2 1.320000 -3.605000 10.720000 5.321000 # Si MOL
25 1 2 1.320000 -2.584000 8.482000 12.416000 # Si MOL
26 1 2 1.320000 -6.054000 10.485000 14.189000 # Si MOL
27 1 2 1.320000 -3.605000 10.720000 10.642000 # Si MOL
28 1 2 1.320000 7.210000 0.000000 1.774000 # Si MOL
29 1 2 1.320000 3.740000 2.003000 3.547000 # Si MOL
30 1 2 1.320000 6.189000 2.238000 0.000000 # Si MOL
31 1 2 1.320000 7.210000 0.000000 7.095000 # Si MOL
32 1 2 1.320000 3.740000 2.003000 8.868000 # Si MOL
33 1 2 1.320000 6.189000 2.238000 5.321000 # Si MOL
34 1 2 1.320000 7.210000 0.000000 12.416000 # Si MOL
35 1 2 1.320000 3.740000 2.003000 14.189000 # Si MOL
36 1 2 1.320000 6.189000 2.238000 10.642000 # Si MOL
37 1 2 1.320000 4.762000 4.241000 1.774000 # Si MOL
38 1 2 1.320000 1.292000 6.244000 3.547000 # Si MOL
39 1 2 1.320000 3.741000 6.479000 0.000000 # Si MOL
40 1 2 1.320000 4.762000 4.241000 7.095000 # Si MOL
41 1 2 1.320000 1.292000 6.244000 8.868000 # Si MOL
42 1 2 1.320000 3.741000 6.479000 5.321000 # Si MOL
43 1 2 1.320000 4.762000 4.241000 12.416000 # Si MOL
44 1 2 1.320000 1.292000 6.244000 14.189000 # Si MOL
