# Time-averaged data for fix myMSD
# TimeStep MSD_X MSD_Y MSD_Z MSD_Total PotE Temperture
41900 1.37746 1.38462 1.00773 3.76981 -36154.1 719.071
42000 1.35058 1.3381 1.04778 3.73647 -36158.1 725.084
42100 1.39736 1.32442 1.04046 3.76223 -36145 713.343
42200 1.40698 1.37749 1.09775 3.88221 -36144.6 722.629
42300 1.46813 1.42957 1.11519 4.01289 -36151.7 724.625
42400 1.45141 1.44864 1.12913 4.02918 -36145.9 718.531
42500 1.4665 1.43972 1.15316 4.05938 -36147.8 725.268
42600 1.51377 1.45796 1.18146 4.15319 -36147.5 725.016
42700 1.57451 1.46873 1.14193 4.18517 -36139.2 718.478
42800 1.53423 1.42227 1.11994 4.07644 -36135.7 718.615
42900 1.45936 1.4634 1.10382 4.02657 -36122 717.134
43000 1.38797 1.49675 1.14074 4.02546 -36106.1 715.903
43100 1.29393 1.46765 1.14725 3.90883 -36146.8 753.463
43200 1.22996 1.34147 1.137 3.70843 -36137.5 728.902
43300 1.15951 1.28953 1.13741 3.58645 -36126.5 727.241
43400 1.14405 1.3309 1.15345 3.6284 -36122.1 722.315
43500 1.22932 1.37041 1.15955 3.75928 -36115.9 729.774
43600 1.26067 1.31939 1.08706 3.66712 -36114.4 733.024
43700 1.26711 1.31091 1.09965 3.67767 -36101.4 726.474
43800 1.36079 1.38335 1.14352 3.88766 -36104.4 734.577
43900 1.42424 1.42189 1.13862 3.98475 -36109.7 738.817
44000 1.49888 1.42888 1.11526 4.04302 -36117.4 749.321
44100 1.58588 1.4582 1.11045 4.15453 -36104.9 733.321
44200 1.63223 1.48315 1.09222 4.2076 -36092.1 732.109
44300 1.60183 1.45182 1.07618 4.12982 -36087.3 738.274
44400 1.57453 1.35792 1.07229 4.00474 -36119.5 760.539
44500 1.58244 1.30196 1.1342 4.01861 -36103.1 736.651
44600 1.62629 1.31441 1.18781 4.12851 -36105.6 747.795
44700 1.65579 1.35334 1.15975 4.16889 -36111.8 754.771
44800 1.58453 1.29263 1.13403 4.01119 -36104.2 743.502
44900 1.4863 1.25355 1.13948 3.87933 -36107.7 747.146
45000 1.42825 1.23774 1.14339 3.80938 -36092 730.539
45100 1.34486 1.28212 1.1485 3.77548 -36096.7 750.035
45200 1.40236 1.28751 1.1465 3.83638 -36080.3 739.401
45300 1.36857 1.32452 1.10918 3.80226 -36095 753.346
45400 1.32508 1.28797 1.07182 3.68487 -36080.2 748.592
45500 1.34795 1.31667 1.05128 3.7159 -36093.5 762.241
45600 1.32891 1.38027 1.04612 3.75531 -36099 760.404
45700 1.30684 1.44354 1.06955 3.81993 -36087.7 750.398
45800 1.28456 1.39854 1.12292 3.80601 -36104.8 770.285
45900 1.32112 1.33662 1.14968 3.80742 -36106.6 766.648
46000 1.42138 1.39176 1.11872 3.93185 -36113 765.73
46100 1.41192 1.40428 1.13534 3.95154 -36100 749.142
46200 1.38749 1.3504 1.13874 3.87662 -36085.9 745.796
46300 1.4187 1.29163 1.1533 3.86362 -36092.2 762.043
46400 1.45359 1.32298 1.18514 3.96171 -36086.9 763.502
46500 1.45241 1.37705 1.16432 3.99378 -36068.1 749.481
46600 1.52052 1.36804 1.13387 4.02243 -36068.7 753.918
46700 1.63404 1.38712 1.10759 4.12876 -36071.9 766.723
46800 1.71594 1.41403 1.14817 4.27814 -36063.2 761.522
46900 1.72123 1.40729 1.2545 4.38302 -36075.5 776.556
47000 1.68453 1.44555 1.26659 4.39667 -36071.1 768.703
47100 1.65684 1.39941 1.26587 4.32212 -36097.4 798.923
47200 1.69422 1.38674 1.25048 4.33145 -36044.3 747.424
47300 1.69352 1.3811 1.26715 4.34177 -36049.3 763.978
47400 1.7577 1.38269 1.32517 4.46556 -36031.9 760.981
47500 1.79128 1.38306 1.29509 4.46943 -36041.7 775.979
47600 1.77052 1.38191 1.26709 4.41952 -36047.1 780.061
47700 1.77471 1.40973 1.24847 4.43291 -36051.5 777.221
47800 1.75294 1.37276 1.19334 4.31904 -36048.4 781.414
47900 1.65456 1.31065 1.15731 4.12253 -36030.4 765.53
48000 1.54927 1.32398 1.08792 3.96117 -36049.5 786.564
48100 1.49375 1.34937 1.08932 3.93244 -36021.8 765.71
48200 1.46957 1.36179 1.11467 3.94603 -36056.5 803.914
48300 1.46105 1.31201 1.12905 3.90212 -36036 768.181
48400 1.51153 1.35817 1.14661 4.01631 -36025 776.116
48500 1.56204 1.46721 1.15245 4.1817 -36062.2 802.572
48600 1.56245 1.44658 1.20412 4.21315 -36059.1 790.185
48700 1.46884 1.43323 1.28925 4.19132 -36045.8 773.968
48800 1.50866 1.39405 1.31581 4.21851 -36068.1 799.19
48900 1.64381 1.39025 1.25521 4.28928 -36047.1 777.043
49000 1.6123 1.40217 1.22766 4.24213 -36066.4 798.408
49100 1.60603 1.35389 1.1841 4.14401 -36085.8 811.301
49200 1.66268 1.29989 1.13794 4.10051 -36051.5 778.628
49300 1.74834 1.34292 1.12323 4.21449 -36075.2 800.031
49400 1.73122 1.44938 1.09746 4.27805 -36057.2 778.705
49500 1.73735 1.47831 1.1444 4.36005 -36052.5 787.51
49600 1.75255 1.50733 1.15416 4.41404 -36057.9 801.091
49700 1.7632 1.52689 1.18883 4.47892 -36075.7 807.999
49800 1.70131 1.50281 1.17099 4.37511 -36053.3 793.075
49900 1.68382 1.42611 1.15024 4.26017 -36057.9 803.115
50000 1.63339 1.36348 1.19047 4.18734 -36043.4 791.392
50100 1.55584 1.36705 1.17865 4.10154 -36059.1 814.859
50200 1.53009 1.44388 1.15037 4.12434 -36053.4 806.156
50300 1.48754 1.48796 1.1799 4.15541 -36028 781.411
50400 1.45986 1.46221 1.09063 4.0127 -36022.5 792.606
50500 1.47847 1.40926 1.10609 3.99382 -36046.3 817.84
50600 1.49664 1.37591 1.13538 4.00793 -36046.7 807.156
50700 1.47363 1.33673 1.21426 4.02462 -36010.9 782.942
50800 1.4645 1.33291 1.22942 4.02683 -36024 810.221
50900 1.4334 1.29545 1.19601 3.92487 -36041.6 814.838
51000 1.43087 1.30372 1.17817 3.91275 -36028.4 805.27
51100 1.44535 1.30038 1.15983 3.90556 -36028.8 807.07
51200 1.42663 1.24802 1.08584 3.76049 -36030.9 813.582
51300 1.37941 1.1805 1.04283 3.60274 -36021.5 804.359
51400 1.41204 1.16434 1.07889 3.65527 -36035.2 823.296
51500 1.41959 1.27562 1.14109 3.8363 -36017.6 807.293
51600 1.35648 1.32003 1.12927 3.80578 -36038 826.275
51700 1.35471 1.39014 1.07732 3.82217 -36025.3 806.422
51800 1.38496 1.43739 1.02137 3.84372 -36023.3 812.155
51900 1.51212 1.45846 0.977332 3.9479 -36019.2 817.042
52000 1.59381 1.48729 1.00814 4.08924 -35998.2 801.489
52100 1.65622 1.53133 1.00893 4.19648 -36010.4 824.258
52200 1.59236 1.54195 1.01434 4.14864 -36026.1 831.901
52300 1.5322 1.51851 1.04983 4.10055 -36004.8 807.307
52400 1.5917 1.48707 1.0295 4.10828 -35966.3 793.301
52500 1.64286 1.51788 1.00989 4.17063 -35994.5 834.502
52600 1.56557 1.48541 1.06315 4.11413 -35987.3 823.043
52700 1.57431 1.49898 1.14082 4.2141 -36008.7 833.897
52800 1.52921 1.43197 1.16944 4.13062 -35987.3 815.806
52900 1.46503 1.43067 1.19195 4.08764 -35988.9 822.264
53000 1.35706 1.41674 1.23372 4.00752 -35986.3 829.001
53100 1.30671 1.4024 1.20086 3.90997 -35997.1 831.428
53200 1.33831 1.3869 1.14237 3.86759 -35979.4 819.017
53300 1.40368 1.36659 1.09461 3.86488 -35968.9 816.073
53400 1.42143 1.36614 1.0807 3.86827 -36022.3 868.114
53500 1.44878 1.37706 1.09189 3.91773 -36001.7 833.936
53600 1.54501 1.41784 1.17401 4.13686 -35989.4 825.549
53700 1.58225 1.40794 1.19736 4.18754 -35990.1 830.456
53800 1.49648 1.37094 1.19775 4.06518 -35995.1 833.034
53900 1.5701 1.31296 1.18881 4.07187 -35967.2 816.475
54000 1.70147 1.30006 1.22039 4.22191 -35981 833.274
54100 1.74875 1.37483 1.17714 4.30071 -35962.6 831.296
54200 1.79432 1.46158 1.19555 4.45145 -35974.8 848.755
54300 1.75348 1.5374 1.25448 4.54536 -35985.7 846.758
54400 1.68567 1.45901 1.29308 4.43776 -35985.2 847.247
54500 1.72013 1.39681 1.32191 4.43885 -35976.3 842.427
54600 1.71676 1.42636 1.37781 4.52094 -35962.9 837.389
54700 1.70932 1.47469 1.33364 4.51765 -35978.3 846.808
54800 1.70378 1.44212 1.33597 4.48188 -35979.5 850.854
54900 1.64437 1.42957 1.33595 4.40989 -35985 847.055
55000 1.56516 1.4843 1.30272 4.35217 -35988 847.866
55100 1.55011 1.48306 1.29962 4.33279 -35980.6 850.223
55200 1.53683 1.35537 1.28139 4.17359 -35965.6 841.086
55300 1.5566 1.28999 1.28845 4.13504 -35975.5 855.612
55400 1.50452 1.32211 1.31407 4.1407 -35994.2 862.228
55500 1.48224 1.40215 1.28956 4.17395 -35995.9 864.716
55600 1.48196 1.39252 1.22547 4.09995 -35991 851.364
55700 1.50712 1.3924 1.1856 4.08512 -35988.7 852.518
55800 1.49131 1.45197 1.17892 4.12221 -35982 854.287
55900 1.51068 1.43302 1.15296 4.09666 -35982.4 859.011
56000 1.43126 1.37668 1.12846 3.93639 -35958.9 840.313
56100 1.41941 1.33504 1.12793 3.88238 -35983.4 867.617
56200 1.38621 1.41123 1.15623 3.95367 -35963.5 847.679
56300 1.35319 1.3876 1.1837 3.92448 -35971.5 865.291
56400 1.38918 1.42242 1.21005 4.02165 -35960.9 851.767
56500 1.32321 1.50639 1.26747 4.09707 -35972.1 868.174
56600 1.28673 1.50824 1.2871 4.08207 -35971.1 869.391
56700 1.33104 1.52223 1.28927 4.14254 -35957 858.05
56800 1.30001 1.53965 1.2959 4.13556 -35930.2 845.614
56900 1.30875 1.56932 1.28915 4.16721 -35934.2 859.112
57000 1.32396 1.50523 1.33584 4.16503 -35938.8 869.253
57100 1.32605 1.48409 1.25058 4.06072 -35935.7 862.601
57200 1.2469 1.51265 1.18433 3.94388 -35969.4 888.553
57300 1.20956 1.48027 1.1369 3.82672 -35980.6 885.347
57400 1.14757 1.45383 1.13012 3.73151 -35963.2 868.527
57500 1.16153 1.43645 1.17801 3.77599 -35992.4 887.704
57600 1.31622 1.41431 1.2152 3.94573 -35957.3 858.296
57700 1.38988 1.36492 1.22971 3.98451 -35992.2 889.541
57800 1.37381 1.39073 1.23446 3.999 -35973.7 869.921
57900 1.47293 1.48542 1.19468 4.15303 -35979.7 877.899
58000 1.46791 1.50508 1.13936 4.11235 -35968.4 871.196
58100 1.50158 1.48287 1.15788 4.14232 -35967.1 876.26
58200 1.55753 1.50105 1.16212 4.2207 -35942.9 863.808
58300 1.61306 1.56029 1.25092 4.42427 -35918.4 857.547
58400 1.61749 1.63122 1.29403 4.54275 -35939.4 882.567
58500 1.66417 1.71789 1.33082 4.71288 -35973.4 905.942
58600 1.60753 1.75487 1.32688 4.68928 -35965.4 890.906
58700 1.54572 1.79367 1.37111 4.7105 -35947.6 872.261
58800 1.44559 1.82189 1.39556 4.66305 -35924.6 867.329
58900 1.39445 1.91831 1.32363 4.63639 -35933.6 887.688
59000 1.40196 1.93229 1.24486 4.57911 -35943.1 892.755
59100 1.50898 1.8961 1.32505 4.73013 -35960.6 902.509
59200 1.61472 1.89773 1.40082 4.91327 -35938.4 887.039
59300 1.62057 1.8512 1.3765 4.84827 -35943.1 897.651
59400 1.65642 1.79529 1.35409 4.80579 -35947.4 899.659
59500 1.61867 1.77337 1.37926 4.7713 -35929.7 886.947
59600 1.54679 1.74447 1.38389 4.67514 -35960.8 901.93
59700 1.59567 1.7458 1.46584 4.80731 -35938.8 885.652
59800 1.55709 1.77442 1.4837 4.81521 -35964.7 908.855
59900 1.54308 1.82938 1.42897 4.80144 -35924.6 872.629
60000 1.59323 1.79851 1.37698 4.76872 -35920.5 889.235
